#{"t_start": 1521290799.6214535, "env_id": "Walker2d-v2"}
r,l,t
0.71125,12,6.334405
-4.58919,8,6.344685
-4.290806,18,6.366497
0.12476,10,6.37956
-1.008083,11,6.393356
-2.232449,11,6.406901
-0.718121,15,6.424703
-8.4022,18,6.446875
-1.210146,23,6.473976
-1.152193,16,6.493658
0.092299,23,6.521815
-3.759807,13,6.537919
4.573191,26,6.56935
-3.145868,11,6.583017
-2.032243,21,6.601687
0.853129,12,6.611889
-2.694713,19,6.62786
-0.601043,13,6.639052
7.794679,17,6.653579
-9.323277,14,6.665372
2.807278,13,6.676747
5.187575,18,6.692052
-3.625383,18,6.70787
5.128177,27,6.730499
2.678023,19,6.746469
-1.784353,10,6.755202
3.171705,17,6.769658
-10.299247,20,6.786327
-2.668099,13,6.797401
0.515997,11,6.806644
9.432757,28,6.836848
1.247036,23,6.864923
0.263365,26,6.89581
2.213,15,6.914308
9.456694,28,6.94892
-0.524124,16,6.968358
1.318353,13,6.981884
1.861241,12,6.99242
-0.98123,16,7.005981
0.460064,19,7.021701
-5.835585,10,7.030338
-1.315658,10,7.038583
-4.472528,15,7.05115
-3.96216,16,7.064698
4.45388,18,7.079639
-4.669873,10,7.088876
-8.194377,11,7.106209
-1.649737,18,7.133038
1.421584,15,7.155237
-9.278603,20,7.184471
-2.543139,9,7.198079
-1.709893,25,7.232085
-1.159074,12,7.246737
-0.283664,13,7.262366
-0.753109,17,7.282987
-0.983887,9,7.292233
-6.493801,27,7.324667
-3.001217,28,7.358306
3.013566,18,7.380028
-6.198524,9,7.391479
3.062079,23,7.419093
-5.12193,8,7.429402
-8.754174,16,7.951443
17.80892,31,7.988326
1.105794,49,8.045481
6.317355,30,8.081249
5.539053,31,8.118104
-0.932079,13,8.134105
-7.015079,25,8.163072
-2.058865,14,8.18001
-9.580037,23,8.20446
-5.86743,21,8.221848
2.807506,30,8.246475
-7.368844,14,8.258382
-7.163903,17,8.272621
1.40687,13,8.283502
1.870213,12,8.293676
-7.109359,17,8.307877
4.686942,34,8.336136
-2.697538,38,8.36758
7.349995,23,8.38677
-1.511931,12,8.397327
-6.841267,17,8.412289
21.426674,46,8.449784
1.358135,21,8.467364
-6.26437,20,8.484256
0.039281,11,8.493545
-5.185768,18,8.508425
5.515845,19,8.523982
-10.283654,22,8.542799
-0.947673,34,8.570565
-2.482859,17,8.584824
-0.273893,16,8.598338
0.946033,33,8.62735
-0.089627,12,8.637601
-6.57869,11,8.646884
1.136114,16,8.660195
-3.598127,20,8.677005
-8.830525,17,8.697729
12.853679,43,8.748749
-4.210947,10,8.760965
1.702819,23,8.78864
6.15211,16,8.808084
12.897042,31,8.839873
-3.9533,18,8.85499
5.818843,19,8.870843
-3.464674,18,8.88607
-11.065384,26,8.907522
5.460547,31,9.066405
0.251687,20,9.085392
2.052875,18,9.100514
-6.444147,17,9.114604
-2.885394,18,9.130122
-1.726328,11,9.144068
0.205754,21,9.16967
1.440484,15,9.188272
-3.303583,9,9.198663
-5.493725,14,9.210346
7.247859,30,9.235162
3.228521,29,9.259254
-1.544337,29,9.283033
-4.696248,10,9.291632
-5.733588,24,9.311446
4.761644,30,9.33615
14.256,33,9.363438
-1.05587,14,9.375366
3.847416,16,9.388782
0.187808,18,9.404483
-0.204188,23,9.423582
-3.925262,15,9.436197
-3.054291,19,9.452722
-6.241384,22,9.471005
-5.076238,14,9.48387
1.502282,20,9.507962
-8.958791,19,9.530935
-2.183122,18,9.552168
2.904447,15,9.57006
-4.156957,21,9.595036
0.138311,25,9.619664
1.61893,11,9.629133
-1.982983,9,9.636888
-0.201792,10,9.645413
8.705662,26,9.666831
-5.914296,25,9.687563
-5.537707,40,9.72059
4.534567,26,9.743302
4.630906,18,9.763005
6.923723,17,9.783888
-8.389155,11,9.797133
1.788259,15,9.815791
-3.43098,20,9.840366
2.224793,33,9.879825
14.427775,44,9.932297
-0.648149,18,9.954393
-8.754561,12,9.969339
-3.773584,23,9.99746
4.458325,16,10.017077
-4.964224,18,10.039114
-1.980895,11,10.053039
-1.351521,29,10.356357
8.039761,22,10.383315
-9.243967,24,10.413366
1.752843,16,10.433181
-9.852232,21,10.458523
-4.581704,21,10.484878
-11.691409,29,10.521124
4.564989,22,10.542086
0.005478,20,10.55927
14.639696,51,10.602342
0.928192,28,10.626417
-2.656238,14,10.638708
7.437897,23,10.658685
-6.693143,15,10.67145
-6.767745,27,10.69469
-1.004558,27,10.727244
4.732941,17,10.74841
-1.287411,20,10.773291
18.516801,40,10.821312
-7.123515,33,10.860714
-0.650529,45,10.916542
-6.922693,18,10.938864
8.437627,57,11.009115
-5.775108,30,11.041877
-2.631591,7,11.050391
-1.540465,26,11.082023
8.416593,28,11.116173
-3.577216,25,11.140149
-0.710161,25,11.161721
3.382223,14,11.173989
-5.853963,21,11.192197
1.802196,16,11.206186
-9.289791,21,11.224223
0.094258,20,11.247627
-7.609008,17,11.268965
4.673001,26,11.301503
-2.310604,10,11.314207
4.674836,33,11.354547
-3.093987,21,11.380495
-4.777091,16,11.400966
3.84269,23,11.428151
-3.268293,18,11.451027
2.912547,20,11.476504
-10.090185,19,11.676278
-6.583235,51,11.734232
2.862844,29,11.758274
-6.422852,20,11.77472
5.411376,53,11.817802
-3.953145,23,11.836998
-3.447881,14,11.848483
-0.471458,10,11.856936
-6.547072,15,11.869913
-2.549566,29,11.893717
1.73268,19,11.910099
-2.142887,16,11.924796
-0.025047,29,11.951175
-5.709036,23,11.97834
5.766129,34,12.018985
-8.728178,20,12.042936
2.81808,18,12.064867
2.960987,32,12.097209
0.625095,45,12.134204
14.875491,40,12.167208
2.335341,17,12.181753
-3.836319,33,12.217062
-2.492241,25,12.246673
-5.800645,37,12.290193
0.844014,29,12.325306
0.512611,26,12.354088
-5.773357,19,12.37
0.936745,38,12.401275
-10.19053,15,12.413871
-2.45018,22,12.434136
-4.198845,21,12.456656
6.042002,39,12.502903
-2.499606,16,12.522191
13.67936,41,12.558393
-5.063592,21,12.575698
7.574024,34,12.60376
1.713778,29,12.627625
1.621684,15,12.640443
2.693059,43,12.796198
11.817769,27,12.819035
-7.853041,26,12.841275
-11.870191,28,12.864799
1.910994,26,12.887053
9.940185,38,12.919252
-0.142363,34,12.947519
-7.484056,39,12.97952
11.766843,39,13.01239
-7.463018,36,13.042864
-3.259796,10,13.051768
-8.196822,34,13.080131
6.970683,34,13.109043
0.259239,25,13.130116
-2.60086,45,13.1675
-8.490042,35,13.196422
15.616227,32,13.231447
-8.998921,36,13.274457
-1.984077,18,13.296324
-8.996423,21,13.321736
-3.893473,20,13.345622
4.096715,28,13.379704
0.559471,36,13.423806
-12.789058,16,13.443632
0.490397,16,13.463447
-5.789233,17,13.483488
2.604932,35,13.525991
6.599534,43,13.577907
-6.795415,25,13.608602
-0.648702,10,13.621144
-0.547416,37,13.665188
5.117202,22,13.690029
1.499521,19,13.706511
4.420754,34,13.735178
-2.984239,20,13.752675
-4.954373,16,13.766363
-6.996124,27,13.970329
1.116606,42,14.021006
7.833416,28,14.055161
-5.085139,24,14.082448
-9.19495,30,14.110259
-4.328629,42,14.144804
-11.417651,23,14.164181
18.690662,47,14.217633
18.415248,33,14.256998
-1.689527,33,14.29634
8.796564,50,14.355325
0.521601,33,14.39491
-5.330918,28,14.428656
-6.566654,20,14.452863
-1.588109,35,14.493199
4.677614,26,14.52476
6.769663,43,14.581631
4.41043,34,14.625785
4.252168,47,14.686841
4.809475,36,14.730762
36.10871,57,14.795107
2.229386,19,14.818336
14.147844,34,14.858676
