EpisodesSoFar,TimeElapsed,surrgain,meankl,ev_tdlam_before,TimestepsSoFar,entropy,EpThisIter,EpTrueRewMean,EpLenMean,EpRewMean,entloss,optimgain
51,4.576602458953857,0.056561362,0.0070152786,0.3219391107559204,1021,8.475651,51,-0.306730837220552,20.425,18.803127,0.0,0.056561362
88,8.279680728912354,0.062028375,0.0074868295,0.5906193852424622,2041,8.446407,37,-0.9313974194375435,26.625,24.37238,0.0,0.062028375
112,11.89461636543274,0.06749253,0.0074085426,0.5991413593292236,3073,8.398237,24,2.6017888023446223,36.125,31.019764,0.0,0.06749253
127,15.470635890960693,0.06379665,0.006808476,0.6592743694782257,4096,8.351059,15,2.873298680218292,51.775,42.856285,0.0,0.06379665
137,19.200106620788574,0.06924103,0.006162259,0.5656296610832214,5108,8.348952,10,9.224240890822845,67.675,54.86021,0.0,0.06924103
145,23.272285223007202,0.0656337,0.0065452782,0.8256779909133911,6031,8.285769,8,12.271382306635417,80.05,63.82058,0.0,0.0656337
153,26.95692539215088,0.059412092,0.006275392,0.8578968942165375,7028,8.250308,8,25.912099281640735,97.55,77.210594,0.0,0.059412092
160,30.85381245613098,0.06866471,0.005665185,0.8945508748292923,8000,8.219305,7,42.77115585911582,111.65,87.79718,0.0,0.06866471
165,34.885528564453125,0.062049344,0.006670885,0.9158575236797333,8992,8.221144,5,50.9060565827764,126.425,98.85853,0.0,0.062049344
172,38.94213509559631,0.06218309,0.0064846775,0.8937409222126007,9990,8.204908,7,66.18442310422154,135.05,105.46236,0.0,0.06218309
176,43.15694570541382,0.07278993,0.0063159056,0.8980739936232567,10904,8.209217,4,85.422428908355,151.6,118.73401,0.0,0.07278993
181,47.39849901199341,0.058516182,0.006074639,0.8498886972665787,11810,8.153638,5,98.25160573032801,155.025,122.11372,0.0,0.058516182
186,51.617141246795654,0.06473977,0.0058436454,0.9253227263689041,12789,8.142505,5,113.78977402645846,166.975,131.2878,0.0,0.06473977
190,55.88081455230713,0.061030522,0.00590486,0.9290166273713112,13754,8.121461,4,134.67330722015672,177.475,140.02963,0.0,0.061030522
195,60.14448046684265,0.057904787,0.0058159903,0.9023810774087906,14779,8.105667,5,147.76542175576958,185.7,146.83694,0.0,0.057904787
200,64.40719556808472,0.06612359,0.0063485913,0.881331130862236,15749,8.060168,5,145.18848179541493,193.725,153.1282,0.0,0.06612359
205,68.68115615844727,0.06428395,0.0058668307,0.9208406582474709,16943,8.065067,5,171.52266498680063,198.775,157.55423,0.0,0.06428395
209,72.96385097503662,0.062511146,0.0058292737,0.8751829043030739,17886,8.089526,4,171.6948794251339,207.45,163.7341,0.0,0.062511146
213,77.22704696655273,0.06589197,0.0062472178,0.937051884829998,18796,8.04015,4,181.10210438688932,214.75,169.71944,0.0,0.06589197
218,81.50243663787842,0.06146453,0.005872746,0.8569074422121048,19830,8.035413,5,189.75565083066286,211.175,166.10886,0.0,0.06146453
221,85.7843873500824,0.061103847,0.006430902,0.9383980445563793,20749,8.003665,3,194.42147947596044,223.475,175.04118,0.0,0.061103847
223,90.06582903862,0.07227681,0.006527921,0.9511632956564426,21834,7.959058,2,223.20419895389614,236.85,184.58636,0.0,0.07227681
227,94.34826111793518,0.06511008,0.00693297,0.9137248322367668,23241,7.9093666,4,239.51034148806812,257.9,199.74768,0.0,0.06511008
231,98.62700891494751,0.06757179,0.00651777,0.9347051680088043,24868,7.863099,4,261.42393141950225,271.85,209.92627,0.0,0.06757179
233,102.90405440330505,0.073619455,0.007875478,0.9512502402067184,25905,7.87103,2,279.1866524711774,290.975,223.71036,0.0,0.073619455
234,107.18360733985901,0.051853158,0.0077023017,0.04973757266998291,26905,7.891796,1,290.4870300992805,310.225,236.42944,0.0,0.051853158
236,111.46675157546997,0.07593471,0.0063903127,0.9606907442212105,27665,7.827683,2,300.6909759803541,315.425,239.2216,0.0,0.07593471
238,115.75626635551453,0.07336292,0.006708695,0.9143508672714233,28030,7.839661,2,299.78634498701,314.725,237.92102,0.0,0.07336292
239,120.04671287536621,0.075012006,0.0076945894,-0.028601408004760742,29030,7.848019,1,317.71656826474873,336.6,251.73804,0.0,0.075012006
242,124.33149147033691,0.06417656,0.0061192457,0.8308482766151428,30795,7.8090672,3,350.3874425349387,366.15,271.57883,0.0,0.06417656
243,128.60723972320557,0.097746335,0.0061377627,-0.17835688591003418,31795,7.851867,1,366.3599723799439,386.25,284.94403,0.0,0.097746335
245,132.88748502731323,0.057202093,0.0071590217,0.524383932352066,33534,7.8602414,2,391.1117318980623,414.775,302.8562,0.0,0.057202093
247,137.17809748649597,0.06324542,0.006577593,0.9617582820355892,34103,7.8958282,2,400.1011681140938,417.75,304.22528,0.0,0.06324542
248,141.46185851097107,0.079307705,0.00568749,0.1231011152267456,35103,7.876461,1,422.9156021939004,436.375,315.67267,0.0,0.079307705
249,145.74783730506897,0.080479205,0.0055180164,0.9035372510552406,36059,7.8770757,1,445.8744407883254,454.325,328.9305,0.0,0.080479205
252,150.02548241615295,0.073712125,0.0060713137,0.8614607751369476,37579,7.8612666,3,453.3670362849583,474.85,340.8034,0.0,0.073712125
254,154.29831647872925,0.074866414,0.0074278987,0.8255618065595627,39301,7.9112587,2,481.21849471669896,507.625,361.72055,0.0,0.074866414
255,158.56973838806152,0.057454795,0.007888223,-0.006694436073303223,40301,7.9070897,1,492.9767770794739,528.1,373.88202,0.0,0.057454795
257,162.83947730064392,0.07063628,0.0074177478,0.6458016633987427,40737,7.9080687,2,490.2521088206772,526.975,372.45587,0.0,0.07063628
258,167.1141858100891,0.071385376,0.0068951636,0.02164369821548462,41737,7.9103994,1,503.52203773801284,547.675,385.77545,0.0,0.071385376
260,171.39480090141296,0.061280604,0.006582629,0.3774619698524475,43152,7.9088163,2,508.79588340568307,563.825,393.61118,0.0,0.061280604
261,175.66770696640015,0.05632055,0.007288676,-0.0876626968383789,44152,7.896409,1,532.8930751918615,585.075,407.22226,0.0,0.05632055
263,179.9336292743683,0.08397911,0.0069778347,0.7498746812343597,44925,7.8832436,2,516.8089512634324,577.275,399.84332,0.0,0.08397911
264,184.21037983894348,0.06473045,0.0070582815,-0.06518888473510742,45925,7.8768954,1,512.5459468726124,580.6,399.70233,0.0,0.06473045
265,188.49117827415466,0.074366406,0.0067768795,0.9114992395043373,46841,7.8876314,1,519.6056975796337,597.625,409.80087,0.0,0.074366406
267,192.77257227897644,0.07511804,0.0064531476,0.8904218450188637,47774,7.9045296,2,530.128958742977,613.325,419.05316,0.0,0.07511804
268,197.0523796081543,0.053729422,0.007223486,-0.0037099123001098633,48774,7.9275975,1,531.7719634241156,620.05,420.25018,0.0,0.053729422
269,201.33494091033936,0.05462706,0.0069553833,0.023113548755645752,49774,7.9452972,1,545.4563191754617,638.65,430.298,0.0,0.05462706
270,205.61747193336487,0.05989877,0.006301924,-0.06891179084777832,50774,7.943909,1,557.4024205745841,657.175,441.08417,0.0,0.05989877
271,209.90945029258728,0.059501305,0.0065320646,0.17740106582641602,51774,7.958542,1,568.4929697269972,672.65,449.4599,0.0,0.059501305
272,214.19290590286255,0.0757557,0.006266129,0.3358716368675232,52539,7.95195,1,566.6116001034376,670.125,445.20587,0.0,0.0757557
273,218.473464012146,0.06565742,0.0066789966,-0.15212523937225342,53539,7.930435,1,584.9658249588053,690.85,456.983,0.0,0.06565742
274,222.7528862953186,0.05898544,0.008410512,-0.02494204044342041,54539,7.9418793,1,591.2833196151021,690.85,455.37997,0.0,0.05898544
275,227.05093717575073,0.06740168,0.0057865926,0.21959716081619263,55539,7.929333,1,602.3770062917586,701.775,460.33023,0.0,0.06740168
276,231.33779621124268,0.06259116,0.0062628705,0.07087182998657227,56539,7.932021,1,612.3748142029572,721.85,471.14487,0.0,0.06259116
277,235.63315773010254,0.06473623,0.0073877955,0.05985128879547119,57539,7.9279327,1,634.5010767266897,741.65,483.61847,0.0,0.06473623
278,239.91927528381348,0.0641824,0.00656755,-0.0350041389465332,58539,7.9468956,1,655.4577694435111,762.725,496.138,0.0,0.0641824
279,244.19218635559082,0.086794294,0.0061008856,0.8670961856842041,59517,7.947192,1,650.8553685377975,762.175,494.13403,0.0,0.086794294
282,248.47659349441528,0.07137582,0.0068630255,0.6873181462287903,61229,7.941041,3,640.7367137798299,760.85,487.94586,0.0,0.07137582
284,252.7657651901245,0.069727555,0.0070777982,0.7051067352294922,62785,7.948865,2,632.1219610074395,749.75,477.08896,0.0,0.069727555
285,257.0478799343109,0.069639415,0.006272001,0.46924906969070435,63785,7.9543424,1,634.1585347965314,756.275,479.43915,0.0,0.069639415
286,261.33380818367004,0.06950298,0.0067626005,-0.13591814041137695,64785,7.948124,1,641.7960818600561,772.125,486.90512,0.0,0.06950298
287,265.6137156486511,0.086951554,0.0066571683,0.8356408625841141,65672,7.9110117,1,663.3058458383451,789.225,496.8034,0.0,0.086951554
288,269.8941009044647,0.088177465,0.006719257,0.9506157785654068,66672,7.9055166,1,664.7745453768837,789.225,496.07944,0.0,0.088177465
290,274.18327713012695,0.07237378,0.007261132,0.6923975348472595,68058,7.9128537,2,655.9908439239857,778.4,484.1502,0.0,0.07237378
291,278.4577097892761,0.08558133,0.006795621,0.33835190534591675,69058,7.925357,1,672.7186583219524,793.9,492.3122,0.0,0.08558133
292,282.74849486351013,0.055333488,0.007222806,-0.045513153076171875,70058,7.9121103,1,693.1923079400103,811.975,502.2443,0.0,0.055333488
294,287.02928590774536,0.07279674,0.006893776,0.7271145284175873,71648,7.9038706,2,684.4146821490967,808.675,494.85107,0.0,0.07279674
296,291.3152823448181,0.07628651,0.006929592,0.6480965912342072,73091,7.885545,2,693.2832052054389,814.1,495.3295,0.0,0.07628651
298,295.6006348133087,0.087845325,0.006476517,0.48334550857543945,74141,7.8771358,2,693.713058739235,810.1,489.49054,0.0,0.087845325
301,299.88241839408875,0.0765754,0.0071426975,0.7403374314308167,75482,7.8771358,3,666.1985836887127,783.25,467.92587,0.0,0.0765754
302,304.1668882369995,0.06743171,0.006386199,-0.009995460510253906,76482,7.867679,1,678.580896164158,794.75,472.56787,0.0,0.06743171
303,308.45000171661377,0.08807327,0.0064072334,-0.16114866733551025,77482,7.8652945,1,693.0498255672327,813.925,481.725,0.0,0.08807327
304,312.73025703430176,0.105655074,0.0070832153,0.8021524250507355,78176,7.8661504,1,684.6504601391651,806.275,474.22842,0.0,0.105655074
305,317.029661655426,0.090778366,0.0072504105,0.957400556653738,78827,7.8645625,1,688.7614526870906,799.65,468.63092,0.0,0.090778366
306,321.34409976005554,0.07093829,0.0068355408,-0.12041294574737549,79827,7.883236,1,698.5620412812992,805.675,470.1251,0.0,0.07093829
308,325.662100315094,0.09413966,0.0067362706,0.8742133527994156,81034,7.8753533,2,701.6088822507284,806.5,467.76407,0.0,0.09413966
309,329.9761757850647,0.08864792,0.0067953262,0.39873582124710083,82034,7.8745,1,697.8041697005967,806.5,465.56494,0.0,0.08864792
310,334.2943937778473,0.06522188,0.008156676,-0.1391974687576294,83034,7.865124,1,695.4298356324814,806.5,461.6933,0.0,0.06522188
311,338.62267565727234,0.07481384,0.0065931696,0.8020929545164108,83472,7.863387,1,678.9132215097676,792.45,451.41855,0.0,0.07481384
313,342.9404857158661,0.07547954,0.0070828013,0.5800351798534393,84801,7.866275,2,668.901534194611,781.55,441.69873,0.0,0.07547954
315,347.2491886615753,0.08448438,0.0072748694,0.8954227641224861,86328,7.846249,2,646.9192401594113,769.725,429.30624,0.0,0.08448438
316,351.5546553134918,0.06204787,0.0072937817,0.2990114688873291,87328,7.8495636,1,650.3683951239755,769.725,427.01337,0.0,0.06204787
318,355.85316705703735,0.0738508,0.006282337,0.7608455270528793,88591,7.867249,2,626.0650678099162,751.3,410.68573,0.0,0.0738508
319,360.1546862125397,0.06829989,0.0088558085,0.04919087886810303,89591,7.866806,1,625.9657075226012,751.85,408.23212,0.0,0.06829989
320,364.45238423347473,0.08072937,0.007606971,0.694281280040741,90591,7.879346,1,629.0036804937826,751.85,407.03912,0.0,0.08072937
321,368.74697279930115,0.0761099,0.0073121097,0.4219156503677368,91591,7.884597,1,650.7547643206437,766.175,414.0935,0.0,0.0761099
322,373.0304536819458,0.069642335,0.007898303,-0.022850751876831055,92591,7.8754277,1,666.8714026714215,784.05,421.97647,0.0,0.069642335
323,377.2974669933319,0.061082408,0.0071823914,-0.05162370204925537,93591,7.869198,1,666.0370384857196,784.05,419.00497,0.0,0.061082408
325,381.5870599746704,0.071383245,0.0072991187,0.618580162525177,94859,7.898071,2,660.8859167417552,776.85,411.72714,0.0,0.071383245
327,385.87795996665955,0.083741225,0.008128338,0.9538114368915558,95662,7.8934183,2,644.5303933440329,749.75,396.5394,0.0,0.083741225
328,390.149863243103,0.065310195,0.007198631,0.031145691871643066,96662,7.8861237,1,641.7586730763154,749.75,392.87817,0.0,0.065310195
329,394.4155249595642,0.07498556,0.0071270987,0.5101310312747955,97164,7.893387,1,633.0666037007916,737.3,385.35977,0.0,0.07498556
330,398.7015130519867,0.086727925,0.007855192,0.8891367092728615,97664,7.8740883,1,637.4445821926245,740.15,385.9515,0.0,0.086727925
332,402.9913568496704,0.08438984,0.0076871947,0.7013099491596222,98260,7.8870277,2,607.7581467044089,705.05,364.73553,0.0,0.08438984
334,407.27538108825684,0.10189827,0.007212798,0.9051412418484688,99723,7.898862,2,631.1556895121379,701.875,363.47256,0.0,0.10189827
335,411.5491645336151,0.111240596,0.008276244,0.554407924413681,100418,7.8989744,1,628.5393705735389,694.25,358.711,0.0,0.111240596
337,415.80008697509766,0.08420135,0.007837277,0.5224930346012115,101724,7.8962436,2,651.1417855061803,706.25,363.66998,0.0,0.08420135
339,420.0420718193054,0.06950568,0.007058947,0.5355699956417084,103070,7.9187045,2,647.5575876106647,698.225,356.98404,0.0,0.06950568
340,424.3047251701355,0.11315286,0.00839245,0.13753628730773926,104070,7.902953,1,669.4217917218181,720.45,367.27545,0.0,0.11315286
342,428.8763573169708,0.09537515,0.00781271,0.5663628876209259,105489,7.877429,2,687.3211098910393,725.175,369.12204,0.0,0.09537515
343,433.1073429584503,0.090439245,0.0072831735,-0.2027977705001831,106489,7.8525996,1,693.7267051315544,725.175,368.3808,0.0,0.090439245
344,437.3504447937012,0.061843142,0.0070048063,-0.017306804656982422,107489,7.83229,1,704.1012284621254,732.825,370.6814,0.0,0.061843142
345,441.58562302589417,0.06447896,0.0074953595,-0.08733832836151123,108489,7.846859,1,707.6066212409004,741.55,372.2941,0.0,0.06447896
347,445.82132053375244,0.07364908,0.0077641495,0.5941358506679535,109810,7.8468504,2,699.6415490837627,724.575,362.29913,0.0,0.07364908
348,450.0490810871124,0.06979772,0.007534913,0.00872194766998291,110810,7.867019,1,713.1917945933595,744.4,369.91315,0.0,0.06979772
350,454.28645420074463,0.070510045,0.007302463,0.4975184202194214,111908,7.8724403,2,700.8019570698355,721.85,357.24344,0.0,0.070510045
351,458.5304572582245,0.065872625,0.00856114,0.033979952335357666,112908,7.8517,1,716.8052013466133,735.9,363.22748,0.0,0.065872625
352,462.776483297348,0.067120545,0.0069391797,0.8681803494691849,113764,7.866528,1,713.7443546792068,732.3,360.10767,0.0,0.067120545
353,467.0195379257202,0.13610142,0.0072818706,0.9232014715671539,114146,7.87915,1,717.228715422821,733.625,361.47055,0.0,0.13610142
354,471.25043535232544,0.07205804,0.007833939,0.8390302211046219,114438,7.884644,1,709.6890913903601,722.9,355.55045,0.0,0.07205804
355,475.4825315475464,0.068648234,0.008596805,0.5002993643283844,115438,7.8809166,1,721.094576855167,727.75,357.17206,0.0,0.068648234
357,479.7239444255829,0.10327759,0.007665495,0.47234779596328735,116969,7.877392,2,715.6392866698586,716.025,350.10785,0.0,0.10327759
358,483.9705538749695,0.10153864,0.007615092,0.9627279527485371,117745,7.904416,1,734.2380454507509,728.85,357.30292,0.0,0.10153864
359,488.2115159034729,0.08086688,0.007270629,0.5026765465736389,118745,7.9003754,1,737.326635004905,728.85,356.20215,0.0,0.08086688
360,492.4460005760193,0.1449338,0.0079349335,0.8799221739172935,119700,7.8911705,1,739.2577859734353,727.725,355.77087,0.0,0.1449338
361,496.6833007335663,0.1112116,0.007777229,0.9317552000284195,120683,7.901733,1,742.4501274507933,727.3,355.9418,0.0,0.1112116
362,500.9196515083313,0.07727201,0.00821428,-0.004131317138671875,121683,7.887574,1,744.226881831278,727.3,354.5625,0.0,0.07727201
364,505.14866161346436,0.11640177,0.009063384,0.9059553742408752,122569,7.8604774,2,735.773976314912,699.45,344.62143,0.0,0.11640177
365,509.39154624938965,0.0902058,0.0073686605,0.12827205657958984,123381,7.8473506,1,742.8860656715575,713.05,348.99112,0.0,0.0902058
366,513.6043214797974,0.14929605,0.008124164,0.8909641578793526,123795,7.8699303,1,745.60624425938,712.875,349.08652,0.0,0.14929605
367,517.8370399475098,0.08122702,0.006906041,0.04069787263870239,124795,7.86101,1,758.140686240514,728.325,354.9933,0.0,0.08122702
368,522.0533583164215,0.08718455,0.007777749,-0.14600062370300293,125795,7.81567,1,761.6333412021855,728.325,354.4779,0.0,0.08718455
370,526.2792840003967,0.07892665,0.00854364,0.6048398017883301,127116,7.8142824,2,770.4939846141865,736.3,356.8101,0.0,0.07892665
371,530.4808266162872,0.11103974,0.009145673,0.4568634629249573,127767,7.824509,1,772.6491183099657,743.325,359.26935,0.0,0.11103974
373,534.7039160728455,0.08120189,0.007920168,0.4464278221130371,129089,7.821288,2,769.2145016398546,746.9,359.71902,0.0,0.08120189
374,538.9259004592896,0.07496717,0.008224299,0.24355125427246094,130089,7.816528,1,775.3855040009248,759.15,363.59985,0.0,0.07496717
375,543.1205222606659,0.14129086,0.0077731824,0.6654413938522339,130900,7.8089447,1,774.873308714558,762.05,363.6546,0.0,0.14129086
376,547.362012386322,0.06907605,0.008771241,0.06982988119125366,131900,7.804809,1,770.2396191285542,762.05,362.16876,0.0,0.06907605
378,551.5657696723938,0.08225199,0.007390287,0.46388137340545654,133531,7.8034062,2,790.1997970050617,770.175,368.44196,0.0,0.08225199
380,555.7731189727783,0.10675513,0.008261273,0.6776399612426758,134409,7.7909994,2,788.5590029969526,758.475,364.56805,0.0,0.10675513
381,559.9900522232056,0.0836347,0.009165395,-0.02086198329925537,135409,7.785415,1,795.9843846468551,758.475,365.45563,0.0,0.0836347
382,564.1895411014557,0.060632512,0.008203719,0.05415749549865723,136409,7.7807126,1,802.7349242704738,773.0,369.6997,0.0,0.060632512
383,568.4227087497711,0.09216898,0.0078007467,0.00470125675201416,137409,7.786622,1,798.1151694584644,773.0,367.49872,0.0,0.09216898
385,572.6420221328735,0.09972539,0.008237336,0.5375521779060364,138954,7.8013186,2,799.6823551271522,761.625,365.3512,0.0,0.09972539
386,576.8499186038971,0.08406381,0.0089011565,0.7672905176877975,139936,7.7838173,1,803.0444837167527,761.175,364.92575,0.0,0.08406381
387,581.0886623859406,0.07003221,0.009573773,0.008145809173583984,140936,7.8104367,1,812.0585598155214,778.15,370.28784,0.0,0.07003221
389,585.3328995704651,0.0905104,0.008845129,0.4994209408760071,142371,7.81134,2,807.8150985087697,764.025,364.59967,0.0,0.0905104
390,589.5655179023743,0.11188631,0.008313553,0.9005807861685753,142981,7.802189,1,825.6056264281785,776.825,371.92462,0.0,0.11188631
392,593.8001492023468,0.087453015,0.008945371,0.5115329921245575,144642,7.809998,2,830.9812350518098,771.95,370.29492,0.0,0.087453015
394,598.0165891647339,0.097493544,0.008300611,0.7449765503406525,145303,7.818711,2,839.9201495428576,771.625,370.83472,0.0,0.097493544
396,602.2510244846344,0.07080785,0.008390923,0.5910482704639435,146531,7.818189,2,824.9442125725745,752.325,361.35223,0.0,0.07080785
397,606.4701509475708,0.094174914,0.008605379,0.19505727291107178,146917,7.812557,1,818.8111598166905,748.7,358.81763,0.0,0.094174914
398,610.6907119750977,0.08374298,0.009979294,0.1660463809967041,147917,7.80415,1,826.4009974599361,754.3,359.3347,0.0,0.08374298
399,614.9249591827393,0.069047526,0.008463615,0.06831848621368408,148917,7.8080325,1,825.8462470759798,754.3,357.92554,0.0,0.069047526
400,619.1347553730011,0.09008786,0.011594243,-0.029879212379455566,149917,7.809811,1,824.9546082785142,755.425,355.26547,0.0,0.09008786
404,623.3594846725464,0.093705684,0.008357711,0.8701009601354599,151580,7.804931,4,797.855685239159,725.275,339.77017,0.0,0.093705684
406,627.588095664978,0.09546489,0.008028448,0.48974424600601196,152939,7.8084598,2,804.334050996899,728.6,339.22467,0.0,0.09546489
408,631.8254241943359,0.09932387,0.008731073,0.7150200605392456,153893,7.8137665,2,771.1805740637068,702.45,324.9596,0.0,0.09932387
409,636.0380618572235,0.09600045,0.0077810893,0.0007421374320983887,154893,7.8274074,1,771.7985784835626,702.45,323.5531,0.0,0.09600045
411,640.243560552597,0.09891573,0.008680619,0.9047605469822884,155866,7.834641,2,779.588321054876,702.475,323.93475,0.0,0.09891573
412,644.4538877010345,0.11139895,0.008293163,0.9126628041267395,156446,7.8247557,1,780.9962344277297,691.975,320.6551,0.0,0.11139895
413,648.6563787460327,0.07717827,0.00822847,0.0012080073356628418,157446,7.8160973,1,799.8671409154772,708.925,326.66302,0.0,0.07717827
415,652.8703029155731,0.10422453,0.010462657,0.6465831696987152,158445,7.8078494,2,789.7518211788241,688.625,318.4657,0.0,0.10422453
417,657.0853652954102,0.1101692,0.008685699,0.7443585395812988,159619,7.808109,2,786.2244165738659,667.975,309.92578,0.0,0.1101692
418,661.3048858642578,0.11235626,0.008816846,0.7366363704204559,160007,7.7969213,1,777.1746590197024,661.9,305.6083,0.0,0.11235626
419,665.5449278354645,0.085859075,0.0089835655,0.12956511974334717,161007,7.7937,1,788.029959021005,675.375,308.07538,0.0,0.085859075
420,669.7539823055267,0.082175516,0.007897411,-0.0813438892364502,162007,7.796754,1,808.5723027559732,689.95,313.3473,0.0,0.082175516
423,673.9614617824554,0.078848496,0.008127276,0.6536818444728851,163782,7.7827296,3,798.1575596046629,659.325,300.67096,0.0,0.078848496
425,678.1676919460297,0.10516217,0.008232048,0.9076345190405846,164998,7.754398,2,800.5200926226584,651.1,295.79144,0.0,0.10516217
426,682.361531496048,0.095882185,0.007939582,0.9391374737024307,165947,7.752273,1,801.7954719652694,650.275,294.65765,0.0,0.095882185
427,686.5575869083405,0.083501786,0.008113081,0.08060312271118164,166947,7.752502,1,817.3168815259066,650.275,295.6458,0.0,0.083501786
428,690.7567720413208,0.074971035,0.008657658,-0.003244757652282715,167947,7.7526865,1,822.1999802455717,650.275,294.66068,0.0,0.074971035
429,694.9595830440521,0.109780215,0.008693848,0.9135404750704765,168859,7.7498293,1,841.1681271316153,662.2,298.90387,0.0,0.109780215
430,699.1630685329437,0.101459935,0.008989534,0.6783122718334198,169491,7.7528844,1,838.8173571425308,662.75,296.42984,0.0,0.101459935
431,703.3576076030731,0.088584974,0.00965409,-0.06803512573242188,170491,7.745301,1,855.0228979660802,662.75,296.64185,0.0,0.088584974
432,707.5533881187439,0.11182713,0.008059075,-0.10994076728820801,171491,7.7311525,1,867.6593210735984,671.225,297.78775,0.0,0.11182713
433,711.7481713294983,0.12951636,0.010014957,0.5450954437255859,172048,7.754959,1,877.9597502958097,678.475,299.54535,0.0,0.12951636
434,715.9505324363708,0.07694408,0.00934042,0.06998342275619507,173048,7.7483487,1,886.1134171091238,693.625,302.96002,0.0,0.07694408
435,720.1440172195435,0.14202438,0.009488286,0.8604748845100403,173536,7.7371955,1,883.7091583650465,680.825,299.11322,0.0,0.14202438
436,724.3391585350037,0.10292252,0.008930137,0.0016627311706542969,174536,7.7261314,1,914.0762863099505,700.125,305.46344,0.0,0.10292252
438,728.5408313274384,0.09367042,0.008654989,0.34921926259994507,176520,7.7454233,2,950.1374031308717,715.075,309.31293,0.0,0.09367042
439,732.7421524524689,0.090274885,0.009330981,-0.08751797676086426,177520,7.7529306,1,957.9606796049851,715.075,308.83823,0.0,0.090274885
440,736.9408965110779,0.095762596,0.009461157,-0.04659759998321533,178520,7.735963,1,970.0899917048524,715.075,307.51666,0.0,0.095762596
441,741.1229259967804,0.07091276,0.007632641,0.030537009239196777,179520,7.741626,1,975.0661013478821,721.075,306.26797,0.0,0.07091276
442,745.3135228157043,0.08080299,0.008449429,-0.138177752494812,180520,7.736141,1,1002.166177061779,740.2,312.72345,0.0,0.08080299
443,749.4841599464417,0.07995956,0.008941641,0.001240372657775879,181520,7.746964,1,1023.1805023454751,756.65,316.2783,0.0,0.07995956
444,753.6543724536896,0.09639394,0.010010112,-0.08884847164154053,182520,7.745865,1,1041.0332681420693,773.5,319.6778,0.0,0.09639394
445,757.8137800693512,0.08564356,0.009015587,0.03772389888763428,183520,7.7369533,1,1042.7870218882913,773.5,317.31033,0.0,0.08564356
446,761.9807004928589,0.09573637,0.00836479,0.9486300572752953,184375,7.730945,1,1057.125436114394,785.9,320.26065,0.0,0.09573637
447,766.1396200656891,0.080441736,0.008333881,-0.06325852870941162,185375,7.721668,1,1079.6894779286351,796.8,323.175,0.0,0.080441736
448,770.308572769165,0.08563753,0.008696439,0.05044233798980713,186375,7.705582,1,1105.345650579593,812.05,327.05597,0.0,0.08563753
449,774.4779858589172,0.09319914,0.008660581,0.04605710506439209,187375,7.7010045,1,1111.707487215503,812.05,324.94647,0.0,0.09319914
451,778.6487503051758,0.096662894,0.008886265,0.5912873148918152,188238,7.699598,2,1102.8833822311003,809.3,319.27548,0.0,0.096662894
452,782.8416345119476,0.094154716,0.009425173,-0.09264957904815674,189238,7.6946416,1,1105.12777229721,819.8,318.49323,0.0,0.094154716
453,787.0325450897217,0.07693997,0.009068206,-0.056398749351501465,190238,7.6884923,1,1106.4294024708183,819.8,314.35052,0.0,0.07693997
454,791.2278745174408,0.10361351,0.0076730587,0.805362731218338,191086,7.6955686,1,1119.6204557442195,835.45,317.32855,0.0,0.10361351
456,795.4145662784576,0.09851724,0.008847779,0.7556218504905701,192321,7.6822057,2,1107.0006028183705,828.875,309.14398,0.0,0.09851724
457,799.6042170524597,0.08246401,0.00938382,-0.026262998580932617,193321,7.6970367,1,1116.7521764662401,842.55,310.92886,0.0,0.08246401
459,803.8064908981323,0.091066465,0.009471469,0.6286551058292389,194617,7.7058845,2,1116.7274914473098,840.25,306.5873,0.0,0.091066465
460,808.0059020519257,0.09624806,0.008822445,-0.12949824333190918,195617,7.720658,1,1116.6319413580536,840.25,304.61493,0.0,0.09624806
461,812.183375120163,0.0928649,0.009175053,0.1947394609451294,196617,7.707089,1,1109.9224661521055,840.25,300.5103,0.0,0.0928649
462,816.3775315284729,0.09580815,0.008534095,0.023041725158691406,197617,7.6995277,1,1125.77006925454,852.775,301.90204,0.0,0.09580815
463,820.5737154483795,0.09908584,0.0090972455,0.9150710180401802,198099,7.703751,1,1121.980974975124,857.925,301.0589,0.0,0.09908584
464,824.7853426933289,0.081314474,0.00893749,-0.1114506721496582,199099,7.7064204,1,1133.2109613350997,866.725,300.60745,0.0,0.081314474
465,828.9870100021362,0.08485045,0.008532818,0.06106942892074585,200099,7.714172,1,1142.6264483711147,877.525,301.17642,0.0,0.08485045
467,833.1818628311157,0.10225929,0.009319832,0.7117905616760254,201354,7.7093987,2,1115.5829905535618,860.175,289.9845,0.0,0.10225929
468,837.3788726329803,0.08759795,0.008731777,0.05537492036819458,202354,7.702929,1,1116.807459681571,860.175,287.0357,0.0,0.08759795
469,841.5740938186646,0.097568095,0.008926053,-0.0028609037399291992,203354,7.712342,1,1114.0629139316811,862.375,283.43753,0.0,0.097568095
470,845.762701511383,0.08185484,0.0093195345,0.04439985752105713,204354,7.7148404,1,1133.0101935939542,871.575,284.67383,0.0,0.08185484
472,850.2770867347717,0.10542391,0.008821649,0.8754769042134285,205315,7.7041783,2,1105.7839969899674,845.6,272.8576,0.0,0.10542391
