EpisodesSoFar,surrgain,meankl,entropy,TimeElapsed,entloss,EpTrueRewMean,TimestepsSoFar,EpThisIter,EpLenMean,EpRewMean,ev_tdlam_before,optimgain
1,0.055721693,0.006611689,8.483345,2.9285318851470947,0.0,-655.2370167001819,1000,1,1000.0,714.00256,0.04843413829803467,0.055721693
2,0.05524198,0.0070615285,8.478692,5.38862943649292,0.0,-658.0374327320611,2000,1,1000.0,696.6238,-0.07467114925384521,0.05524198
3,0.05278162,0.0067656054,8.482543,7.733448266983032,0.0,-680.6707278695011,3000,1,1000.0,699.5639,0.015846967697143555,0.05278162
4,0.058061652,0.0065071727,8.5197,10.38078498840332,0.0,-659.1752113245411,4000,1,1000.0,697.5899,0.028026282787322998,0.058061652
5,0.052882686,0.0072286734,8.561535,13.116032361984253,0.0,-682.1925327239582,5000,1,1000.0,699.7454,-0.0027025938034057617,0.052882686
6,0.05234596,0.005926787,8.595515,15.63048791885376,0.0,-666.9796819407067,6000,1,1000.0,694.2925,0.004069089889526367,0.05234596
7,0.0543401,0.0060862238,8.609553,18.070351600646973,0.0,-667.4525241623973,7000,1,1000.0,697.78955,6.496906280517578e-05,0.0543401
8,0.058178436,0.005670526,8.640137,20.50548768043518,0.0,-671.8184368868375,8000,1,1000.0,694.8237,0.01969975233078003,0.058178436
9,0.05806729,0.00655911,8.650143,23.1693012714386,0.0,-680.7103412995497,9000,1,1000.0,703.34216,0.0005117058753967285,0.05806729
10,0.059049726,0.005613696,8.647095,25.839473724365234,0.0,-671.5998074359817,10000,1,1000.0,699.3846,0.0015461444854736328,0.059049726
11,0.0593439,0.006891472,8.677167,28.195042610168457,0.0,-668.0315366730006,11000,1,1000.0,696.81604,0.021110117435455322,0.0593439
12,0.05674383,0.006169967,8.679701,30.667758226394653,0.0,-671.1678719447544,12000,1,1000.0,694.64374,-0.0015995502471923828,0.05674383
13,0.05802815,0.006222572,8.7036705,33.14096450805664,0.0,-665.0508915751312,13000,1,1000.0,697.63275,0.009604156017303467,0.05802815
15,0.07738205,0.006320213,8.748001,35.5686981678009,0.0,-672.3731754255751,15000,2,1000.0,701.08136,-2.257462739944458,0.07738205
16,0.06312736,0.0053953,8.732614,38.041332483291626,0.0,-673.4992550817176,16000,1,1000.0,699.8688,0.4278637170791626,0.06312736
17,0.06213347,0.0056286487,8.712112,40.4624662399292,0.0,-680.5796324786032,17000,1,1000.0,700.73724,0.555212676525116,0.06213347
18,0.066868424,0.00624107,8.691647,42.880388498306274,0.0,-686.7093286265517,18000,1,1000.0,699.7178,0.542316198348999,0.066868424
19,0.058785744,0.0060121,8.725387,45.307852029800415,0.0,-677.4161043451725,19000,1,1000.0,703.9229,0.2597008943557739,0.058785744
20,0.062440902,0.0063925516,8.686891,47.73012447357178,0.0,-678.5596216196866,20000,1,1000.0,702.87195,0.5543133020401001,0.062440902
21,0.06793908,0.0061023603,8.729003,50.15145206451416,0.0,-682.3648225465779,21000,1,1000.0,700.4748,0.5728784799575806,0.06793908
22,0.06773391,0.006689392,8.745118,52.57315421104431,0.0,-688.1087758365479,22000,1,1000.0,701.5261,0.6110175549983978,0.06773391
23,0.06668739,0.005837016,8.776664,54.99279999732971,0.0,-690.4668164090343,23000,1,1000.0,701.4161,0.1595780849456787,0.06668739
24,0.06872755,0.0063636545,8.753959,57.41311430931091,0.0,-695.5598757068339,24000,1,1000.0,700.0584,0.678595244884491,0.06872755
25,0.06506869,0.0048673893,8.787652,59.83561873435974,0.0,-694.2510563475685,25000,1,1000.0,701.42456,0.8276489973068237,0.06506869
26,0.07270437,0.0060797296,8.779464,62.26070165634155,0.0,-695.573207457901,26000,1,1000.0,703.62946,0.8058661967515945,0.07270437
27,0.06617441,0.005892638,8.752334,64.6771092414856,0.0,-697.6461049619675,27000,1,1000.0,703.3336,0.8317864388227463,0.06617441
28,0.070757926,0.0059933243,8.725394,67.10075306892395,0.0,-705.2637873920536,28000,1,1000.0,701.42773,0.7149735987186432,0.070757926
30,0.07134641,0.005941298,8.708576,69.53234767913818,0.0,-711.9475322739065,30000,2,1000.0,703.7397,0.23372292518615723,0.07134641
31,0.074085474,0.0057854336,8.687689,71.94790720939636,0.0,-714.344259479154,31000,1,1000.0,706.3334,-0.02743208408355713,0.074085474
32,0.0711198,0.007089597,8.720511,74.36005806922913,0.0,-709.6513462204184,32000,1,1000.0,709.2931,0.013487040996551514,0.0711198
33,0.065629736,0.0063371332,8.733291,76.7553071975708,0.0,-709.4050287983881,33000,1,1000.0,711.8965,-0.03327381610870361,0.065629736
34,0.06526633,0.006948159,8.74993,79.15988945960999,0.0,-711.2870657953202,34000,1,1000.0,710.7178,0.7814154773950577,0.06526633
35,0.06864003,0.0050263964,8.782963,81.55602765083313,0.0,-717.3169188708125,35000,1,1000.0,708.72235,0.789425864815712,0.06864003
36,0.067180425,0.0056501324,8.780961,83.95052123069763,0.0,-715.7597122433143,36000,1,1000.0,711.5923,0.5157601535320282,0.067180425
37,0.07100892,0.005173737,8.764271,86.33891820907593,0.0,-712.169669646741,37000,1,1000.0,714.347,0.6247572004795074,0.07100892
38,0.072042935,0.0059222793,8.760512,88.73668479919434,0.0,-714.7832550991501,38000,1,1000.0,713.4018,0.7472851276397705,0.072042935
39,0.07382195,0.006116776,8.788453,91.12866544723511,0.0,-718.3252082279533,39000,1,1000.0,714.2611,0.714646190404892,0.07382195
40,0.07865552,0.0058966223,8.797674,93.53217077255249,0.0,-722.0302424125177,40000,1,1000.0,712.2528,0.7664232552051544,0.07865552
41,0.0647772,0.006124264,8.791123,95.93480944633484,0.0,-723.66862913405,41000,1,1000.0,712.76746,0.42299938201904297,0.0647772
42,0.076790124,0.0072929347,8.828057,98.33922791481018,0.0,-725.8873541895766,42000,1,1000.0,716.35175,0.4717668294906616,0.076790124
43,0.084411584,0.0075254934,8.857907,100.74007821083069,0.0,-728.3031138439159,43000,1,1000.0,717.2065,0.4789418578147888,0.084411584
44,0.06936371,0.006162771,8.837037,103.14486408233643,0.0,-734.3888466512717,44000,1,1000.0,720.62726,-0.04369997978210449,0.06936371
45,0.072307594,0.006084731,8.860729,105.76776814460754,0.0,-737.526052059267,45000,1,1000.0,722.98303,-0.02279198169708252,0.072307594
46,0.06840834,0.006522,8.868273,108.23165035247803,0.0,-744.6481101148089,46000,1,1000.0,723.03845,0.6829373240470886,0.06840834
47,0.06856033,0.0060355244,8.868,110.75066709518433,0.0,-750.3977176329687,47000,1,1000.0,725.4142,-0.053450584411621094,0.06856033
48,0.07029565,0.0056180432,8.889935,113.40510964393616,0.0,-754.7263130925196,48000,1,1000.0,725.7869,0.7801920473575592,0.07029565
49,0.083942816,0.0064700264,8.883544,115.93009877204895,0.0,-757.9429777668541,49000,1,1000.0,726.24677,0.7399284541606903,0.083942816
50,0.07540203,0.006423416,8.878892,118.45385909080505,0.0,-763.8223460621512,50000,1,1000.0,728.6742,0.7272198796272278,0.07540203
51,0.07000163,0.0058339657,8.91866,120.9273784160614,0.0,-769.9991035399961,51000,1,1000.0,732.342,0.3271881341934204,0.07000163
52,0.07554783,0.0060092853,8.932536,123.57945084571838,0.0,-775.8499446461346,52000,1,1000.0,735.4191,0.7545863389968872,0.07554783
53,0.074912615,0.0057228627,8.941851,126.05055356025696,0.0,-779.1560895407334,53000,1,1000.0,735.76697,0.8416021317243576,0.074912615
54,0.0743146,0.0072663375,8.950209,128.5121932029724,0.0,-779.0278091591441,54000,1,1000.0,732.67255,0.8502982407808304,0.0743146
55,0.072258264,0.0062487433,8.969726,130.9720332622528,0.0,-782.8448166223479,55000,1,1000.0,736.3975,0.2458477020263672,0.072258264
56,0.07794705,0.0063243294,8.977854,133.42990493774414,0.0,-786.0380037309171,56000,1,1000.0,739.54315,0.7005773484706879,0.07794705
57,0.07166199,0.006088625,8.99767,135.8900499343872,0.0,-791.5164746821977,57000,1,1000.0,741.9828,0.5984753668308258,0.07166199
58,0.06631283,0.0064604003,8.992566,138.3492624759674,0.0,-797.5842429648549,58000,1,1000.0,745.42615,-0.006611943244934082,0.06631283
59,0.073014736,0.0064473413,8.99745,140.80289697647095,0.0,-807.8214029251869,59000,1,1000.0,746.4454,-0.03032517433166504,0.073014736
60,0.076937795,0.0063910754,9.011723,143.26222777366638,0.0,-812.0591631166793,60000,1,1000.0,749.515,-0.11495542526245117,0.076937795
61,0.0688278,0.0055338107,9.019722,145.72997760772705,0.0,-814.0407743593754,61000,1,1000.0,753.66003,-0.01555490493774414,0.0688278
62,0.08142708,0.006071695,8.945055,148.19214057922363,0.0,-817.6755784856028,62000,1,1000.0,753.01355,0.9197112619876862,0.08142708
63,0.06890777,0.0067858743,8.944771,150.780277967453,0.0,-823.784251898828,63000,1,1000.0,755.5194,-0.014611363410949707,0.06890777
64,0.07502292,0.007307402,8.9484825,153.233216047287,0.0,-827.9679347497233,64000,1,1000.0,759.3276,0.5828916728496552,0.07502292
65,0.07532126,0.00647963,8.959107,155.69374465942383,0.0,-836.0424235421585,65000,1,1000.0,762.9659,0.5024950206279755,0.07532126
66,0.08015376,0.006139002,8.97039,158.1514070034027,0.0,-840.7160703150873,66000,1,1000.0,764.16956,0.6839238703250885,0.08015376
67,0.071343414,0.006396234,8.968387,160.60365104675293,0.0,-844.6602701358918,67000,1,1000.0,767.433,-0.06107163429260254,0.071343414
68,0.075870916,0.006696273,8.9502735,163.06187438964844,0.0,-842.1903478875258,68000,1,1000.0,771.3753,0.009285211563110352,0.075870916
69,0.07908316,0.0070945458,8.972209,165.52103638648987,0.0,-847.7450401426115,69000,1,1000.0,771.1222,0.8772896751761436,0.07908316
70,0.074345246,0.0068656774,8.962717,167.98040914535522,0.0,-849.8890788548858,70000,1,1000.0,770.9896,-0.2898443937301636,0.074345246
71,0.077597715,0.006011248,8.954464,170.44881534576416,0.0,-848.7720979723163,71000,1,1000.0,769.50323,0.8071820288896561,0.077597715
72,0.07590719,0.005731631,8.927071,172.90794706344604,0.0,-856.2561908610871,72000,1,1000.0,769.59375,-0.0015435218811035156,0.07590719
73,0.06132421,0.0063325115,8.931886,175.3785138130188,0.0,-860.7560684853539,73000,1,1000.0,769.4706,-0.007941246032714844,0.06132421
74,0.07242973,0.006348108,8.939277,177.85156869888306,0.0,-863.3327158137993,74000,1,1000.0,772.4686,0.009295225143432617,0.07242973
75,0.06874327,0.0070271017,8.930989,180.3158586025238,0.0,-860.074701795249,75000,1,1000.0,776.5742,-0.0070683956146240234,0.06874327
76,0.06640309,0.0073952787,8.93232,182.78174996376038,0.0,-865.9017367099365,76000,1,1000.0,775.7673,-0.014903903007507324,0.06640309
77,0.07909338,0.0072837984,8.926757,185.25438618659973,0.0,-875.1694585714297,77000,1,1000.0,775.3652,-0.002322673797607422,0.07909338
78,0.06542818,0.006078785,8.987348,187.71609020233154,0.0,-881.0410927862764,78000,1,1000.0,777.8207,-0.02763545513153076,0.06542818
79,0.07543536,0.0072210804,8.993031,190.18159461021423,0.0,-886.148271046209,79000,1,1000.0,778.3732,0.22302210330963135,0.07543536
80,0.07718381,0.0076682735,8.984615,192.6392457485199,0.0,-889.9458080573346,80000,1,1000.0,781.93884,0.001266777515411377,0.07718381
81,0.07293418,0.006485642,8.979235,195.1033034324646,0.0,-901.1758925293365,81000,1,1000.0,781.2588,0.8598344624042511,0.07293418
82,0.07048271,0.006118723,8.989204,197.57212138175964,0.0,-904.3227778516317,82000,1,1000.0,780.0888,-0.0044972896575927734,0.07048271
83,0.080549866,0.008386296,9.002512,200.03578567504883,0.0,-909.3234345617229,83000,1,1000.0,780.0159,0.7590630948543549,0.080549866
84,0.07855924,0.0066791344,8.999092,202.5000250339508,0.0,-915.1098228021822,84000,1,1000.0,778.17206,0.7638287544250488,0.07855924
85,0.07626189,0.00709357,8.978163,204.96212673187256,0.0,-915.7321896951784,85000,1,1000.0,777.3568,-0.22754764556884766,0.07626189
86,0.078178465,0.0063719223,8.981364,207.4182858467102,0.0,-918.7632323426438,86000,1,1000.0,780.15045,-0.046367526054382324,0.078178465
87,0.07251437,0.006598924,8.980998,209.8888556957245,0.0,-919.0345362423438,87000,1,1000.0,779.34894,0.008581995964050293,0.07251437
88,0.07710254,0.007098631,8.987373,212.3523371219635,0.0,-918.8671555884441,88000,1,1000.0,781.9408,-0.002153754234313965,0.07710254
89,0.07776146,0.0069887335,8.960774,214.82398414611816,0.0,-923.7011732535741,89000,1,1000.0,781.7502,0.0037468671798706055,0.07776146
90,0.07125627,0.0071873367,8.933095,217.27524971961975,0.0,-923.0207886435741,90000,1,1000.0,782.45374,0.06086546182632446,0.07125627
91,0.0802653,0.0070148027,8.931807,219.6888873577118,0.0,-922.3461770758988,91000,1,1000.0,781.4988,0.0062531232833862305,0.0802653
92,0.08127606,0.0064439704,8.902884,222.10910534858704,0.0,-920.183668956058,92000,1,1000.0,780.7939,0.05204218626022339,0.08127606
93,0.0738272,0.0068665724,8.919231,224.52383828163147,0.0,-924.9176813060683,93000,1,1000.0,781.1914,-0.00861811637878418,0.0738272
94,0.073678486,0.0067135203,8.914062,226.93230533599854,0.0,-926.9128194839016,94000,1,1000.0,784.32166,-0.02632606029510498,0.073678486
95,0.0738211,0.00759909,8.922049,229.35440492630005,0.0,-932.4885596139495,95000,1,1000.0,783.1057,-0.016045212745666504,0.0738211
96,0.07794814,0.006765467,8.895466,231.76803183555603,0.0,-936.7256160509445,96000,1,1000.0,782.14923,-0.007929205894470215,0.07794814
97,0.07086605,0.0064763036,8.900025,234.2023572921753,0.0,-937.6444429592239,97000,1,1000.0,781.15344,0.02250450849533081,0.07086605
98,0.079804,0.0077315476,8.905262,236.62030291557312,0.0,-937.5730606758931,98000,1,1000.0,779.7435,0.743637353181839,0.079804
99,0.0763024,0.0068382435,8.909136,239.02951455116272,0.0,-937.1477417922266,99000,1,1000.0,778.77484,-0.0015898942947387695,0.0763024
100,0.07043685,0.008280826,8.914507,241.43663716316223,0.0,-942.9334921446018,100000,1,1000.0,775.319,0.4880536198616028,0.07043685
101,0.07573448,0.0073059974,8.919878,243.84759044647217,0.0,-944.9738275248874,101000,1,1000.0,774.3581,-0.0026426315307617188,0.07573448
102,0.081292465,0.0075676767,8.922808,246.3690972328186,0.0,-944.8181367102043,102000,1,1000.0,776.14545,-0.014716029167175293,0.081292465
103,0.08217842,0.007992006,8.919111,249.11480069160461,0.0,-943.1819584159857,103000,1,1000.0,775.2493,-0.0013165473937988281,0.08217842
104,0.084323265,0.0066800015,8.912554,251.57530331611633,0.0,-946.1526730422407,104000,1,1000.0,773.2694,0.041583478450775146,0.084323265
105,0.08271011,0.0072336756,8.9011755,254.03989124298096,0.0,-943.9963685913162,105000,1,1000.0,770.4403,-0.006063699722290039,0.08271011
106,0.08379699,0.0068651335,8.90864,256.4953317642212,0.0,-948.3604729058072,106000,1,1000.0,768.87946,0.002026200294494629,0.08379699
107,0.07367426,0.008043367,8.92468,258.9503700733185,0.0,-952.4938338890524,107000,1,1000.0,767.0748,-0.0067740678787231445,0.07367426
108,0.07606229,0.0073855566,8.928152,261.4086730480194,0.0,-959.7081452282106,108000,1,1000.0,764.0778,0.6271135807037354,0.07606229
109,0.08552357,0.007922896,8.922321,263.86091017723083,0.0,-957.7216829771529,109000,1,1000.0,766.7161,0.00154191255569458,0.08552357
110,0.077428326,0.007234946,8.912099,266.32595682144165,0.0,-963.417117784487,110000,1,1000.0,764.92883,-0.001793503761291504,0.077428326
111,0.079732984,0.0059762653,8.913561,268.77510046958923,0.0,-967.6394763919094,111000,1,1000.0,765.8911,0.0001404285430908203,0.079732984
112,0.0729793,0.0071572717,8.912676,271.2287549972534,0.0,-968.1194092017729,112000,1,1000.0,764.598,-0.001352071762084961,0.0729793
113,0.09236139,0.0069721597,8.91192,273.68965578079224,0.0,-968.5919894203478,113000,1,1000.0,763.4391,0.5028451383113861,0.09236139
114,0.07825371,0.008402272,8.907156,276.14473581314087,0.0,-977.6755331087534,114000,1,1000.0,758.6085,0.3959069848060608,0.07825371
115,0.078231975,0.007836019,8.921154,278.6064796447754,0.0,-984.3003219876877,115000,1,1000.0,757.1518,-0.005765199661254883,0.078231975
116,0.0772431,0.008388553,8.921834,281.06334948539734,0.0,-992.6408808971995,116000,1,1000.0,755.77325,0.7082369327545166,0.0772431
117,0.09127553,0.008287011,8.923451,283.52087903022766,0.0,-1001.0308011029634,117000,1,1000.0,753.5274,0.6622525751590729,0.09127553
118,0.07971898,0.0068020453,8.922732,285.98384261131287,0.0,-999.4132322654095,118000,1,1000.0,752.66,-0.012712240219116211,0.07971898
119,0.07321285,0.007605904,8.9225,288.44189286231995,0.0,-998.7775827368747,119000,1,1000.0,751.85516,-0.01846778392791748,0.07321285
120,0.080429316,0.006614791,8.946788,290.89931893348694,0.0,-998.8788082377584,120000,1,1000.0,750.7004,0.10437601804733276,0.080429316
121,0.07449066,0.0069342805,8.936103,293.354674577713,0.0,-997.8022788507631,121000,1,1000.0,751.03577,-0.014966368675231934,0.07449066
122,0.077670455,0.006996562,8.936941,295.80850553512573,0.0,-998.3551478353882,122000,1,1000.0,750.70184,-0.02695930004119873,0.077670455
123,0.08027557,0.007814701,8.918013,298.2752413749695,0.0,-996.6441512399942,123000,1,1000.0,750.4564,-0.002892613410949707,0.08027557
124,0.07759351,0.007571694,8.941539,300.73216104507446,0.0,-996.7786112580801,124000,1,1000.0,749.5643,0.00041794776916503906,0.07759351
125,0.09839182,0.007937821,8.9316,303.193354845047,0.0,-1003.9479095151755,125000,1,1000.0,748.5243,0.7963036745786667,0.09839182
126,0.0742991,0.00855758,8.924682,305.68446111679077,0.0,-1001.8070956788604,126000,1,1000.0,747.5741,0.0023595094680786133,0.0742991
128,0.07879682,0.006791416,8.936268,308.1847929954529,0.0,-1007.9366047525098,128000,2,1000.0,745.0005,-0.007903218269348145,0.07879682
129,0.07633631,0.0073569613,8.933241,310.63430762290955,0.0,-1005.962340893096,129000,1,1000.0,743.6134,-0.029137134552001953,0.07633631
130,0.08779712,0.0071172537,8.933109,313.0822675228119,0.0,-1011.8742344289967,130000,1,1000.0,742.22675,0.003908693790435791,0.08779712
131,0.07415119,0.0076035936,8.935045,315.6275727748871,0.0,-1017.651471680278,131000,1,1000.0,741.1371,0.008473634719848633,0.07415119
132,0.08096385,0.0074704066,8.929933,318.2150068283081,0.0,-1023.1842513828909,132000,1,1000.0,740.02234,0.0013064742088317871,0.08096385
133,0.080460526,0.007270334,8.928789,320.6257929801941,0.0,-1030.3664636016215,133000,1,1000.0,738.9253,-0.00465083122253418,0.080460526
134,0.08158767,0.0071167275,8.95246,323.0308105945587,0.0,-1037.3681719670778,134000,1,1000.0,737.6649,-0.004641056060791016,0.08158767
135,0.080206856,0.0082767345,8.9373,325.440838098526,0.0,-1048.9645494199026,135000,1,1000.0,736.52496,0.8359531760215759,0.080206856
136,0.07808186,0.007861701,8.935591,327.85866618156433,0.0,-1053.84681411801,136000,1,1000.0,735.2546,-0.0012412071228027344,0.07808186
137,0.08841504,0.008318318,8.915964,330.260541677475,0.0,-1052.027926981104,137000,1,1000.0,734.277,0.003455519676208496,0.08841504
138,0.07300192,0.007935833,8.934638,332.6601414680481,0.0,-1052.766891497969,138000,1,1000.0,733.2069,-0.005741238594055176,0.07300192
139,0.083482504,0.0077515366,8.933729,335.05847811698914,0.0,-1055.239086393264,139000,1,1000.0,731.4515,0.1802375316619873,0.083482504
140,0.07560255,0.006826705,8.940061,337.46078991889954,0.0,-1051.7409957076372,140000,1,1000.0,732.79346,-0.004101157188415527,0.07560255
141,0.07498679,0.006955416,8.967974,339.86348247528076,0.0,-1061.4707231193568,141000,1,1000.0,730.5335,0.002345561981201172,0.07498679
143,0.08409116,0.007604601,8.973385,342.27121686935425,0.0,-1063.559439586087,143000,2,1000.0,728.22595,-0.013600826263427734,0.08409116
144,0.08366908,0.007600884,8.946577,344.6763427257538,0.0,-1061.4717110411966,144000,1,1000.0,727.58185,-0.053148746490478516,0.08366908
145,0.084564656,0.008378231,8.965496,347.0791039466858,0.0,-1065.4599396341405,145000,1,1000.0,726.44275,0.010096311569213867,0.084564656
146,0.07923003,0.008362455,8.969835,349.4844880104065,0.0,-1064.1380426035103,146000,1,1000.0,725.65015,0.015821218490600586,0.07923003
147,0.08240723,0.007064569,8.973345,351.88412618637085,0.0,-1060.9261117912877,147000,1,1000.0,724.61847,-0.05135905742645264,0.08240723
148,0.08206838,0.008093622,8.979055,354.29057359695435,0.0,-1057.5645841754692,148000,1,1000.0,725.3794,0.008511602878570557,0.08206838
149,0.085416585,0.007003736,8.941094,356.6989119052887,0.0,-1055.3874584099271,149000,1,1000.0,724.1154,-0.01648843288421631,0.085416585
150,0.07621361,0.0074775885,8.943073,359.10652446746826,0.0,-1059.4597292010644,150000,1,1000.0,723.2952,-0.0035071372985839844,0.07621361
151,0.08199702,0.0075784866,8.941938,361.50481486320496,0.0,-1062.3592693871426,151000,1,1000.0,721.31134,-0.0021485090255737305,0.08199702
152,0.08679833,0.00822603,8.917111,363.90619564056396,0.0,-1070.2253801437696,152000,1,1000.0,719.7807,0.0009378790855407715,0.08679833
153,0.07539859,0.006884923,8.9367,366.3134002685547,0.0,-1075.1441171086205,153000,1,1000.0,718.16296,0.002033531665802002,0.07539859
154,0.07445161,0.007815069,8.947997,368.72140288352966,0.0,-1071.814240271976,154000,1,1000.0,720.44604,0.008302509784698486,0.07445161
155,0.09174958,0.0077258414,8.941637,371.1817855834961,0.0,-1072.8811725741398,155000,1,1000.0,719.05206,0.36177849769592285,0.09174958
156,0.08199987,0.0078084706,8.944947,373.6141164302826,0.0,-1066.3399654587233,156000,1,1000.0,718.56525,-0.017504453659057617,0.08199987
158,0.08380313,0.0075937035,8.938487,376.0443480014801,0.0,-1066.0195010381979,158000,2,1000.0,716.50507,-0.003720521926879883,0.08380313
159,0.078397,0.008796689,8.918659,378.47189140319824,0.0,-1071.3600670382727,159000,1,1000.0,715.688,0.32252413034439087,0.078397
160,0.09271689,0.008192798,8.91313,380.9182641506195,0.0,-1075.4560893820549,160000,1,1000.0,715.17883,0.6446663439273834,0.09271689
161,0.08341464,0.008433471,8.88996,383.3614957332611,0.0,-1074.6808773057558,161000,1,1000.0,714.97284,0.6197390854358673,0.08341464
162,0.08577033,0.008838364,8.870851,385.8029582500458,0.0,-1077.0127935085522,162000,1,1000.0,713.45447,-0.0038439035415649414,0.08577033
163,0.07898224,0.007457832,8.876112,388.2581009864807,0.0,-1075.6337627878843,163000,1,1000.0,712.69336,-0.006631255149841309,0.07898224
164,0.08057915,0.0070581855,8.8752,390.9885935783386,0.0,-1077.6005775608137,164000,1,1000.0,711.4195,-0.009830355644226074,0.08057915
165,0.08641426,0.0077182264,8.876873,393.5881917476654,0.0,-1074.3956328358586,165000,1,1000.0,710.68335,0.6066435873508453,0.08641426
166,0.08327254,0.0075477734,8.8743925,396.00670313835144,0.0,-1079.627429211015,166000,1,1000.0,708.907,-0.0017420053482055664,0.08327254
167,0.080899775,0.008106046,8.87244,398.42213463783264,0.0,-1080.1174008913417,167000,1,1000.0,707.1165,-0.00637209415435791,0.080899775
168,0.08186186,0.0074746152,8.857653,400.84227204322815,0.0,-1077.0017391081412,168000,1,1000.0,706.53424,0.0106964111328125,0.08186186
169,0.07566389,0.006677821,8.8547325,403.25878715515137,0.0,-1079.7783870927024,169000,1,1000.0,704.99066,0.003588378429412842,0.07566389
170,0.083605886,0.008225968,8.847576,405.8176906108856,0.0,-1081.5042212726044,170000,1,1000.0,703.0796,-0.005427002906799316,0.083605886
171,0.08191498,0.0077758012,8.850209,408.53229808807373,0.0,-1077.4972371610872,171000,1,1000.0,701.1781,-0.029496312141418457,0.08191498
172,0.08705336,0.0076911543,8.82719,411.0760028362274,0.0,-1075.6164050448947,172000,1,1000.0,699.9542,-0.008497238159179688,0.08705336
173,0.078932345,0.007575566,8.834362,413.750314950943,0.0,-1066.1490352898004,173000,1,1000.0,698.9327,-0.026156187057495117,0.078932345
174,0.07321356,0.009527838,8.853098,416.4249699115753,0.0,-1069.5684082024607,174000,1,1000.0,697.85516,0.3945542573928833,0.07321356
175,0.087370485,0.008033504,8.875906,419.00699973106384,0.0,-1055.8706677245264,175000,1,1000.0,696.42255,-0.09169495105743408,0.087370485
176,0.08208358,0.007992875,8.8759775,421.61431765556335,0.0,-1050.8602176172103,176000,1,1000.0,694.94885,0.0009152889251708984,0.08208358
177,0.082671426,0.008062966,8.8653555,424.46822142601013,0.0,-1051.352413627781,177000,1,1000.0,693.4708,-0.0028076171875,0.082671426
178,0.08409312,0.009041335,8.855668,427.22085642814636,0.0,-1055.30348492322,178000,1,1000.0,691.66223,0.0007601380348205566,0.08409312
179,0.08802761,0.0087328255,8.853095,429.95005679130554,0.0,-1058.2025999535526,179000,1,1000.0,690.4857,-0.015626907348632812,0.08802761
180,0.07461119,0.008396594,8.856188,432.7834403514862,0.0,-1057.2408252064129,180000,1,1000.0,689.0384,-0.0002783536911010742,0.07461119
181,0.07732938,0.00831216,8.865834,435.9017198085785,0.0,-1049.647811565363,181000,1,1000.0,688.1452,-0.0003724098205566406,0.07732938
182,0.08729469,0.010522132,8.861773,438.9214723110199,0.0,-1046.0720817731678,182000,1,1000.0,686.7806,0.06496584415435791,0.08729469
183,0.12686253,0.008500941,8.851251,442.1125657558441,0.0,-1063.6650723685457,183000,1,1000.0,683.8903,0.9431643448770046,0.12686253
184,0.08253548,0.008637897,8.845706,444.80444526672363,0.0,-1064.3180641618724,184000,1,1000.0,681.9287,-0.00011849403381347656,0.08253548
185,0.08495194,0.0075731855,8.849175,447.7943985462189,0.0,-1061.8877192347973,185000,1,1000.0,680.493,0.0003127455711364746,0.08495194
186,0.08505601,0.008425367,8.845389,450.94842553138733,0.0,-1059.8669215715788,186000,1,1000.0,678.76794,-0.0069010257720947266,0.08505601
187,0.08048457,0.009142123,8.841719,453.81204628944397,0.0,-1064.1220828631256,187000,1,1000.0,676.7167,-0.0014518499374389648,0.08048457
188,0.087254986,0.008300208,8.831472,456.9652347564697,0.0,-1065.2601769676467,188000,1,1000.0,675.15186,-0.000790715217590332,0.087254986
189,0.08381805,0.0070487354,8.834337,459.9582848548889,0.0,-1064.736620033896,189000,1,1000.0,673.16016,9.47713851928711e-06,0.08381805
190,0.08021617,0.0079311505,8.831303,463.1155002117157,0.0,-1062.8935701988034,190000,1,1000.0,671.32117,-0.0012968778610229492,0.08021617
191,0.089146286,0.008629046,8.82288,466.1014964580536,0.0,-1060.982586734836,191000,1,1000.0,669.6778,-0.0003981590270996094,0.089146286
192,0.08069176,0.008796552,8.824515,469.117826461792,0.0,-1058.3448846109002,192000,1,1000.0,668.0912,-0.00014913082122802734,0.08069176
193,0.07865265,0.00828782,8.829969,472.4113507270813,0.0,-1053.1694032491748,193000,1,1000.0,667.1367,-0.005156040191650391,0.07865265
194,0.07809046,0.008313479,8.837568,475.772598028183,0.0,-1054.2219687893066,194000,1,1000.0,665.9582,0.0020326972007751465,0.07809046
195,0.081231594,0.007877208,8.848877,479.1898672580719,0.0,-1050.9837695873564,195000,1,1000.0,664.5142,-0.005379676818847656,0.081231594
196,0.08460209,0.009267731,8.836168,482.6085124015808,0.0,-1054.1011365437812,196000,1,1000.0,662.62616,-0.002409815788269043,0.08460209
197,0.092886314,0.008642622,8.833726,485.8566825389862,0.0,-1050.481591134076,197000,1,1000.0,661.7887,0.37512218952178955,0.092886314
198,0.08848241,0.008852346,8.827529,489.16898250579834,0.0,-1050.6277624788945,198000,1,1000.0,660.03845,-0.3185536861419678,0.08848241
199,0.085928455,0.008300636,8.830486,492.46870470046997,0.0,-1046.6085841530416,199000,1,1000.0,658.376,-0.10337483882904053,0.085928455
200,0.07989469,0.008946015,8.851116,495.8345031738281,0.0,-1042.3717498329129,200000,1,1000.0,656.6493,-0.021545767784118652,0.07989469
