EpisodesSoFar,surrgain,meankl,entropy,TimeElapsed,entloss,EpTrueRewMean,TimestepsSoFar,EpThisIter,EpLenMean,EpRewMean,ev_tdlam_before,optimgain
1976,0.02791069,0.009658402,1.8661232,6389.395263195038,0.0,-3648.3129431701864,1976000,1,1000.0,23.08167,0.09507572650909424,0.02791069
1977,0.031517666,0.011595596,1.8656627,6392.817623615265,0.0,-3642.342950619242,1977000,1,1000.0,23.072378,0.12116086483001709,0.031517666
1978,0.051560335,0.0050627645,1.8526571,6396.287366867065,0.0,-3662.0175571026593,1978000,1,1000.0,23.797203,0.39911943674087524,0.051560335
1979,0.03910082,0.011618699,1.8409718,6399.723469734192,0.0,-3656.8702763753417,1979000,1,1000.0,23.764853,0.3689152002334595,0.03910082
1980,0.023469944,0.009449476,1.8337443,6403.1668264865875,0.0,-3650.988934426882,1980000,1,1000.0,23.74297,0.4600642919540405,0.023469944
1981,0.02066274,0.014499657,1.8213961,6406.60844540596,0.0,-3637.2765400626186,1981000,1,1000.0,23.764257,0.49553948640823364,0.02066274
1982,0.088939264,0.012846468,1.8092649,6410.082073926926,0.0,-3632.6770479541847,1982000,1,1000.0,23.725815,0.34017348289489746,0.088939264
1983,0.066041045,0.012434391,1.812729,6413.523376464844,0.0,-3587.0412900585898,1983000,1,1000.0,23.150518,0.38997960090637207,0.066041045
1984,0.18070033,0.0046058027,1.8070223,6416.998869180679,0.0,-3581.813676006942,1984000,1,1000.0,23.149975,0.9604962393641472,0.18070033
1985,0.12120393,0.013172744,1.8129739,6420.46410036087,0.0,-3575.6069948618924,1985000,1,1000.0,23.139954,0.4661563038825989,0.12120393
1986,0.12797411,0.010483839,1.8057132,6423.931527853012,0.0,-3566.044979627723,1986000,1,1000.0,23.187954,0.9785003960132599,0.12797411
1987,0.041178986,0.013762244,1.7999004,6427.360294103622,0.0,-3568.3906481357835,1987000,1,1000.0,23.305012,0.8228960335254669,0.041178986
1988,0.0431941,0.0054788273,1.7955943,6430.835256576538,0.0,-3533.2228427516484,1988000,1,1000.0,22.748907,0.9228912517428398,0.0431941
1989,0.031114548,0.004876678,1.7971647,6434.282809495926,0.0,-3495.228798426342,1989000,1,1000.0,22.024471,0.2253345251083374,0.031114548
1990,0.057472713,0.004622669,1.7988249,6437.752726316452,0.0,-3519.311696760463,1990000,1,1000.0,22.369617,0.053304314613342285,0.057472713
1991,0.020974986,0.004023645,1.7966927,6441.19987821579,0.0,-3511.3719778999266,1991000,1,1000.0,22.406807,0.2909189462661743,0.020974986
1992,0.042548276,0.012943143,1.8009194,6444.675168275833,0.0,-3535.6503239457147,1992000,1,1000.0,22.73189,0.3265534043312073,0.042548276
1993,0.0392736,0.014219297,1.7940794,6448.134499311447,0.0,-3531.091759179822,1993000,1,1000.0,22.831654,0.7676089853048325,0.0392736
1994,0.04264773,0.0077496828,1.7908622,6451.58154964447,0.0,-3525.5627040472405,1994000,1,1000.0,22.91129,0.3991330862045288,0.04264773
1995,0.022797558,0.010574088,1.7990147,6455.058258056641,0.0,-3548.978881834629,1995000,1,1000.0,23.231613,0.13127553462982178,0.022797558
1996,0.03011363,0.0076569864,1.7952077,6458.521067857742,0.0,-3543.5736489312694,1996000,1,1000.0,23.258059,0.8023988157510757,0.03011363
1997,0.07468567,0.0076015815,1.7906486,6461.972269296646,0.0,-3498.5169667361865,1997000,1,1000.0,22.271877,0.5034762918949127,0.07468567
1998,0.11931727,0.006742728,1.7923931,6465.424990653992,0.0,-3485.47183139929,1998000,1,1000.0,21.579376,-0.3857271671295166,0.11931727
1999,0.060073525,0.004058236,1.7899321,6468.857883453369,0.0,-3473.7063689604342,1999000,1,1000.0,21.686913,0.24712425470352173,0.060073525
2000,0.012025962,0.0044666464,1.8795012,6472.339600086212,0.0,-3499.476657674514,2000000,1,1000.0,21.957413,0.019646048545837402,0.012025962
2001,0.066340566,0.010712884,1.8723449,6475.799440860748,0.0,-3497.1618202945115,2001000,1,1000.0,20.840576,-0.0005817413330078125,0.066340566
2002,0.09719132,0.007584139,1.8678275,6479.2444570064545,0.0,-3510.082806132223,2002000,1,1000.0,21.257019,0.5261519253253937,0.09719132
2003,0.08586696,0.004996526,1.8473818,6482.692107439041,0.0,-3524.550787333482,2003000,1,1000.0,21.457626,0.25744467973709106,0.08586696
2004,0.0813981,0.0068591177,1.8451877,6486.156325101852,0.0,-3551.3091968196277,2004000,1,1000.0,21.71229,-0.2156130075454712,0.0813981
2005,0.07494309,0.006145422,1.8497123,6489.556709289551,0.0,-3562.7444715172505,2005000,1,1000.0,21.792166,-1.2421753406524658,0.07494309
2006,0.046093017,0.008471439,1.8451539,6492.981376647949,0.0,-3587.737871224267,2006000,1,1000.0,21.97581,-0.03813159465789795,0.046093017
2007,0.034141257,0.0041669607,1.8487406,6496.440926551819,0.0,-3586.669429004648,2007000,1,1000.0,20.644302,0.21308523416519165,0.034141257
2008,0.024011333,0.00774758,1.8448977,6499.900935649872,0.0,-3613.544008753127,2008000,1,1000.0,20.862059,0.21809720993041992,0.024011333
2009,0.057096854,0.007944681,1.8414042,6503.337315797806,0.0,-3639.098209102941,2009000,1,1000.0,21.003057,0.2308853268623352,0.057096854
2010,0.050898463,0.008746553,1.8481712,6506.776990175247,0.0,-3663.5580679387213,2010000,1,1000.0,21.100418,0.6368044912815094,0.050898463
2011,0.008831608,0.007074005,1.8414035,6510.246163368225,0.0,-3668.472882364953,2011000,1,1000.0,20.06813,0.12904268503189087,0.008831608
2012,0.08714789,0.008304004,1.8412291,6513.66366314888,0.0,-3656.036251979394,2012000,1,1000.0,19.237614,0.6070412695407867,0.08714789
2013,0.03466982,0.007332957,1.8545797,6517.122684955597,0.0,-3661.324294731242,2013000,1,1000.0,18.252256,0.3326111435890198,0.03466982
2014,0.08478895,0.010156512,1.8571177,6520.561249732971,0.0,-3683.1886183850484,2014000,1,1000.0,18.430857,0.5667895376682281,0.08478895
2015,0.035317086,0.004457503,1.8613312,6524.002460241318,0.0,-3711.990486126893,2015000,1,1000.0,18.51989,0.34398984909057617,0.035317086
2016,0.05640103,0.010643605,1.8652618,6527.4273064136505,0.0,-3715.0365469647177,2016000,1,1000.0,18.825407,0.38175874948501587,0.05640103
2017,0.10232949,0.0065785847,1.8685161,6530.880883693695,0.0,-3745.770827848589,2017000,1,1000.0,18.849869,0.33110564947128296,0.10232949
2018,0.053871743,0.013853598,1.8724366,6534.3159029483795,0.0,-3737.348847332615,2018000,1,1000.0,18.369923,-0.2617732286453247,0.053871743
2019,0.06979049,0.0074544074,1.856251,6537.756338596344,0.0,-3766.800011628203,2019000,1,1000.0,18.50436,0.39745068550109863,0.06979049
2020,0.08139092,0.006217356,1.8599844,6541.170448541641,0.0,-3798.1053301424813,2020000,1,1000.0,18.584467,0.6657611429691315,0.08139092
2021,0.08712827,0.007689221,1.8604745,6544.580897808075,0.0,-3805.728261018606,2021000,1,1000.0,18.872944,0.8512100726366043,0.08712827
2022,0.08717818,0.008537189,1.859967,6548.0238173007965,0.0,-3816.553744888885,2022000,1,1000.0,19.101501,0.7576524615287781,0.08717818
2023,0.05915764,0.0040626726,1.8623495,6551.468760251999,0.0,-3838.80246764834,2023000,1,1000.0,19.12064,0.45564138889312744,0.05915764
2024,0.15573043,0.0091715865,1.8636321,6554.918935775757,0.0,-3870.4299205743127,2024000,1,1000.0,19.080372,0.6034756600856781,0.15573043
2025,0.09427284,0.009670889,1.8547549,6558.374635457993,0.0,-3901.312047444417,2025000,1,1000.0,19.084661,0.4161229133605957,0.09427284
2026,0.12753868,0.008048065,1.8514364,6561.789325714111,0.0,-3901.801818272003,2026000,1,1000.0,19.309208,-0.12215685844421387,0.12753868
2027,0.0662331,0.012610063,1.8472024,6565.2408101558685,0.0,-3913.7468210310267,2027000,1,1000.0,19.047882,0.8208764642477036,0.0662331
2028,0.03534543,0.0056155273,1.8465239,6568.6905336380005,0.0,-3944.732174599178,2028000,1,1000.0,18.986683,0.37454164028167725,0.03534543
2029,0.082750626,0.005948236,1.8499033,6572.131718635559,0.0,-3938.8381061136306,2029000,1,1000.0,19.288666,0.5795942842960358,0.082750626
2030,0.029251268,0.004397589,1.8426218,6575.60092830658,0.0,-3941.3482638754676,2030000,1,1000.0,18.90786,0.2108687162399292,0.029251268
2031,0.03941732,0.003936188,1.8416941,6579.039431095123,0.0,-3971.708761462778,2031000,1,1000.0,18.871794,0.8311530202627182,0.03941732
2032,0.0847709,0.00976529,1.8442118,6582.475854635239,0.0,-3960.2341101259967,2032000,1,1000.0,18.662298,0.8237034231424332,0.0847709
2033,0.031087635,0.0066364943,1.8483316,6585.9388337135315,0.0,-3987.072078696514,2033000,1,1000.0,18.594912,0.5026670098304749,0.031087635
2034,0.08876656,0.012190201,1.8481636,6589.37362408638,0.0,-4017.8063389063595,2034000,1,1000.0,18.486935,0.8626754581928253,0.08876656
2035,0.14344874,0.009892765,1.8489846,6592.802870512009,0.0,-3984.16088840326,2035000,1,1000.0,18.570877,0.013978242874145508,0.14344874
2036,0.105542935,0.0089062415,1.8489958,6596.242092132568,0.0,-4006.5057881445964,2036000,1,1000.0,18.589464,0.7967108190059662,0.105542935
2037,0.04214192,0.010731064,1.8545042,6599.656189441681,0.0,-3995.0451054777704,2037000,1,1000.0,19.008947,0.07637166976928711,0.04214192
2038,0.045509614,0.009203364,1.8347623,6603.076091051102,0.0,-3953.910880575974,2038000,1,1000.0,19.183338,0.19923889636993408,0.045509614
2039,0.056060635,0.0074306345,1.8320919,6606.530213356018,0.0,-3992.811653954347,2039000,1,1000.0,19.02215,0.9430308192968369,0.056060635
2040,0.024699032,0.006524084,1.8235625,6609.951858997345,0.0,-3962.0305860864146,2040000,1,1000.0,19.031332,0.07548201084136963,0.024699032
2041,0.004007461,0.010098217,1.8364879,6613.378452062607,0.0,-3927.7512746639964,2041000,1,1000.0,19.116034,0.04459273815155029,0.004007461
2042,0.097627446,0.014584076,1.8351735,6616.80672121048,0.0,-3893.29244645754,2042000,1,1000.0,19.129541,0.602535605430603,0.097627446
2043,0.020702712,0.0059220917,1.835557,6620.264283657074,0.0,-3862.601856226297,2043000,1,1000.0,19.200966,0.08833616971969604,0.020702712
2044,0.20627785,0.009760442,1.8425181,6623.705763578415,0.0,-3859.470312829931,2044000,1,1000.0,19.032112,0.895892933011055,0.20627785
2045,0.0627458,0.0059206733,1.842236,6627.145820140839,0.0,-3873.5403019790306,2045000,1,1000.0,18.941372,0.6844209432601929,0.0627458
2046,0.027428214,0.010483645,1.8293772,6630.561873674393,0.0,-3835.4748767753726,2046000,1,1000.0,18.974709,0.22699648141860962,0.027428214
2048,0.05795588,0.008105107,1.8235177,6633.9874477386475,0.0,-3798.649502555406,2048000,2,1000.0,18.853525,0.3544594645500183,0.05795588
2049,0.052717447,0.006986581,1.8202168,6637.853445768356,0.0,-3762.514381440499,2049000,1,1000.0,18.981068,-0.11713922023773193,0.052717447
2050,0.08614615,0.011238471,1.8522032,6641.2882306575775,0.0,-3726.8875265027264,2050000,1,1000.0,19.041166,0.6521266102790833,0.08614615
2051,0.016991958,0.005184327,1.8537259,6644.753843784332,0.0,-3678.8359484631605,2051000,1,1000.0,19.240845,0.022771775722503662,0.016991958
2052,0.038308572,0.0063347183,1.8571769,6648.215703010559,0.0,-3694.186551170768,2052000,1,1000.0,18.861202,0.3153151869773865,0.038308572
2053,0.02735429,0.0044718487,1.8496847,6651.671250104904,0.0,-3646.647201408926,2053000,1,1000.0,18.971708,0.3054026961326599,0.02735429
2054,0.04818751,0.0050187907,1.8420707,6655.1310567855835,0.0,-3649.8211855761992,2054000,1,1000.0,18.835419,0.7230245172977448,0.04818751
2055,0.045414552,0.014685323,1.8295594,6658.573211431503,0.0,-3649.3367622765677,2055000,1,1000.0,18.73823,0.822345033288002,0.045414552
2056,0.038700566,0.0082252575,1.8136333,6661.9989948272705,0.0,-3637.377811110252,2056000,1,1000.0,18.629766,0.12264090776443481,0.038700566
2057,0.007225548,0.008686638,1.8084403,6665.46125292778,0.0,-3638.8649476201726,2057000,1,1000.0,18.591236,0.22313690185546875,0.007225548
2058,0.034415305,0.0043202797,1.8101236,6668.920874595642,0.0,-3651.26116047997,2058000,1,1000.0,18.376461,0.44196653366088867,0.034415305
2059,0.10058443,0.010184384,1.8182687,6672.355697154999,0.0,-3654.5370909086587,2059000,1,1000.0,18.239159,0.6082697808742523,0.10058443
2060,0.04400224,0.004877004,1.819518,6675.793340206146,0.0,-3664.802472084768,2060000,1,1000.0,18.20245,0.6992932260036469,0.04400224
2061,0.09951502,0.014099371,1.8159374,6679.217827796936,0.0,-3675.436553942357,2061000,1,1000.0,18.093359,0.654799222946167,0.09951502
2063,0.08165941,0.011605559,1.8192477,6682.638548135757,0.0,-3671.5280389206373,2063000,2,1000.0,18.009832,-0.6497352123260498,0.08165941
2064,0.06885487,0.0064716227,1.8123506,6686.079056978226,0.0,-3642.964464492855,2064000,1,1000.0,18.129581,-1.1295597553253174,0.06885487
2065,0.14091313,0.01292932,1.8166165,6689.531638383865,0.0,-3624.004628280768,2065000,1,1000.0,18.293608,0.6296153962612152,0.14091313
2066,0.054809242,0.0058532427,1.8192586,6692.9633321762085,0.0,-3663.8384095001006,2066000,1,1000.0,17.9926,0.1823108196258545,0.054809242
2067,0.07004736,0.004892324,1.8177458,6696.350867986679,0.0,-3641.1551265596836,2067000,1,1000.0,18.225943,-0.21303105354309082,0.07004736
2068,0.060525827,0.007403289,1.8200717,6699.78434753418,0.0,-3628.5861697080945,2068000,1,1000.0,18.442844,0.5780818164348602,0.060525827
2069,0.08843845,0.006936224,1.8252116,6703.1909263134,0.0,-3634.543662419582,2069000,1,1000.0,18.16657,0.3812209367752075,0.08843845
2070,0.048769526,0.004871782,1.8275027,6706.619719982147,0.0,-3624.1932103389204,2070000,1,1000.0,18.284477,0.4453057646751404,0.048769526
2071,0.0659198,0.0041108504,1.8272091,6710.081011772156,0.0,-3626.8363039425954,2071000,1,1000.0,18.348713,0.2509794235229492,0.0659198
2072,0.07890627,0.008831849,1.8235822,6713.491785526276,0.0,-3622.6786417424833,2072000,1,1000.0,18.410105,0.5870809257030487,0.07890627
2073,0.08943209,0.008251647,1.8267516,6716.898106098175,0.0,-3606.1383711742405,2073000,1,1000.0,18.760956,0.2952950596809387,0.08943209
2074,0.029789101,0.014320663,1.82814,6720.338977813721,0.0,-3622.6420461562057,2074000,1,1000.0,25.755539,0.9163079857826233,0.029789101
2075,0.078355305,0.008904415,1.8286166,6723.792515516281,0.0,-3657.8699494841812,2075000,1,1000.0,25.388107,0.5883013904094696,0.078355305
2076,0.06500627,0.010319612,1.8385131,6727.2027759552,0.0,-3687.447869258815,2076000,1,1000.0,25.310009,-2.291635274887085,0.06500627
2078,0.0848504,0.0041123712,1.8385428,6730.643833637238,0.0,-3786.6904184535656,2078000,2,1000.0,24.632782,0.6110154092311859,0.0848504
2079,0.11380348,0.012281311,1.8382723,6734.062650203705,0.0,-3785.343980763416,2079000,1,1000.0,24.691643,0.7721547037363052,0.11380348
2080,0.10727425,0.012614673,1.8406789,6737.513516426086,0.0,-3809.488884884857,2080000,1,1000.0,24.456371,0.8000362813472748,0.10727425
2081,0.13336246,0.014124936,1.837421,6740.930034399033,0.0,-3842.7533744715156,2081000,1,1000.0,24.159843,0.6330121457576752,0.13336246
2082,0.088741556,0.006517952,1.8365365,6744.36240196228,0.0,-3858.8727981656803,2082000,1,1000.0,23.933254,0.06452733278274536,0.088741556
2083,0.078253165,0.010206196,1.8378875,6747.786321401596,0.0,-3919.4884953945193,2083000,1,1000.0,23.6004,0.1292186975479126,0.078253165
2084,0.19301571,0.0071290415,1.8375398,6751.17891907692,0.0,-3897.5295155510785,2084000,1,1000.0,23.82053,0.5245259702205658,0.19301571
2085,0.08249045,0.007271476,1.8316159,6754.583744525909,0.0,-3873.428082946774,2085000,1,1000.0,24.029121,-0.4510173797607422,0.08249045
2086,0.09740154,0.00627065,1.8254434,6758.006872653961,0.0,-3912.740251255827,2086000,1,1000.0,23.804361,0.8958043977618217,0.09740154
2087,0.072213575,0.007960774,1.8266721,6761.410975694656,0.0,-3905.3950310491173,2087000,1,1000.0,23.83693,0.7856241911649704,0.072213575
2088,0.06315327,0.0050547016,1.8292277,6764.804174184799,0.0,-3924.2899628712353,2088000,1,1000.0,23.86169,-0.957356333732605,0.06315327
2089,0.0353517,0.006291692,1.83168,6768.239079236984,0.0,-3952.077438086143,2089000,1,1000.0,23.719975,0.31075960397720337,0.0353517
2090,0.06356082,0.0065681385,1.8312956,6771.649981975555,0.0,-3999.1961027003663,2090000,1,1000.0,23.556547,0.8779647126793861,0.06356082
2091,0.06673107,0.0052239345,1.8349948,6775.0351712703705,0.0,-4035.5978504444474,2091000,1,1000.0,23.37472,-0.10675859451293945,0.06673107
2092,0.095053434,0.006962928,1.84105,6778.429198026657,0.0,-4029.8822716705326,2092000,1,1000.0,24.880817,0.7383458912372589,0.095053434
2093,0.06530516,0.0041202046,1.8416281,6781.820994377136,0.0,-4104.164671630411,2093000,1,1000.0,26.638947,0.6587550938129425,0.06530516
2094,0.08613481,0.00889297,1.844268,6785.239347696304,0.0,-4100.300991622174,2094000,1,1000.0,26.74818,0.4223383069038391,0.08613481
2095,0.08549574,0.01246962,1.848953,6788.658761501312,0.0,-4092.935472963772,2095000,1,1000.0,26.934467,-0.1820429563522339,0.08549574
2096,0.05692444,0.0070732255,1.847993,6792.039000749588,0.0,-4141.009075847664,2096000,1,1000.0,27.103382,0.4513624310493469,0.05692444
2097,0.1769056,0.010293556,1.8470308,6795.46075129509,0.0,-4153.2345897112955,2097000,1,1000.0,27.840069,0.7409692406654358,0.1769056
2098,0.12408846,0.0126762595,1.8500979,6798.889444589615,0.0,-4150.381883946611,2098000,1,1000.0,28.100906,0.4626166820526123,0.12408846
2099,0.067899644,0.005679103,1.8489686,6802.281832456589,0.0,-4132.564072411353,2099000,1,1000.0,28.682953,0.3902711868286133,0.067899644
2100,0.04979392,0.0040047406,1.8494148,6805.7265338897705,0.0,-4122.320786424248,2100000,1,1000.0,28.838312,0.5670415461063385,0.04979392
2101,0.0746977,0.008650177,1.847897,6809.161917924881,0.0,-4136.685566453794,2101000,1,1000.0,28.791965,0.37713897228240967,0.0746977
2102,0.08538945,0.009055162,1.8464345,6812.573614120483,0.0,-4111.9193677726,2102000,1,1000.0,29.25881,0.016550123691558838,0.08538945
2103,0.15511633,0.009688099,1.845341,6815.975138902664,0.0,-4130.795738795503,2103000,1,1000.0,29.3305,0.7740423083305359,0.15511633
2104,0.08629521,0.0067633092,1.8556215,6819.3829691410065,0.0,-4183.480755478359,2104000,1,1000.0,29.70235,0.5294183194637299,0.08629521
2105,0.15385747,0.008625067,1.8606842,6822.783114433289,0.0,-4178.708702718223,2105000,1,1000.0,29.911413,0.6084877252578735,0.15385747
2106,0.0719623,0.006075629,1.8629153,6826.178247451782,0.0,-4190.675008623193,2106000,1,1000.0,32.10664,0.6334714293479919,0.0719623
2107,0.065031044,0.0072692647,1.8674325,6829.581300020218,0.0,-4212.733245719263,2107000,1,1000.0,32.116554,0.785068616271019,0.065031044
2108,0.07503058,0.0072164135,1.8639412,6832.9605123996735,0.0,-4200.436815029231,2108000,1,1000.0,32.151905,-0.09238529205322266,0.07503058
2109,0.06835257,0.005868627,1.8620454,6836.3866493701935,0.0,-4204.465760866327,2109000,1,1000.0,32.20224,-0.47498464584350586,0.06835257
2110,0.119380675,0.0090454,1.867923,6839.7883179187775,0.0,-4199.930374908308,2110000,1,1000.0,32.2737,-0.43586480617523193,0.119380675
2111,0.06673544,0.0048857704,1.8687248,6843.171516418457,0.0,-4203.674283108278,2111000,1,1000.0,32.450832,0.3951692581176758,0.06673544
2112,0.084467635,0.00837039,1.8608818,6846.557646989822,0.0,-4203.296115946184,2112000,1,1000.0,32.28927,-0.4146202802658081,0.084467635
2113,0.06552589,0.007251,1.8641661,6849.946898460388,0.0,-4198.417597232194,2113000,1,1000.0,31.949408,0.6367532312870026,0.06552589
2114,0.08692158,0.011742894,1.8667948,6853.341270685196,0.0,-4171.399836274583,2114000,1,1000.0,25.046824,0.32577383518218994,0.08692158
2115,0.07180336,0.005464996,1.8599397,6856.763746023178,0.0,-4154.204897652477,2115000,1,1000.0,25.055496,-1.0508575439453125,0.07180336
2116,0.20457307,0.010209959,1.8593099,6860.184684514999,0.0,-4133.939065049024,2116000,1,1000.0,25.249254,0.31291574239730835,0.20457307
2117,0.072145954,0.0067150784,1.8606108,6863.587661743164,0.0,-4132.165456759539,2117000,1,1000.0,25.420336,0.5568436682224274,0.072145954
2118,0.050528888,0.010647977,1.8514559,6866.989005088806,0.0,-4110.3405007201345,2118000,1,1000.0,25.258305,0.3140338063240051,0.050528888
2119,0.025842339,0.009941173,1.8657951,6870.431988954544,0.0,-4131.562462371354,2119000,1,1000.0,25.332836,0.6457819640636444,0.025842339
2120,0.07213635,0.0062001003,1.866565,6873.828037023544,0.0,-4120.598882045505,2120000,1,1000.0,25.289833,-0.8464229106903076,0.07213635
2121,0.076690845,0.008387841,1.8673848,6877.243724346161,0.0,-4104.709346416566,2121000,1,1000.0,25.17099,-0.5607075691223145,0.076690845
2122,0.49422917,0.013075865,1.8721651,6880.627544164658,0.0,-4144.11131373676,2122000,1,1000.0,25.335901,0.3394205570220947,0.49422917
2123,0.036599897,0.008586142,1.8696584,6884.062474012375,0.0,-4128.080408184214,2123000,1,1000.0,25.395214,-0.0378340482711792,0.036599897
2124,0.06013639,0.010016566,1.8795015,6887.50751209259,0.0,-4151.659019368632,2124000,1,1000.0,25.273426,0.6189995110034943,0.06013639
2125,0.06863329,0.007541311,1.8842306,6890.906970024109,0.0,-4162.1768679210845,2125000,1,1000.0,25.149439,-0.1238715648651123,0.06863329
2126,0.047293615,0.012280079,1.8778841,6894.310521364212,0.0,-4155.743902153362,2126000,1,1000.0,25.21474,-0.11627328395843506,0.047293615
2127,0.06919523,0.007592224,1.8779256,6897.709570646286,0.0,-4149.370878092128,2127000,1,1000.0,25.242882,-0.1315443515777588,0.06919523
2128,0.07488518,0.00869298,1.8768432,6901.12745141983,0.0,-4157.686997794042,2128000,1,1000.0,25.06422,0.11295676231384277,0.07488518
2129,0.06514019,0.0037998888,1.871563,6904.5686593055725,0.0,-4164.748839324188,2129000,1,1000.0,24.932207,0.10705715417861938,0.06514019
2130,0.23954713,0.009610238,1.8710335,6907.982327699661,0.0,-4153.993039531276,2130000,1,1000.0,24.924892,0.19826388359069824,0.23954713
2131,0.08105376,0.014657842,1.8738242,6911.429102182388,0.0,-4147.34664323999,2131000,1,1000.0,24.850107,-0.02612447738647461,0.08105376
2132,0.040238727,0.0044390596,1.8656003,6914.850642681122,0.0,-4139.2647129226125,2132000,1,1000.0,23.48695,0.13672298192977905,0.040238727
2133,0.14321606,0.0074718497,1.8606722,6918.254142284393,0.0,-4093.2104497973733,2133000,1,1000.0,21.551466,0.5471372306346893,0.14321606
2134,0.84838665,0.00554321,1.862564,6921.693529129028,0.0,-4097.055843788468,2134000,1,1000.0,21.384281,0.8159874379634857,0.84838665
2135,0.25036842,0.014987836,1.8676484,6925.105683803558,0.0,-4121.587614955866,2135000,1,1000.0,21.416105,0.7421323955059052,0.25036842
2136,0.11305028,0.010248458,1.8687297,6928.545120716095,0.0,-4106.115748143919,2136000,1,1000.0,21.071255,0.7795914262533188,0.11305028
2137,0.06556336,0.0099332705,1.871063,6931.9459936618805,0.0,-4080.7657875362397,2137000,1,1000.0,20.299854,0.5741106569766998,0.06556336
2138,0.086923614,0.0061192275,1.8729098,6935.334570646286,0.0,-4070.1776940709447,2138000,1,1000.0,20.094448,-0.01859462261199951,0.086923614
2139,0.10287209,0.006834845,1.871402,6938.754593849182,0.0,-4077.067205470673,2139000,1,1000.0,19.595572,0.6636006534099579,0.10287209
2140,0.095845915,0.008375049,1.8718264,6942.1645448207855,0.0,-4062.2324812892825,2140000,1,1000.0,19.447073,0.791562631726265,0.095845915
2141,0.2263592,0.009247517,1.8814394,6945.597259283066,0.0,-4052.938101719209,2141000,1,1000.0,19.294382,0.6968049705028534,0.2263592
2142,0.07109906,0.006182558,1.879246,6949.011456489563,0.0,-4074.494908681503,2142000,1,1000.0,18.802032,0.6680567860603333,0.07109906
2143,0.045150876,0.0052127833,1.8762023,6952.480539798737,0.0,-4080.3216114556753,2143000,1,1000.0,18.545465,0.32798367738723755,0.045150876
2144,0.060021933,0.007017393,1.8767822,6955.881209611893,0.0,-4057.021736155373,2144000,1,1000.0,18.153086,-0.28163206577301025,0.060021933
2145,0.08192751,0.006334706,1.8785288,6959.295782566071,0.0,-4062.1925047117866,2145000,1,1000.0,17.81622,0.3379096984863281,0.08192751
2146,0.16530798,0.007202954,1.8796654,6962.723594665527,0.0,-4037.8617297678675,2146000,1,1000.0,15.556677,0.649958461523056,0.16530798
2147,0.123887226,0.012323035,1.8807036,6966.148016452789,0.0,-4036.1959799724036,2147000,1,1000.0,15.315036,0.4309688210487366,0.123887226
2148,0.08318641,0.009757504,1.8806905,6969.566329240799,0.0,-4057.2119474272754,2148000,1,1000.0,14.992116,0.1816481351852417,0.08318641
2149,0.010587153,0.0006014956,1.8749268,6973.053249835968,0.0,-4078.072653453004,2149000,1,1000.0,14.800598,0.2038114070892334,0.010587153
2150,0.09095877,0.00922594,1.8804027,6976.456802368164,0.0,-4076.759142227689,2150000,1,1000.0,14.63638,0.31393343210220337,0.09095877
2151,0.081284456,0.0076599224,1.8732442,6980.321303129196,0.0,-4061.918287158939,2151000,1,1000.0,14.448352,0.8381348848342896,0.081284456
2152,0.088887386,0.010023015,1.8733357,6983.721409320831,0.0,-4096.716319002107,2152000,1,1000.0,14.467961,-0.7249815464019775,0.088887386
2153,0.094614565,0.010330932,1.875886,6987.131347179413,0.0,-4117.966964991259,2153000,1,1000.0,14.403325,0.7185971140861511,0.094614565
2154,0.09092347,0.011574605,1.8777627,6990.542176961899,0.0,-4148.283484983499,2154000,1,1000.0,14.305071,0.15087801218032837,0.09092347
2155,0.07344468,0.00522785,1.8804166,6993.932067155838,0.0,-4169.948910420264,2155000,1,1000.0,14.362381,0.05371749401092529,0.07344468
2156,0.07055155,0.0057583703,1.8824576,6997.3522408008575,0.0,-4184.394325035149,2156000,1,1000.0,14.202441,-0.0629270076751709,0.07055155
2157,0.07509513,0.006834455,1.8791201,7000.760282278061,0.0,-4181.740166817293,2157000,1,1000.0,13.933291,0.7793187201023102,0.07509513
2158,0.04153847,0.0046922937,1.8751981,7004.201334953308,0.0,-4178.574798203486,2158000,1,1000.0,13.966955,0.5042214691638947,0.04153847
2159,0.15275058,0.009661518,1.8766975,7007.644928216934,0.0,-4150.357452158368,2159000,1,1000.0,13.886357,0.5263376832008362,0.15275058
2160,0.10238939,0.014337326,1.8738096,7011.040598154068,0.0,-4153.7157388267615,2160000,1,1000.0,13.956721,0.5071049630641937,0.10238939
2161,0.2297299,0.007161093,1.8751668,7014.451998472214,0.0,-4163.256737448525,2161000,1,1000.0,14.0410185,0.7729470133781433,0.2297299
2162,0.16382419,0.005107253,1.8749663,7017.8704607486725,0.0,-4147.945169458826,2162000,1,1000.0,13.58457,0.9243586286902428,0.16382419
2163,0.07976122,0.0079348795,1.8712649,7021.287291526794,0.0,-4138.972768303701,2163000,1,1000.0,13.592056,-0.04256880283355713,0.07976122
2164,0.075325355,0.0069410764,1.8740811,7024.69130563736,0.0,-4133.675656291134,2164000,1,1000.0,13.540858,0.537462592124939,0.075325355
2165,0.072466314,0.005966218,1.8759573,7028.094370603561,0.0,-4135.2344782287455,2165000,1,1000.0,13.574742,-0.6685807704925537,0.072466314
2166,0.11487172,0.009189111,1.8727561,7031.483233451843,0.0,-4128.115192552806,2166000,1,1000.0,13.573517,-0.08585000038146973,0.11487172
