entropy,EpRewMean,EpisodesSoFar,TimestepsSoFar,EpLenMean,entloss,optimgain,ev_tdlam_before,TimeElapsed,meankl,EpThisIter,surrgain
0.7123357,81.02796158969925,158,34667,134.675,0.0,0.015589307,0.8896414861083031,22.671788215637207,0.007749127,7,0.015589307
0.69691724,81.57294884386938,167,35815,131.425,0.0,0.02411307,0.942938044667244,23.33891010284424,0.007804595,9,0.02411307
0.68510383,81.38387214493682,174,36729,132.1,0.0,0.013115911,0.9319314584136009,24.00608205795288,0.008320409,7,0.013115911
0.68213165,81.34103171568829,184,37823,129.95,0.0,0.019292276,0.9440723806619644,24.666954278945923,0.008961149,10,0.019292276
0.6349968,81.9039128421313,193,38880,123.575,0.0,0.012446116,0.9450533539056778,25.32691740989685,0.0076556765,9,0.012446116
0.6241737,82.55742062410505,201,39879,118.125,0.0,0.01804211,0.9410309232771397,25.991997241973877,0.009545125,8,0.01804211
0.6140143,82.36832286923054,209,40917,120.475,0.0,0.018184654,0.9442123845219612,26.64595079421997,0.008157326,8,0.018184654
0.59056026,83.32337457506587,218,41860,115.175,0.0,0.017063769,0.9383105114102364,27.30250096321106,0.008070018,9,0.017063769
0.56882745,83.71332805695076,229,42958,111.675,0.0,0.01646498,0.9593910910189152,27.970377206802368,0.0089862915,11,0.01646498
0.53657055,83.84478132283483,236,43873,115.7,0.0,0.015647646,0.8795062229037285,28.602832317352295,0.008945725,7,0.015647646
0.53933984,84.99169540819986,248,45012,106.3,0.0,0.012693297,0.9555721767246723,29.26719045639038,0.007860187,12,0.012693297
0.47324377,84.98865096122002,259,46020,100.25,0.0,0.01055674,0.9558826684951782,29.930848121643066,0.009343848,11,0.01055674
0.44213024,85.30756959627749,271,47082,95.2,0.0,0.017443638,0.9652042984962463,30.59216833114624,0.009323228,12,0.017443638
0.44227603,85.66022623788828,282,48063,90.4,0.0,0.014787354,0.9658665098249912,31.25229835510254,0.009495684,11,0.014787354
0.406888,86.1746492868273,295,49127,87.2,0.0,0.018098323,0.9213212057948112,31.916523694992065,0.011039402,13,0.018098323
0.34685144,86.51797899715385,307,50136,87.475,0.0,0.012776434,0.9697101060301065,32.57712173461914,0.008061107,12,0.012776434
0.32141873,87.05575024922177,320,51178,81.625,0.0,0.011802679,0.9752008877694607,33.24925756454468,0.010152994,13,0.011802679
0.2730882,87.29068498334793,332,52171,83.275,0.0,0.021276474,0.9682167321443558,33.91071033477783,0.009269107,12,0.021276474
0.28259617,87.4030866311124,345,53142,79.025,0.0,0.013251334,0.9503602720797062,34.569199085235596,0.00748469,13,0.013251334
0.26487136,87.32868659932701,359,54272,81.05,0.0,0.022085665,0.9835283271968365,35.23053216934204,0.00874811,14,0.022085665
0.24453308,87.388288694836,372,55244,76.825,0.0,0.021924295,0.9878299357369542,35.890644788742065,0.009630686,13,0.021924295
0.22385637,87.67998975393054,386,56292,74.8,0.0,0.024339316,0.9887329004704952,36.55278158187866,0.008862415,14,0.024339316
0.24258244,87.57864214662766,400,57334,74.7,0.0,0.04641652,0.9911792250350118,37.211181640625,0.0082347095,14,0.04641652
0.22742032,87.31591386240731,412,58340,77.4,0.0,0.022083364,0.919678620994091,37.87609648704529,0.011030196,12,0.022083364
0.20905495,87.12045744777659,425,59355,78.425,0.0,0.01135024,0.9482442028820515,38.53131866455078,0.010003563,13,0.01135024
0.16948892,87.29814031350446,439,60416,78.875,0.0,0.009936272,0.9894307674840093,39.17083120346069,0.0066739544,14,0.009936272
0.1700384,87.44677139831109,452,61390,76.25,0.0,0.021640748,0.9923759391531348,39.84113931655884,0.00902753,13,0.021640748
0.10684969,87.51128750298385,466,62453,75.6,0.0,0.017029595,0.9908782159909606,40.50272274017334,0.010340529,14,0.017029595
0.085724205,87.27078784337259,479,63416,75.0,0.0,0.01779001,0.9914742046967149,41.1685266494751,0.009726025,13,0.01779001
0.06311747,87.28929819217228,493,64466,75.05,0.0,0.019649869,0.9937868071720004,41.83117079734802,0.008281004,14,0.019649869
0.023800928,87.4152448511225,507,65500,74.325,0.0,0.025375582,0.9946268685162067,42.49539828300476,0.010560383,14,0.025375582
-0.036924362,88.14818257306077,521,66534,74.25,-0.0,0.012222309,0.9953207485377789,43.16259002685547,0.009749025,14,0.012222309
-0.03610325,88.48057967877185,535,67551,73.475,-0.0,0.018677587,0.9961357095744461,43.82144379615784,0.009892894,14,0.018677587
-0.04125309,88.7063088027162,549,68564,72.975,-0.0,0.016169082,0.996165428776294,44.474050521850586,0.009383979,14,0.016169082
-0.0842031,88.89299190500074,563,69580,72.525,-0.0,0.015855763,0.9960030768997967,45.1237370967865,0.010380794,14,0.015855763
-0.14280313,89.2313503170775,577,70598,72.525,-0.0,0.014805514,0.995842101983726,45.764506816864014,0.010578358,14,0.014805514
-0.10990236,89.5019820840876,591,71608,72.575,-0.0,0.021734908,0.9962851407472044,46.42127084732056,0.007968309,14,0.021734908
-0.09912902,89.5953691317836,606,72697,72.425,-0.0,0.016213365,0.996845560381189,47.069122552871704,0.007937234,15,0.016213365
-0.08156111,89.51851918463318,620,73693,71.85,-0.0,0.017500266,0.997457753168419,47.7206711769104,0.008203385,14,0.017500266
-0.08361814,89.59139296435816,634,74699,71.85,-0.0,0.011430255,0.9975527392234653,48.3915479183197,0.009561367,14,0.011430255
-0.05900526,89.59477371284437,649,75773,71.525,-0.0,0.015055469,0.9975845962762833,49.03128242492676,0.0067259725,15,0.015055469
-0.11742759,89.78303731858607,663,76787,71.925,-0.0,0.017769922,0.9975603779312223,49.672497272491455,0.010486048,14,0.017769922
-0.13389185,89.89314007286173,677,77798,72.075,-0.0,0.01942682,0.9977084470447153,50.32586073875427,0.010059109,14,0.01942682
-0.14587319,90.11458312795246,691,78820,72.425,-0.0,0.018775243,0.9722459055483341,50.972500801086426,0.009818739,14,0.018775243
-0.1713453,90.15887166848708,705,79819,72.275,-0.0,0.020897781,0.9971005851402879,51.62358808517456,0.009256063,14,0.020897781
-0.18989561,90.01847935965618,720,80879,71.65,-0.0,0.017240997,0.9979421126190573,52.26853632926941,0.010709483,15,0.017240997
-0.22147179,90.2520696989838,734,81884,71.275,-0.0,0.014172443,0.9975472679361701,52.91978931427002,0.009324596,14,0.014172443
-0.24979399,90.59933390040273,748,82915,72.05,-0.0,0.023165993,0.9891267437487841,53.579015016555786,0.010223144,14,0.023165993
-0.27985972,90.98204175232374,762,83925,72.575,-0.0,0.014912775,0.9944112137891352,54.235230684280396,0.010041484,14,0.014912775
-0.30761462,91.04688365507111,776,84929,72.6,-0.0,0.020006657,0.9979609190486372,54.880919218063354,0.010116847,14,0.020006657
-0.26964778,91.06165285804802,791,86007,71.85,-0.0,0.020499334,0.9984120203880593,55.53287601470947,0.008874798,15,0.020499334
-0.3356119,91.20182319126368,805,87015,71.9,-0.0,0.01757733,0.9981666983803734,56.181663036346436,0.010554705,14,0.01757733
-0.3878326,91.38039108542482,819,88022,72.0,-0.0,0.016808435,0.9983117395313457,56.82948160171509,0.009493235,14,0.016808435
-0.36861157,91.4745670063775,833,89029,71.9,-0.0,0.025768844,0.9984452167991549,57.48841595649719,0.0095054675,14,0.025768844
-0.39058948,91.55013168547544,848,90105,71.85,-0.0,0.02064551,0.9984562867321074,58.147545337677,0.010375101,15,0.02064551
-0.37164333,91.66985528556692,862,91111,71.825,-0.0,0.015518476,0.9987208028323948,58.80296230316162,0.00937252,14,0.015518476
-0.4028132,91.7376710772713,876,92113,71.775,-0.0,0.024341565,0.9986143400892615,59.465595722198486,0.009996043,14,0.024341565
-0.4078953,91.88513027290428,890,93121,71.875,-0.0,0.017463248,0.9986761074978858,60.13076186180115,0.009195796,14,0.017463248
-0.407216,91.91004434913711,905,94197,71.725,-0.0,0.011679152,0.998583682696335,60.77816843986511,0.009368526,15,0.011679152
-0.44193277,91.91706068926078,919,95187,71.4,-0.0,0.016454473,0.9990892769419588,61.43444466590881,0.010168824,14,0.016454473
-0.45943063,91.98921976503904,933,96193,71.45,-0.0,0.016175006,0.9987125782063231,62.09868931770325,0.009068849,14,0.016175006
-0.4613276,91.89891814191053,948,97252,71.05,-0.0,0.017966291,0.9989651362411678,62.76421523094177,0.011541897,15,0.017966291
-0.49597186,91.839742043194,962,98235,70.825,-0.0,0.020739205,0.9989866322139278,63.42671513557434,0.011583857,14,0.020739205
-0.5233993,91.8534421370528,977,99295,70.425,-0.0,0.019546412,0.9989232240477577,64.08880853652954,0.011041854,15,0.019546412
-0.5185965,91.98795188689488,992,100349,70.425,-0.0,0.020766374,0.999012935673818,64.75615930557251,0.009471543,15,0.020766374
