#{"t_start": 1521285440.593264, "env_id": "Humanoid-v2"}
r,l,t
169.882288,37,60.030497
87.53944,18,60.103257
81.321073,17,60.253187
103.125294,21,60.403477
113.615871,23,60.610163
215.467073,43,60.955408
121.850455,25,61.128014
124.364062,26,61.28286
134.747719,28,61.6551
142.316963,31,61.929534
170.538608,36,62.274272
75.816877,16,62.352989
129.471026,27,62.669974
111.720318,26,62.903889
179.721449,39,63.220906
98.071573,20,63.276698
163.060283,35,63.594528
146.977633,30,63.832344
116.050528,24,63.949516
138.703843,29,64.20164
81.466844,17,64.297983
99.690214,22,64.475359
89.055556,19,64.602593
117.171118,28,64.73292
81.191676,17,64.777546
96.276102,20,64.939915
86.026839,18,65.069819
127.995098,27,65.229362
92.215213,19,65.433128
139.235182,30,65.638842
98.238416,20,65.779263
107.228706,25,65.97535
103.647976,21,66.104483
107.962161,22,66.171717
76.501218,17,66.317771
97.517836,22,66.459575
81.486069,17,66.544436
134.292074,28,66.680034
222.895751,47,66.989228
76.471746,16,67.100767
89.669117,20,67.180651
84.863919,18,69.683875
76.195665,16,69.819092
81.40109,17,70.016848
102.586656,22,70.191003
162.50027,32,70.473356
97.189639,21,70.70999
126.447783,26,70.90397
80.804915,17,71.012227
81.072861,17,71.195205
76.424176,16,71.294186
147.057291,31,71.561123
80.12271,17,71.63099
81.111805,17,71.74359
90.144192,19,71.863482
76.243653,16,71.980569
153.407517,31,72.178887
89.822206,19,72.286434
76.430355,16,72.391017
75.870546,16,72.492087
126.614126,27,72.659846
79.540855,17,72.707825
142.363096,30,72.901394
91.639405,19,73.079762
135.376188,30,73.224348
93.73657,22,73.400555
82.853054,18,73.521868
197.099127,38,73.76906
143.173507,30,73.996
166.673641,37,74.253571
168.180084,36,74.486752
145.627344,31,74.707555
184.934198,42,75.007975
102.168636,21,75.119417
71.761338,15,75.217015
106.248964,23,75.325578
81.094462,17,75.443414
128.675673,29,75.598833
112.341155,25,75.825889
158.600338,32,76.034437
130.592963,28,76.193751
152.656705,32,76.418324
109.329257,24,76.570756
69.05707,15,76.649924
76.594388,16,78.104863
97.918525,21,78.220766
81.316401,17,78.282167
76.009572,16,78.45585
108.261714,22,78.580892
119.851683,24,78.829778
159.883921,36,79.246045
227.310987,48,79.645006
81.199636,17,79.751057
94.444986,20,79.838572
104.365142,22,80.023303
111.806252,23,80.176661
76.678147,16,80.323724
83.116967,18,80.451075
151.929306,33,80.771789
81.179611,17,80.855895
80.915486,17,80.9883
111.543128,25,81.133382
84.059075,18,81.292829
132.031147,28,81.414303
97.094938,20,81.570351
136.681875,28,81.776671
74.65983,16,81.889108
81.014062,17,81.971932
93.508238,20,82.053921
142.68936,29,82.193563
76.577217,16,82.312406
81.371248,17,82.394299
123.32765,26,82.590269
94.388454,20,82.72092
118.361316,26,82.869231
153.110165,32,83.022703
161.848588,35,83.263662
128.041433,27,83.418177
128.500414,29,83.540059
112.375789,25,83.750427
92.055252,19,83.854646
99.932305,21,83.974267
141.497485,31,84.218456
76.263035,16,84.349478
73.203978,16,84.400476
118.015706,25,84.534632
96.125956,20,84.613369
76.427305,16,84.683438
103.552181,24,84.873125
89.657066,19,87.113913
108.221229,23,87.385182
79.690371,17,87.520243
80.106274,17,87.643375
80.455991,17,87.791512
132.625774,28,87.952424
81.418001,17,88.128491
194.604299,40,88.530601
215.929453,50,89.04864
81.585869,17,89.120631
158.401687,35,89.395729
97.732881,20,89.706636
175.390357,37,89.98242
126.289733,27,90.195705
155.186369,31,90.405292
86.511965,20,90.524452
194.202896,41,90.865841
142.609072,29,91.100915
103.098233,21,91.209995
119.740635,24,91.337129
81.311139,17,91.423715
99.955154,23,91.563187
112.883488,23,91.743183
166.996388,37,91.94697
90.660543,19,92.03749
79.564134,17,92.116824
85.745043,18,92.212727
151.355255,32,92.408268
98.46845,22,92.520876
104.724623,22,92.647687
81.277328,17,92.737763
121.127326,25,92.885412
99.676937,21,92.977279
70.739685,15,93.051433
96.0427,20,93.150557
86.50616,18,93.286635
155.956405,32,93.461873
97.003241,21,93.561773
95.315388,20,93.613198
113.309016,25,93.772568
91.75723,19,93.88743
128.111617,27,94.051794
124.96475,27,95.482408
95.152811,20,95.61995
122.820222,26,95.771289
86.991935,18,95.870065
101.633778,21,96.015499
142.494034,33,96.233429
78.017972,17,96.33779
87.497276,19,96.443818
140.014197,29,96.633959
75.943124,16,96.772263
80.984019,17,96.906559
84.596139,18,97.048547
86.640412,18,97.121968
212.828532,45,97.395221
76.546959,16,97.478936
86.036857,18,97.598377
96.371973,20,97.749254
81.243089,17,97.902247
81.201195,17,98.060202
81.027825,17,98.165337
80.830721,17,98.271404
178.090468,38,98.586429
166.886421,35,98.883002
110.355929,25,99.071859
76.321315,16,99.182132
77.874958,17,99.292457
81.122426,17,99.481647
162.70524,34,99.778035
113.947562,23,99.943776
87.398119,18,100.047716
148.736652,31,100.357931
81.134936,17,100.458465
86.829382,18,100.55237
86.478888,18,100.649918
89.209963,19,100.783026
89.385635,19,100.884938
96.794551,20,100.970327
80.467302,17,101.035807
89.828745,19,101.161224
89.910911,19,101.334557
174.388882,37,101.595967
108.947144,23,101.731787
135.170159,30,101.927439
149.684956,32,102.196866
157.152289,33,102.450264
117.695605,24,103.83435
108.763295,23,103.913312
145.92309,33,104.100767
111.941081,24,104.289805
143.791173,31,104.537112
115.516907,24,104.682363
121.78792,26,104.844498
81.09974,17,105.016184
223.764028,44,105.388719
127.940554,27,105.664854
258.570582,55,105.983991
96.261699,22,106.185229
86.038242,18,106.29435
76.379446,16,106.414061
85.88901,18,106.53135
126.738965,27,106.690573
76.57723,16,106.794078
74.467418,16,106.899127
100.273834,21,107.041175
78.960301,17,107.162006
129.430529,26,107.335576
84.877867,18,107.442142
140.013979,29,107.63781
101.984256,21,107.774172
88.652366,18,107.863999
124.438957,28,108.0311
86.065628,18,108.233538
90.976939,19,108.421424
99.753258,21,108.558173
114.054056,24,108.764063
82.785567,18,108.865057
128.990591,27,109.062841
103.905988,22,109.181223
172.96403,35,109.562427
188.461076,39,109.813868
76.49108,16,109.944982
101.488069,22,110.083804
121.943615,26,110.22545
240.57127,58,110.645117
96.56218,20,110.817334
134.273693,28,110.99421
81.920078,18,112.531396
162.478772,35,112.733768
76.461971,16,112.803445
151.283568,30,112.95843
100.504054,21,113.153187
121.778446,25,113.286652
127.743354,27,113.612096
140.409144,30,113.832951
98.168154,21,113.893899
174.774967,36,114.132022
81.488057,17,114.258741
109.933163,26,114.415756
212.130433,42,114.711647
76.373901,16,114.811464
101.681872,23,115.016294
75.434856,16,115.130964
117.270647,25,115.242557
84.734049,20,115.398192
89.898435,19,115.543689
160.351342,32,115.754566
142.759902,29,115.907092
182.187623,39,116.180024
81.570463,17,116.269973
105.404888,25,116.426681
117.953116,24,116.5867
80.992128,17,116.690514
183.834945,41,116.977706
101.699756,22,117.210829
128.456822,27,117.469267
144.357047,31,117.723875
80.652831,17,117.834672
114.822116,26,117.991552
150.33488,30,118.224706
83.746437,18,118.335188
147.257197,29,118.598046
86.987632,18,118.653467
99.477257,21,118.821535
155.127726,33,119.132902
157.065837,36,119.439096
167.989163,35,121.217267
133.437792,29,121.350675
85.513016,18,121.403427
75.951606,16,121.546672
76.892254,16,121.672153
167.875363,37,121.889521
76.474837,16,121.998175
86.016658,18,122.112819
107.961226,22,122.300164
78.395617,17,122.409919
119.913989,25,122.595022
179.331589,39,122.82633
121.75566,25,122.952375
147.47749,30,123.15376
132.937504,30,123.383751
143.397636,30,123.574577
140.421497,31,123.768239
138.597725,29,123.954254
74.438985,16,124.014896
103.509968,22,124.17384
88.53428,20,124.290201
90.131588,19,124.426754
188.458011,40,124.678994
145.616427,31,124.832256
80.917594,17,124.877424
91.749676,19,125.013191
136.726521,30,125.271927
