surrgain,TimeElapsed,meankl,EpLenMean,EpThisIter,entloss,EpRewMean,EpisodesSoFar,entropy,TimestepsSoFar,optimgain,ev_tdlam_before
0.013099361,28.01569890975952,0.008231957,148.725,7,0.0,88.31460212125754,192,0.45932668,42918,0.013099361,0.9155414551496506
0.012951935,28.676196813583374,0.0073017874,142.925,7,0.0,88.67775435565211,199,0.41118994,43893,0.012951935,0.9171486645936966
0.01509947,29.339746952056885,0.008536849,143.5,8,0.0,88.86782437848217,207,0.39934924,44953,0.01509947,0.9476013667881489
0.019553237,30.0065655708313,0.008878548,140.775,8,0.0,88.78872220440549,215,0.3650588,46028,0.019553237,0.9536697454750538
0.011800565,30.68788170814514,0.007886255,136.425,8,0.0,88.94492125627951,223,0.32970572,47086,0.011800565,0.9184496775269508
0.01137463,31.34833073616028,0.008695029,133.15,7,0.0,89.55937941083054,230,0.29716715,47965,0.01137463,0.9144745841622353
0.012685218,32.01780414581299,0.0069412654,128.925,9,0.0,89.9690805496192,239,0.33436856,49050,0.012685218,0.9051793739199638
0.011260403,32.695889949798584,0.0069777835,129.875,8,0.0,89.61686688675029,247,0.3350043,50148,0.011260403,0.9692052137106657
0.011974115,33.35433006286621,0.006877864,128.275,8,0.0,89.91283995165495,255,0.36943826,51159,0.011974115,0.9621220156550407
0.013644623,34.01510429382324,0.0070674345,124.55,9,0.0,90.15434263906367,264,0.3626795,52205,0.013644623,0.9701471868902445
0.03295987,34.6564040184021,0.007826723,122.575,8,0.0,90.20833979842257,272,0.3435017,53188,0.03295987,0.9613094255328178
0.014032996,35.313884973526,0.008833262,128.2,7,0.0,89.8526292647401,279,0.32424194,54178,0.014032996,0.7919203042984009
0.019903444,35.99862480163574,0.007635343,124.05,9,0.0,90.13417143227291,288,0.344626,55283,0.019903444,0.9233173727989197
0.01750398,36.65474820137024,0.008405577,126.8,7,0.0,89.95340027559374,295,0.34838107,56231,0.01750398,0.9018136113882065
0.024167765,37.32071590423584,0.009003703,125.65,9,0.0,90.03056197288375,304,0.3509585,57231,0.024167765,0.8449158221483231
0.009026904,37.97752118110657,0.0054272735,122.925,9,0.0,89.8731879296882,313,0.34048846,58320,0.009026904,0.947732288390398
0.012121694,38.63958406448364,0.008898091,119.925,9,0.0,90.03463392610738,322,0.34106338,59380,0.012121694,0.954876184463501
0.015243381,39.306214809417725,0.0072109965,122.35,7,0.0,89.99776182822647,329,0.37852487,60342,0.015243381,0.96214310079813
0.020129643,39.969610929489136,0.009173231,117.95,9,0.0,90.37642199530833,338,0.37714502,61284,0.020129643,0.9342076182365417
0.012103062,40.63348865509033,0.009516714,116.675,10,0.0,90.55218296172909,348,0.33618963,62426,0.012103062,0.9569528326392174
0.009293932,41.30339455604553,0.005602988,111.3,11,0.0,90.94830953233209,359,0.3290974,63483,0.009293932,0.9810420516878366
0.012350338,41.96531939506531,0.011245427,103.65,10,0.0,91.25211107136772,369,0.28824192,64488,0.012350338,0.9857865339145064
0.012699421,42.61811327934265,0.008302658,104.15,9,0.0,91.09978275093354,378,0.28428522,65450,0.012699421,0.9847746854647994
0.017600317,43.27549338340759,0.007466005,103.925,9,0.0,90.9111188992371,387,0.27602428,66464,0.017600317,0.9322467818856239
0.010106673,43.93671178817749,0.008188709,104.125,11,0.0,90.78686041987025,398,0.28373975,67568,0.010106673,0.9729753322899342
0.00952643,44.59944009780884,0.010038289,103.875,10,0.0,90.77282961529986,408,0.2446748,68568,0.00952643,0.9839968755841255
0.014889941,45.25917387008667,0.008480068,102.65,10,0.0,90.86848927638907,418,0.21470833,69556,0.014889941,0.9385873675346375
0.019544858,45.92629408836365,0.0088639455,103.95,9,0.0,90.69491101017698,427,0.19688666,70622,0.019544858,0.9478570036590099
0.016684666,46.586878061294556,0.00886167,98.875,12,0.0,90.83838933002806,439,0.17296346,71626,0.016684666,0.9787529595196247
0.018322885,47.25012683868408,0.007646158,98.4,11,0.0,90.71757757440778,450,0.19358821,72687,0.018322885,0.9389974139630795
0.015502795,47.90706539154053,0.009278368,93.6,11,0.0,90.76199041403197,461,0.1399892,73700,0.015502795,0.9570995010435581
0.017162764,48.569889545440674,0.0085839415,89.85,12,0.0,91.03993326735068,473,0.16213018,74690,0.017162764,0.9361686706542969
0.019410351,49.23313665390015,0.008499393,92.4,10,0.0,90.79195209219382,483,0.17290495,75680,0.019410351,0.9893277594819665
0.018795,49.89361572265625,0.00971698,89.275,13,0.0,91.02335594009485,496,0.13594459,76782,0.018795,0.993039095774293
0.021674741,50.540536880493164,0.008984929,87.1,11,0.0,91.19618425627856,507,0.10526755,77705,0.021674741,0.8854539915919304
0.012354713,51.22333550453186,0.009316476,89.725,11,0.0,91.12518530420758,518,0.037555166,78809,0.012354713,0.9820083826780319
0.01903959,51.884427309036255,0.010095992,90.6,11,0.0,90.96958148310293,529,0.041441143,79808,0.01903959,0.9077175855636597
0.015538178,52.54654574394226,0.008880699,90.05,13,0.0,91.21184588657226,542,0.0030907393,80887,0.015538178,0.982739632949233
0.022098692,53.20256853103638,0.00855704,89.125,10,0.0,91.59236574981058,552,0.0059962273,81864,0.022098692,0.901494599878788
0.03284967,53.86522960662842,0.006451373,87.95,13,0.0,91.87047434668438,565,0.045290157,82927,0.03284967,0.9624900035560131
0.016340395,54.538856506347656,0.008072498,85.575,11,0.0,91.98571678996475,576,0.058932748,83865,0.016340395,0.9767830837517977
0.016241457,55.201432943344116,0.008820619,89.675,11,0.0,91.6745433635771,587,0.062077552,84944,0.016241457,0.9912049071863294
0.027084704,55.86897921562195,0.009188609,86.8,13,0.0,91.61795302740782,600,0.057467494,85996,0.027084704,0.993364694993943
0.018016335,56.53723502159119,0.0073051434,86.125,12,0.0,91.38606514668975,612,0.06698653,86982,0.018016335,0.9967797831632197
0.0072058,57.17572617530823,0.008904329,84.275,12,0.0,91.44379178657637,624,0.053554974,88032,0.0072058,0.9765217322856188
0.015164875,57.836450815200806,0.009456146,82.8,13,0.0,91.55756311983608,637,0.056313038,89051,0.015164875,0.9925714917480946
0.01809309,58.49327540397644,0.009206655,82.2,12,0.0,91.74282252521671,649,0.043365,90023,0.01809309,0.9939761315472424
0.020969015,59.16232371330261,0.0102292495,81.0,13,0.0,91.76515173357282,662,0.004230857,91131,0.020969015,0.9926808755844831
0.01438395,59.82825255393982,0.00959041,83.475,11,-0.0,91.82070907058942,673,-0.050806195,92062,0.01438395,0.9946521380916238
0.016882224,60.495046854019165,0.00956768,84.925,12,-0.0,91.79252011780052,685,-0.056670666,93086,0.016882224,0.9629644639790058
0.012353362,61.160136699676514,0.010098003,86.0,13,-0.0,91.94962515731291,698,-0.091861725,94206,0.012353362,0.9940189751796424
0.01770235,61.82416486740112,0.0096362885,88.575,10,-0.0,91.83954796400067,708,-0.1225214,95213,0.01770235,0.9473104700446129
0.022897847,62.47218918800354,0.010031706,86.0,13,-0.0,91.91989092257536,721,-0.12660527,96241,0.022897847,0.9642776325345039
0.014444202,63.13170027732849,0.010210793,83.625,13,-0.0,91.9588902575714,734,-0.18316074,97234,0.014444202,0.972451800480485
0.012243666,63.77535676956177,0.009834318,75.975,14,-0.0,92.13196972527444,748,-0.21080793,98252,0.012243666,0.9927474088035524
0.017823974,64.43933320045471,0.009252461,74.2,14,-0.0,92.20482487495555,762,-0.2168527,99282,0.017823974,0.9968845422845334
0.017137896,65.1148111820221,0.010341825,72.75,14,-0.0,92.22076511054676,776,-0.254816,100287,0.017137896,0.9982198589714244
