entloss,TimestepsSoFar,meankl,entropy,ev_tdlam_before,optimgain,EpLenMean,EpTrueRewMean,EpRewMean,TimeElapsed,surrgain,EpisodesSoFar,EpThisIter
0.0,355587,0.0046332777,23.629658,0.7171404659748077,0.16222319,92.65,456.6354180897176,3.8627517,1627.6185731887817,0.16222319,4619,10
0.0,356587,0.004345189,23.629328,0.7526643574237823,0.1512062,90.625,445.1490419287069,3.5995147,1632.3086605072021,0.1512062,4630,11
0.0,357629,0.004491455,23.629229,0.5136139690876007,0.1838241,92.275,453.7779925553379,3.649414,1636.9323410987854,0.1838241,4641,11
0.0,358687,0.005238153,23.629072,0.4310709834098816,0.36138177,90.1,439.2713112325264,3.429174,1641.5542168617249,0.36138177,4654,13
0.0,359696,0.0045500332,23.628336,0.5952086448669434,0.21020293,88.675,432.8333776163373,3.4782588,1646.1740627288818,0.21020293,4664,10
0.0,360815,0.004334868,23.627504,0.5134836733341217,0.18562946,90.8,442.23961262149777,3.4483101,1650.78888297081,0.18562946,4676,12
0.0,361857,0.0044070943,23.626041,0.4939892888069153,0.18579969,92.375,450.8650727252863,3.4962487,1655.3945167064667,0.18579969,4688,12
0.0,362890,0.0045534875,23.626204,0.5890375077724457,0.16883709,88.625,429.88431770705864,3.3142617,1660.1221194267273,0.16883709,4700,12
0.0,364035,0.004436021,23.624266,0.7744562327861786,0.15631814,90.3,442.97603113750773,3.2025604,1665.0541243553162,0.15631814,4712,12
0.0,365004,0.0050070295,23.62459,0.38993728160858154,0.21953365,90.15,436.22605075608624,3.2193446,1669.8813428878784,0.21953365,4723,11
0.0,366047,0.006228254,23.624834,0.4918203353881836,0.25611898,90.725,440.17368907849834,3.1524198,1674.5982072353363,0.25611898,4734,11
0.0,367063,0.0041118925,23.622805,0.714959442615509,0.15416045,94.2,455.52024122019594,3.0931168,1679.3061475753784,0.15416045,4744,10
0.0,368102,0.0043721306,23.622133,0.709852010011673,0.15755504,94.05,457.0788879625322,3.255706,1684.0263442993164,0.15755504,4755,11
0.0,369106,0.004169636,23.623358,0.7790800333023071,0.1533924,92.625,450.0425998515704,3.0750947,1688.7375779151917,0.1533924,4767,12
0.0,370079,0.004632169,23.62353,0.6754597127437592,0.20242569,93.05,453.4434911433962,3.2048821,1693.4435694217682,0.20242569,4777,10
0.0,371093,0.004453822,23.623297,0.7260510921478271,0.15979242,89.025,435.83514158261517,3.0187762,1698.1447820663452,0.15979242,4789,12
0.0,372148,0.004515738,23.623762,0.731472909450531,0.1657356,87.7,431.6348773867673,2.9481454,1702.8847250938416,0.1657356,4801,12
0.0,373192,0.0046258867,23.623713,0.7744553834199905,0.16890328,89.275,438.5655585862388,2.8715234,1707.5362372398376,0.16890328,4812,11
0.0,374150,0.004446146,23.622393,0.7344295084476471,0.15946361,88.95,439.69094653981045,2.6642551,1712.191145658493,0.15946361,4823,11
0.0,375097,0.004186127,23.621405,0.5668333172798157,0.16621953,89.85,445.1631913481322,2.9713511,1716.8337998390198,0.16621953,4834,11
0.0,376107,0.0043230085,23.620848,0.6297560632228851,0.1627883,90.275,445.73916638620557,3.1996467,1721.4745771884918,0.1627883,4845,11
0.0,377085,0.0042439974,23.622007,0.7208474278450012,0.15972397,91.075,452.81281752734174,3.1989503,1726.113968372345,0.15972397,4855,10
0.0,378061,0.0047969995,23.62134,0.7137337327003479,0.16856307,90.575,445.78357472678454,3.1140504,1730.7553923130035,0.16856307,4866,11
0.0,379091,0.005048925,23.62303,0.6758334338665009,0.19565468,93.325,456.5914042487423,2.9161334,1735.7626550197601,0.19565468,4877,11
0.0,380161,0.004308029,23.624102,0.6712641417980194,0.16034374,88.125,425.4992805936607,2.529823,1740.3736741542816,0.16034374,4890,13
0.0,381157,0.0041079335,23.62531,0.7581948786973953,0.15805045,87.625,425.75482917136816,2.4984374,1745.8225951194763,0.15805045,4901,11
0.0,382153,0.0044376054,23.625507,0.7085460722446442,0.15782887,85.625,416.7139161313674,2.5163078,1750.5608620643616,0.15782887,4913,12
0.0,383142,0.0040817223,23.625164,0.7274063229560852,0.1526446,83.1,406.40428665274476,2.6804929,1755.23224234581,0.1526446,4926,13
0.0,384193,0.0041460143,23.624838,0.7233179211616516,0.16403511,83.275,410.0241689493972,2.7590518,1760.0574758052826,0.16403511,4938,12
0.0,385241,0.004047051,23.623041,0.7251328527927399,0.15253407,83.225,410.75238509575667,2.892137,1765.3496389389038,0.15253407,4950,12
0.0,386300,0.0045634094,23.622152,0.5481916069984436,0.17408338,87.025,430.83277483623425,2.8723829,1769.9956140518188,0.17408338,4962,12
0.0,387326,0.004563043,23.620138,0.5771551430225372,0.1794857,89.4,444.12575031781273,2.8378463,1774.6497359275818,0.1794857,4973,11
0.0,388363,0.004286291,23.618181,0.7225894629955292,0.16746777,88.425,441.39686093707905,2.7932045,1779.3158786296844,0.16746777,4985,12
0.0,389354,0.004395254,23.619307,0.63243567943573,0.1662082,89.575,447.7221544278915,2.743478,1783.958487033844,0.1662082,4996,11
0.0,390391,0.0043933755,23.619387,0.6322287619113922,0.17151317,87.175,432.9778066726549,2.586451,1788.8391473293304,0.17151317,5009,13
0.0,391437,0.0046443082,23.618471,0.6675055921077728,0.18869367,84.825,420.032081083982,2.69623,1793.4699277877808,0.18869367,5021,12
0.0,392448,0.004757521,23.617983,0.708549976348877,0.18154486,81.15,394.97580696395363,2.474756,1798.104031085968,0.18154486,5034,13
0.0,393503,0.0043141134,23.618876,0.6628769934177399,0.16538183,87.25,426.0064467884831,2.5374026,1803.480360031128,0.16538183,5044,10
0.0,394534,0.0040223263,23.619406,0.7167996466159821,0.15519135,88.475,435.819464809302,2.4127269,1808.480747461319,0.15519135,5056,12
0.0,395495,0.0045410097,23.617857,0.7050928175449371,0.18995143,90.425,441.4048196886568,2.4484096,1813.1760017871857,0.18995143,5067,11
0.0,396660,0.004474724,23.617743,0.6356084644794464,0.15782893,90.9,446.13016493250234,2.7453196,1817.8829016685486,0.15782893,5080,13
0.0,397590,0.004744343,23.613588,0.7335032522678375,0.17702818,87.475,431.8018209172342,2.7665741,1822.9703669548035,0.17702818,5090,10
0.0,398591,0.0044135805,23.611555,0.6375397145748138,0.20491366,87.425,432.4606046690227,2.660862,1827.8437387943268,0.20491366,5102,12
0.0,399632,0.004299157,23.608881,0.6423986256122589,0.16367687,84.5,414.1836286162441,2.5727124,1832.591638803482,0.16367687,5115,13
0.0,400648,0.0045487657,23.607668,0.6096211373806,0.18415996,83.7,409.1834556437344,2.5157316,1837.3581128120422,0.18415996,5127,12
0.0,401616,0.0045590596,23.605223,0.5543957650661469,0.18200818,81.35,400.24993514925416,2.5917244,1842.1043756008148,0.18200818,5139,12
0.0,402641,0.0043288735,23.605145,0.41657066345214844,0.17592064,85.625,421.1317704969748,2.7662997,1846.8508217334747,0.17592064,5150,11
0.0,403656,0.0043980796,23.602802,0.5874776244163513,0.18089664,89.275,442.6182797095328,2.8826244,1851.748707294464,0.18089664,5161,11
0.0,404660,0.0041480786,23.601297,0.6694085597991943,0.15860961,91.525,454.02750194901347,3.0111046,1856.4802560806274,0.15860961,5172,11
0.0,405701,0.005013112,23.601152,0.6059685945510864,0.19897035,90.6,449.86777786127834,2.902965,1861.2044143676758,0.19897035,5184,12
0.0,406724,0.005078731,23.599789,0.6461500823497772,0.18302152,88.4,441.6839506548504,2.673104,1865.9193320274353,0.18302152,5196,12
0.0,407714,0.0041461037,23.599773,0.5883873701095581,0.17819828,86.575,431.85350695799843,2.470986,1870.9664299488068,0.17819828,5208,12
0.0,408830,0.004812897,23.597673,0.6637509763240814,0.17109592,84.775,423.7658840306114,2.469621,1876.2067339420319,0.17109592,5221,13
0.0,409848,0.0041872147,23.593283,0.7160137593746185,0.15892653,82.275,403.0603527138728,2.4715703,1881.4184801578522,0.15892653,5234,13
0.0,410879,0.004093322,23.592695,0.5361983180046082,0.15007004,79.125,382.3482833208011,2.573801,1886.6786222457886,0.15007004,5248,14
0.0,411845,0.0038995014,23.591228,0.5331172347068787,0.15887994,79.8,387.4734040539287,2.6374054,1891.398409128189,0.15887994,5259,11
0.0,412860,0.004517711,23.588625,0.6980403065681458,0.15591916,79.175,391.82794593002717,2.5178611,1896.122662305832,0.15591916,5272,13
0.0,413936,0.0050040004,23.589092,0.5036658346652985,0.21771288,80.025,400.1680325213864,2.3624701,1900.8703377246857,0.21771288,5286,14
0.0,414945,0.00391481,23.588556,0.5186150074005127,0.16118741,75.675,379.64806775619707,2.2961514,1905.5849614143372,0.16118741,5300,14
0.0,415952,0.0048702154,23.589605,0.48509925603866577,0.24173488,77.3,382.93443803596693,2.4452317,1910.5456936359406,0.24173488,5312,12
0.0,416921,0.0043512676,23.589293,0.7185559570789337,0.16825525,77.15,381.91874475014106,2.320045,1915.7314414978027,0.16825525,5324,12
0.0,417944,0.004335424,23.58992,0.45565545558929443,0.1507411,84.8,413.1295530672087,2.409459,1920.4711904525757,0.1507411,5335,11
0.0,418955,0.004694193,23.589275,0.6696786880493164,0.15296155,84.25,414.96720754724373,2.3211772,1925.2159099578857,0.15296155,5347,12
0.0,420048,0.004105757,23.58602,0.6855398118495941,0.16231114,82.55,404.6712510341059,2.1788864,1929.9491283893585,0.16231114,5362,15
0.0,421020,0.0045181746,23.584734,0.3536108136177063,0.27049127,78.55,386.5852359172321,2.2954032,1934.7616510391235,0.27049127,5374,12
0.0,422030,0.004277118,23.585127,0.6954604983329773,0.15676929,76.875,372.96242162394867,2.4301484,1939.42849111557,0.15676929,5387,13
0.0,423043,0.0038347777,23.58431,0.6199069917201996,0.15072869,79.975,390.52621121411914,2.6501784,1944.233996629715,0.15072869,5399,12
0.0,423999,0.004840767,23.579672,0.7184026539325714,0.20961815,82.875,403.1217219128982,2.4968746,1948.9496660232544,0.20961815,5410,11
0.0,424972,0.0041952548,23.581953,0.6117805242538452,0.15080771,86.975,423.8185422634295,2.4745994,1954.641967535019,0.15080771,5420,10
0.0,426046,0.0043324195,23.578695,0.6051088273525238,0.1499723,88.2,423.92604389019823,2.4430683,1959.3329110145569,0.1499723,5433,13
0.0,426989,0.003874046,23.578838,0.5452356934547424,0.15141445,85.725,411.1581880321811,2.596118,1964.3913385868073,0.15141445,5445,12
0.0,428028,0.00478112,23.577375,0.6501320898532867,0.17856224,86.0,413.6759794268223,2.5592444,1969.1283657550812,0.17856224,5456,11
0.0,429011,0.004295241,23.576483,0.5907654464244843,0.16463801,83.875,404.6449372880736,2.5899148,1973.9380702972412,0.16463801,5468,12
0.0,430148,0.0044212607,23.571108,0.695192962884903,0.14971662,85.35,407.26355579624425,2.441419,1978.704418182373,0.14971662,5482,14
0.0,431147,0.003946293,23.572104,0.6363511979579926,0.14442223,81.65,389.56842089107874,2.4965193,1983.9950280189514,0.14442223,5494,12
0.0,432118,0.004480553,23.57055,0.6565985679626465,0.16837403,77.675,373.2025223059108,2.2749126,1988.7438671588898,0.16837403,5508,14
0.0,433117,0.0060297856,23.572346,0.2900393605232239,0.24738394,75.975,371.2166999658578,2.4750729,1993.6485390663147,0.24738394,5521,13
0.0,434012,0.0040893503,23.574236,0.5942482650279999,0.15404604,79.775,391.49599833392864,2.5221648,1998.3996126651764,0.15404604,5531,10
0.0,435071,0.0048517464,23.568521,0.5937301218509674,0.1754278,81.25,393.1902553181997,2.379455,2003.1792407035828,0.1754278,5544,13
0.0,436140,0.0039664595,23.567793,0.6834726333618164,0.15757532,79.05,379.6555114114143,2.068013,2007.9494273662567,0.15757532,5559,15
0.0,437173,0.0044145887,23.568605,0.4527607560157776,0.16737846,79.025,376.2306863575692,1.9211025,2012.8712604045868,0.16737846,5571,12
0.0,438223,0.00406776,23.567072,0.6428477764129639,0.1682088,80.225,385.23052070317965,2.0368385,2017.6133213043213,0.1682088,5583,12
0.0,439279,0.0039833426,23.563253,0.6358451843261719,0.14862624,79.475,381.70651007085667,2.0307631,2022.9626500606537,0.14862624,5598,15
0.0,440277,0.0039114715,23.562742,0.5721351802349091,0.14352037,74.7,355.8504172237543,1.9974915,2028.1905608177185,0.14352037,5612,14
0.0,441336,0.0038107322,23.561214,0.43139946460723877,0.16218668,73.2,351.3925975165789,2.185321,2032.9802165031433,0.16218668,5625,13
0.0,442431,0.00449852,23.562822,0.44752299785614014,0.19521075,76.425,369.0589651019818,2.311911,2037.828447341919,0.19521075,5639,14
0.0,443448,0.004582568,23.564043,0.6532735824584961,0.15981324,80.9,386.7640439584693,2.334388,2042.6053161621094,0.15981324,5651,12
0.0,444459,0.0038353666,23.560564,0.617112785577774,0.15923887,81.675,387.2143863502283,2.0263221,2047.3893687725067,0.15923887,5663,12
0.0,445579,0.004184692,23.55609,0.6259204745292664,0.1501526,80.5,377.58030456073254,1.9650882,2052.1647193431854,0.1501526,5678,15
0.0,446636,0.0041261725,23.55876,0.653312474489212,0.16134267,76.925,365.10553255780843,2.0269647,2056.924864292145,0.16134267,5692,14
0.0,447679,0.004492075,23.5589,0.6160837113857269,0.15875459,77.875,370.0480117259502,2.1286867,2061.697921514511,0.15875459,5704,12
0.0,448703,0.0039020157,23.552755,0.6389100849628448,0.14371218,79.95,377.70506501590006,2.2718434,2066.482565164566,0.14371218,5717,13
0.0,449750,0.0041297837,23.55052,0.5110204517841339,0.16445073,82.1,383.22987632686375,2.2835636,2071.2631845474243,0.16445073,5730,13
0.0,450754,0.0040915366,23.552912,0.4253215789794922,0.17994839,82.025,382.44648162742067,2.2636554,2076.037113428116,0.17994839,5742,12
0.0,451774,0.0039172317,23.55273,0.7494592070579529,0.15053646,81.95,384.6205683068311,2.0588582,2080.8180315494537,0.15053646,5754,12
0.0,452749,0.014518367,23.548117,0.6530510187149048,0.3043698,83.475,393.67994456473866,1.9872049,2085.5773565769196,0.3043698,5766,12
0.0,453780,0.0044945655,23.549826,0.5154513418674469,0.17448129,83.7,394.31968612930405,1.8021615,2090.362133741379,0.17448129,5778,12
0.0,454827,0.004478865,23.548666,0.052143871784210205,0.2956035,85.825,406.2957830492983,2.0773904,2095.139484167099,0.2956035,5790,12
0.0,455830,0.0044216337,23.550226,0.6117271184921265,0.16558951,83.75,400.1515982736096,1.9112241,2100.027782201767,0.16558951,5803,13
0.0,456783,0.0043390724,23.548178,0.4702562093734741,0.18720925,83.8,398.1534764291,1.7769543,2105.163074731827,0.18720925,5814,11
0.0,457858,0.01483054,23.546854,0.40078598260879517,0.3533303,79.0,377.0656971062643,1.8005936,2109.8572161197662,0.3533303,5828,14
0.0,458948,0.0042400872,23.543541,0.6458632349967957,0.15576753,77.95,373.4129661066203,2.0212884,2114.5607187747955,0.15576753,5843,15
0.0,459967,0.004112324,23.543207,0.5888720750808716,0.15461123,79.6,386.1999496262206,2.2371051,2119.2913722991943,0.15461123,5854,11
0.0,460972,0.004348482,23.540606,0.702207088470459,0.1543571,77.85,378.8225470502333,1.9770582,2124.0174136161804,0.1543571,5868,14
0.0,461959,0.0040151784,23.541683,0.5977769494056702,0.14528492,78.325,383.01080717712864,1.9444368,2129.060134410858,0.14528492,5881,13
