TimeElapsed,ev_tdlam_before,entropy,EpisodesSoFar,TimestepsSoFar,EpRewMean,meankl,EpLenMean,surrgain,EpTrueRewMean,EpThisIter,optimgain,entloss
8580.770265102386,0.05499905347824097,-1.6127732,2593,2593000,235.34512,0.011249242,1000.0,0.071183905,636.0770955248672,1,0.071183905,-0.0
8584.259889125824,0.0013428926467895508,-1.6020614,2594,2594000,235.13882,0.012215225,1000.0,0.07087946,633.5895265417205,1,0.07087946,-0.0
8587.757942914963,0.0023766756057739258,-1.6052049,2595,2595000,234.81926,0.012774338,1000.0,0.07625678,632.8905116087801,1,0.07625678,-0.0
8591.242716789246,0.0033714771270751953,-1.6103975,2596,2596000,234.4522,0.011672142,1000.0,0.07151547,635.5273744192224,1,0.07151547,-0.0
8594.739223718643,-0.0014483928680419922,-1.6131145,2597,2597000,234.59258,0.0136387125,1000.0,0.07510556,637.4524860942458,1,0.07510556,-0.0
8598.22796535492,-0.0012552738189697266,-1.6255752,2598,2598000,235.66379,0.0120012425,1000.0,0.06911397,641.2915132172936,1,0.06911397,-0.0
8601.737672805786,-0.003428816795349121,-1.6243438,2599,2599000,236.439,0.012233265,1000.0,0.07403807,646.0221271577383,1,0.07403807,-0.0
8605.23506307602,-0.002105236053466797,-1.6218531,2600,2600000,237.01253,0.012605135,1000.0,0.06609692,648.7447091168538,1,0.06609692,-0.0
8608.746065855026,0.01949930191040039,-1.620845,2601,2601000,237.34018,0.014282862,1000.0,0.07211176,650.5546711734831,1,0.07211176,-0.0
8612.23342514038,-0.0005797147750854492,-1.6320645,2602,2602000,237.88168,0.011737345,1000.0,0.082622096,653.2914107786027,1,0.082622096,-0.0
8615.739052534103,-0.005699872970581055,-1.636592,2603,2603000,239.3169,0.014359688,1000.0,0.07324007,654.5716288018183,1,0.07324007,-0.0
8619.243987083435,0.0039023160934448242,-1.639984,2604,2604000,239.60727,0.012547544,1000.0,0.07424015,653.6275047678207,1,0.07424015,-0.0
8622.734598398209,0.0010756254196166992,-1.644653,2605,2605000,239.2436,0.012616078,1000.0,0.068139814,651.8004626665588,1,0.068139814,-0.0
8626.233700990677,0.01838982105255127,-1.6413009,2606,2606000,238.85513,0.012321999,1000.0,0.06916274,652.8515158842238,1,0.06916274,-0.0
8629.733549833298,0.01842653751373291,-1.645367,2607,2607000,238.53308,0.013116682,1000.0,0.07507491,652.7578500774573,1,0.07507491,-0.0
8633.231534004211,0.0018557310104370117,-1.6444587,2608,2608000,238.11865,0.011543905,1000.0,0.0698785,649.706929127139,1,0.0698785,-0.0
8636.725477457047,0.003800809383392334,-1.6360309,2609,2609000,238.0811,0.013300644,1000.0,0.07112768,652.1130220311691,1,0.07112768,-0.0
8640.22272324562,0.009965300559997559,-1.6303252,2610,2610000,238.31409,0.013195489,1000.0,0.07871177,651.0703194780984,1,0.07871177,-0.0
8643.723284006119,0.0024486780166625977,-1.6334393,2611,2611000,237.29733,0.013317528,1000.0,0.06972329,647.3245258311604,1,0.06972329,-0.0
8647.216349840164,0.0013835430145263672,-1.6445782,2612,2612000,237.95117,0.011815593,1000.0,0.06888875,651.3930660744597,1,0.06888875,-0.0
8650.707489013672,0.004429519176483154,-1.6492273,2613,2613000,237.8361,0.012281444,1000.0,0.07241796,652.6452414747797,1,0.07241796,-0.0
8654.216123104095,0.009700655937194824,-1.6485758,2614,2614000,236.56812,0.0041841767,1000.0,0.041090343,651.3397859852613,1,0.041090343,-0.0
8657.715197086334,-0.0027321577072143555,-1.6489303,2615,2615000,234.84407,0.004495089,1000.0,0.041872762,646.6399829002606,1,0.041872762,-0.0
