#{"t_start": 1521350531.2466216, "env_id": "Humanoid-v2"}
r,l,t
100.743205,22,12.244869
76.65063,16,12.261817
84.97584,18,12.280511
80.970913,17,12.298317
101.84626,21,12.321342
75.995747,16,12.338238
81.166664,17,12.356232
169.197981,34,12.393552
86.129369,18,12.412732
129.453205,30,12.445449
81.365184,17,12.463146
85.247173,18,12.482345
90.116199,19,12.503183
128.135813,26,12.532709
151.5405,33,12.570127
80.737552,17,12.588702
108.423819,22,12.612549
85.929787,18,12.631363
80.282519,17,12.650239
159.059323,33,12.685901
71.331169,15,12.702242
75.664702,16,12.71928
162.133352,33,12.756029
144.132807,32,12.795185
81.002983,17,12.815337
107.747357,23,12.844043
120.391776,24,12.873083
126.365011,26,12.905239
104.604875,21,12.929657
145.789515,33,12.965503
200.102673,43,13.014781
115.168185,25,13.041228
86.904665,18,13.060267
142.634351,31,13.094019
114.022422,23,13.119122
84.313483,18,13.138167
108.574074,22,13.161189
81.424217,17,13.179076
96.4309,20,13.199912
141.696384,31,13.233466
76.21362,16,13.250206
76.635459,16,13.266805
76.438997,16,13.283439
81.402118,17,13.300915
200.119445,40,13.344345
79.558399,17,13.829124
91.54651,19,13.849499
81.217754,17,13.867629
97.674011,21,13.890451
106.467651,23,13.91572
76.492144,16,13.932662
86.002207,18,13.951985
166.700573,35,13.990976
79.893513,17,14.009064
81.10431,17,14.027131
134.804654,29,14.059361
119.311023,24,14.085304
90.21857,19,14.105603
80.398077,17,14.123674
122.43598,26,14.151832
87.581685,19,14.172671
95.38473,20,14.195157
96.620298,20,14.216869
87.479025,18,14.236097
81.338549,17,14.254004
97.176214,20,14.275485
126.302622,28,14.30636
86.280543,18,14.32517
80.302835,17,14.343025
76.228812,16,14.359823
97.485709,21,14.381924
162.69542,37,14.421777
98.52651,21,14.444647
142.499624,29,14.476131
106.489038,22,14.499315
142.080166,30,14.532148
100.669908,22,14.556565
134.715975,29,14.588086
163.296245,34,14.625229
106.635626,22,14.648979
84.816623,18,14.668117
76.751656,16,14.684651
180.490788,38,14.726237
90.891721,20,14.747637
121.461359,25,14.774503
109.462525,24,14.800456
114.797257,24,14.82628
85.784746,18,14.845153
111.800354,26,14.872919
98.020607,20,14.893903
128.020956,28,15.163926
148.964445,32,15.208046
88.380033,19,15.230669
80.373783,17,15.250903
138.668902,29,15.285636
128.960183,26,15.316966
97.305133,21,15.341949
170.608804,40,15.392293
96.281414,20,15.416201
96.490559,20,15.440458
76.521066,16,15.459021
131.369365,29,15.493546
80.77258,17,15.513675
144.681019,32,15.55361
81.247926,17,15.573237
81.415276,17,15.593161
137.807863,29,15.628072
82.630093,17,15.64801
81.313485,17,15.667745
77.383217,17,15.688144
110.965867,24,15.716903
155.095222,33,15.756236
96.645802,20,15.779928
147.585858,30,15.816197
89.397054,19,15.838924
76.163639,16,15.857726
182.564873,40,15.907181
86.171748,18,15.928171
89.89042,19,15.950281
87.432798,19,15.973049
76.33564,16,15.991585
92.758722,20,16.015113
87.534501,18,16.0358
76.479211,16,16.054319
81.297305,17,16.073836
127.155975,26,16.104568
99.560856,21,16.129357
81.523876,17,16.149205
152.793457,32,16.187495
95.94364,20,16.211114
143.543217,31,16.248309
85.885021,18,16.269473
77.92115,17,16.289387
127.259547,27,16.321548
117.325678,24,16.350741
109.559335,24,16.379931
75.516984,16,16.710984
137.508738,29,16.742113
145.547935,30,16.774687
75.626803,16,16.791682
81.19554,17,16.809487
86.197579,18,16.827968
193.239416,41,16.873311
97.475967,23,16.897934
85.414575,18,16.916739
96.562997,20,16.938214
126.56348,26,16.966309
75.398465,16,16.983189
151.671782,31,17.016656
164.3103,36,17.055528
80.942721,17,17.073344
140.443069,29,17.104312
111.467251,23,17.128496
103.265996,22,17.15172
179.641046,38,17.19401
