ev_tdlam_before,EpLenMean,TimeElapsed,surrgain,EpThisIter,optimgain,entloss,EpisodesSoFar,EpTrueRewMean,EpRewMean,meankl,entropy,TimestepsSoFar
0.8396013379096985,86.125,513.3944203853607,0.22768077,12,0.22768077,0.0,1617,408.5870719379237,20.591537,0.012188651,23.515886,107850
0.836058109998703,84.85,518.1765105724335,0.34850407,13,0.34850407,0.0,1630,401.91936905984437,19.690441,0.012617515,23.511393,108890
0.8888923153281212,85.5,522.977290391922,0.23598926,13,0.23598926,0.0,1643,408.3312546519258,20.192453,0.011442669,23.50928,109933
0.8466404527425766,80.575,528.2664475440979,0.20719099,12,0.20719099,0.0,1655,389.1587410008052,19.802076,0.011134807,23.498783,110953
0.8291743993759155,84.7,533.1758646965027,0.2229704,11,0.2229704,0.0,1666,406.34342189507663,20.132416,0.011302255,23.494463,111941
0.8290633112192154,87.1,537.9234185218811,0.23212062,10,0.23212062,0.0,1676,412.53520460719045,20.406506,0.012292006,23.501627,112869
0.8465200960636139,85.7,542.695140838623,0.22537111,13,0.22537111,0.0,1689,402.73217981807124,19.434372,0.01101985,23.500166,113875
0.8520310819149017,84.8,547.4826867580414,0.2023845,13,0.2023845,0.0,1702,405.17815075537453,19.77798,0.011615888,23.487387,114952
0.8324549794197083,82.7,552.3721015453339,0.25472206,12,0.25472206,0.0,1714,395.9078879480851,18.842976,0.012039823,23.47973,115981
0.8772751614451408,82.575,557.1888394355774,0.22870775,13,0.22870775,0.0,1727,392.19812709015497,18.462896,0.011949666,23.473225,117015
0.844271257519722,83.05,562.3087141513824,0.23035309,11,0.23035309,0.0,1738,392.99205316621277,18.149517,0.011928657,23.462225,118008
0.8515195101499557,83.825,567.1131043434143,0.2220132,13,0.2220132,0.0,1751,398.92873909563474,18.861073,0.011610597,23.46281,119079
0.7820169776678085,85.475,571.8939318656921,0.25082254,12,0.25082254,0.0,1763,405.111297521916,18.75211,0.011725631,23.46478,120107
0.8112158179283142,84.45,576.6667008399963,0.25814748,13,0.25814748,0.0,1776,394.0355523160757,17.035559,0.013251836,23.458315,121171
0.8591018170118332,83.05,581.4658861160278,0.20955761,12,0.20955761,0.0,1788,389.907001461629,16.427704,0.011534007,23.44792,122196
0.815159022808075,83.45,586.2430698871613,0.25690186,12,0.25690186,0.0,1800,396.72996435694716,16.982315,0.011489686,23.44948,123194
0.8425596207380295,86.775,591.062385559082,0.22417885,11,0.22417885,0.0,1811,413.97825080434814,17.774698,0.011862086,23.447266,124238
0.7853010594844818,87.85,596.2522490024567,0.25761175,11,0.25761175,0.0,1822,421.2398662511813,18.048527,0.011429446,23.438297,125211
0.8243024200201035,86.425,601.1921622753143,0.21351314,11,0.21351314,0.0,1833,412.0481301536803,16.91656,0.011852523,23.42977,126141
0.831064447760582,87.7,606.1982870101929,0.2303741,11,0.2303741,0.0,1844,418.6914468006118,17.235739,0.012431741,23.424807,127148
0.8648564219474792,87.6,611.0166022777557,0.24837936,11,0.24837936,0.0,1855,414.9217377131375,16.455606,0.011813046,23.420164,128191
0.8232154846191406,86.85,615.7320415973663,0.27013233,14,0.27013233,0.0,1869,406.7293005249033,15.707899,0.012273541,23.41009,129268
0.7499544024467468,88.525,620.4566321372986,0.27996308,11,0.27996308,0.0,1880,411.3619924419969,15.432413,0.012147122,23.412909,130349
0.8432744145393372,87.5,625.3373463153839,0.23963779,12,0.23963779,0.0,1892,409.882571665908,15.2658205,0.012325747,23.407389,131412
0.8041136562824249,89.275,630.2030830383301,0.23297766,13,0.23297766,0.0,1905,424.95158865731656,15.966319,0.01134681,23.393068,132545
0.824864998459816,88.15,635.0808081626892,0.22564024,12,0.22564024,0.0,1917,429.16970271486616,16.798763,0.012439566,23.382807,133566
0.7824211567640305,89.2,641.0403225421906,0.24620096,11,0.24620096,0.0,1928,432.9585646539191,16.25152,0.012587179,23.378397,134559
0.7932207733392715,84.75,646.2272939682007,0.24132052,12,0.24132052,0.0,1940,408.90138030486935,15.722415,0.012233446,23.368414,135553
0.7694679200649261,84.225,650.9782524108887,0.23008494,12,0.23008494,0.0,1952,407.0089747123696,16.244736,0.011416228,23.365484,136558
0.8153615146875381,82.9,655.7175605297089,0.22596808,12,0.22596808,0.0,1964,401.41219754502663,15.494693,0.012071013,23.369364,137514
0.8665903061628342,82.05,660.4382207393646,0.24544823,13,0.24544823,0.0,1977,395.4966574676961,14.98525,0.01294831,23.366938,138621
0.8611190021038055,85.475,665.1595857143402,0.2501006,13,0.2501006,0.0,1990,407.33955900037574,14.382846,0.011966167,23.362078,139683
0.7606081366539001,83.1,669.9124894142151,0.3099595,12,0.3099595,0.0,2002,396.85198302355514,14.0193405,0.013136058,23.351986,140676
0.7487507164478302,83.825,674.6746437549591,0.27023286,12,0.27023286,0.0,2014,402.77671766842866,14.446299,0.012572281,23.352556,141740
0.8607887774705887,85.225,680.1409320831299,0.2472,11,0.2472,0.0,2025,408.3853962441518,14.095627,0.012859633,23.34318,142729
0.7675832509994507,90.125,685.1851193904877,0.23313758,10,0.23313758,0.0,2035,430.17134177422093,14.915503,0.0121192,23.343931,143657
0.8228734582662582,87.35,690.3678996562958,0.25587976,12,0.25587976,0.0,2047,418.91658823566723,14.85851,0.012027383,23.340109,144678
0.7995429486036301,88.575,695.1661217212677,0.24589065,12,0.24589065,0.0,2059,425.1351066107227,14.937561,0.0126454495,23.338617,145695
0.7452272176742554,83.525,699.9382736682892,0.24967247,13,0.24967247,0.0,2072,398.4389612548298,13.706487,0.013633681,23.33716,146729
0.7944363206624985,86.625,704.7204985618591,0.2979418,11,0.2979418,0.0,2083,415.2915905290092,14.579959,0.013091171,23.34455,147778
0.7301908135414124,83.25,709.8841242790222,0.24241173,14,0.24241173,0.0,2097,402.4682553220154,14.312796,0.012747219,23.337969,148854
0.8289630711078644,84.2,714.6030142307281,0.23098022,13,0.23098022,0.0,2110,408.22816718078235,14.235693,0.012514198,23.336115,149925
0.794151708483696,78.0,719.3849856853485,0.22747004,14,0.22747004,0.0,2124,378.03365862486487,12.643488,0.012811326,23.337381,150961
0.8022796809673309,79.0,724.1727447509766,0.24628483,13,0.24628483,0.0,2137,381.28360764645294,12.23697,0.012096364,23.329817,152014
0.8114306777715683,76.175,729.152101278305,0.25674462,13,0.25674462,0.0,2150,369.5899298809242,12.173426,0.012335958,23.326906,152972
0.7934760004281998,76.675,734.3195233345032,0.2278701,14,0.2278701,0.0,2164,371.27969042574193,11.957967,0.011970196,23.327883,154028
0.8193670958280563,77.175,739.0915398597717,0.2654917,12,0.2654917,0.0,2176,372.22713470556266,11.828749,0.012770951,23.330793,155034
0.8294966369867325,82.5,743.7884888648987,0.25819802,11,0.25819802,0.0,2187,396.47072322643737,12.048192,0.013730509,23.336409,156048
0.7858435660600662,83.5,748.4837782382965,0.2452625,14,0.2452625,0.0,2201,402.92519724619103,12.21012,0.0127810985,23.333902,157143
0.8101499378681183,84.325,753.1792068481445,0.26752582,12,0.26752582,0.0,2213,405.4262720793531,11.872049,0.012133535,23.339907,158180
0.7859560996294022,80.125,757.8802781105042,0.2641901,13,0.2641901,0.0,2226,387.29787362501077,12.108473,0.012675881,23.33864,159196
0.7587389498949051,82.325,762.9137811660767,0.3039506,12,0.3039506,0.0,2238,395.7076415575085,12.156403,0.013463159,23.336405,160197
0.7741661667823792,83.2,768.0505874156952,0.2805684,11,0.2805684,0.0,2249,401.06820262708595,12.248561,0.012169076,23.34426,161157
0.754943922162056,83.375,772.7873413562775,0.23059833,13,0.23059833,0.0,2262,402.30448381118697,11.876597,0.01252955,23.34113,162177
0.7938694506883621,79.05,777.5223119258881,0.25295725,14,0.25295725,0.0,2276,384.3471415392928,11.274029,0.012706303,23.341635,163186
0.7902270257472992,78.05,782.259715795517,0.2515483,12,0.2515483,0.0,2288,381.6233116100667,11.692816,0.012689312,23.333006,164194
0.7770983129739761,77.775,786.9866077899933,0.23584978,13,0.23584978,0.0,2301,381.3713496451991,11.669607,0.012970725,23.323725,165209
0.7359423637390137,79.575,791.7111949920654,0.27873227,14,0.27873227,0.0,2315,390.1458724705951,12.180544,0.012062273,23.326479,166278
0.7212318480014801,77.075,796.434380531311,0.27929914,13,0.27929914,0.0,2328,379.75770989187,11.27497,0.012452189,23.324484,167277
0.7177516222000122,79.55,801.1278214454651,0.2535861,12,0.2535861,0.0,2340,389.8146428239429,11.48155,0.012758953,23.313475,168306
0.6375188231468201,80.55,805.976236820221,0.13160166,12,0.13160166,0.0,2352,393.6111585558284,10.748591,0.0037949013,23.305742,169307
0.8076899945735931,84.35,810.6976397037506,0.23098457,14,0.23098457,0.0,2366,410.51963713765116,11.744962,0.012833705,23.292803,170468
0.7697041928768158,82.95,815.4181225299835,0.27806717,13,0.27806717,0.0,2379,408.27656174576236,11.608821,0.014249528,23.290594,171485
0.7218652069568634,79.65,820.1313934326172,0.26187986,12,0.26187986,0.0,2391,394.2160010875972,11.53773,0.013786353,23.288328,172423
0.6859456598758698,79.55,824.857791185379,0.23510745,12,0.23510745,0.0,2403,392.25621552347536,11.546288,0.0123508405,23.27879,173394
0.7201750576496124,79.6,829.5925226211548,0.2651594,13,0.2651594,0.0,2416,389.30527082926267,11.559931,0.013186945,23.270443,174445
0.6794921159744263,83.625,834.6995344161987,0.27339745,11,0.27339745,0.0,2427,407.1798891433076,11.591359,0.014491982,23.272223,175476
0.7241315245628357,83.1,839.4420785903931,0.28858244,14,0.28858244,0.0,2441,401.52189460080353,11.508648,0.014695853,23.26734,176517
0.8041058629751205,84.5,844.3456974029541,0.30903822,11,0.30903822,0.0,2452,408.4654452385888,11.193756,0.013680767,23.264484,177463
0.6075173020362854,80.45,848.9542260169983,0.3217916,13,0.3217916,0.0,2465,392.62282277939704,10.680925,0.013085251,23.263422,178531
0.7391233146190643,83.925,853.5812854766846,0.25893074,13,0.25893074,0.0,2478,411.64580297569273,10.848448,0.014575527,23.25757,179598
0.7472154498100281,81.85,858.2204780578613,0.24944292,13,0.24944292,0.0,2491,402.1858443329719,11.097277,0.01300757,23.252037,180651
0.6017622947692871,77.85,862.8262565135956,0.25166428,15,0.25166428,0.0,2506,382.5030082649757,10.644575,0.014040601,23.251204,181720
0.7304713428020477,76.35,867.4468579292297,0.27676317,14,0.27676317,0.0,2520,375.5132005451733,10.240217,0.013989823,23.25197,182798
0.7718807011842728,76.625,872.1200535297394,0.14101762,12,0.14101762,0.0,2532,378.5699786984379,9.780185,0.0037750988,23.24587,183787
0.7398007810115814,77.0,876.7509689331055,0.27725872,15,0.27725872,0.0,2547,379.63896490280945,9.454834,0.013968229,23.253237,184867
0.7511006891727448,72.425,881.3767821788788,0.30810243,15,0.30810243,0.0,2562,358.8634160863722,9.234732,0.014692847,23.249273,185906
0.7632064521312714,73.1,886.0055999755859,0.27053505,13,0.27053505,0.0,2575,359.92375115282573,9.155931,0.013781458,23.238771,186904
0.7921995669603348,73.325,890.9119210243225,0.2962128,14,0.2962128,0.0,2589,364.9494206359245,9.472618,0.014848195,23.242367,187911
0.7279308140277863,73.725,895.5321443080902,0.29642934,14,0.29642934,0.0,2603,367.38720177704465,9.582819,0.014803336,23.242754,188939
0.490625262260437,75.7,900.1980490684509,0.27453613,12,0.27453613,0.0,2615,380.5747098637502,9.947821,0.013794059,23.24406,189932
0.7873872965574265,74.575,904.8390371799469,0.25688142,15,0.25688142,0.0,2630,373.1985716407212,9.880536,0.014622876,23.245766,190970
0.7470027506351471,73.1,909.8829569816589,0.31354117,14,0.31354117,0.0,2644,364.7914123096516,9.13315,0.014666307,23.242208,191973
0.7282484471797943,70.7,914.5468864440918,0.29707113,15,0.29707113,0.0,2659,352.9976514018221,8.339842,0.013790377,23.240479,193071
0.7794772833585739,70.95,919.1919596195221,0.30755645,14,0.30755645,0.0,2673,355.66396170509677,8.135154,0.013891451,23.232687,194051
0.7365539371967316,73.075,923.8492650985718,0.25095114,13,0.25095114,0.0,2686,368.55270866992385,8.5859995,0.014356697,23.228691,195071
0.8302005678415298,74.1,928.5165910720825,0.12725261,15,0.12725261,0.0,2701,375.9123358015738,9.629285,0.0040294193,23.223383,196150
0.6240783631801605,75.85,933.163914680481,0.30103353,13,0.30103353,0.0,2714,382.31056715155665,9.801727,0.014810231,23.211489,197143
0.8073754757642746,72.3,938.4589657783508,0.3045172,15,0.3045172,0.0,2729,363.65829380374527,8.833368,0.013906691,23.213617,198193
0.7127048671245575,73.275,943.6914978027344,0.13132147,14,0.13132147,0.0,2743,369.0879630999983,8.874077,0.003798321,23.203386,199205
0.6118163168430328,69.5,948.3511185646057,0.15329202,16,0.15329202,0.0,2759,351.23593954886235,8.188046,0.004011105,23.20019,200246
0.7426875829696655,69.95,953.0082855224609,0.13915603,13,0.13915603,0.0,2772,353.61612936841135,8.141204,0.0038714414,23.197004,201236
0.7392309308052063,72.8,957.6647012233734,0.27613786,13,0.27613786,0.0,2785,366.3476847401212,7.905538,0.014477175,23.177507,202261
