EpThisIter,TimeElapsed,TimestepsSoFar,EpisodesSoFar,EpTrueRewMean,ev_tdlam_before,entloss,surrgain,optimgain,EpRewMean,meankl,EpLenMean,entropy
45,42.50360703468323,1025,45,109.52348124806267,0.41476714611053467,0.0,0.16412526,0.16412526,15.545532,0.006774961,23.325,24.12545
40,67.3024251461029,2056,85,122.20150306230369,0.57622230052948,0.0,0.13844506,0.13844506,17.541454,0.0068128095,25.775,24.139128
38,93.94828605651855,3085,123,126.91372442303347,0.5747798681259155,0.0,0.20296255,0.20296255,18.669184,0.0065323063,27.05,24.140007
39,121.47224283218384,4127,162,127.21345904038103,0.6957833468914032,0.0,0.1538898,0.1538898,18.152218,0.007076388,27.225,24.146616
33,145.80954217910767,5123,195,140.569440783066,0.6800863742828369,0.0,0.16327766,0.16327766,19.75108,0.0077221133,29.825,24.137365
34,172.30367803573608,6166,229,145.08676208798065,0.5657444596290588,0.0,0.14591795,0.14591795,20.368984,0.0064720493,31.275,24.118776
27,195.63109707832336,7158,256,161.81444076994435,0.642241507768631,0.0,0.15561867,0.15561867,22.295675,0.0079696,34.975,24.138153
22,439.00803804397583,8204,278,198.69582253477398,0.6273569166660309,0.0,0.1730311,0.1730311,26.498951,0.0076637287,43.15,24.140587
24,811.5724380016327,9246,302,210.28521510188466,0.6798047125339508,0.0,0.17292453,0.17292453,27.094776,0.007337476,45.4,24.100588
22,895.2834930419922,10264,324,206.13181328666806,0.6142828166484833,0.0,0.17201501,0.17201501,26.278072,0.007647858,43.75,24.088224
23,927.905079126358,11299,347,217.9534519891891,0.6250483393669128,0.0,0.16487737,0.16487737,27.34812,0.00739389,46.2,24.092125
22,1034.636943101883,12347,369,216.97393360744127,0.7201198935508728,0.0,0.18238786,0.18238786,26.549994,0.0074936557,46.25,24.066772
21,1077.1698479652405,13347,390,219.58118755394827,0.7115527093410492,0.0,0.15542406,0.15542406,27.013601,0.007629675,47.4,24.041048
19,1109.621071100235,14322,409,230.76530164226415,0.732238382101059,0.0,0.2492364,0.2492364,27.216656,0.0077201044,49.375,24.052214
17,1134.8641431331635,15338,426,247.33537901896094,0.8184025883674622,0.0,0.17785606,0.17785606,28.618774,0.0078014834,53.3,24.05026
18,1159.6586711406708,16367,444,262.205796966142,0.7226085364818573,0.0,0.19803074,0.19803074,29.373486,0.0077441647,56.4,24.038908
18,1183.4978201389313,17390,462,269.51027329572116,0.8424446284770966,0.0,0.16895953,0.16895953,29.533117,0.008028375,58.025,24.026405
17,1207.349603176117,18388,479,271.46565322081597,0.7439967691898346,0.0,0.1661138,0.1661138,29.239014,0.007883176,58.625,24.038445
16,1231.2350268363953,19397,495,280.77319131565116,0.8245807439088821,0.0,0.20564225,0.20564225,29.391766,0.008504443,60.3,24.03357
16,1255.3314061164856,20442,511,294.72807222686436,0.8452870845794678,0.0,0.19212043,0.19212043,29.360907,0.007664026,62.275,24.028843
15,1279.3826220035553,21472,526,316.22976436812866,0.7905546277761459,0.0,0.22607571,0.22607571,30.68518,0.0076277265,66.45,24.049934
15,1302.3004360198975,22502,541,322.5920732287204,0.8149387985467911,0.0,0.19229344,0.19229344,30.59961,0.008505423,67.9,24.057749
16,1324.1644790172577,23500,557,309.0612117931878,0.8885330706834793,0.0,0.19045079,0.19045079,28.57307,0.0083146645,65.4,24.052378
15,1347.9506051540375,24540,572,316.871759393674,0.8089922219514847,0.0,0.28329602,0.28329602,27.755505,0.008323063,66.725,24.042448
15,1370.1317920684814,25524,587,313.68979164611005,0.8291998952627182,0.0,0.20715173,0.20715173,26.68808,0.008873319,66.475,24.04117
14,1396.4609999656677,26498,601,321.9577370261313,0.8273493647575378,0.0,0.19508305,0.19508305,26.988358,0.008570911,67.625,24.046053
15,1423.9527990818024,27573,616,329.42497932139446,0.8557712882757187,0.0,0.20253336,0.20253336,26.753208,0.008309312,69.375,24.071285
15,1449.4793770313263,28611,631,340.66097759434217,0.862614169716835,0.0,0.21330705,0.21330705,26.991589,0.008530004,71.55,24.04545
16,1473.534243106842,29621,647,320.9255138273235,0.860917791724205,0.0,0.19887677,0.19887677,24.920065,0.008891193,67.625,24.057981
16,1499.1676568984985,30706,663,311.66243182739794,0.8683553040027618,0.0,0.20252895,0.20252895,23.545963,0.008081181,65.325,24.06656
15,1527.9153180122375,31693,678,313.5795697288945,0.7812276184558868,0.0,0.19771336,0.19771336,23.410976,0.008912368,66.1,24.066885
15,1554.5070581436157,32718,693,321.24442019651707,0.8206296414136887,0.0,0.19864486,0.19864486,23.732878,0.008647408,68.225,24.06934
15,1578.1104052066803,33788,708,314.00757591852107,0.8599397540092468,0.0,0.19648862,0.19648862,22.735981,0.0088473,66.275,24.065308
15,1600.3635098934174,34780,723,317.1825145277091,0.8172933608293533,0.0,0.20025465,0.20025465,22.979895,0.00864565,68.3,24.067747
14,1622.910266160965,35801,737,331.2259376333169,0.8509545028209686,0.0,0.20025882,0.20025882,22.952414,0.00895787,70.825,24.067348
14,1645.4027619361877,36840,751,338.52354560100304,0.8932143375277519,0.0,0.20431964,0.20431964,22.893446,0.008490626,71.8,24.081022
14,1668.6575829982758,37880,765,347.56579907546404,0.7946119457483292,0.0,0.1988314,0.1988314,22.704681,0.0083696805,72.85,24.069786
13,1695.1546280384064,38843,778,354.94364525285266,0.8663416802883148,0.0,0.2280137,0.2280137,22.592813,0.009925252,73.725,24.08256
14,1719.8558750152588,39856,792,345.63843365126047,0.8422602564096451,0.0,0.21463491,0.21463491,21.715473,0.008979377,72.8,24.080202
16,1742.3454699516296,40872,808,333.09345657551273,0.8658844530582428,0.0,0.20360336,0.20360336,20.75066,0.0090524815,69.775,24.065277
15,1764.6808791160583,41891,823,314.09570066809493,0.8461890518665314,0.0,0.22328556,0.22328556,20.174618,0.009150853,66.4,24.053713
14,1787.1601068973541,42911,837,327.7375837828493,0.8539623022079468,0.0,0.21433829,0.21433829,20.87199,0.009681236,69.525,24.052084
15,1811.1166498661041,43908,852,328.3650330290549,0.8007488548755646,0.0,0.24223821,0.24223821,21.273365,0.008693639,69.675,24.028677
15,1834.190502166748,44954,867,322.50843440945664,0.8052892237901688,0.0,0.37270537,0.37270537,21.114386,0.009543832,68.75,24.0514
14,1856.798213005066,45964,881,332.9633219772034,0.8814138770103455,0.0,0.21828699,0.21828699,21.71016,0.009356224,70.275,24.068718
15,1881.2500309944153,46983,896,331.5040753102903,0.8440462201833725,0.0,0.23790774,0.23790774,21.215614,0.009433041,70.35,24.099457
15,1905.910637140274,48025,911,331.2717916718055,0.7945641130208969,0.0,0.23816349,0.23816349,20.434315,0.009445829,70.175,24.095211
17,1930.1515009403229,49085,928,304.2560077412218,0.7726720720529556,0.0,0.23912255,0.23912255,18.911911,0.009606473,65.4,24.090464
15,1953.4626669883728,50092,943,308.23082471499845,0.7905428260564804,0.0,0.2284735,0.2284735,19.354273,0.009748649,65.55,24.105509
15,1977.0323309898376,51141,958,314.9153916301245,0.8259504735469818,0.0,0.23549742,0.23549742,20.3799,0.0107194735,67.15,24.121086
14,2000.2475728988647,52181,972,325.508117712114,0.8211667835712433,0.0,0.27712226,0.27712226,20.615002,0.01016082,69.25,24.161623
14,2023.6042039394379,53189,986,343.43998557592215,0.848980262875557,0.0,0.259482,0.259482,21.313974,0.009665266,72.65,24.176146
14,2047.206055879593,54182,1000,349.00654017048817,0.86151522397995,0.0,0.23820852,0.23820852,20.378525,0.009956803,73.025,24.156776
13,2071.7716212272644,55166,1013,346.30638542627673,0.687517523765564,0.0,0.28867128,0.28867128,20.450554,0.010743335,72.55,24.16275
14,2095.658360004425,56197,1027,349.38226978632963,0.8212019205093384,0.0,0.24257714,0.24257714,20.267147,0.010490452,73.375,24.156252
15,2119.02663397789,57197,1042,343.29547712867884,0.7650731950998306,0.0,0.23816048,0.23816048,20.298777,0.009896714,71.8,24.147982
15,2142.507152080536,58273,1057,339.92839265939796,0.8549580127000809,0.0,0.21996194,0.21996194,19.323664,0.010208832,70.2,24.158165
15,2166.1225368976593,59246,1072,332.477188565949,0.8565194010734558,0.0,0.28243107,0.28243107,19.445307,0.010701355,69.375,24.153807
14,2190.3176341056824,60263,1086,327.6012339287002,0.8292182385921478,0.0,0.23956205,0.23956205,18.90867,0.01092732,68.45,24.149282
15,2214.382453918457,61271,1101,328.60572810688126,0.8069166541099548,0.0,0.27306637,0.27306637,18.906294,0.0103359595,68.4,24.163046
15,2238.3241751194,62314,1116,330.2092935515226,0.8448433876037598,0.0,0.26226646,0.26226646,18.188978,0.011112769,69.15,24.138023
13,2262.154584169388,63263,1129,328.8150872438334,0.8221523761749268,0.0,0.2453645,0.2453645,17.834446,0.011006471,69.225,24.128416
14,2286.3003630638123,64272,1143,331.5023248441114,0.8701435476541519,0.0,0.2696795,0.2696795,18.621067,0.009516602,71.225,24.118662
14,2310.146414041519,65277,1157,337.2728431034486,0.7650356143712997,0.0,0.30580977,0.30580977,18.921366,0.011166117,71.875,24.123865
14,2333.240105867386,66280,1171,341.3438553932597,0.8321664333343506,0.0,0.6548116,0.6548116,19.247507,0.01385501,72.475,24.111977
14,2357.1072640419006,67381,1185,353.1442300172632,0.7160267233848572,0.0,0.24487801,0.24487801,19.711432,0.010472299,74.4,24.118324
14,2381.0568239688873,68394,1199,350.9663956179302,0.7322244346141815,0.0,0.26185602,0.26185602,19.767935,0.01126638,74.8,24.11963
14,2404.3146648406982,69436,1213,343.6464120728387,0.8494899719953537,0.0,0.27601746,0.27601746,19.184185,0.012135066,72.875,24.115881
16,2427.724888086319,70531,1229,339.17461858308627,0.7427171468734741,0.0,0.2348096,0.2348096,18.30639,0.011385754,71.025,24.10315
14,2451.3390169143677,71548,1243,340.9423167071332,0.807879239320755,0.0,0.2630168,0.2630168,18.293745,0.011511743,71.825,24.092407
15,2475.096071958542,72551,1258,323.75584362540883,0.8475946933031082,0.0,0.27932957,0.27932957,17.160742,0.011762308,69.075,24.091799
16,2498.39452791214,73591,1274,314.34875056930935,0.8083824068307877,0.0,0.2638641,0.2638641,17.15629,0.011592833,67.175,24.113405
13,2521.5820820331573,74630,1287,333.805214603029,0.8222712278366089,0.0,0.28202116,0.28202116,17.906849,0.011283576,70.65,24.098104
14,2545.4409079551697,75635,1301,342.6320205525596,0.8758878260850906,0.0,0.28370076,0.28370076,18.194805,0.011990206,72.25,24.13038
13,2569.078407049179,76678,1314,361.9243149367049,0.7794370502233505,0.0,0.31528842,0.31528842,18.600718,0.011920325,77.175,24.142414
13,2592.6659178733826,77645,1327,352.9878660678015,0.8981086984276772,0.0,0.30411303,0.30411303,18.02036,0.011882617,75.375,24.140467
15,2616.375079870224,78647,1342,340.2834504806049,0.7846015691757202,0.0,0.24645092,0.24645092,17.031553,0.0112978,72.475,24.145475
12,2640.216057062149,79671,1354,354.97304862685843,0.7260336875915527,0.0,0.26163787,0.26163787,17.755262,0.0108927805,74.825,24.14258
13,2663.778881072998,80695,1367,364.33475751008774,0.8621345460414886,0.0,0.30576053,0.30576053,18.022373,0.01334222,76.25,24.150387
13,2687.40332698822,81730,1380,375.05786560679815,0.8683799505233765,0.0,0.27666742,0.27666742,18.451248,0.0122747095,79.5,24.141935
12,2710.704509973526,82749,1392,382.1451336728927,0.853113666176796,0.0,0.28917795,0.28917795,18.312815,0.012371838,81.075,24.11099
13,2734.5011031627655,83755,1405,372.89970329807386,0.8390432894229889,0.0,0.38355398,0.38355398,17.890392,0.011792966,80.025,24.13394
13,2757.8771970272064,84807,1418,377.44489637205425,0.8110396862030029,0.0,0.26509044,0.26509044,17.99115,0.011123944,80.7,24.126984
12,2781.5221230983734,85829,1430,376.0903949799804,0.7766080349683762,0.0,0.26817065,0.26817065,18.195734,0.011140228,80.625,24.11911
13,2804.9551401138306,86810,1443,373.0933649365852,0.8003484606742859,0.0,0.2666395,0.2666395,17.814163,0.012204951,80.625,24.124521
13,2829.1791758537292,87780,1456,360.9264423137996,0.8565638065338135,0.0,0.24413393,0.24413393,17.24207,0.012162837,78.625,24.140177
14,2853.5100989341736,88803,1470,338.14132152239245,0.8180430978536606,0.0,0.30032462,0.30032462,16.06416,0.013078971,74.35,24.133913
11,2877.218892097473,89824,1481,362.77170460165803,0.7983600348234177,0.0,0.30538666,0.30538666,17.028337,0.012628825,79.225,24.118004
13,2900.770380973816,90788,1494,368.25798232805175,0.7891585379838943,0.0,0.28006965,0.28006965,17.168537,0.012045663,79.625,24.120604
13,2924.641678094864,91769,1507,376.6680411795367,0.8183619529008865,0.0,0.2952488,0.2952488,17.643574,0.012678269,80.825,24.120108
14,2948.2152791023254,92842,1521,356.6495249856962,0.8265281766653061,0.0,0.27254826,0.27254826,16.50088,0.012484751,75.45,24.118614
12,2971.9726901054382,93876,1533,374.4132377069276,0.8173000812530518,0.0,0.26896006,0.26896006,17.251032,0.013373404,78.675,24.134274
13,2995.7366771698,94947,1546,388.88560535309784,0.842421367764473,0.0,0.26667845,0.26667845,17.60646,0.012084948,81.0,24.121098
13,3019.6218359470367,95952,1559,392.66207449443846,0.8064255863428116,0.0,0.28517073,0.28517073,17.891068,0.013159318,82.35,24.111458
13,3043.29434800148,96963,1572,373.15726084807017,0.8061380535364151,0.0,0.2694201,0.2694201,16.71302,0.012599037,79.85,24.121098
13,3066.769019126892,98035,1585,370.9922059257237,0.8005061000585556,0.0,0.27718598,0.27718598,16.078457,0.012670321,79.4,24.140133
12,3090.2336480617523,99057,1597,375.2875656115599,0.7793814986944199,0.0,0.4980858,0.4980858,15.914441,0.013336337,81.15,24.11715
12,3114.008265018463,100080,1609,390.29463798238913,0.838488295674324,0.0,0.28453428,0.28453428,16.555422,0.012227879,83.575,24.122427
14,3136.33114695549,101090,1623,379.12354777969813,0.8313291668891907,0.0,0.27398753,0.27398753,16.19016,0.013388762,81.05,24.112947
11,3159.120858192444,102059,1634,389.6450073925902,0.772476390004158,0.0,0.27144358,0.27144358,16.642567,0.013497685,81.8,24.092772
12,3192.730589866638,103055,1646,380.05959886961784,0.8206979781389236,0.0,0.3231582,0.3231582,16.080439,0.011814709,80.05,24.082996
12,3214.1947960853577,104028,1658,386.66756875261,0.8446441143751144,0.0,0.3128977,0.3128977,16.186382,0.014369227,81.85,24.064486
13,3236.147819042206,105072,1671,379.39510144742957,0.810400128364563,0.0,0.3054132,0.3054132,15.743167,0.013069642,80.85,24.049328
13,3257.864035129547,106064,1684,373.2596004082364,0.8352061659097672,0.0,0.2705813,0.2705813,15.498266,0.013016023,79.625,24.053345
13,3279.66010594368,107074,1697,363.867208925222,0.762542799115181,0.0,0.2735254,0.2735254,14.850424,0.013073398,77.475,24.052696
11,3301.4300038814545,108100,1708,380.0936020790482,0.834840402007103,0.0,0.2967848,0.2967848,15.31916,0.013814236,81.45,24.03763
13,3323.5065290927887,109126,1721,382.04254168216966,0.8513669222593307,0.0,0.27801213,0.27801213,14.935834,0.0126068555,83.075,24.04284
11,3345.4741640090942,110124,1732,394.2325956948251,0.854570746421814,0.0,0.29826683,0.29826683,15.261767,0.013957642,86.725,24.042004
12,3367.2045481204987,111130,1744,380.28956473404526,0.8618281185626984,0.0,0.2635492,0.2635492,14.698667,0.013388658,84.025,24.019571
10,3389.1354060173035,112112,1754,403.90625055678555,0.7609598189592361,0.0,0.33285376,0.33285376,15.74733,0.013740472,88.15,24.019981
11,3410.678193092346,113117,1765,418.7221128919653,0.758979544043541,0.0,0.27915704,0.27915704,16.584055,0.013911439,91.3,24.01303
12,3432.35041308403,114126,1777,426.9959014141017,0.8468145430088043,0.0,0.29411605,0.29411605,16.48139,0.013960311,91.8,24.006796
11,3454.170346021652,115159,1788,425.08858326782274,0.776736244559288,0.0,0.14720692,0.14720692,16.436148,0.0040665586,91.35,24.001944
13,3476.3924112319946,116258,1801,404.21840153392225,0.8336766064167023,0.0,0.14512542,0.14512542,15.124306,0.0043989476,87.35,23.995573
13,3498.306969165802,117322,1814,400.2334374675799,0.8491983711719513,0.0,0.28500694,0.28500694,15.088232,0.013975723,86.975,23.991245
12,3520.0192000865936,118301,1826,380.5580757782298,0.8283146619796753,0.0,0.30285126,0.30285126,14.410083,0.014288592,82.775,23.985504
13,3541.8715209960938,119402,1839,381.2270446004981,0.8608361333608627,0.0,0.28529507,0.28529507,13.863832,0.01413875,82.525,23.99231
13,3563.7703149318695,120371,1852,374.5882272774487,0.7500046193599701,0.0,0.33947492,0.33947492,13.226816,0.01423796,80.925,23.996542
13,3585.7307121753693,121474,1865,375.80414856616306,0.7976705580949783,0.0,0.27554107,0.27554107,13.126413,0.014028361,81.575,23.988802
13,3607.3052411079407,122523,1878,374.3099420554504,0.8414335250854492,0.0,0.3428366,0.3428366,13.140177,0.014234974,80.8,23.993124
13,3628.9554748535156,123567,1891,374.25248834656287,0.8657690137624741,0.0,0.29887778,0.29887778,13.0895815,0.013951048,81.3,23.990852
11,3650.377626180649,124608,1902,397.9995039145767,0.7534100860357285,0.0,0.29167572,0.29167572,13.364782,0.013524602,85.85,23.972298
11,3671.960218191147,125620,1913,406.6861381794975,0.7743538320064545,0.0,0.30577087,0.30577087,13.808022,0.013441363,87.725,23.971687
9,3693.741853952408,126552,1922,425.95805724616,0.8448476940393448,0.0,0.32009506,0.32009506,14.089453,0.013371099,90.95,23.97396
11,3715.527440071106,127501,1933,445.94848939767024,0.8189885020256042,0.0,0.32385916,0.32385916,14.622185,0.0142553095,95.175,23.979614
12,3737.2613282203674,128549,1945,432.7790022552018,0.8252402991056442,0.0,0.31210876,0.31210876,14.1137085,0.0135843195,92.225,23.98242
12,3758.904853105545,129652,1957,420.4582820845473,0.7722022384405136,0.0,0.25728488,0.25728488,13.612701,0.014914157,90.025,23.975138
13,3781.8336160182953,130690,1970,403.83379060658115,0.8163775205612183,0.0,0.35421133,0.35421133,13.268367,0.014572257,86.65,23.972502
12,3803.366951227188,131640,1982,379.23570213198434,0.866773396730423,0.0,0.14540264,0.14540264,12.626271,0.0041223406,82.275,23.972626
12,3824.983367919922,132635,1994,371.74621218454,0.8038154244422913,0.0,0.2815233,0.2815233,12.048296,0.013827639,81.25,23.973501
12,3846.777475118637,133693,2006,378.54069508563424,0.8140082955360413,0.0,0.28652132,0.28652132,11.574663,0.0140167745,82.6,23.965454
13,3868.2632761001587,134760,2019,395.6241877899522,0.8453085124492645,0.0,0.29874524,0.29874524,11.7360935,0.014275681,84.4,23.969368
12,3889.948333978653,135741,2031,401.4087655008957,0.8324091732501984,0.0,0.3146379,0.3146379,11.701382,0.01498997,85.275,23.957365
11,3911.675896167755,136714,2042,389.0943846655293,0.8714533448219299,0.0,0.35958138,0.35958138,11.390609,0.014554311,82.7,23.9552
13,3933.2329621315002,137731,2055,376.52082686138885,0.793822318315506,0.0,0.4323484,0.4323484,10.83598,0.014790202,81.15,23.943493
11,3955.320615053177,138777,2066,391.5602218953536,0.8821416944265366,0.0,0.2935828,0.2935828,11.231581,0.014202356,84.775,23.943714
12,3977.449213027954,139828,2078,401.40386825760146,0.8568948656320572,0.0,0.1410537,0.1410537,11.113614,0.004046443,86.2,23.94469
14,3999.0423171520233,140853,2092,393.0591284877506,0.7778142243623734,0.0,0.34442198,0.34442198,10.818552,0.014252364,85.125,23.950554
11,4020.6478509902954,141836,2103,390.81329313104305,0.8469980955123901,0.0,0.39364678,0.39364678,10.634179,0.01407495,84.475,23.94628
11,4042.403367996216,142806,2114,372.0936759714403,0.8151429891586304,0.0,0.3118419,0.3118419,10.370756,0.013353135,81.5,23.94625
11,4064.0056340694427,143800,2125,394.2604243074899,0.8511287420988083,0.0,0.303353,0.303353,10.827874,0.014227172,87.275,23.9517
9,4085.8624370098114,144816,2134,423.9443077252723,0.836130902171135,0.0,0.32160974,0.32160974,11.7698,0.014804288,94.325,23.950071
11,4107.896773099899,145842,2145,439.62012505568043,0.8244678974151611,0.0,0.29418984,0.29418984,11.947968,0.014054209,97.175,23.95055
13,4129.590945005417,146939,2158,433.62978415946134,0.8007143586874008,0.0,0.31477314,0.31477314,11.440415,0.014157156,95.175,23.948734
13,4151.394778013229,147961,2171,399.60585671057555,0.8113284558057785,0.0,0.37658834,0.37658834,10.324934,0.014615626,87.6,23.95101
13,4173.251494169235,149071,2184,376.26888663445834,0.8090365529060364,0.0,0.36750346,0.36750346,9.677988,0.014902988,83.05,23.954468
12,4195.593780040741,150064,2196,368.8508015157654,0.7693962156772614,0.0,0.1451882,0.1451882,9.936803,0.0037957137,81.275,23.957674
12,4217.934523105621,151030,2208,369.437808849582,0.8703260570764542,0.0,0.13971746,0.13971746,9.710999,0.0040498236,81.65,23.956553
12,4239.720025062561,152087,2220,383.49196591620705,0.7394146025180817,0.0,0.148711,0.148711,9.842249,0.0038056325,84.225,23.956383
11,4261.235314130783,153094,2231,395.25698794326115,0.6168303489685059,0.0,0.73789763,0.73789763,9.745152,0.014382949,86.175,23.954956
11,4283.070808172226,154130,2242,416.18077886168203,0.6819151043891907,0.0,0.17097121,0.17097121,10.037819,0.004194594,90.275,23.956509
12,4304.745874881744,155173,2254,414.05517071703133,0.7052507400512695,0.0,0.1554077,0.1554077,9.7846155,0.0041645393,89.825,23.957998
12,4326.772807121277,156187,2266,407.1349067313286,0.8210100531578064,0.0,0.15605664,0.15605664,9.314914,0.0038386825,88.625,23.958822
11,4348.82004904747,157230,2277,411.2286952712564,0.7063198089599609,0.0,0.14739653,0.14739653,9.456891,0.003988789,88.975,23.95947
11,4370.681812047958,158203,2288,404.203367605406,0.8216439336538315,0.0,0.1434464,0.1434464,9.104561,0.0039477497,87.875,23.958172
11,4392.659806013107,159178,2299,402.6060336391598,0.7990039438009262,0.0,0.15674755,0.15674755,8.650632,0.0040862593,87.925,23.954256
13,4414.5698318481445,160255,2312,404.62280594684586,0.8644343316555023,0.0,0.16011396,0.16011396,8.86413,0.004088739,89.225,23.957022
13,4436.154121875763,161361,2325,382.1315009914785,0.8026976734399796,0.0,0.14671364,0.14671364,8.248452,0.003837774,85.0,23.955696
12,4457.932050943375,162383,2337,384.7258543861408,0.8300736248493195,0.0,0.15522502,0.15522502,8.392798,0.0038223122,84.625,23.949348
13,4479.686897039413,163481,2350,383.60028367798554,0.8277589678764343,0.0,0.16074862,0.16074862,8.103927,0.0038450612,84.475,23.948368
12,4501.431037902832,164481,2362,382.2032906923553,0.8225450217723846,0.0,0.16412047,0.16412047,7.9382033,0.0041553173,83.8,23.948862
13,4523.284708023071,165516,2375,374.05566129408635,0.8229503780603409,0.0,0.30951923,0.30951923,7.5834975,0.014100028,82.5,23.94337
13,4545.23895406723,166631,2388,381.82539309562674,0.7657342851161957,0.0,0.13961355,0.13961355,7.267554,0.0040269624,83.05,23.937492
13,4567.000764846802,167702,2401,378.4205085057999,0.7442556321620941,0.0,0.36187506,0.36187506,7.3520555,0.014887638,82.475,23.940067
12,4588.901564121246,168741,2413,385.931797822119,0.7503300905227661,0.0,0.1413759,0.1413759,7.4815187,0.0038440265,84.05,23.934904
12,4610.690057039261,169767,2425,380.81233354738197,0.7875137478113174,0.0,0.14437082,0.14437082,7.5481553,0.0038330196,83.8,23.933725
11,4632.602251052856,170740,2436,391.3578074783262,0.6861196160316467,0.0,0.16523814,0.16523814,7.3930945,0.0040410906,85.85,23.934113
10,4654.529727935791,171672,2446,411.4569191541219,0.7999778091907501,0.0,0.1443814,0.1443814,7.3740263,0.0042354204,88.475,23.933554
12,4676.25355219841,172626,2458,409.06882429839135,0.7908605933189392,0.0,0.17258373,0.17258373,7.0634565,0.004025934,88.025,23.92447
11,4698.071027994156,173676,2469,422.6647123464886,0.8003290444612503,0.0,0.16875303,0.16875303,7.145842,0.004593188,90.475,23.924938
12,4720.008252859116,174706,2481,410.61459323228956,0.7349636554718018,0.0,0.16357313,0.16357313,6.899951,0.004157102,87.9,23.92252
12,4741.675539970398,175671,2493,394.6000991306504,0.7857322245836258,0.0,0.14773968,0.14773968,6.6150603,0.004020962,85.5,23.91556
10,4763.137048006058,176667,2503,411.0402220775588,0.6790547072887421,0.0,0.3580615,0.3580615,6.82247,0.014888462,88.1,23.914589
12,4784.956935167313,177736,2515,413.9185978602567,0.7276384830474854,0.0,0.30445746,0.30445746,6.9190626,0.014864424,90.475,23.915173
10,4806.944947957993,178652,2525,415.38348520040154,0.7702431082725525,0.0,0.15364663,0.15364663,6.8535185,0.004110584,90.775,23.916544
13,4828.695538282394,179646,2538,394.8675994557507,0.5506941676139832,0.0,0.1633511,0.1633511,6.339078,0.0040520104,86.15,23.918417
11,4850.612854003906,180607,2549,397.48597757863627,0.6808760762214661,0.0,0.16540632,0.16540632,6.360982,0.0041363016,87.275,23.919962
13,4872.333323955536,181720,2562,382.6459740258578,0.704695850610733,0.0,0.2015791,0.2015791,5.965087,0.004509139,83.625,23.91683
13,4894.226707935333,182775,2575,382.5609221404714,0.6971917152404785,0.0,0.15852591,0.15852591,6.041024,0.0044295974,84.05,23.915047
12,4916.066414117813,183820,2587,385.7880801600092,0.7403105199337006,0.0,0.15001601,0.15001601,5.9598184,0.0040263543,85.1,23.914389
10,4937.774496078491,184795,2597,389.40696666584915,0.7496603429317474,0.0,0.1557982,0.1557982,5.8659363,0.004295174,85.975,23.912588
12,4959.596301078796,185864,2609,410.8225594739841,0.8035687953233719,0.0,0.17366233,0.17366233,6.2352552,0.00428744,90.475,23.912933
13,4981.407039880753,186908,2622,404.63271179615066,0.5413922369480133,0.0,0.24647944,0.24647944,6.0041413,0.0043154536,88.25,23.912752
10,5003.616325139999,187928,2632,413.4558004394703,0.6314367949962616,0.0,0.16193989,0.16193989,6.127333,0.0043046214,90.15,23.909664
12,5025.518492221832,188949,2644,403.5912285782794,0.7048070430755615,0.0,0.14408758,0.14408758,5.7825956,0.0041879117,87.475,23.907215
12,5048.66605424881,189937,2656,404.21288920376037,0.7595674693584442,0.0,0.16575575,0.16575575,6.0469294,0.004339449,88.475,23.907682
13,5070.474205970764,191030,2669,401.2141188653329,0.7564616650342941,0.0,0.14068298,0.14068298,5.8160577,0.0038747112,86.5,23.906252
11,5092.285980224609,192055,2680,407.74817898075526,0.7839503288269043,0.0,0.15709141,0.15709141,5.697118,0.0040915627,87.125,23.906374
11,5112.242056846619,193029,2691,406.0113009987025,0.7310493886470795,0.0,0.1596417,0.1596417,5.4088507,0.0041377614,86.075,23.905792
9,5134.154689073563,194073,2700,439.24210646845984,0.7907599061727524,0.0,0.15932158,0.15932158,5.6458774,0.003973753,94.625,23.904781
12,5156.524113178253,195122,2712,443.68282940625295,0.7400993406772614,0.0,0.16765861,0.16765861,5.822653,0.004445294,96.275,23.905313
11,5178.470272064209,196160,2723,440.4991825707801,0.8188272267580032,0.0,0.15333234,0.15333234,5.573074,0.004112064,96.65,23.904451
10,5200.355854034424,197148,2733,438.47833032616234,0.8025218695402145,0.0,0.14057855,0.14057855,5.5814857,0.0037890216,95.475,23.905794
11,5222.3556962013245,198216,2744,435.8771735298061,0.711274117231369,0.0,0.17841735,0.17841735,5.305629,0.004410415,94.425,23.903841
12,5244.282937049866,199287,2756,441.5199121984727,0.7902063429355621,0.0,0.15585265,0.15585265,5.37751,0.0041470267,95.85,23.904459
12,5266.226065158844,200328,2768,428.446386467854,0.6971819400787354,0.0,0.15516093,0.15516093,5.1808004,0.0041519403,93.475,23.905243
11,5288.2064781188965,201339,2779,407.24869864522486,0.6844058036804199,0.0,0.18033,0.18033,4.6880713,0.0044771894,88.875,23.906252
11,5310.144118070602,202314,2790,409.86085352603715,0.7856240123510361,0.0,0.18019082,0.18019082,4.697631,0.0044575045,88.925,23.90641
13,5332.062003850937,203308,2803,391.51347036060685,0.7238470315933228,0.0,0.1591142,0.1591142,4.3913474,0.0042967177,85.275,23.90626
12,5353.7337510585785,204311,2815,380.19672802725097,0.7211546003818512,0.0,0.15787794,0.15787794,4.302794,0.004079733,82.45,23.905405
