EpisodesSoFar,EpThisIter,entloss,TimeElapsed,optimgain,EpLenMean,EpTrueRewMean,TimestepsSoFar,entropy,ev_tdlam_before,surrgain,meankl,EpRewMean
665,1,0.0,2007.0020582675934,0.068543814,1000.0,-1808.037388832398,665000,5.954086,0.8209002166986465,0.068543814,0.010723974,370.38745
666,1,0.0,2010.328254699707,0.057931248,1000.0,-1812.5239648559632,666000,6.022442,0.6511717438697815,0.057931248,0.013626271,376.08646
667,1,0.0,2013.6774172782898,0.06667827,1000.0,-1791.852098093516,667000,5.996886,0.5977016091346741,0.06667827,0.007886946,380.48993
668,1,0.0,2017.005312204361,0.06398402,1000.0,-1776.0974557355644,668000,5.977177,0.7198175191879272,0.06398402,0.004799803,377.94644
670,2,0.0,2020.3190603256226,0.061288714,1000.0,-1761.7836536730556,670000,5.982357,0.05954474210739136,0.061288714,0.003849883,380.8387
671,1,0.0,2023.6381163597107,0.05731003,1000.0,-1756.1103559581388,671000,5.9936485,0.603988915681839,0.05731003,0.004044194,378.56927
672,1,0.0,2026.9620308876038,0.06474147,1000.0,-1734.539597470414,672000,5.9980454,0.7174582183361053,0.06474147,0.006251596,380.88605
673,1,0.0,2030.2966516017914,0.07139754,1000.0,-1760.0836018885536,673000,5.911259,0.50174480676651,0.07139754,0.014376106,382.1167
674,1,0.0,2033.64941239357,0.03782577,1000.0,-1809.463591838963,674000,5.927064,0.14202457666397095,0.03782577,0.003793436,387.33246
675,1,0.0,2036.9761378765106,0.076761216,1000.0,-1776.2003230417072,675000,5.9458423,0.8534155488014221,0.076761216,0.008502388,381.85858
676,1,0.0,2040.3035581111908,0.06713561,1000.0,-1770.2055026913997,676000,5.9264116,0.6047886610031128,0.06713561,0.00560999,380.3327
677,1,0.0,2043.6400437355042,0.10837209,1000.0,-1743.5247977612496,677000,5.929561,0.0547480583190918,0.10837209,0.013877995,379.87842
678,1,0.0,2046.986356496811,0.123104356,1000.0,-1785.49203450482,678000,5.9570503,-0.014115691184997559,0.123104356,0.014455382,384.5809
679,1,0.0,2050.337543487549,0.053418897,1000.0,-1774.4118279298011,679000,5.9430137,0.801907479763031,0.053418897,0.00475081,382.4016
680,1,0.0,2053.6778321266174,0.058589783,1000.0,-1779.879825538143,680000,5.8736167,0.14489483833312988,0.058589783,0.0047136834,382.08856
681,1,0.0,2057.0142118930817,0.07017775,1000.0,-1750.990691176747,681000,5.8571973,0.7675119489431381,0.07017775,0.0052870614,384.39587
682,1,0.0,2060.3786323070526,0.042100653,1000.0,-1763.8453191446447,682000,5.8578086,0.4182334542274475,0.042100653,0.0039593596,383.2225
683,1,0.0,2063.726622581482,0.061242156,1000.0,-1730.0327024395956,683000,5.839738,0.08474564552307129,0.061242156,0.004095474,382.87418
684,1,0.0,2067.0560598373413,0.062103674,1000.0,-1706.4708267770525,684000,5.848287,0.541316419839859,0.062103674,0.004183623,382.67596
685,1,0.0,2070.3689658641815,0.04761275,1000.0,-1692.2243871028834,685000,5.84078,0.353824257850647,0.04761275,0.0040610665,381.75336
686,1,0.0,2073.703650712967,0.10335429,1000.0,-1671.1144957423435,686000,5.803289,-0.07500529289245605,0.10335429,0.014899477,381.73257
687,1,0.0,2077.0365374088287,0.05695504,1000.0,-1648.868581296719,687000,5.815307,0.43381428718566895,0.05695504,0.005043973,384.65125
688,1,0.0,2080.3792300224304,0.05265578,1000.0,-1625.5355330270984,688000,5.8398023,0.1862865686416626,0.05265578,0.004048984,385.56458
689,1,0.0,2083.693038702011,0.09357061,1000.0,-1575.4332572060214,689000,5.835613,-0.039405226707458496,0.09357061,0.014297344,385.57675
690,1,0.0,2087.026074409485,0.09969842,1000.0,-1562.300992283643,690000,5.7974257,-0.005031585693359375,0.09969842,0.0137846405,381.39786
691,1,0.0,2090.37135386467,0.10540082,1000.0,-1520.5282463348512,691000,5.8028355,0.019084393978118896,0.10540082,0.014318145,377.16324
692,1,0.0,2093.7057781219482,0.07453676,1000.0,-1489.741564631766,692000,5.7673993,-0.30737030506134033,0.07453676,0.004128037,376.89218
693,1,0.0,2097.0369141101837,0.06950762,1000.0,-1475.305686792377,693000,5.803889,-0.5918738842010498,0.06950762,0.0049667577,376.7976
694,1,0.0,2100.368510723114,0.06477332,1000.0,-1504.3240417984975,694000,5.776728,0.07114368677139282,0.06477332,0.0073746294,376.0334
695,1,0.0,2103.710784435272,0.08292315,1000.0,-1489.3165244725387,695000,5.755534,0.04253077507019043,0.08292315,0.011448493,378.88867
696,1,0.0,2107.029383420944,0.0875577,1000.0,-1451.841607609902,696000,5.7546544,0.3981825113296509,0.0875577,0.014286636,379.62738
697,1,0.0,2110.3599841594696,0.052407306,1000.0,-1437.1534014233468,697000,5.748027,-0.018319129943847656,0.052407306,0.0040612584,382.0376
698,1,0.0,2113.67596578598,0.033939093,1000.0,-1448.701815606726,698000,5.7759995,0.25029152631759644,0.033939093,0.0039714184,391.29742
699,1,0.0,2117.0364303588867,0.050332457,1000.0,-1440.9809649084743,699000,5.748174,-0.005502462387084961,0.050332457,0.0055128797,391.75067
700,1,0.0,2120.427677631378,0.053987622,1000.0,-1500.3806745690122,700000,5.7119923,0.7113742828369141,0.053987622,0.011997703,405.41486
701,1,0.0,2123.7571275234222,0.07162307,1000.0,-1508.5598124691448,701000,5.709167,0.7559424936771393,0.07162307,0.012055721,411.5189
702,1,0.0,2127.108241081238,0.060821973,1000.0,-1532.0703021767902,702000,5.661799,0.6097952127456665,0.060821973,0.012797322,419.01068
703,1,0.0,2130.4500517845154,0.075994164,1000.0,-1522.901295043947,703000,5.635149,0.7207410037517548,0.075994164,0.013606605,421.07706
704,1,0.0,2133.806273460388,0.06953921,1000.0,-1547.018336286972,704000,5.588968,0.6042003333568573,0.06953921,0.012646498,423.64886
705,1,0.0,2137.174275159836,0.032889947,1000.0,-1574.2247466667343,705000,5.5796685,0.44715577363967896,0.032889947,0.0043597007,423.1771
706,1,0.0,2140.5023646354675,0.09212969,1000.0,-1592.980765403781,706000,5.522404,0.18549323081970215,0.09212969,0.014698215,416.69736
707,1,0.0,2143.854855775833,0.09389559,1000.0,-1600.7690064950684,707000,5.524331,-0.009618043899536133,0.09389559,0.014475446,412.07724
708,1,0.0,2147.1868257522583,0.06951216,1000.0,-1596.3225580642916,708000,5.5280147,0.019641757011413574,0.06951216,0.011139036,409.4973
709,1,0.0,2150.5494425296783,0.076541275,1000.0,-1616.1287861473006,709000,5.6017404,0.09192746877670288,0.076541275,0.014478674,406.721
710,1,0.0,2153.918658018112,0.03243628,1000.0,-1686.6306911725278,710000,5.6062026,0.2081354856491089,0.03243628,0.0040628966,398.61987
711,1,0.0,2157.265767812729,0.09394859,1000.0,-1686.2108576744772,711000,5.6563706,0.011314690113067627,0.09394859,0.013567099,396.10443
712,1,0.0,2160.588275194168,0.07150251,1000.0,-1702.3892270045897,712000,5.6574497,0.15049070119857788,0.07150251,0.006363285,391.7937
713,1,0.0,2163.9850265979767,0.054909687,1000.0,-1680.049252614111,713000,5.665776,0.06578171253204346,0.054909687,0.0037497082,388.5318
714,1,0.0,2167.372070789337,0.034571104,1000.0,-1685.2437238159414,714000,5.6444488,0.6307482123374939,0.034571104,0.0037478562,378.2851
715,1,0.0,2170.720883846283,0.09988181,1000.0,-1694.7854417396345,715000,5.622253,0.219504714012146,0.09988181,0.014891883,377.6831
716,1,0.0,2174.1084880828857,0.12470038,1000.0,-1766.1711568159758,716000,5.626875,0.8068756610155106,0.12470038,0.01428139,372.9824
717,1,0.0,2177.4847910404205,0.10571988,1000.0,-1852.0350132169071,717000,5.606502,0.8611968010663986,0.10571988,0.012900164,368.67578
718,1,0.0,2181.1731374263763,0.041755248,1000.0,-1859.8395223298933,718000,5.6407256,0.8032401651144028,0.041755248,0.004454299,363.70264
719,1,0.0,2184.5526983737946,0.07535517,1000.0,-1873.1470114600656,719000,5.6897993,0.8192284852266312,0.07535517,0.012340369,365.83832
720,1,0.0,2187.9060895442963,0.09528579,1000.0,-1860.8151428312442,720000,5.655279,0.7179569005966187,0.09528579,0.014008006,366.8148
721,1,0.0,2191.2849447727203,0.04289271,1000.0,-1906.950275605396,721000,5.6285996,0.8292695581912994,0.04289271,0.0044473642,365.84924
722,1,0.0,2194.615149497986,0.08033669,1000.0,-1894.8005272082846,722000,5.6292114,-0.1185845136642456,0.08033669,0.013367455,367.40952
723,1,0.0,2197.9603843688965,0.06204136,1000.0,-1924.6454834129668,723000,5.615291,0.4526859521865845,0.06204136,0.013070181,369.18115
724,1,0.0,2201.3552045822144,0.036764815,1000.0,-1983.4779912172035,724000,5.6258492,0.41425615549087524,0.036764815,0.0038869327,368.47183
725,1,0.0,2204.731731414795,0.066265665,1000.0,-2034.717383049739,725000,5.606383,0.6660521328449249,0.066265665,0.01089876,370.65576
726,1,0.0,2208.0828082561493,0.042950746,1000.0,-2101.6078115588466,726000,5.4958715,0.28232139348983765,0.042950746,0.012415829,384.5374
727,1,0.0,2211.485734939575,0.060789913,1000.0,-2149.022262498193,727000,5.467551,0.4689241647720337,0.060789913,0.012557358,388.68298
728,1,0.0,2214.8557403087616,0.03634154,1000.0,-2237.315206728589,728000,5.458613,0.7912005484104156,0.03634154,0.004126438,388.19012
729,1,0.0,2218.2015986442566,0.044206534,1000.0,-2291.170915944599,729000,5.508795,0.11461746692657471,0.044206534,0.013096677,392.3826
730,1,0.0,2221.545979499817,0.050134085,1000.0,-2350.1498939804123,730000,5.5001826,0.14675754308700562,0.050134085,0.013278402,397.29852
731,1,0.0,2224.9155242443085,0.040789474,1000.0,-2407.0731580713073,731000,5.4730625,0.6567793786525726,0.040789474,0.0051278365,400.24835
732,1,0.0,2228.2933146953583,0.06518408,1000.0,-2451.982873923631,732000,5.438555,-0.07243072986602783,0.06518408,0.014583205,401.5412
733,1,0.0,2231.64470410347,0.09020141,1000.0,-2488.177911788773,733000,5.441412,-0.00972294807434082,0.09020141,0.014261333,401.89667
734,1,0.0,2235.026237010956,0.09396949,1000.0,-2543.4549652510404,734000,5.3764653,0.9624696522951126,0.09396949,0.014082048,396.0853
735,1,0.0,2238.3787248134613,0.06291896,1000.0,-2557.464587001059,735000,5.3676934,0.1016007661819458,0.06291896,0.007166,396.64462
736,1,0.0,2241.719215154648,0.045268606,1000.0,-2624.387836048,736000,5.3586483,0.5695963799953461,0.045268606,0.005808962,393.99127
737,1,0.0,2245.1181149482727,0.04417301,1000.0,-2680.821996581343,737000,5.359846,0.796588271856308,0.04417301,0.0044750534,388.1013
738,1,0.0,2248.4758684635162,0.065270096,1000.0,-2688.9876711096413,738000,5.375426,0.8639320284128189,0.065270096,0.0058344705,374.22665
739,1,0.0,2251.8202176094055,0.08161208,1000.0,-2690.6208116527882,739000,5.3673153,0.8793725520372391,0.08161208,0.00787922,371.52832
740,1,0.0,2255.1705667972565,0.063249975,1000.0,-2685.273286720105,740000,5.333698,0.8617354482412338,0.063249975,0.003985824,351.9582
741,1,0.0,2258.564996242523,0.06372973,1000.0,-2696.779597510102,741000,5.3283086,0.9344775304198265,0.06372973,0.005901889,341.96027
742,1,0.0,2261.8967838287354,0.06478248,1000.0,-2662.2809674806945,742000,5.316717,-0.291287899017334,0.06478248,0.0042411448,335.89102
743,1,0.0,2265.2442724704742,0.053724036,1000.0,-2691.243249967797,743000,5.3295903,0.670714944601059,0.053724036,0.00612842,335.5293
744,1,0.0,2268.617207288742,0.04854654,1000.0,-2705.929095423195,744000,5.2720146,0.8411279022693634,0.04854654,0.011980901,330.08893
745,1,0.0,2271.9563620090485,0.061222356,1000.0,-2666.192877738459,745000,5.2843585,0.2783053517341614,0.061222356,0.0054079895,331.55795
746,1,0.0,2275.288022994995,0.049934037,1000.0,-2652.8184762105025,746000,5.2794976,0.27996212244033813,0.049934037,0.0048218174,336.60883
747,1,0.0,2278.6195957660675,0.058149505,1000.0,-2660.9149618521724,747000,5.2826114,0.3661349415779114,0.058149505,0.004750452,342.61334
748,1,0.0,2281.975043773651,0.057901107,1000.0,-2666.712350562388,748000,5.2399073,0.5663659870624542,0.057901107,0.004140635,345.2753
749,1,0.0,2285.372481584549,0.042606615,1000.0,-2691.013702008354,749000,5.2366347,0.7543115168809891,0.042606615,0.004053653,351.02087
750,1,0.0,2288.7082800865173,0.06604135,1000.0,-2644.955379216838,750000,5.2738867,0.6737219989299774,0.06604135,0.008400383,358.29547
751,1,0.0,2292.047703742981,0.054954916,1000.0,-2636.8119951094604,751000,5.2709355,0.646763950586319,0.054954916,0.004730638,362.6584
752,1,0.0,2295.393817424774,0.07775007,1000.0,-2675.5392449067876,752000,5.2966967,0.1524530053138733,0.07775007,0.013586514,367.56708
753,1,0.0,2298.7033801078796,0.045597784,1000.0,-2682.1594112469775,753000,5.335749,-0.037445068359375,0.045597784,0.0039794147,370.3054
754,1,0.0,2302.061805486679,0.048271082,1000.0,-2622.537182094317,754000,5.3415513,0.10817664861679077,0.048271082,0.0041658487,377.4909
755,1,0.0,2305.380798816681,0.09991518,1000.0,-2621.191375694159,755000,5.325617,0.5625742077827454,0.09991518,0.014331568,378.71686
756,1,0.0,2308.7105989456177,0.050031357,1000.0,-2558.1484755836163,756000,5.3332524,0.5006182491779327,0.050031357,0.0058292644,383.90594
757,1,0.0,2312.0304667949677,0.054850455,1000.0,-2502.8343100210313,757000,5.318053,0.296253502368927,0.054850455,0.003926928,388.27576
758,1,0.0,2315.3472151756287,0.10441075,1000.0,-2464.3983925794914,758000,5.302856,0.5715652704238892,0.10441075,0.013806473,391.0146
759,1,0.0,2318.677255630493,0.051687658,1000.0,-2492.9689919782786,759000,5.3145137,0.7140983939170837,0.051687658,0.0039396277,394.43646
760,1,0.0,2322.0420570373535,0.06293984,1000.0,-2518.986917923578,760000,5.3280687,0.14050841331481934,0.06293984,0.00430075,400.02783
761,1,0.0,2325.3670315742493,0.04879891,1000.0,-2493.1739938693318,761000,5.332575,0.7220369577407837,0.04879891,0.0050867978,400.10974
762,1,0.0,2328.6995363235474,0.054079346,1000.0,-2502.6089823095876,762000,5.3475738,0.5391094386577606,0.054079346,0.005372225,397.22662
763,1,0.0,2332.0478687286377,0.0627607,1000.0,-2494.350735096888,763000,5.306196,0.46965253353118896,0.0627607,0.013937949,393.19012
764,1,0.0,2335.391783952713,0.050601374,1000.0,-2513.732334473112,764000,5.288818,0.631947934627533,0.050601374,0.013040693,403.12082
765,1,0.0,2338.7303314208984,0.06734307,1000.0,-2453.062422643103,765000,5.3124824,0.4378211498260498,0.06734307,0.009453114,399.51398
766,1,0.0,2342.0685889720917,0.06627161,1000.0,-2413.8733289780334,766000,5.3117847,0.5083371102809906,0.06627161,0.0051506516,384.6502
768,2,0.0,2345.4113013744354,0.059329197,1000.0,-2324.5825795592436,768000,5.3057256,0.3935551047325134,0.059329197,0.004408033,375.45782
769,1,0.0,2348.738922595978,0.04445374,1000.0,-2310.40549841873,769000,5.2944293,0.16809028387069702,0.04445374,0.004900103,370.77017
770,1,0.0,2352.097751379013,0.06072411,1000.0,-2352.0409417722926,770000,5.2211256,0.005605161190032959,0.06072411,0.013602267,374.63464
771,1,0.0,2355.4584147930145,0.054220647,1000.0,-2321.636025426202,771000,5.229754,0.2697957158088684,0.054220647,0.006244487,370.0695
772,1,0.0,2358.7738785743713,0.044893824,1000.0,-2311.480837174442,772000,5.210332,0.5029654502868652,0.044893824,0.004379643,366.55
773,1,0.0,2362.135683298111,0.09558157,1000.0,-2289.974977897851,773000,5.1849413,0.5545186102390289,0.09558157,0.014061701,364.91943
774,1,0.0,2365.507739543915,0.05247925,1000.0,-2228.2841905469986,774000,5.138606,0.463814377784729,0.05247925,0.0044457167,366.8516
775,1,0.0,2368.8986909389496,0.040868215,1000.0,-2294.642584906819,775000,5.210308,0.13020771741867065,0.040868215,0.0053006373,371.6846
776,1,0.0,2372.2390518188477,0.058551684,1000.0,-2258.053451581541,776000,5.237694,0.06934762001037598,0.058551684,0.004058913,373.1282
777,1,0.0,2375.557340145111,0.05705281,1000.0,-2217.0779230115286,777000,5.252158,0.2866401672363281,0.05705281,0.00406984,374.7128
778,1,0.0,2378.894035577774,0.056421883,1000.0,-2184.7599947894596,778000,5.249574,-0.057152509689331055,0.056421883,0.012879937,376.7825
779,1,0.0,2382.294699192047,0.034987852,1000.0,-2233.250780895729,779000,5.2385635,-0.04206883907318115,0.034987852,0.004055799,379.51016
780,1,0.0,2385.641670227051,0.04162875,1000.0,-2204.318789747129,780000,5.22077,0.1682766079902649,0.04162875,0.011989671,383.02615
781,1,0.0,2389.0168240070343,0.05062201,1000.0,-2216.543127134466,781000,5.250994,0.19883579015731812,0.05062201,0.010364244,384.64746
783,2,0.0,2392.3787672519684,0.05443455,1000.0,-2254.8802992204337,783000,5.228436,-0.1555342674255371,0.05443455,0.0076770606,377.24005
784,1,0.0,2395.6948771476746,0.056590185,1000.0,-2199.7812761704085,784000,5.2216234,0.2670578360557556,0.056590185,0.0038453839,375.92987
785,1,0.0,2399.040632724762,0.056184135,1000.0,-2276.348145271358,785000,5.17879,0.25374311208724976,0.056184135,0.012525102,370.6586
786,1,0.0,2402.371500015259,0.053760234,1000.0,-2269.2595210374493,786000,5.177513,0.15229493379592896,0.053760234,0.0042214445,365.51163
787,1,0.0,2405.7070741653442,0.060733944,1000.0,-2267.5370094098644,787000,5.164545,0.351984441280365,0.060733944,0.004147025,359.15576
788,1,0.0,2409.0409548282623,0.055403303,1000.0,-2266.587418270557,788000,5.160682,0.03132861852645874,0.055403303,0.0038346655,356.07245
789,1,0.0,2412.362898349762,0.0904289,1000.0,-2214.4101756464675,789000,5.1566997,0.3406410217285156,0.0904289,0.01497586,351.4466
790,1,0.0,2415.750905275345,0.07943554,1000.0,-2284.834530297276,790000,5.1368184,0.133226215839386,0.07943554,0.013769858,350.6439
791,1,0.0,2419.0798892974854,0.061807863,1000.0,-2293.421772356259,791000,5.131532,-0.7831234931945801,0.061807863,0.005002035,348.15955
792,1,0.0,2422.4297909736633,0.06635146,1000.0,-2254.4720486212054,792000,5.1566396,0.3157188892364502,0.06635146,0.00850741,343.35248
793,1,0.0,2425.7464938163757,0.09631017,1000.0,-2253.634222099582,793000,5.1434875,-0.009996533393859863,0.09631017,0.012676487,340.74615
794,1,0.0,2429.077111005783,0.06223598,1000.0,-2248.0149242141174,794000,5.1510625,-0.11325252056121826,0.06223598,0.0038584895,338.95328
795,1,0.0,2432.42059135437,0.07342553,1000.0,-2290.359404086139,795000,5.146156,-0.13389647006988525,0.07342553,0.014563767,341.24454
796,1,0.0,2435.7378203868866,0.101005696,1000.0,-2296.875423172776,796000,5.161968,-0.7838788032531738,0.101005696,0.01438501,347.08707
798,2,0.0,2439.1009118556976,0.032429308,1000.0,-2377.4851848544304,798000,5.181049,0.39527183771133423,0.032429308,0.0045712264,353.0268
799,1,0.0,2442.4819536209106,0.08064873,1000.0,-2411.772816010448,799000,5.1605177,0.24759608507156372,0.08064873,0.013449652,354.45868
800,1,0.0,2445.79549574852,0.048410244,1000.0,-2389.424290691003,800000,5.181819,0.07034391164779663,0.048410244,0.0038696618,349.0893
801,1,0.0,2449.098738193512,0.08887231,1000.0,-2389.97331357426,801000,5.2335587,0.145419180393219,0.08887231,0.01425738,349.11237
802,1,0.0,2452.433978319168,0.05623541,1000.0,-2378.8288774018606,802000,5.2104487,0.2860986590385437,0.05623541,0.0042561847,350.54877
803,1,0.0,2455.8022706508636,0.043140963,1000.0,-2419.835383259525,803000,5.2561426,0.3009382486343384,0.043140963,0.0038348802,353.68622
804,1,0.0,2459.136061191559,0.051636964,1000.0,-2441.375101982041,804000,5.237103,0.04294455051422119,0.051636964,0.0044026803,341.6714
805,1,0.0,2462.4890892505646,0.058374427,1000.0,-2448.874341165363,805000,5.2377324,0.0923537015914917,0.058374427,0.0042416574,342.57626
806,1,0.0,2465.8302533626556,0.04143194,1000.0,-2493.6534351012747,806000,5.252259,0.1599140167236328,0.04143194,0.004293544,341.78235
807,1,0.0,2469.1558849811554,0.09902637,1000.0,-2492.4811897603004,807000,5.2399917,0.3421558737754822,0.09902637,0.014509898,342.73157
808,1,0.0,2472.495152950287,0.05101767,1000.0,-2502.2168340002777,808000,5.2419376,0.16364967823028564,0.05101767,0.0038839064,343.55698
809,1,0.0,2475.811047554016,0.0670596,1000.0,-2492.824196524701,809000,5.2569594,0.5811369121074677,0.0670596,0.0048497263,343.21085
810,1,0.0,2479.1316208839417,0.04813508,1000.0,-2417.506365398235,810000,5.225625,0.011134803295135498,0.04813508,0.0050397217,335.80484
811,1,0.0,2482.480047225952,0.10212854,1000.0,-2488.2716156062197,811000,5.237366,-0.11375701427459717,0.10212854,0.0134093445,336.21176
812,1,0.0,2485.863406896591,0.074914426,1000.0,-2549.7459028889657,812000,5.229226,0.5680835545063019,0.074914426,0.004707665,341.05
813,1,0.0,2489.1713564395905,0.09018811,1000.0,-2544.4472935566896,813000,5.224553,-0.12608957290649414,0.09018811,0.014337597,344.03384
814,1,0.0,2492.4947516918182,0.09580815,1000.0,-2545.6684863665614,814000,5.2102065,0.20980966091156006,0.09580815,0.013957466,345.7251
815,1,0.0,2495.84560751915,0.095004156,1000.0,-2473.3530933605275,815000,5.147955,0.08276712894439697,0.095004156,0.013959842,338.15692
816,1,0.0,2499.1666581630707,0.10977122,1000.0,-2465.6774957008492,816000,5.1181583,0.5561175644397736,0.10977122,0.01378444,340.60016
817,1,0.0,2502.5244274139404,0.048484877,1000.0,-2540.1248095864594,817000,5.1260567,0.028309106826782227,0.048484877,0.014277472,344.3675
818,1,0.0,2505.8828449249268,0.062987335,1000.0,-2537.8429972487147,818000,5.1416807,0.22270655632019043,0.062987335,0.0061749676,346.4159
819,1,0.0,2509.2296488285065,0.09536351,1000.0,-2561.744189686561,819000,5.1387935,0.744764655828476,0.09536351,0.012925642,338.86636
820,1,0.0,2512.5814480781555,0.062021155,1000.0,-2549.385135025562,820000,5.129295,0.4244999885559082,0.062021155,0.0038347784,343.55817
821,1,0.0,2516.2485876083374,0.10652897,1000.0,-2500.3140744918937,821000,5.1484184,0.24993956089019775,0.10652897,0.01460208,342.41464
822,1,0.0,2519.5675172805786,0.09344511,1000.0,-2499.309502013337,822000,5.1989193,-0.09245789051055908,0.09344511,0.014929656,344.38202
823,1,0.0,2522.877202987671,0.15862945,1000.0,-2430.0191144031023,823000,5.2064643,0.6312646269798279,0.15862945,0.014812367,347.94928
824,1,0.0,2526.2479083538055,0.036922984,1000.0,-2480.5211111046965,824000,5.1954722,0.15921449661254883,0.036922984,0.0039694747,355.11136
825,1,0.0,2529.617669582367,0.076894656,1000.0,-2463.5358590655565,825000,5.1821713,0.7790060341358185,0.076894656,0.00406272,355.2082
826,1,0.0,2532.967691898346,0.1012974,1000.0,-2498.7190357562495,826000,5.171748,0.7585130929946899,0.1012974,0.0138128325,353.83456
827,1,0.0,2536.309760093689,0.062161356,1000.0,-2510.9727936953286,827000,5.1637526,0.3571264147758484,0.062161356,0.0043217763,358.70712
828,1,0.0,2539.625759124756,0.06743717,1000.0,-2512.8955477708573,828000,5.160155,0.5116034150123596,0.06743717,0.0039011193,360.4887
829,1,0.0,2542.934988975525,0.09398689,1000.0,-2521.594593875906,829000,5.1893916,0.3511987328529358,0.09398689,0.013598857,361.16376
830,1,0.0,2546.304655790329,0.075492024,1000.0,-2493.620665088305,830000,5.20233,0.6831813752651215,0.075492024,0.004599794,365.33115
831,1,0.0,2549.638116836548,0.060500633,1000.0,-2493.2510601293316,831000,5.175555,-0.038761138916015625,0.060500633,0.004446041,366.23398
832,1,0.0,2553.0216863155365,0.048018645,1000.0,-2569.1226805446895,832000,5.17232,0.767484650015831,0.048018645,0.0040966477,362.21808
833,1,0.0,2556.3308098316193,0.08777167,1000.0,-2564.177098829963,833000,5.1716356,-0.013952374458312988,0.08777167,0.013943002,361.4917
834,1,0.0,2559.6824214458466,0.04578656,1000.0,-2563.7017173008207,834000,5.1409287,0.015772998332977295,0.04578656,0.003965179,359.4972
835,1,0.0,2562.9893045425415,0.09108341,1000.0,-2523.249200216129,835000,5.1065,-0.006878972053527832,0.09108341,0.01381717,356.74585
836,1,0.0,2566.3201785087585,0.060162358,1000.0,-2514.078471018921,836000,5.083764,0.36968135833740234,0.060162358,0.0038046837,348.73224
837,1,0.0,2569.6860094070435,0.059344202,1000.0,-2509.987046190921,837000,5.005426,-0.13406884670257568,0.059344202,0.013114931,351.74094
838,1,0.0,2573.014846086502,0.071756735,1000.0,-2459.615341907587,838000,4.995751,0.504670113325119,0.071756735,0.004257998,345.28027
839,1,0.0,2576.3503527641296,0.0722894,1000.0,-2383.085015165584,839000,4.97251,0.25899386405944824,0.0722894,0.005438971,339.10736
840,1,0.0,2579.680715560913,0.09092763,1000.0,-2375.623353348013,840000,4.9882817,0.03669708967208862,0.09092763,0.014706974,338.84457
841,1,0.0,2583.049565076828,0.06874208,1000.0,-2372.8477832949525,841000,4.977271,0.5562530755996704,0.06874208,0.0040459703,350.9241
842,1,0.0,2586.3717761039734,0.06167163,1000.0,-2373.936130060643,842000,4.956584,0.6620873510837555,0.06167163,0.0037849937,357.8313
843,1,0.0,2589.7226388454437,0.053429082,1000.0,-2401.6230882436566,843000,4.990258,-0.06661748886108398,0.053429082,0.013844763,358.3146
844,1,0.0,2593.0492584705353,0.09336094,1000.0,-2321.6372332235064,844000,4.9835577,-0.035727739334106445,0.09336094,0.014224277,359.65973
845,1,0.0,2596.36278963089,0.092497125,1000.0,-2316.3982741880964,845000,5.0120053,-0.06420350074768066,0.092497125,0.01237244,359.7941
846,1,0.0,2599.6836397647858,0.10192335,1000.0,-2262.5313626979996,846000,5.0285034,0.4173535704612732,0.10192335,0.01395859,360.46783
847,1,0.0,2602.9967987537384,0.049820814,1000.0,-2249.0024220383575,847000,5.0297914,-0.03728652000427246,0.049820814,0.0037566032,360.50217
848,1,0.0,2606.3284075260162,0.06992918,1000.0,-2235.2253085016173,848000,5.035884,0.6020679175853729,0.06992918,0.0040268674,360.87204
849,1,0.0,2609.676121711731,0.060182463,1000.0,-2305.3929498719754,849000,5.0186996,0.7605463713407516,0.060182463,0.004388478,354.72778
850,1,0.0,2612.991226911545,0.10283258,1000.0,-2297.481201261014,850000,5.028804,0.037167489528656006,0.10283258,0.014084835,353.68314
851,1,0.0,2616.3147008419037,0.06974477,1000.0,-2218.156313867977,851000,5.0403624,0.27777475118637085,0.06974477,0.0039908634,355.30518
852,1,0.0,2619.7481310367584,0.06478896,1000.0,-2141.209308916671,852000,5.0182257,0.10126990079879761,0.06478896,0.0037866312,351.44452
853,1,0.0,2623.0709841251373,0.058427718,1000.0,-2142.635233392848,853000,5.068378,-3.211756706237793,0.058427718,0.004412475,355.47998
854,1,0.0,2626.4021384716034,0.06902359,1000.0,-2140.1162769815674,854000,5.0712514,0.14924031496047974,0.06902359,0.004044587,363.58563
855,1,0.0,2629.768066883087,0.055376723,1000.0,-2145.534010581121,855000,5.068139,-0.2236795425415039,0.055376723,0.003982649,361.72177
856,1,0.0,2633.100973367691,0.062388614,1000.0,-2146.3543804122146,856000,5.0522456,0.4385600686073303,0.062388614,0.003759597,360.46793
857,1,0.0,2636.4151878356934,0.092397295,1000.0,-2063.077085191283,857000,5.005487,0.04158097505569458,0.092397295,0.014044125,358.24042
858,1,0.0,2639.7719237804413,0.10362579,1000.0,-2063.6637398289613,858000,4.999348,-0.049802422523498535,0.10362579,0.014619861,355.28287
859,1,0.0,2643.143131017685,0.076551914,1000.0,-2011.9529318033626,859000,5.011537,-0.49083757400512695,0.076551914,0.013216232,359.26
860,1,0.0,2646.503012418747,0.067414746,1000.0,-2024.5436114839645,860000,5.011473,0.6222212910652161,0.067414746,0.003976485,355.22656
861,1,0.0,2649.8887944221497,0.12767585,1000.0,-2021.5756125745763,861000,5.0030756,0.811210960149765,0.12767585,0.0149934925,353.75693
