EpisodesSoFar,EpThisIter,entloss,TimeElapsed,optimgain,EpLenMean,EpTrueRewMean,TimestepsSoFar,entropy,ev_tdlam_before,surrgain,meankl,EpRewMean
1,1,0.0,2.8178012371063232,0.055721693,1000.0,-655.2370167001819,1000,8.483345,0.04843413829803467,0.055721693,0.006611689,714.00256
2,1,0.0,4.893421649932861,0.057514545,1000.0,-643.4841170172513,2000,8.463978,0.2851601243019104,0.057514545,0.0073724636,697.7582
3,1,0.0,7.012075901031494,0.05396016,1000.0,-689.4535940675383,3000,8.467271,0.028161227703094482,0.05396016,0.00694676,696.2412
4,1,0.0,9.364028453826904,0.051934294,1000.0,-640.0827791677685,4000,8.505314,0.0008130073547363281,0.051934294,0.006545131,691.9772
5,1,0.0,11.963817596435547,0.055041574,1000.0,-632.4014260007754,5000,8.539426,0.009672760963439941,0.055041574,0.007448296,694.1869
6,1,0.0,14.72353982925415,0.052127704,1000.0,-640.6523644201794,6000,8.576295,0.001778244972229004,0.052127704,0.0056610364,696.9924
7,1,0.0,17.01051139831543,0.050588347,1000.0,-652.1002730488223,7000,8.599655,0.0006350278854370117,0.050588347,0.006256055,700.39954
8,1,0.0,19.39329957962036,0.05629124,1000.0,-650.7518012950824,8000,8.629837,0.0009725093841552734,0.05629124,0.006042258,704.4419
9,1,0.0,21.799152135849,0.05806083,1000.0,-658.36335876968,9000,8.635943,-0.00032591819763183594,0.05806083,0.0056652594,701.86694
10,1,0.0,24.354060411453247,0.057366878,1000.0,-649.8681887566635,10000,8.633858,0.00021326541900634766,0.057366878,0.0062546334,700.1828
11,1,0.0,27.03473973274231,0.06254889,1000.0,-643.3934360072083,11000,8.657213,0.0005271434783935547,0.06254889,0.0066624787,698.306
12,1,0.0,29.522021770477295,0.058339138,1000.0,-649.499617966596,12000,8.65797,-1.4901161193847656e-05,0.058339138,0.005904301,699.6468
13,1,0.0,31.98362970352173,0.056629922,1000.0,-646.5824415717851,13000,8.682265,5.125999450683594e-06,0.056629922,0.0059706178,702.78674
15,2,0.0,34.427101612091064,0.066340335,1000.0,-662.8898457528396,15000,8.7164345,-1.3113021850585938e-05,0.066340335,0.006240221,704.4496
16,1,0.0,36.865827798843384,0.061610688,1000.0,-670.7194013540934,16000,8.698678,-0.024252891540527344,0.061610688,0.0064120134,706.4271
17,1,0.0,39.298301696777344,0.061118506,1000.0,-670.3386491814165,17000,8.674926,0.0045392513275146484,0.061118506,0.0055634594,709.9251
18,1,0.0,41.73558163642883,0.06489843,1000.0,-666.5283851495466,18000,8.661209,0.0020540356636047363,0.06489843,0.006676287,706.79755
19,1,0.0,44.23793625831604,0.059086993,1000.0,-669.2815583343985,19000,8.70368,-0.0005304813385009766,0.059086993,0.0054603275,703.4321
20,1,0.0,46.72761273384094,0.05998507,1000.0,-670.689113839732,20000,8.66069,-0.00229489803314209,0.05998507,0.005610261,707.24805
21,1,0.0,49.24708271026611,0.06320463,1000.0,-672.7423267415907,21000,8.687811,-0.0007815361022949219,0.06320463,0.005707048,709.82605
22,1,0.0,51.72310018539429,0.06361021,1000.0,-673.3985447195519,22000,8.714467,-0.01023876667022705,0.06361021,0.006714844,710.0098
23,1,0.0,54.19623064994812,0.06643668,1000.0,-677.6967254763782,23000,8.748417,-0.004406094551086426,0.06643668,0.006005805,713.2908
24,1,0.0,56.671130657196045,0.07191372,1000.0,-681.1539801811051,24000,8.732711,0.9162539839744568,0.07191372,0.005354537,703.6453
25,1,0.0,59.143479347229004,0.06297952,1000.0,-680.4020458967553,25000,8.769168,0.003998756408691406,0.06297952,0.005646549,700.8441
26,1,0.0,61.623717308044434,0.06557249,1000.0,-682.9197315964211,26000,8.775883,-0.13558709621429443,0.06557249,0.006591896,705.17993
27,1,0.0,64.09858727455139,0.06178426,1000.0,-693.0960746247787,27000,8.761464,0.11828666925430298,0.06178426,0.0057736966,701.76447
28,1,0.0,66.58103251457214,0.06169017,1000.0,-693.0003603105595,28000,8.739679,0.014341115951538086,0.06169017,0.005457182,703.85297
30,2,0.0,69.05707097053528,0.06569296,1000.0,-696.4827508849926,30000,8.740968,0.17094290256500244,0.06569296,0.0064053396,696.3087
31,1,0.0,71.53070712089539,0.06502028,1000.0,-698.7969290694331,31000,8.727228,0.00777745246887207,0.06502028,0.0053559486,697.9234
32,1,0.0,74.0125629901886,0.06737379,1000.0,-699.8811832543074,32000,8.752155,-0.008691906929016113,0.06737379,0.005902748,698.68225
33,1,0.0,76.49713230133057,0.06624821,1000.0,-706.5659636999,33000,8.768869,0.005876362323760986,0.06624821,0.0058271196,695.2261
34,1,0.0,78.98290920257568,0.07535341,1000.0,-709.0788212078712,34000,8.795965,0.8888787105679512,0.07535341,0.006319646,689.41895
35,1,0.0,81.46679377555847,0.06696147,1000.0,-715.063309826753,35000,8.829711,0.0706138014793396,0.06696147,0.0051426715,686.7776
36,1,0.0,83.95815825462341,0.057156645,1000.0,-719.2178372376442,36000,8.837236,-0.0026056766510009766,0.057156645,0.005190612,688.5892
37,1,0.0,86.46972465515137,0.05979737,1000.0,-721.5815804874335,37000,8.841851,0.06195348501205444,0.05979737,0.005721642,691.9998
38,1,0.0,88.94187998771667,0.065552294,1000.0,-724.628190962984,38000,8.854204,0.012504220008850098,0.065552294,0.0057205777,693.51697
39,1,0.0,91.41770148277283,0.07808101,1000.0,-730.8309489716099,39000,8.892453,0.8790830001235008,0.07808101,0.005707463,685.6371
40,1,0.0,93.90330910682678,0.069393426,1000.0,-733.6044793765893,40000,8.898204,-0.0006295442581176758,0.069393426,0.0055037905,687.3656
41,1,0.0,96.39858818054199,0.062295847,1000.0,-739.6999073577123,41000,8.892101,0.008799135684967041,0.062295847,0.0051921755,686.33575
42,1,0.0,98.89347696304321,0.08219989,1000.0,-747.9051545355181,42000,8.914985,0.047024548053741455,0.08219989,0.008320895,683.61755
43,1,0.0,101.39085578918457,0.075802654,1000.0,-745.0334589047792,43000,8.947796,-0.15303301811218262,0.075802654,0.006029376,684.4122
44,1,0.0,103.88167476654053,0.06510436,1000.0,-751.694663313586,44000,8.923777,0.008970379829406738,0.06510436,0.0057264566,688.084
45,1,0.0,106.36576676368713,0.0684866,1000.0,-756.2127615035824,45000,8.9499,-0.14089882373809814,0.0684866,0.005631279,685.4247
46,1,0.0,108.8485255241394,0.06740472,1000.0,-765.129123313185,46000,8.95063,0.014778196811676025,0.06740472,0.0061168564,683.88043
47,1,0.0,111.33218932151794,0.06929058,1000.0,-767.9564352633543,47000,8.951649,0.005250513553619385,0.06929058,0.005965803,683.8761
48,1,0.0,113.81259489059448,0.06969812,1000.0,-770.9348647076316,48000,8.973921,0.025623679161071777,0.06969812,0.0069454033,684.0035
49,1,0.0,116.28465175628662,0.06898334,1000.0,-774.7766866966947,49000,8.960762,0.009293437004089355,0.06898334,0.006341679,685.4434
50,1,0.0,118.76781511306763,0.075030185,1000.0,-780.9242729405194,50000,8.95349,-0.020725727081298828,0.075030185,0.006738346,684.02704
51,1,0.0,121.26078248023987,0.0691403,1000.0,-788.6363682839508,51000,8.98311,0.031097769737243652,0.0691403,0.0057717185,681.65967
52,1,0.0,123.74227285385132,0.07239834,1000.0,-792.6613382029743,52000,9.019909,0.030612170696258545,0.07239834,0.0064484715,682.18665
53,1,0.0,126.22966980934143,0.07291563,1000.0,-797.9204994974737,53000,9.038408,-0.026021122932434082,0.07291563,0.006263377,683.93835
54,1,0.0,128.75015592575073,0.07142535,1000.0,-798.3854522941373,54000,9.0378,0.04558497667312622,0.07142535,0.0059612235,686.82794
55,1,0.0,131.42650198936462,0.07458393,1000.0,-803.6027122217071,55000,9.0686035,0.12585383653640747,0.07458393,0.0070811496,681.0736
56,1,0.0,134.1067202091217,0.0754022,1000.0,-804.6792630599524,56000,9.078013,0.582341194152832,0.0754022,0.0068039782,681.7507
57,1,0.0,136.57759189605713,0.0692164,1000.0,-815.3476404961887,57000,9.073229,0.15827935934066772,0.0692164,0.00582428,679.48035
58,1,0.0,139.05695128440857,0.07016601,1000.0,-823.6566242666893,58000,9.072387,0.05830681324005127,0.07016601,0.0066323476,682.1169
59,1,0.0,141.52882623672485,0.07366945,1000.0,-829.2899576741413,59000,9.093984,0.1157916784286499,0.07366945,0.006608548,683.6776
60,1,0.0,144.00376057624817,0.06713582,1000.0,-833.9390563964864,60000,9.1005745,0.06975769996643066,0.06713582,0.006579475,683.9035
61,1,0.0,146.48526573181152,0.06611421,1000.0,-840.2169681312587,61000,9.095868,0.07861876487731934,0.06611421,0.0057745315,683.5038
62,1,0.0,148.9581286907196,0.06902806,1000.0,-848.129002377949,62000,9.051811,-0.002051234245300293,0.06902806,0.0068985824,683.35547
63,1,0.0,151.42658376693726,0.067979336,1000.0,-851.231164665894,63000,9.060657,0.07780122756958008,0.067979336,0.0062244693,683.28735
64,1,0.0,153.89909958839417,0.06816576,1000.0,-856.1748163985219,64000,9.060548,0.13197165727615356,0.06816576,0.0061567556,688.80334
65,1,0.0,156.37991976737976,0.07852127,1000.0,-863.9612029658225,65000,9.068044,0.7819631546735764,0.07852127,0.0068604276,690.97955
66,1,0.0,158.8672034740448,0.07606981,1000.0,-869.1869437370157,66000,9.085518,0.1435929536819458,0.07606981,0.005978513,687.9834
67,1,0.0,161.37089848518372,0.077320725,1000.0,-869.1014535920673,67000,9.077067,0.7730557918548584,0.077320725,0.007878318,690.1607
68,1,0.0,163.86757135391235,0.0756676,1000.0,-874.4386333154223,68000,9.066285,0.11891543865203857,0.0756676,0.0072218464,685.3429
69,1,0.0,166.36988830566406,0.065025225,1000.0,-878.4977592451463,69000,9.095446,-0.00806272029876709,0.065025225,0.006862307,688.75446
70,1,0.0,168.8624198436737,0.068658546,1000.0,-885.2419490812539,70000,9.0885515,0.0341266393661499,0.068658546,0.00574932,687.1141
71,1,0.0,171.36609482765198,0.075805575,1000.0,-889.0293854554405,71000,9.090629,0.05874741077423096,0.075805575,0.006317813,686.7349
72,1,0.0,173.86993670463562,0.07481657,1000.0,-892.4019149844311,72000,9.061107,0.04331374168395996,0.07481657,0.005406307,686.58466
73,1,0.0,176.36477851867676,0.067666516,1000.0,-892.1813323124785,73000,9.059651,0.08297395706176758,0.067666516,0.006459429,689.00085
74,1,0.0,178.86284399032593,0.07115851,1000.0,-894.6136983187895,74000,9.065257,0.015727221965789795,0.07115851,0.0065705515,693.0858
75,1,0.0,181.39700770378113,0.082650304,1000.0,-895.5644434914177,75000,9.050007,0.7003333270549774,0.082650304,0.006686771,693.28815
76,1,0.0,183.9810287952423,0.06250566,1000.0,-895.7207712860848,76000,9.060008,-0.0057713985443115234,0.06250566,0.005740785,692.6688
77,1,0.0,186.5489776134491,0.07492613,1000.0,-900.7504565084055,77000,9.055244,0.03715139627456665,0.07492613,0.0067811524,688.9254
78,1,0.0,189.09593200683594,0.063586324,1000.0,-900.0575272648628,78000,9.126454,0.021687626838684082,0.063586324,0.0072598713,687.65546
79,1,0.0,191.64945220947266,0.07636458,1000.0,-900.8992934320202,79000,9.142457,0.04610121250152588,0.07636458,0.006472518,693.2171
80,1,0.0,194.1869444847107,0.080637485,1000.0,-903.609832706819,80000,9.130669,0.08039426803588867,0.080637485,0.007398152,689.4088
81,1,0.0,196.72818303108215,0.07216265,1000.0,-905.0834666896055,81000,9.131417,0.08175921440124512,0.07216265,0.006453881,689.41125
82,1,0.0,199.27944254875183,0.07460073,1000.0,-909.0106767900701,82000,9.138385,0.06610804796218872,0.07460073,0.006757614,688.9325
83,1,0.0,201.85050463676453,0.07471598,1000.0,-913.8183453997921,83000,9.151612,0.03907787799835205,0.07471598,0.0064449236,687.03955
84,1,0.0,204.40172958374023,0.071440324,1000.0,-918.5220731201431,84000,9.154122,-0.005431532859802246,0.071440324,0.006547765,682.8844
85,1,0.0,206.87692594528198,0.07258609,1000.0,-923.5963197015035,85000,9.136557,0.06195521354675293,0.07258609,0.0071781557,683.2914
86,1,0.0,209.3026897907257,0.07645143,1000.0,-920.75608027475,86000,9.138546,0.050703465938568115,0.07645143,0.0066375956,683.38165
87,1,0.0,211.7355773448944,0.07466835,1000.0,-923.3406832716161,87000,9.140856,0.06608808040618896,0.07466835,0.006154378,681.1174
88,1,0.0,214.1648712158203,0.07504772,1000.0,-928.2100170893166,88000,9.157711,-0.0133897066116333,0.07504772,0.006808941,679.17285
89,1,0.0,216.5902464389801,0.07480727,1000.0,-930.0049930165853,89000,9.12614,0.027251124382019043,0.07480727,0.006500842,676.2163
90,1,0.0,219.01850867271423,0.07105823,1000.0,-931.9075041372446,90000,9.0922165,0.023772895336151123,0.07105823,0.00740763,677.0794
91,1,0.0,221.44807815551758,0.077332035,1000.0,-933.4788654302887,91000,9.091322,-0.0008341073989868164,0.077332035,0.006590253,678.4237
92,1,0.0,223.876966714859,0.07890299,1000.0,-933.1551567721506,92000,9.058174,0.0007079243659973145,0.07890299,0.007868467,675.48193
93,1,0.0,226.3037292957306,0.07648985,1000.0,-937.6627116322088,93000,9.078002,0.03753083944320679,0.07648985,0.007426858,670.4757
94,1,0.0,228.7338364124298,0.07291566,1000.0,-940.2410230000984,94000,9.07796,0.007358193397521973,0.07291566,0.0068297563,666.7705
95,1,0.0,231.15820932388306,0.07472703,1000.0,-943.3672121663465,95000,9.0877,0.00010967254638671875,0.07472703,0.007114266,668.69714
96,1,0.0,233.58053612709045,0.077513814,1000.0,-949.5308619894153,96000,9.061726,-0.001278996467590332,0.077513814,0.006602602,663.0248
97,1,0.0,236.0097680091858,0.08395619,1000.0,-947.9050792698674,97000,9.0670595,0.7430448830127716,0.08395619,0.0075129364,660.92645
98,1,0.0,238.43601393699646,0.07074388,1000.0,-949.0832264879436,98000,9.069103,-0.013353705406188965,0.07074388,0.0070030526,656.293
99,1,0.0,240.85925149917603,0.07392095,1000.0,-950.6240126195974,99000,9.077406,0.0018731355667114258,0.07392095,0.007128816,653.0083
100,1,0.0,243.28011989593506,0.0712151,1000.0,-951.5282077264859,100000,9.0816145,0.006304144859313965,0.0712151,0.007278626,647.502
101,1,0.0,245.70903182029724,0.07429065,1000.0,-951.6116758258779,101000,9.086913,0.0038565993309020996,0.07429065,0.0076283887,643.6936
102,1,0.0,248.1352081298828,0.07695575,1000.0,-951.5329231149917,102000,9.089313,0.013096988201141357,0.07695575,0.0074077244,641.15735
103,1,0.0,250.72106552124023,0.08253951,1000.0,-954.4660526907825,103000,9.085528,0.042000651359558105,0.08253951,0.007025216,636.18835
104,1,0.0,253.14637184143066,0.08466545,1000.0,-955.1287562639366,104000,9.076429,0.022973954677581787,0.08466545,0.006782441,633.1737
105,1,0.0,255.5691533088684,0.0790782,1000.0,-956.4990578479963,105000,9.065013,0.0002772808074951172,0.0790782,0.0077002305,629.1519
106,1,0.0,257.9952440261841,0.08392291,1000.0,-960.0572371447012,106000,9.070722,0.0017371773719787598,0.08392291,0.007066804,625.69257
107,1,0.0,260.6063370704651,0.079425916,1000.0,-963.4255263252426,107000,9.094242,0.010892808437347412,0.079425916,0.006961718,620.9698
108,1,0.0,263.14033341407776,0.07744445,1000.0,-966.5785636704611,108000,9.102824,0.001138448715209961,0.07744445,0.008460713,620.45233
109,1,0.0,265.5934462547302,0.08153339,1000.0,-971.6077430674401,109000,9.096676,0.004216134548187256,0.08153339,0.008230421,613.7428
110,1,0.0,268.0404849052429,0.07784592,1000.0,-972.8667189507963,110000,9.085559,0.0015326142311096191,0.07784592,0.0074166176,614.05334
111,1,0.0,270.49429273605347,0.08243781,1000.0,-977.9667041409523,111000,9.08564,0.010563373565673828,0.08243781,0.0072824582,608.8075
112,1,0.0,272.94307351112366,0.08156813,1000.0,-980.6956881396243,112000,9.090587,0.0053997039794921875,0.08156813,0.007761102,604.8426
113,1,0.0,275.39719223976135,0.07497473,1000.0,-983.4093529565165,113000,9.086722,0.015321612358093262,0.07497473,0.008360692,601.2938
114,1,0.0,277.85324883461,0.09011112,1000.0,-991.4091028484976,114000,9.08484,0.03136211633682251,0.09011112,0.006919548,596.1865
115,1,0.0,280.3036165237427,0.08320166,1000.0,-995.089312834056,115000,9.106271,0.022648155689239502,0.08320166,0.008239478,593.6667
116,1,0.0,282.7537078857422,0.081897765,1000.0,-999.7977631018373,116000,9.107108,0.0033903121948242188,0.081897765,0.008023019,588.8456
117,1,0.0,285.2064447402954,0.07975865,1000.0,-1002.503579199375,117000,9.109077,0.001321256160736084,0.07975865,0.007522341,584.2529
118,1,0.0,287.6532504558563,0.08435166,1000.0,-1009.8378493924258,118000,9.106935,0.007152080535888672,0.08435166,0.0076597715,578.86523
119,1,0.0,290.09053230285645,0.08147234,1000.0,-1013.8058944101485,119000,9.106922,0.027461469173431396,0.08147234,0.0074529364,574.55804
120,1,0.0,292.52441787719727,0.08235745,1000.0,-1020.9044357544157,120000,9.131644,-0.0017033815383911133,0.08235745,0.0070136813,570.2774
121,1,0.0,294.95736384391785,0.0772998,1000.0,-1025.926649153988,121000,9.118168,0.0075411200523376465,0.0772998,0.008137006,565.3034
122,1,0.0,297.42547583580017,0.08151749,1000.0,-1022.7261032079565,122000,9.120189,0.012100696563720703,0.08151749,0.0069415476,564.3254
123,1,0.0,299.93719816207886,0.08634497,1000.0,-1027.517346218725,123000,9.107042,0.003749251365661621,0.08634497,0.008016944,560.44025
124,1,0.0,302.34423565864563,0.07919643,1000.0,-1029.7344783511405,124000,9.124146,0.0038152337074279785,0.07919643,0.0071625924,556.7755
125,1,0.0,304.7441611289978,0.08503053,1000.0,-1032.7281274436111,125000,9.111766,0.0015357732772827148,0.08503053,0.0072566383,553.4276
126,1,0.0,307.15386390686035,0.07916473,1000.0,-1034.9247500489134,126000,9.108083,0.002916872501373291,0.07916473,0.0068382425,550.2053
128,2,0.0,309.55813694000244,0.08838469,1000.0,-1043.9646063284883,128000,9.112233,-0.001861572265625,0.08838469,0.008909788,541.57556
129,1,0.0,311.9611704349518,0.08180365,1000.0,-1048.6329012838717,129000,9.111097,0.011321067810058594,0.08180365,0.007750276,538.64777
130,1,0.0,314.36145210266113,0.09302741,1000.0,-1052.5297865365226,130000,9.101186,-0.0641942024230957,0.09302741,0.009382468,535.02673
131,1,0.0,316.7582507133484,0.081207976,1000.0,-1055.6076054401688,131000,9.102583,0.0053258538246154785,0.081207976,0.007251352,530.9135
132,1,0.0,319.1432514190674,0.08129124,1000.0,-1061.892745948818,132000,9.097294,0.004043936729431152,0.08129124,0.008459555,527.826
133,1,0.0,321.43449902534485,0.08121578,1000.0,-1064.7031578577144,133000,9.095326,0.008597195148468018,0.08121578,0.0076235067,524.66516
134,1,0.0,323.728661775589,0.08394347,1000.0,-1067.2183604279812,134000,9.114369,-0.0040531158447265625,0.08394347,0.007818381,521.2375
135,1,0.0,326.0244405269623,0.08431948,1000.0,-1070.9366890499211,135000,9.100094,-0.00028884410858154297,0.08431948,0.008232088,516.8767
136,1,0.0,328.6223635673523,0.08450681,1000.0,-1069.7848357185294,136000,9.099377,0.00568079948425293,0.08450681,0.008682492,515.27747
137,1,0.0,330.94982647895813,0.08758734,1000.0,-1073.1124351382618,137000,9.080067,0.008561789989471436,0.08758734,0.007960056,511.71466
138,1,0.0,333.2791266441345,0.07514961,1000.0,-1075.3627244651868,138000,9.096059,0.0028089284896850586,0.07514961,0.007910594,509.00568
139,1,0.0,335.60087513923645,0.08602199,1000.0,-1078.8441357756412,139000,9.098795,0.006805241107940674,0.08602199,0.008053219,506.82657
140,1,0.0,337.92454385757446,0.08235089,1000.0,-1083.613193273693,140000,9.099612,0.007948517799377441,0.08235089,0.007964654,504.21347
141,1,0.0,340.2326111793518,0.08170226,1000.0,-1086.0822770661794,141000,9.1095,0.016845881938934326,0.08170226,0.008067704,501.2635
143,2,0.0,342.5510401725769,0.08297446,1000.0,-1092.1052865862378,143000,9.111203,0.005121111869812012,0.08297446,0.0081166625,494.289
144,1,0.0,344.8702630996704,0.08024809,1000.0,-1095.4520625486293,144000,9.082645,0.018076181411743164,0.08024809,0.0079391515,490.51154
145,1,0.0,347.1921136379242,0.08500749,1000.0,-1100.2350968202225,145000,9.09904,0.009343743324279785,0.08500749,0.0080949515,487.42773
146,1,0.0,349.5028793811798,0.083524644,1000.0,-1099.4486930941778,146000,9.103193,0.017780959606170654,0.083524644,0.008866528,484.23886
147,1,0.0,351.8043005466461,0.075748645,1000.0,-1102.362172342737,147000,9.103568,0.006300866603851318,0.075748645,0.007729927,481.85956
148,1,0.0,354.1086881160736,0.08384134,1000.0,-1103.8767280667864,148000,9.106514,0.009688258171081543,0.08384134,0.0080993185,478.73404
149,1,0.0,356.41258549690247,0.09137468,1000.0,-1103.1629306012094,149000,9.0793495,0.05193984508514404,0.09137468,0.00801491,478.49423
150,1,0.0,358.71994829177856,0.08102481,1000.0,-1102.1050913747129,150000,9.083373,0.05413323640823364,0.08102481,0.0076000635,475.57196
151,1,0.0,361.0251638889313,0.08674155,1000.0,-1101.5788098094158,151000,9.087593,0.013328492641448975,0.08674155,0.009352149,472.9743
152,1,0.0,363.33106994628906,0.090286955,1000.0,-1103.6950773021015,152000,9.067098,0.006590902805328369,0.090286955,0.008938183,469.68906
153,1,0.0,365.6394431591034,0.07855706,1000.0,-1104.056758155853,153000,9.077516,0.03736168146133423,0.07855706,0.009095008,466.39893
154,1,0.0,367.9441657066345,0.0791395,1000.0,-1102.1488032102693,154000,9.079833,0.04307377338409424,0.0791395,0.009325174,465.05215
155,1,0.0,370.24745297431946,0.08728887,1000.0,-1101.7981708549137,155000,9.075183,0.027917206287384033,0.08728887,0.007850828,462.3043
156,1,0.0,372.5498435497284,0.08905557,1000.0,-1100.7471263298137,156000,9.08211,0.035514771938323975,0.08905557,0.008311102,459.43585
158,2,0.0,374.8548445701599,0.08975081,1000.0,-1098.8613612807117,158000,9.081856,0.03921228647232056,0.08975081,0.00802379,456.00644
159,1,0.0,377.1577236652374,0.082444385,1000.0,-1097.6835064348645,159000,9.063517,0.057204604148864746,0.082444385,0.008263176,454.64542
160,1,0.0,379.4565432071686,0.08844835,1000.0,-1093.4013068556385,160000,9.056806,0.05502200126647949,0.08844835,0.008705098,454.4206
161,1,0.0,381.75958776474,0.086218216,1000.0,-1092.1081635214505,161000,9.042968,0.016049087047576904,0.086218216,0.007877425,452.08917
162,1,0.0,384.06662106513977,0.090959415,1000.0,-1096.2596649496827,162000,9.028188,0.03351461887359619,0.090959415,0.00840374,449.17877
163,1,0.0,386.36949014663696,0.0841132,1000.0,-1095.8761782096178,163000,9.029951,0.063163161277771,0.0841132,0.008308308,446.8872
164,1,0.0,388.66331458091736,0.10661025,1000.0,-1097.5780153614496,164000,9.032634,0.05919438600540161,0.10661025,0.00957231,443.7705
165,1,0.0,390.96071672439575,0.09103176,1000.0,-1098.2112264510083,165000,9.027591,0.023710668087005615,0.09103176,0.008887328,441.6416
166,1,0.0,393.3292179107666,0.08927667,1000.0,-1101.1514355257937,166000,9.022991,0.054275333881378174,0.08927667,0.008430004,438.0534
167,1,0.0,395.64581632614136,0.08148426,1000.0,-1098.4564393129474,167000,9.025013,0.05484718084335327,0.08148426,0.008354068,437.23444
168,1,0.0,397.9683644771576,0.088208444,1000.0,-1100.3269507718182,168000,9.019405,0.05046725273132324,0.088208444,0.008365657,434.00522
169,1,0.0,400.3212254047394,0.08259638,1000.0,-1101.091450036202,169000,9.017687,0.034137725830078125,0.08259638,0.008573892,430.75113
170,1,0.0,402.69005274772644,0.088634014,1000.0,-1101.9799962032928,170000,9.013629,0.012017309665679932,0.088634014,0.008038102,427.46063
171,1,0.0,405.01063776016235,0.083697945,1000.0,-1101.1166385980175,171000,9.015001,0.020580172538757324,0.083697945,0.0085328575,425.33807
172,1,0.0,407.3305447101593,0.08908514,1000.0,-1098.6483986946055,172000,8.996937,-0.003514528274536133,0.08908514,0.009039765,423.19342
173,1,0.0,409.625869512558,0.082284324,1000.0,-1096.8643453302814,173000,9.002876,0.03137195110321045,0.082284324,0.008627706,420.94864
174,1,0.0,411.9267854690552,0.08397658,1000.0,-1097.3912690085654,174000,9.010732,0.06351721286773682,0.08397658,0.008533503,418.0871
175,1,0.0,414.2436738014221,0.08167812,1000.0,-1096.247695429546,175000,9.026991,0.045345842838287354,0.08167812,0.008783147,416.11084
176,1,0.0,416.65527510643005,0.08499645,1000.0,-1098.1107970860012,176000,9.026869,0.010184049606323242,0.08499645,0.007969125,413.45734
177,1,0.0,419.0544764995575,0.09040735,1000.0,-1096.8416663126955,177000,9.021196,0.04133981466293335,0.09040735,0.008627059,411.93652
178,1,0.0,421.4571430683136,0.0878983,1000.0,-1097.4913334449457,178000,9.01257,0.035123229026794434,0.0878983,0.009561859,409.9389
179,1,0.0,423.8791220188141,0.08403325,1000.0,-1096.7801602760069,179000,9.010372,0.0471804141998291,0.08403325,0.0076662097,406.87543
180,1,0.0,426.33827209472656,0.08342227,1000.0,-1095.2951056258748,180000,9.0078535,0.03288024663925171,0.08342227,0.008883093,404.40524
181,1,0.0,428.812374830246,0.08362396,1000.0,-1093.7656291578674,181000,9.012013,0.012913882732391357,0.08362396,0.008400962,402.03497
182,1,0.0,431.2247929573059,0.08911875,1000.0,-1093.684086986466,182000,9.006222,0.068667471408844,0.08911875,0.009330643,399.13254
183,1,0.0,433.6090795993805,0.10335734,1000.0,-1093.1641002981141,183000,8.997873,0.13272243738174438,0.10335734,0.008835621,396.96005
184,1,0.0,436.2561922073364,0.10476881,1000.0,-1101.3854570356864,184000,8.999622,0.8610823899507523,0.10476881,0.008742986,388.69418
185,1,0.0,438.85739755630493,0.096998945,1000.0,-1100.4396006143063,185000,8.999149,0.06383955478668213,0.096998945,0.009498041,386.1944
186,1,0.0,441.5373601913452,0.08781677,1000.0,-1100.289375112779,186000,8.997693,0.035263121128082275,0.08781677,0.009015245,384.24536
187,1,0.0,444.44147539138794,0.08993298,1000.0,-1097.762182236784,187000,8.995441,0.028342127799987793,0.08993298,0.008353647,382.34488
188,1,0.0,447.1926290988922,0.09219392,1000.0,-1098.4975763099235,188000,8.988359,-0.007493734359741211,0.09219392,0.008258874,380.5573
189,1,0.0,450.0156321525574,0.10054603,1000.0,-1098.1873310999179,189000,8.989268,0.1358776092529297,0.10054603,0.008394632,378.1445
190,1,0.0,452.9569993019104,0.08514727,1000.0,-1103.7628372667405,190000,8.985065,0.009678483009338379,0.08514727,0.008833515,375.45306
191,1,0.0,455.8882222175598,0.09754395,1000.0,-1106.4117691157608,191000,8.983277,0.018887996673583984,0.09754395,0.009479467,373.00842
192,1,0.0,458.6796078681946,0.0884833,1000.0,-1107.8478012909627,192000,8.987926,0.06831091642379761,0.0884833,0.009295475,370.5717
193,1,0.0,461.86720728874207,0.08880403,1000.0,-1110.5715273220499,193000,8.990344,0.07097864151000977,0.08880403,0.008016214,368.1056
194,1,0.0,464.80584263801575,0.08914621,1000.0,-1110.0392081239213,194000,8.992672,0.01051628589630127,0.08914621,0.009621617,366.12662
195,1,0.0,467.8040430545807,0.090142965,1000.0,-1110.0946839701082,195000,8.995609,0.05744946002960205,0.090142965,0.008686567,364.15732
196,1,0.0,470.6642029285431,0.08626898,1000.0,-1109.8485526156041,196000,8.985597,0.041256606578826904,0.08626898,0.00890802,362.15298
197,1,0.0,473.5513958930969,0.094337575,1000.0,-1110.9428824848724,197000,8.980522,0.048412203788757324,0.094337575,0.009031723,359.7005
198,1,0.0,476.6250972747803,0.087626755,1000.0,-1113.9044787752898,198000,8.980592,0.09694766998291016,0.087626755,0.009412817,357.002
199,1,0.0,479.96665120124817,0.09570163,1000.0,-1116.3683170669804,199000,8.983629,0.04564946889877319,0.09570163,0.009207044,355.33707
200,1,0.0,482.976854801178,0.08960549,1000.0,-1117.7441857934314,200000,8.991262,0.019664406776428223,0.08960549,0.008818446,352.61856
201,1,0.0,486.28811836242676,0.08726512,1000.0,-1118.4754098291646,201000,8.994942,0.05082613229751587,0.08726512,0.010584651,350.72668
