EpRewMean,TimestepsSoFar,ev_tdlam_before,optimgain,EpTrueRewMean,meankl,entropy,EpThisIter,EpisodesSoFar,TimeElapsed,surrgain,EpLenMean,entloss
781.5771,1000,0.5734157562255859,0.05768524,-595.7922743843475,0.0066466704,8.524371,1,1,2.541785955429077,0.05768524,1000.0,0.0
772.05457,2000,0.01686704158782959,0.05639017,-643.8011114335202,0.007363255,8.580391,1,2,4.632544040679932,0.05639017,1000.0,0.0
773.53534,3000,0.08675634860992432,0.05080021,-643.4164832829305,0.007680502,8.571821,1,3,6.788223743438721,0.05080021,1000.0,0.0
769.2462,4000,0.0015151500701904297,0.055264436,-627.0031995372393,0.0067442064,8.570014,1,4,9.010549783706665,0.055264436,1000.0,0.0
764.6592,5000,-0.001334547996520996,0.052703325,-630.1880468586303,0.006948311,8.564374,1,5,11.190680027008057,0.052703325,1000.0,0.0
760.05664,6000,-0.00045943260192871094,0.04932975,-619.0245714783368,0.0068791583,8.582264,1,6,13.324227571487427,0.04932975,1000.0,0.0
754.88916,7000,-0.0008893013000488281,0.050688084,-629.2950703431219,0.0068989918,8.569138,1,7,15.360970973968506,0.050688084,1000.0,0.0
753.5029,8000,-0.0005403757095336914,0.054855257,-643.4179156665048,0.0063694622,8.59859,1,8,17.38753390312195,0.054855257,1000.0,0.0
748.66595,9000,0.00045949220657348633,0.057113368,-646.250699397168,0.006567507,8.652777,1,9,19.408933401107788,0.057113368,1000.0,0.0
745.01306,10000,0.0010280013084411621,0.058332294,-644.312386052511,0.005659192,8.636472,1,10,21.43978977203369,0.058332294,1000.0,0.0
746.2451,11000,-0.0025949478149414062,0.059235223,-659.5771652053737,0.005481346,8.638118,1,11,23.468574285507202,0.059235223,1000.0,0.0
749.68066,12000,0.0008004307746887207,0.054779332,-669.694931903609,0.005688688,8.619874,1,12,25.520623922348022,0.054779332,1000.0,0.0
751.8271,13000,-0.005594730377197266,0.06455661,-670.1075724973342,0.0058068815,8.606267,1,13,27.566854238510132,0.06455661,1000.0,0.0
752.653,15000,0.0020294785499572754,0.06636281,-668.1057705596878,0.0051114997,8.602298,2,15,29.614412546157837,0.06636281,1000.0,0.0
751.7789,16000,0.005715429782867432,0.06054096,-664.7495117667368,0.0068164673,8.6075325,1,16,31.669010639190674,0.06054096,1000.0,0.0
750.41455,17000,0.0026584863662719727,0.062463082,-668.8279467371988,0.00599394,8.63592,1,17,33.70630764961243,0.062463082,1000.0,0.0
745.999,18000,-0.5005245208740234,0.08005891,-668.802986112845,0.005987742,8.628421,1,18,35.7463321685791,0.08005891,1000.0,0.0
743.52423,19000,0.10447347164154053,0.05670105,-674.3285495520646,0.0057525695,8.640273,1,19,37.78466606140137,0.05670105,1000.0,0.0
745.10187,20000,0.017262816429138184,0.0550294,-672.3306799716378,0.0049899435,8.627198,1,20,39.824007749557495,0.0550294,1000.0,0.0
744.905,21000,0.23634690046310425,0.0663403,-668.843397353319,0.0064499434,8.641183,1,21,41.87242245674133,0.0663403,1000.0,0.0
744.0064,22000,0.42430204153060913,0.069619425,-674.3702654106205,0.0065284474,8.667279,1,22,43.954310178756714,0.069619425,1000.0,0.0
742.39105,23000,0.6247072815895081,0.068484455,-675.74419915677,0.005854698,8.677613,1,23,46.01538562774658,0.068484455,1000.0,0.0
744.68134,24000,-0.0023463964462280273,0.05950272,-678.4258412013384,0.0060778353,8.686236,1,24,48.06536889076233,0.05950272,1000.0,0.0
746.29126,25000,-0.001214146614074707,0.06265321,-682.2797922819168,0.0053192875,8.676824,1,25,50.12657022476196,0.06265321,1000.0,0.0
751.8294,26000,0.06136584281921387,0.067306414,-688.1718579198816,0.0061748545,8.638065,1,26,52.205005407333374,0.067306414,1000.0,0.0
753.5997,27000,0.3147979974746704,0.07132001,-691.8358278731198,0.005937301,8.613826,1,27,54.25138282775879,0.07132001,1000.0,0.0
755.77234,28000,-0.0013184547424316406,0.06732893,-693.6556903425563,0.0064997002,8.567706,1,28,56.29382252693176,0.06732893,1000.0,0.0
754.16736,30000,0.14762139320373535,0.06891464,-699.8293201049459,0.006053423,8.551571,2,30,58.33455181121826,0.06891464,1000.0,0.0
750.5326,31000,0.7305572032928467,0.07349533,-699.4245935056217,0.006596745,8.523739,1,31,60.37753081321716,0.07349533,1000.0,0.0
752.6177,32000,0.03873288631439209,0.06915932,-701.3266751273039,0.005371383,8.553089,1,32,62.434309005737305,0.06915932,1000.0,0.0
748.15295,33000,0.7916444689035416,0.070978194,-703.5999989007323,0.0071932944,8.545528,1,33,64.50644183158875,0.070978194,1000.0,0.0
746.11475,34000,0.8416360467672348,0.071759075,-705.419223521542,0.0064733285,8.564084,1,34,66.54985809326172,0.071759075,1000.0,0.0
752.3311,35000,0.5684939324855804,0.07336001,-707.4603053867933,0.0063968413,8.5620775,1,35,68.60235548019409,0.07336001,1000.0,0.0
754.3801,36000,-0.0018006563186645508,0.07091434,-709.8921123065516,0.0069073974,8.522038,1,36,70.66170239448547,0.07091434,1000.0,0.0
755.48944,37000,0.797395870089531,0.07927175,-713.6575598591288,0.006055439,8.568727,1,37,72.75758075714111,0.07927175,1000.0,0.0
757.2931,38000,-0.021219491958618164,0.06427119,-719.0531419164942,0.0053367363,8.568973,1,38,74.85546898841858,0.06427119,1000.0,0.0
758.6075,39000,0.7631205171346664,0.07971428,-723.23465518257,0.0060222857,8.5359,1,39,76.89602994918823,0.07971428,1000.0,0.0
761.3366,40000,-0.006171464920043945,0.07155685,-729.4195940284279,0.006070907,8.524415,1,40,78.97384929656982,0.07155685,1000.0,0.0
762.5729,41000,0.00013488531112670898,0.06422575,-734.3642982770773,0.006115436,8.526109,1,41,81.02636885643005,0.06422575,1000.0,0.0
766.99365,42000,-0.0004819631576538086,0.063860595,-739.294684435494,0.0072635254,8.545845,1,42,83.06380844116211,0.063860595,1000.0,0.0
771.07214,43000,-0.08217334747314453,0.072800756,-744.8471172291631,0.0065270574,8.549492,1,43,85.11403965950012,0.072800756,1000.0,0.0
772.4766,44000,-0.010602712631225586,0.0656611,-758.487671353925,0.0072580446,8.545576,1,44,87.15133547782898,0.0656611,1000.0,0.0
777.5067,45000,-0.007759571075439453,0.060668617,-768.725340143483,0.0078143515,8.545518,1,45,89.34560918807983,0.060668617,1000.0,0.0
779.6904,46000,0.006886124610900879,0.06742591,-778.6379797771745,0.0059696343,8.528123,1,46,91.39204525947571,0.06742591,1000.0,0.0
782.0521,47000,-0.04812157154083252,0.06949161,-784.8679298092204,0.0062331036,8.534177,1,47,93.44962048530579,0.06949161,1000.0,0.0
783.3719,48000,0.6602686643600464,0.08205284,-787.5608498152354,0.00623947,8.498,1,48,95.59751987457275,0.08205284,1000.0,0.0
786.1808,49000,-0.002857208251953125,0.074128605,-792.2497630889724,0.0065084733,8.505181,1,49,97.87625288963318,0.074128605,1000.0,0.0
788.9489,50000,-0.0014418363571166992,0.07183726,-800.0594706117641,0.0066704103,8.506523,1,50,99.98525166511536,0.07183726,1000.0,0.0
790.5106,51000,-0.21441352367401123,0.08209579,-802.9633130402874,0.006009192,8.491699,1,51,102.05876398086548,0.08209579,1000.0,0.0
791.10706,52000,-0.007855772972106934,0.06460248,-808.9112537861515,0.0061855325,8.472236,1,52,104.10056328773499,0.06460248,1000.0,0.0
791.42487,53000,-0.0016492605209350586,0.0723777,-815.5005891071276,0.0068810754,8.482924,1,53,106.48773074150085,0.0723777,1000.0,0.0
792.3645,54000,0.8768738880753517,0.08294584,-821.4210004883225,0.0070604244,8.534123,1,54,108.97343158721924,0.08294584,1000.0,0.0
792.97473,55000,-0.0009936094284057617,0.0682593,-827.9735302982896,0.007320762,8.51668,1,55,111.45091223716736,0.0682593,1000.0,0.0
794.7282,56000,-0.102020263671875,0.0776413,-837.5579018153,0.007229019,8.504351,1,56,113.94386959075928,0.0776413,1000.0,0.0
796.7163,57000,-0.011528372764587402,0.06804328,-843.3696475662178,0.006184604,8.503608,1,57,116.30490565299988,0.06804328,1000.0,0.0
804.0435,58000,0.03113919496536255,0.06855126,-854.8822850003155,0.007787779,8.502398,1,58,118.71896982192993,0.06855126,1000.0,0.0
806.6668,59000,0.0004082918167114258,0.064761996,-860.0547356815368,0.0066750757,8.557197,1,59,121.89673852920532,0.064761996,1000.0,0.0
804.68164,60000,0.9233792573213577,0.08892293,-868.405660617898,0.00608812,8.5490265,1,60,124.37217617034912,0.08892293,1000.0,0.0
806.3375,61000,0.0015318989753723145,0.071919665,-880.9750716821779,0.007808004,8.540038,1,61,126.92795395851135,0.071919665,1000.0,0.0
807.91876,62000,-0.020759105682373047,0.071823426,-885.6242847994879,0.00652014,8.522539,1,62,129.37583208084106,0.071823426,1000.0,0.0
809.9517,63000,-6.937980651855469e-05,0.06717105,-889.9725603693511,0.006316943,8.503541,1,63,132.07430171966553,0.06717105,1000.0,0.0
809.7894,64000,0.7537002712488174,0.07792961,-899.2564122802505,0.0070228176,8.496651,1,64,134.76105046272278,0.07792961,1000.0,0.0
809.5664,65000,-0.02415299415588379,0.07050716,-903.9331974709974,0.007062202,8.505995,1,65,137.3466238975525,0.07050716,1000.0,0.0
806.6915,66000,-0.00020575523376464844,0.07201964,-912.3940992083299,0.007716518,8.511154,1,66,139.84556889533997,0.07201964,1000.0,0.0
805.6523,67000,-0.013959407806396484,0.06903387,-918.317268060636,0.0060975105,8.530073,1,67,142.50043988227844,0.06903387,1000.0,0.0
804.2012,68000,0.7311103641986847,0.09328985,-922.2964665750382,0.007333443,8.532183,1,68,145.12462329864502,0.09328985,1000.0,0.0
807.9348,69000,-4.00543212890625e-05,0.07003624,-928.2421719679269,0.0066802134,8.552193,1,69,147.73557543754578,0.07003624,1000.0,0.0
806.3087,70000,-0.007069230079650879,0.06922496,-936.7915115545371,0.0064137178,8.565974,1,70,150.3328788280487,0.06922496,1000.0,0.0
812.72296,71000,-0.0018010139465332031,0.06682858,-949.685407313804,0.0064367508,8.573986,1,71,152.8782992362976,0.06682858,1000.0,0.0
811.3369,72000,-0.00047266483306884766,0.06981432,-952.9364184781973,0.007263311,8.626287,1,72,155.38944053649902,0.06981432,1000.0,0.0
814.8045,73000,-0.003691554069519043,0.07299138,-960.2534173028777,0.006405555,8.618109,1,73,157.93921160697937,0.07299138,1000.0,0.0
817.0086,74000,0.42643314599990845,0.07756914,-966.4085841876556,0.0068561425,8.599624,1,74,160.4373197555542,0.07756914,1000.0,0.0
813.0117,75000,-0.0005087852478027344,0.081000194,-974.2519635494607,0.0069723874,8.620225,1,75,162.94299483299255,0.081000194,1000.0,0.0
814.0783,76000,-0.000995635986328125,0.06118668,-985.4205918171525,0.007981917,8.649049,1,76,165.4521722793579,0.06118668,1000.0,0.0
817.3928,77000,-4.076957702636719e-05,0.06282742,-993.9138447431005,0.008239479,8.643434,1,77,167.96814274787903,0.06282742,1000.0,0.0
815.61053,78000,-0.00018835067749023438,0.06962703,-1002.4488501127646,0.006388721,8.653974,1,78,170.46780014038086,0.06962703,1000.0,0.0
813.6664,79000,-0.000225067138671875,0.07526368,-1009.7936441644697,0.006425876,8.666061,1,79,172.972514629364,0.07526368,1000.0,0.0
810.59314,80000,-0.00010859966278076172,0.07271871,-1008.5399091476272,0.005844923,8.667071,1,80,175.47310209274292,0.07271871,1000.0,0.0
808.3555,81000,-0.0005669593811035156,0.07298741,-1017.8906525624268,0.00758841,8.649418,1,81,178.06953692436218,0.07298741,1000.0,0.0
806.446,82000,-9.179115295410156e-06,0.06853939,-1025.9438556705231,0.0071757175,8.654174,1,82,180.56374287605286,0.06853939,1000.0,0.0
803.5425,83000,-0.0003476142883300781,0.077837154,-1034.2264140001207,0.008150388,8.6507015,1,83,183.05264496803284,0.077837154,1000.0,0.0
801.2855,84000,0.0017830133438110352,0.08030416,-1035.2365321535365,0.008487477,8.649005,1,84,185.52842664718628,0.08030416,1000.0,0.0
795.5587,85000,-0.009308218955993652,0.06694144,-1039.824570633793,0.008149984,8.641557,1,85,188.00193572044373,0.06694144,1000.0,0.0
795.4899,86000,-0.00017440319061279297,0.06563975,-1046.4182454724998,0.008737481,8.629762,1,86,190.48759007453918,0.06563975,1000.0,0.0
793.3096,87000,-4.410743713378906e-05,0.07155754,-1052.433456603131,0.0074985465,8.639027,1,87,193.15490913391113,0.07155754,1000.0,0.0
792.062,88000,-0.0006389617919921875,0.076764524,-1065.9220329645025,0.0069274907,8.644842,1,88,195.71096897125244,0.076764524,1000.0,0.0
791.4674,89000,4.1544437408447266e-05,0.06214159,-1076.0854345490757,0.008815158,8.646405,1,89,198.2687520980835,0.06214159,1000.0,0.0
789.4108,90000,-0.01544046401977539,0.07566756,-1078.840433308474,0.007449571,8.655316,1,90,200.82358312606812,0.07566756,1000.0,0.0
787.3646,91000,0.0019275546073913574,0.07701643,-1082.7321714939164,0.0072144186,8.655032,1,91,203.37946701049805,0.07701643,1000.0,0.0
785.8048,92000,0.0023032426834106445,0.07279056,-1081.234785857591,0.008080295,8.67284,1,92,205.92944359779358,0.07279056,1000.0,0.0
784.0913,93000,-0.005632877349853516,0.07272604,-1086.8169584268583,0.006987167,8.673583,1,93,208.48864245414734,0.07272604,1000.0,0.0
783.5469,94000,-0.015111804008483887,0.07786342,-1090.117511469471,0.0070964107,8.67371,1,94,211.03791546821594,0.07786342,1000.0,0.0
781.64777,95000,-0.08016180992126465,0.07491438,-1093.8178161034998,0.008139774,8.674029,1,95,213.59493279457092,0.07491438,1000.0,0.0
780.2383,96000,-0.0037393569946289062,0.07226969,-1091.5006844195227,0.0073366193,8.668346,1,96,216.14061760902405,0.07226969,1000.0,0.0
778.3215,97000,-0.0004696846008300781,0.07838157,-1092.9051618830565,0.006296632,8.667682,1,97,218.6914939880371,0.07838157,1000.0,0.0
772.5134,98000,-0.011108636856079102,0.06410613,-1090.5056529797498,0.006809268,8.669843,1,98,221.2456648349762,0.06410613,1000.0,0.0
770.19196,99000,0.1582888960838318,0.075824775,-1092.9065300462414,0.0074393256,8.697709,1,99,223.83441591262817,0.075824775,1000.0,0.0
771.8465,100000,0.7557895630598068,0.09164126,-1100.9893396206076,0.0073153293,8.6917715,1,100,226.5221130847931,0.09164126,1000.0,0.0
770.1204,101000,-0.013521432876586914,0.07241781,-1100.543977612323,0.006305785,8.682818,1,101,229.0389802455902,0.07241781,1000.0,0.0
769.0674,102000,-0.019836783409118652,0.07065816,-1102.0160982839145,0.006665038,8.691298,1,102,231.67000365257263,0.07065816,1000.0,0.0
767.4252,103000,-0.0002955198287963867,0.08011053,-1108.2960980037692,0.007760112,8.690876,1,103,234.4426109790802,0.08011053,1000.0,0.0
765.56866,104000,-0.04627811908721924,0.08247264,-1106.5099873042286,0.0073984037,8.6809845,1,104,236.9774522781372,0.08247264,1000.0,0.0
764.5718,105000,-0.0003534555435180664,0.07295671,-1108.6723262246255,0.0069979746,8.692028,1,105,239.49439907073975,0.07295671,1000.0,0.0
762.27454,106000,0.9090169295668602,0.094841816,-1104.7518746796957,0.0064554187,8.664628,1,106,242.00601816177368,0.094841816,1000.0,0.0
761.90564,107000,-0.029665827751159668,0.076642424,-1102.194627571046,0.0071739918,8.651844,1,107,244.52278447151184,0.076642424,1000.0,0.0
761.21533,108000,-0.0007481575012207031,0.083688356,-1101.6459045677043,0.007655426,8.647091,1,108,247.03693890571594,0.083688356,1000.0,0.0
759.6523,109000,-0.00032317638397216797,0.07458009,-1102.155479666321,0.007610377,8.654584,1,109,249.5536289215088,0.07458009,1000.0,0.0
758.4957,110000,0.0003192424774169922,0.077040166,-1099.2425679142157,0.008394875,8.655015,1,110,252.07158613204956,0.077040166,1000.0,0.0
753.67004,111000,0.8731119483709335,0.08691966,-1097.025682008235,0.007868171,8.640125,1,111,254.5837414264679,0.08691966,1000.0,0.0
752.94025,112000,-0.007987380027770996,0.08088269,-1098.5743564155298,0.0077987947,8.620863,1,112,257.0942659378052,0.08088269,1000.0,0.0
752.3585,113000,0.535594642162323,0.08225463,-1098.2473805111454,0.007913116,8.607182,1,113,259.6105372905731,0.08225463,1000.0,0.0
751.9549,114000,-0.012178659439086914,0.079205945,-1094.537705861274,0.008855789,8.604571,1,114,262.12640833854675,0.079205945,1000.0,0.0
750.04785,115000,3.701448440551758e-05,0.07645482,-1093.8750766648568,0.0072318614,8.604735,1,115,264.6995220184326,0.07645482,1000.0,0.0
746.8109,116000,-0.06792092323303223,0.07799105,-1084.5954546504076,0.007689766,8.619072,1,116,267.2036805152893,0.07799105,1000.0,0.0
741.0831,117000,-0.00920867919921875,0.07982179,-1082.4604571972138,0.0070772013,8.611815,1,117,269.70626950263977,0.07982179,1000.0,0.0
740.7083,118000,-0.004988908767700195,0.08533013,-1070.862452317568,0.0076235523,8.617689,1,118,272.20454001426697,0.08533013,1000.0,0.0
740.4745,119000,-0.0034471750259399414,0.07572629,-1066.811830227544,0.0070598973,8.616878,1,119,274.7611789703369,0.07572629,1000.0,0.0
740.32275,120000,0.20022821426391602,0.083350584,-1065.1918974315292,0.0073097064,8.610096,1,120,277.3016276359558,0.083350584,1000.0,0.0
738.53015,121000,0.806622177362442,0.068094425,-1067.9988337543086,0.007129195,8.628227,1,121,279.81495237350464,0.068094425,1000.0,0.0
734.5349,122000,-0.007359981536865234,0.08363522,-1066.2617739879927,0.008624753,8.62694,1,122,282.32155752182007,0.08363522,1000.0,0.0
731.82605,123000,-0.03568601608276367,0.07999314,-1064.9799728028097,0.008685047,8.643324,1,123,284.8401379585266,0.07999314,1000.0,0.0
730.744,124000,0.7019542157649994,0.08612074,-1066.7412165970784,0.006864626,8.645643,1,124,287.34951663017273,0.08612074,1000.0,0.0
730.49756,125000,-0.00027763843536376953,0.07911188,-1064.5333848325802,0.008112801,8.629474,1,125,289.84880447387695,0.07911188,1000.0,0.0
728.11365,126000,-0.00045609474182128906,0.0741419,-1061.4198890084483,0.007419632,8.633235,1,126,292.3510162830353,0.0741419,1000.0,0.0
727.9263,128000,-0.0010167360305786133,0.077107444,-1051.9344581301525,0.0085960645,8.642348,2,128,294.86378836631775,0.077107444,1000.0,0.0
725.3139,129000,0.001997053623199463,0.077373676,-1049.2061430519666,0.0070553897,8.651913,1,129,297.3799498081207,0.077373676,1000.0,0.0
723.0316,130000,0.8533997237682343,0.095636204,-1046.8100650526042,0.0074510397,8.656368,1,130,299.8820261955261,0.095636204,1000.0,0.0
721.8063,131000,-0.0005437135696411133,0.08336711,-1049.692396099792,0.008721066,8.657485,1,131,302.3900058269501,0.08336711,1000.0,0.0
720.42487,132000,0.8473284691572189,0.08552809,-1048.757815674253,0.006753494,8.669203,1,132,304.8947560787201,0.08552809,1000.0,0.0
719.902,133000,-0.02470541000366211,0.079063624,-1047.5032500986624,0.008172216,8.656483,1,133,307.3497121334076,0.079063624,1000.0,0.0
718.43536,134000,-0.008910417556762695,0.08332834,-1048.7740337878452,0.008055286,8.663861,1,134,309.803099155426,0.08332834,1000.0,0.0
716.8306,135000,-0.012483954429626465,0.07885289,-1050.3852069253985,0.0075730844,8.660932,1,135,312.25542283058167,0.07885289,1000.0,0.0
715.5615,136000,0.0004981756210327148,0.08456804,-1053.6416821533912,0.008336848,8.655085,1,136,314.6954815387726,0.08456804,1000.0,0.0
714.7127,137000,0.006207406520843506,0.080053076,-1056.9834903488666,0.0070736706,8.65895,1,137,317.09942603111267,0.080053076,1000.0,0.0
713.12036,138000,-0.012908697128295898,0.07963904,-1060.0385061808968,0.0074592624,8.649484,1,138,319.50217294692993,0.07963904,1000.0,0.0
711.915,139000,-0.008989214897155762,0.08041459,-1062.3095123322187,0.007604678,8.635746,1,139,321.90407943725586,0.08041459,1000.0,0.0
709.2178,140000,0.005459129810333252,0.07661659,-1056.1971745426113,0.0074905483,8.641738,1,140,324.3065800666809,0.07661659,1000.0,0.0
707.3978,141000,0.8165024220943451,0.09622138,-1059.0141033839677,0.008910682,8.635485,1,141,326.7098331451416,0.09622138,1000.0,0.0
704.37506,143000,-0.0048133134841918945,0.08175481,-1061.4470747564344,0.009166244,8.632094,2,143,329.1037583351135,0.08175481,1000.0,0.0
702.86017,144000,0.01913231611251831,0.08499724,-1064.9513787990231,0.008768281,8.615036,1,144,331.50753593444824,0.08499724,1000.0,0.0
701.4127,145000,0.00042694807052612305,0.08428192,-1065.015962020644,0.008810278,8.626705,1,145,333.9003014564514,0.08428192,1000.0,0.0
700.7453,146000,-0.04694187641143799,0.0798205,-1070.2027121015562,0.008548502,8.623669,1,146,336.3343029022217,0.0798205,1000.0,0.0
698.9183,147000,0.7875483930110931,0.085878335,-1076.3870685811883,0.008618313,8.640823,1,147,338.77164793014526,0.085878335,1000.0,0.0
692.2178,148000,0.9521053545176983,0.09216751,-1090.495109166174,0.009161139,8.653428,1,148,341.21694350242615,0.09216751,1000.0,0.0
691.49524,149000,-0.0013191699981689453,0.082230404,-1091.7155736812517,0.008175298,8.657838,1,149,343.65901708602905,0.082230404,1000.0,0.0
690.1997,150000,-0.01104593276977539,0.08256194,-1096.6666313012756,0.0081691,8.64806,1,150,346.0946912765503,0.08256194,1000.0,0.0
690.1848,151000,0.2949591875076294,0.07221745,-1103.793163084336,0.008210788,8.655888,1,151,348.5315136909485,0.07221745,1000.0,0.0
688.3872,152000,-0.0004832744598388672,0.08367399,-1107.2928691408713,0.0076734703,8.656615,1,152,350.9596998691559,0.08367399,1000.0,0.0
686.6294,153000,-0.0010943412780761719,0.08173543,-1113.0618254091276,0.008017769,8.659137,1,153,353.3972499370575,0.08173543,1000.0,0.0
683.67896,154000,0.0005205869674682617,0.07822077,-1119.1123202075219,0.008214058,8.661866,1,154,355.8230698108673,0.07822077,1000.0,0.0
682.4088,155000,0.3282294273376465,0.083539434,-1138.1318705857307,0.008063394,8.643488,1,155,358.26523447036743,0.083539434,1000.0,0.0
680.73816,156000,0.43404334783554077,0.081897914,-1148.1084708817973,0.007630164,8.638374,1,156,360.7010531425476,0.081897914,1000.0,0.0
678.11914,158000,-0.0020073652267456055,0.0790132,-1154.851860228869,0.008280165,8.642899,2,158,363.1363961696625,0.0790132,1000.0,0.0
676.9486,159000,0.0017031431198120117,0.08571665,-1156.1134290246512,0.00778957,8.660843,1,159,365.5761353969574,0.08571665,1000.0,0.0
668.6207,160000,0.8883008137345314,0.08878493,-1171.6674866873332,0.010743076,8.659869,1,160,367.9948306083679,0.08878493,1000.0,0.0
667.8956,161000,-0.008481621742248535,0.08430885,-1166.1176329573275,0.008162324,8.648236,1,161,370.4608225822449,0.08430885,1000.0,0.0
667.4088,162000,-0.005602240562438965,0.086834446,-1166.8451235421608,0.0089740055,8.658257,1,162,372.8755052089691,0.086834446,1000.0,0.0
665.6751,163000,-0.005753755569458008,0.07599646,-1164.5082435681616,0.007454629,8.654364,1,163,375.2870807647705,0.07599646,1000.0,0.0
665.09796,164000,0.45994406938552856,0.07748026,-1163.1051340298125,0.00928431,8.650189,1,164,377.7065646648407,0.07748026,1000.0,0.0
663.63855,165000,0.029937744140625,0.0834461,-1164.2994478058288,0.010907901,8.65888,1,165,380.1182577610016,0.0834461,1000.0,0.0
662.1463,166000,-0.07235586643218994,0.08341895,-1164.1657567230518,0.008409067,8.664562,1,166,382.5332052707672,0.08341895,1000.0,0.0
660.1914,167000,-0.009624242782592773,0.07389722,-1169.6379848384647,0.008853359,8.671808,1,167,384.93885374069214,0.07389722,1000.0,0.0
658.4504,168000,0.004706978797912598,0.08656643,-1165.915527845621,0.009502832,8.668388,1,168,387.48688292503357,0.08656643,1000.0,0.0
657.9408,169000,-0.00036144256591796875,0.08231255,-1169.5741865470939,0.008405988,8.68202,1,169,389.8864722251892,0.08231255,1000.0,0.0
658.0319,170000,0.015536010265350342,0.08791482,-1169.1360527090044,0.010052816,8.697189,1,170,392.2847604751587,0.08791482,1000.0,0.0
657.3815,171000,0.012878656387329102,0.08547936,-1165.8084922565508,0.008141375,8.70661,1,171,394.6910877227783,0.08547936,1000.0,0.0
656.0484,172000,-0.07084131240844727,0.09225595,-1170.7037509001134,0.008270836,8.7031355,1,172,397.0977804660797,0.09225595,1000.0,0.0
655.0499,173000,-0.022792935371398926,0.087766975,-1172.0104800444815,0.009057604,8.691971,1,173,399.4946014881134,0.087766975,1000.0,0.0
654.464,174000,0.0023998618125915527,0.08034326,-1174.308445204255,0.0077888174,8.688235,1,174,401.8983783721924,0.08034326,1000.0,0.0
654.3784,175000,0.029955387115478516,0.08650605,-1175.1181396940633,0.008514971,8.712112,1,175,404.3032841682434,0.08650605,1000.0,0.0
653.29895,176000,-0.024626731872558594,0.08489491,-1179.1409292775875,0.009329591,8.71068,1,176,406.8741979598999,0.08489491,1000.0,0.0
652.7521,177000,0.24489766359329224,0.07157613,-1196.5400587690326,0.008382692,8.698185,1,177,409.3133192062378,0.07157613,1000.0,0.0
652.5499,178000,-0.019181132316589355,0.08506341,-1192.4349157595975,0.009885717,8.697147,1,178,411.72882747650146,0.08506341,1000.0,0.0
651.4947,179000,0.11257368326187134,0.065897025,-1202.9437633125976,0.009982638,8.697918,1,179,414.1582634449005,0.065897025,1000.0,0.0
651.5707,180000,-0.007588386535644531,0.084696926,-1205.2750027514267,0.007839628,8.693468,1,180,416.5819835662842,0.084696926,1000.0,0.0
649.0625,181000,0.32062357664108276,0.06764646,-1219.230422030428,0.009023141,8.704716,1,181,419.00367045402527,0.06764646,1000.0,0.0
646.4329,182000,0.42916184663772583,0.07833813,-1238.1698191905318,0.009322948,8.723256,1,182,421.43046617507935,0.07833813,1000.0,0.0
646.7313,183000,-0.007933855056762695,0.08281219,-1236.6872192091782,0.008572299,8.732679,1,183,423.85011649131775,0.08281219,1000.0,0.0
648.1429,184000,0.08684372901916504,0.085631594,-1233.8013947439485,0.008406701,8.736081,1,184,426.2655916213989,0.085631594,1000.0,0.0
645.71783,185000,0.8252972811460495,0.10223505,-1242.0600589877952,0.007920931,8.735797,1,185,428.6767301559448,0.10223505,1000.0,0.0
646.78064,186000,-0.001989603042602539,0.08298984,-1237.6866452981528,0.008620299,8.728226,1,186,431.09727215766907,0.08298984,1000.0,0.0
644.7347,187000,0.8972370103001595,0.095790535,-1247.8857189566081,0.010742094,8.729488,1,187,433.51717877388,0.095790535,1000.0,0.0
645.5842,188000,0.8753355443477631,0.08789001,-1250.9409297800544,0.01007664,8.739432,1,188,435.93449115753174,0.08789001,1000.0,0.0
647.7054,189000,-0.0030401945114135742,0.08423776,-1249.6025707309302,0.0094158575,8.723344,1,189,438.35128116607666,0.08423776,1000.0,0.0
649.7731,190000,0.004518628120422363,0.08477173,-1247.598661139772,0.008050576,8.720295,1,190,440.77572107315063,0.08477173,1000.0,0.0
646.7064,191000,0.9280466288328171,0.11462214,-1247.5916493798275,0.00886008,8.710813,1,191,443.1950147151947,0.11462214,1000.0,0.0
645.54126,192000,0.9362267330288887,0.09144966,-1258.8467546279403,0.00909222,8.722671,1,192,445.6138324737549,0.09144966,1000.0,0.0
647.37616,193000,-0.0012269020080566406,0.088699386,-1256.0983444632154,0.009469947,8.719729,1,193,448.0249900817871,0.088699386,1000.0,0.0
647.67316,194000,0.8882562220096588,0.100581355,-1261.7092302835947,0.009425213,8.735111,1,194,450.4411075115204,0.100581355,1000.0,0.0
650.26874,195000,-0.15489542484283447,0.10332261,-1245.930465346048,0.008752414,8.738205,1,195,452.8544993400574,0.10332261,1000.0,0.0
653.0585,196000,-0.0753408670425415,0.09134928,-1240.8617068783174,0.0092248125,8.72205,1,196,455.2691299915314,0.09134928,1000.0,0.0
655.4957,197000,-0.0002956390380859375,0.08906435,-1239.9941663119173,0.007270586,8.728192,1,197,457.69258737564087,0.08906435,1000.0,0.0
657.96173,198000,-0.016191482543945312,0.08756163,-1243.0766583154636,0.008678267,8.721422,1,198,460.1223087310791,0.08756163,1000.0,0.0
660.5244,199000,0.6736328601837158,0.09325671,-1242.8112894533156,0.009822727,8.72108,1,199,462.5408728122711,0.09325671,1000.0,0.0
