meankl,EpLenMean,optimgain,entropy,TimestepsSoFar,entloss,surrgain,EpRewMean,EpisodesSoFar,EpThisIter,ev_tdlam_before,TimeElapsed
0.009878817,1000.0,0.08727725,5.061032,204000,0.0,0.08727725,88.01048774767602,204,1,0.004904270172119141,297.2505078315735
0.00944171,1000.0,0.082958736,5.050247,205000,0.0,0.082958736,92.64086813819138,205,1,0.07466268539428711,298.65058279037476
0.010836028,1000.0,0.084170416,5.035937,206000,0.0,0.084170416,100.8153431151855,206,1,0.021962285041809082,299.96800994873047
0.009117238,1000.0,0.08105423,5.0288563,207000,0.0,0.08105423,109.16834284500965,207,1,0.07934236526489258,301.3086779117584
0.010358326,1000.0,0.083485484,5.0181518,208000,0.0,0.083485484,114.87801023684878,208,1,0.10769665241241455,302.6526379585266
0.0092366,1000.0,0.076684386,5.021155,209000,0.0,0.076684386,119.27668597487232,209,1,0.22112500667572021,304.7666368484497
0.010930883,1000.0,0.08681792,4.996094,210000,0.0,0.08681792,126.63053055279993,210,1,0.23541629314422607,306.90392684936523
0.009628126,1000.0,0.08005568,4.9837165,211000,0.0,0.08005568,130.63334324929087,211,1,0.18753236532211304,308.5296199321747
0.009095352,1000.0,0.07763246,4.942872,212000,0.0,0.07763246,137.50306680122955,212,1,0.25759315490722656,310.0148808956146
0.009822636,1000.0,0.08874121,4.9328737,214000,0.0,0.08874121,149.7676370390756,214,2,0.10801106691360474,311.6796119213104
0.00877604,1000.0,0.07712434,4.9364743,215000,0.0,0.07712434,157.40467950284932,215,1,0.19712889194488525,313.1473500728607
0.010449437,1000.0,0.073636785,4.939698,216000,0.0,0.073636785,165.4929310451195,216,1,0.1744290590286255,314.68716192245483
0.010470025,1000.0,0.07366486,4.9275274,217000,0.0,0.07366486,171.69491608127427,217,1,0.22897344827651978,316.06590580940247
0.010682261,1000.0,0.08444471,4.9077024,218000,0.0,0.08444471,177.74783144832128,218,1,0.05725592374801636,317.5259017944336
0.010839643,1000.0,0.07462309,4.9027853,219000,0.0,0.07462309,187.70881309336886,219,1,0.2285866141319275,319.01284885406494
0.010528999,1000.0,0.08318208,4.8938713,220000,0.0,0.08318208,197.0929067354761,220,1,0.05000507831573486,320.75935077667236
0.009736212,1000.0,0.076168805,4.876843,221000,0.0,0.076168805,205.57458331532666,221,1,0.21872162818908691,322.407244682312
0.009434918,1000.0,0.07037224,4.8697505,222000,0.0,0.07037224,212.54454542493448,222,1,0.21064376831054688,323.80024886131287
0.01058953,1000.0,0.074072346,4.85258,223000,0.0,0.074072346,218.13992060643506,223,1,0.2765676975250244,325.32808685302734
0.010340099,1000.0,0.08271452,4.838748,224000,0.0,0.08271452,225.9192652042872,224,1,0.2525416612625122,326.7629268169403
0.010027542,1000.0,0.08417577,4.8280435,225000,0.0,0.08417577,233.6361442317872,225,1,0.19493407011032104,328.26548290252686
0.009919278,1000.0,0.08021234,4.825478,226000,0.0,0.08021234,240.923733358366,226,1,0.06312978267669678,329.65718507766724
0.010151415,1000.0,0.07945099,4.820628,227000,0.0,0.07945099,249.6673054940437,227,1,0.2234501838684082,331.1291997432709
0.009834193,1000.0,0.071724355,4.796264,228000,0.0,0.071724355,255.06783801797638,228,1,0.1826806664466858,332.53130197525024
0.00991872,1000.0,0.0784014,4.799557,229000,0.0,0.0784014,260.19591675490193,229,1,0.5941274762153625,333.9699957370758
0.010619436,1000.0,0.07091756,4.776978,230000,0.0,0.07091756,264.89660705702124,230,1,0.21915489435195923,335.4601938724518
0.012264604,1000.0,0.08384991,4.7674947,231000,0.0,0.08384991,271.1168959285711,231,1,0.5665061175823212,336.9170687198639
0.01008681,1000.0,0.07922955,4.7462053,232000,0.0,0.07922955,276.4597734095663,232,1,0.12196040153503418,338.4498288631439
0.010264214,1000.0,0.08294162,4.748423,233000,0.0,0.08294162,280.85847918694355,233,1,-0.03176748752593994,339.92152667045593
0.010346315,1000.0,0.07637647,4.7407966,234000,0.0,0.07637647,299.56812354228975,234,1,0.19439595937728882,341.4024498462677
0.009541672,1000.0,0.07069348,4.712514,235000,0.0,0.07069348,305.28254364742855,235,1,0.1442025899887085,342.80897998809814
0.00962254,1000.0,0.08743862,4.6925545,236000,0.0,0.08743862,312.26066567716117,236,1,-0.028997421264648438,344.33993887901306
0.010476315,1000.0,0.07439937,4.665416,237000,0.0,0.07439937,319.8425505445081,237,1,0.0693436861038208,345.75688791275024
0.009203739,1000.0,0.06876337,4.6458864,238000,0.0,0.06876337,326.8734051350863,238,1,0.04386448860168457,347.2109818458557
0.009545867,1000.0,0.072266616,4.6310334,239000,0.0,0.072266616,333.89539710099444,239,1,0.09263038635253906,348.67769503593445
0.010129964,1000.0,0.06659517,4.6151023,240000,0.0,0.06659517,340.35295955010287,240,1,0.15329289436340332,350.1967499256134
0.010341348,1000.0,0.08249035,4.5902796,241000,0.0,0.08249035,347.23200148579826,241,1,0.4027402997016907,351.7373888492584
0.010503496,1000.0,0.083318785,4.58076,242000,0.0,0.083318785,349.2947510250472,242,1,0.20632421970367432,353.22058391571045
0.010223966,1000.0,0.07174597,4.5623646,243000,0.0,0.07174597,353.84292044263674,243,1,0.14428913593292236,354.80274200439453
0.011094958,1000.0,0.07451861,4.549937,244000,0.0,0.07451861,358.3510627245,244,1,0.14579862356185913,356.2551770210266
0.009987217,1000.0,0.06911172,4.5399575,245000,0.0,0.06911172,364.2621504494773,245,1,0.05686682462692261,357.7690780162811
0.010117468,1000.0,0.06629384,4.5461016,246000,0.0,0.06629384,368.2346702667421,246,1,0.1516263484954834,359.111368894577
0.009937435,1000.0,0.07710874,4.5133862,247000,0.0,0.07710874,373.06641267713184,247,1,0.04441499710083008,360.6583619117737
0.010219682,1000.0,0.07669823,4.496783,248000,0.0,0.07669823,379.66531505061505,248,1,0.05054527521133423,362.12293672561646
0.01041234,1000.0,0.069711894,4.47069,249000,0.0,0.069711894,387.3112224637537,249,1,0.07532519102096558,363.56408190727234
0.01079523,1000.0,0.071144626,4.4390197,250000,0.0,0.071144626,394.31905310339994,250,1,0.14319252967834473,364.97215580940247
0.009746487,1000.0,0.07078938,4.4126644,251000,0.0,0.07078938,402.8003489635445,251,1,0.03717625141143799,366.31579399108887
0.009900255,1000.0,0.06388196,4.3891573,252000,0.0,0.06388196,408.5014774561432,252,1,0.009810030460357666,367.84753370285034
0.009433454,1000.0,0.06594924,4.388386,253000,0.0,0.06594924,412.88044753782907,253,1,0.06231564283370972,369.2540497779846
0.009683961,1000.0,0.06786634,4.339899,254000,0.0,0.06786634,417.9294860511074,254,1,0.09231781959533691,370.77521896362305
0.010389583,1000.0,0.072972655,4.320748,256000,0.0,0.072972655,425.7747787542663,256,2,0.2151222825050354,372.19697165489197
0.010385614,1000.0,0.07512854,4.321763,257000,0.0,0.07512854,431.7777641174568,257,1,0.12745410203933716,373.70802998542786
0.0104372585,1000.0,0.077032894,4.299804,258000,0.0,0.077032894,437.53919688313,258,1,0.05394774675369263,375.1017920970917
0.00990605,1000.0,0.068399,4.294136,259000,0.0,0.068399,440.85613718082305,259,1,0.012456417083740234,376.5632379055023
0.010946255,1000.0,0.07056165,4.286321,260000,0.0,0.07056165,445.67162127636567,260,1,0.0653800368309021,377.95179867744446
0.009908542,1000.0,0.0722504,4.266038,261000,0.0,0.0722504,450.96852965080035,261,1,0.14303553104400635,379.3946578502655
0.012067811,1000.0,0.078503385,4.2642856,262000,0.0,0.078503385,456.96053417745827,262,1,0.21252292394638062,380.87830686569214
0.009654398,1000.0,0.06955063,4.2317004,263000,0.0,0.06955063,462.6228747026762,263,1,0.2349233627319336,382.23915791511536
0.010762975,1000.0,0.06891392,4.186402,264000,0.0,0.06891392,468.8068908010815,264,1,0.025574564933776855,383.83804988861084
0.010724001,1000.0,0.06458175,4.1803617,265000,0.0,0.06458175,472.29858891117055,265,1,0.011136353015899658,385.53117394447327
0.010894035,1000.0,0.08529317,4.1746716,266000,0.0,0.08529317,476.3107677862248,266,1,0.18921256065368652,387.40216183662415
0.010288058,1000.0,0.061874602,4.1493506,267000,0.0,0.061874602,479.88942962037544,267,1,0.09328263998031616,388.8288309574127
0.010332444,1000.0,0.071198225,4.146961,268000,0.0,0.071198225,486.18686820060486,268,1,-0.010218262672424316,390.2543890476227
0.010616114,1000.0,0.06917892,4.117265,269000,0.0,0.06917892,491.09453252616066,269,1,0.034380435943603516,391.6964817047119
0.010749867,1000.0,0.06450996,4.119626,270000,0.0,0.06450996,497.2508032979746,270,1,0.07661747932434082,393.06382179260254
0.011341821,1000.0,0.071970776,4.082323,271000,0.0,0.071970776,500.8665622534789,271,1,0.08707737922668457,394.5089678764343
0.012683744,1000.0,0.07851755,4.0668178,272000,0.0,0.07851755,506.72200426637636,272,1,0.2662787437438965,395.9412078857422
0.011478834,1000.0,0.07087736,4.0410776,273000,0.0,0.07087736,512.431111154021,273,1,0.054075419902801514,397.4204490184784
0.011713551,1000.0,0.067495376,3.9950533,274000,0.0,0.067495376,516.4600919280222,274,1,0.03354048728942871,398.8648998737335
0.010132616,1000.0,0.0658471,3.9676387,275000,0.0,0.0658471,522.0070266830078,275,1,0.15578681230545044,400.38163471221924
0.010180544,1000.0,0.06667247,3.979862,276000,0.0,0.06667247,527.1818013361512,276,1,0.22436118125915527,401.82355189323425
0.011476103,1000.0,0.07578291,3.9786978,277000,0.0,0.07578291,532.0082216241075,277,1,-0.0024900436401367188,403.2628469467163
0.010705333,1000.0,0.07284985,3.934982,278000,0.0,0.07284985,538.96030775983,278,1,0.2620481252670288,404.66829895973206
0.011154615,1000.0,0.06900731,3.9228513,279000,0.0,0.06900731,542.5058739049285,279,1,0.06042766571044922,406.1700837612152
0.009637101,1000.0,0.069748014,3.9329221,280000,0.0,0.069748014,545.5887429738873,280,1,0.2655894160270691,407.6353988647461
0.011103649,1000.0,0.06735323,3.931104,281000,0.0,0.06735323,548.5570404082024,281,1,0.03995645046234131,409.2157120704651
0.01147202,1000.0,0.070446275,3.8721933,282000,0.0,0.070446275,555.0290148650483,282,1,0.05023723840713501,410.72721099853516
0.010397814,1000.0,0.069971725,3.8476102,283000,0.0,0.069971725,559.4700649432622,283,1,0.11269569396972656,412.05956983566284
0.010337055,1000.0,0.071982816,3.8236663,284000,0.0,0.071982816,564.3871138765485,284,1,0.34232455492019653,413.522353887558
0.010181181,1000.0,0.068574995,3.8082278,285000,0.0,0.068574995,567.3818195085316,285,1,0.3432581424713135,415.0626230239868
0.012233052,1000.0,0.06810854,3.7874267,286000,0.0,0.06810854,570.8306269338476,286,1,0.10111123323440552,417.32330298423767
