ev_tdlam_before,entloss,entropy,optimgain,EpRewMean,TimeElapsed,EpisodesSoFar,meankl,EpThisIter,TimestepsSoFar,surrgain,EpLenMean
0.947808276861906,0.0,0.83891875,0.015799217,88.11376560942392,27.76706027984619,178,0.006181768,7,42923,0.015799217,156.975
0.893023744225502,0.0,0.8198449,0.008016089,87.69540551486494,28.427137851715088,184,0.006614997,6,43870,0.008016089,156.275
0.9537150450050831,0.0,0.818323,0.0065254057,87.30207221341793,29.092886924743652,191,0.008298818,7,44891,0.0065254057,153.425
0.9049572125077248,0.0,0.8251289,0.014644395,86.72844370302941,29.75737953186035,198,0.007642546,7,45955,0.014644395,153.3
0.9139870405197144,0.0,0.82283014,0.010442618,85.94716761637856,30.413228750228882,205,0.009693971,7,47054,0.010442618,155.4
0.9641090892255306,0.0,0.80645984,0.008507754,85.8510477968289,31.076357126235962,211,0.007877065,6,48030,0.008507754,154.45
0.7865894138813019,0.0,0.8470059,0.011156993,85.20854369237591,31.737812280654907,217,0.007814808,6,49026,0.011156993,155.8
0.9098705127835274,0.0,0.8252545,0.013205936,85.52382282936996,32.40182590484619,225,0.008553823,8,50091,0.013205936,150.85
0.9705386515706778,0.0,0.7999266,0.013249658,85.2390183722515,33.06016707420349,233,0.008849917,8,51199,0.013249658,149.5
0.9400531984865665,0.0,0.77062035,0.013553055,85.52022278692469,33.712494134902954,241,0.009682341,8,52155,0.013553055,141.35
0.8110897541046143,0.0,0.752627,0.021057725,85.62060008235059,34.37346911430359,249,0.009645699,8,53187,0.021057725,138.35
0.9588562548160553,0.0,0.6764581,0.009920009,86.83445552381207,35.037110567092896,260,0.009170347,11,54192,0.009920009,120.2
0.9789686240255833,0.0,0.6753305,0.015117554,88.13509361353479,35.70088267326355,272,0.009004207,12,55257,0.015117554,105.15
0.9101395756006241,0.0,0.63882685,0.014317477,88.47507900893058,36.351691007614136,282,0.008301303,10,56245,0.014317477,99.3
0.974461991339922,0.0,0.6157503,0.00889707,88.75390801572146,37.01087832450867,292,0.010614889,10,57294,0.00889707,95.725
0.981794411316514,0.0,0.6221267,0.01804982,88.36676904752646,37.66444706916809,304,0.008278049,12,58334,0.01804982,95.625
0.9774043429642916,0.0,0.5567127,0.018667094,88.31988351902964,38.31845998764038,316,0.009350942,12,59381,0.018667094,92.375
0.9786830004304647,0.0,0.5323098,0.012905817,88.5465577268573,38.97863507270813,329,0.007111524,13,60385,0.012905817,85.5
0.9226346388459206,0.0,0.5453796,0.021884099,88.87093154081273,39.63931727409363,340,0.008830052,11,61314,0.021884099,82.775
0.9047483950853348,0.0,0.5380451,0.01089105,88.5706577268527,40.306063175201416,351,0.0064446307,11,62460,0.01089105,87.275
0.9056763648986816,0.0,0.51192015,0.014506921,88.65892206316391,40.95646119117737,364,0.009408429,13,63450,0.014506921,86.05
0.8398684710264206,0.0,0.55146116,0.013357682,88.25116326316068,41.62671613693237,375,0.008098194,11,64452,0.013357682,88.275
0.963949665427208,0.0,0.48392874,0.014787403,88.46032428697985,42.27661609649658,389,0.009057304,14,65493,0.014787403,81.5
0.9737002030014992,0.0,0.46269506,0.01324546,88.471427151131,42.94079399108887,403,0.008105744,14,66550,0.01324546,79.325
0.9886050885543227,0.0,0.4521972,0.015503034,89.00335498987377,43.60426473617554,416,0.010744677,13,67513,0.015503034,74.7
0.8592930287122726,0.0,0.52440363,0.012838965,88.78573446707722,44.2674515247345,429,0.0075720763,13,68554,0.012838965,76.525
0.9488342776894569,0.0,0.5553709,0.012750085,88.6287386854967,44.927875995635986,442,0.008198859,13,69600,0.012750085,78.05
0.9107848480343819,0.0,0.5405419,0.008993473,88.13445715001838,45.59618020057678,455,0.00783252,13,70615,0.008993473,79.375
0.9926605909131467,0.0,0.52262455,0.017349211,87.99921749329843,46.25315737724304,469,0.009588309,14,71634,0.017349211,77.0
0.9782362654805183,0.0,0.49477386,0.021087723,88.01000728269297,46.91541504859924,482,0.0097629735,13,72638,0.021087723,75.95
0.987873868085444,0.0,0.46138757,0.0143593615,88.24935420807387,47.570441007614136,496,0.009151956,14,73677,0.0143593615,74.725
0.9948058482259512,0.0,0.4233056,0.016364308,88.70160990487868,48.24167251586914,510,0.010274012,14,74703,0.016364308,74.925
0.9960830388590693,0.0,0.3664256,0.023169097,88.89725768098589,48.91230368614197,524,0.010619985,14,75725,0.023169097,73.6
0.9960683374665678,0.0,0.35961154,0.018589908,89.5607564165812,49.56536245346069,538,0.007594632,14,76757,0.018589908,73.375
0.9291090369224548,0.0,0.34341156,0.022039987,89.95540814753659,50.21705389022827,551,0.007086829,13,77797,0.022039987,75.6
0.9938197718001902,0.0,0.32479095,0.008601525,90.27631971054852,50.87907361984253,565,0.005727362,14,78825,0.008601525,75.7
0.9972899111453444,0.0,0.29374656,0.012595023,90.26390640954051,51.529685497283936,579,0.0086802,14,79827,0.012595023,74.925
0.9957234724424779,0.0,0.21961594,0.016536182,90.42414427498542,52.18661117553711,593,0.008291182,14,80842,0.016536182,72.5
0.9968942562118173,0.0,0.18627168,0.018672127,90.65117258612038,52.848426818847656,607,0.008839924,14,81878,0.018672127,72.775
0.9984849372413009,0.0,0.120792404,0.02318329,90.7578817170824,53.5150990486145,621,0.009808347,14,82907,0.02318329,73.4
0.9986042295349762,0.0,0.07543373,0.0227899,90.93731903774983,54.1849102973938,635,0.010309184,14,83922,0.0227899,73.15
0.9989214295055717,-0.0,-0.0037778616,0.016304774,91.13982544428336,54.839110136032104,649,0.010211587,14,84939,0.016304774,72.975
0.9989544088020921,-0.0,-0.036782466,0.016043726,91.39182986023107,55.498310565948486,664,0.009023016,15,86013,0.016043726,72.25
0.9990701781935059,-0.0,-0.0369856,0.011381145,91.58256604342478,56.15782117843628,678,0.0051186606,14,87007,0.011381145,71.775
0.9990452850470319,-0.0,-0.08701515,0.022676416,91.76284704384,56.80500531196594,692,0.008809654,14,88001,0.022676416,71.125
0.999241748068016,-0.0,-0.13782988,0.022517936,91.94155414140373,57.45683217048645,707,0.010819059,15,89066,0.022517936,70.95
0.9992227401817217,-0.0,-0.16721539,0.016044542,92.07966896445649,58.11317324638367,721,0.010182931,14,90065,0.016044542,71.075
0.9989392595598474,-0.0,-0.20861964,0.023410954,92.1954449709674,58.76583552360535,735,0.0103679,14,91074,0.023410954,71.475
0.9993468322209083,-0.0,-0.22198814,0.016699906,92.3815621848171,59.43669939041138,750,0.010090441,15,92134,0.016699906,71.25
0.9994202140369453,-0.0,-0.24735452,0.028236438,92.51237228389206,60.09514617919922,764,0.011926392,14,93130,0.028236438,71.35
0.999486913671717,-0.0,-0.2628999,0.020539854,92.71057345819001,60.76019835472107,779,0.009618381,15,94185,0.020539854,70.75
0.9992057931376621,-0.0,-0.31167105,0.013874501,92.88802145916196,61.41781973838806,793,0.008848017,14,95194,0.013874501,71.225
0.9993825098499656,-0.0,-0.3180824,0.03278026,93.03268679399525,62.07366132736206,807,0.010577744,14,96192,0.03278026,71.25
0.9994542631902732,-0.0,-0.32671246,0.014623794,93.08452299819695,62.74347949028015,822,0.008974992,15,97253,0.014623794,71.275
0.9994678614311852,-0.0,-0.39044574,0.01772629,93.08267494483694,63.40194773674011,836,0.01077999,14,98252,0.01772629,71.0
0.9995208783366252,-0.0,-0.42256436,0.01144386,93.1086339369145,64.06403994560242,851,0.008169029,15,99312,0.01144386,71.0
0.9994708326412365,-0.0,-0.47512034,0.018116325,93.22594269903549,64.72703790664673,865,0.010059965,14,100287,0.018116325,70.55
