EpThisIter,meankl,EpisodesSoFar,TimeElapsed,ev_tdlam_before,EpTrueRewMean,EpRewMean,optimgain,TimestepsSoFar,surrgain,EpLenMean,entloss,entropy
1,0.004883536,3747,12153.76190161705,0.0453416109085083,-1269.2729090976065,36.8012,0.07015167,3747000,0.07015167,1000.0,0.0,2.2126768
1,0.0046596504,3748,12156.149679660797,0.07195204496383667,-1192.1956163987968,37.43162,0.07076128,3748000,0.07076128,1000.0,0.0,2.207689
1,0.0045751147,3749,12158.55057835579,0.09955346584320068,-1189.593993516676,37.697453,0.07133788,3749000,0.07133788,1000.0,0.0,2.215488
1,0.004739039,3750,12160.943100214005,0.03541082143783569,-1187.341581704912,37.743156,0.072135665,3750000,0.072135665,1000.0,0.0,2.208265
1,0.0047085704,3751,12163.33192563057,0.7333611249923706,-1215.6923506535388,37.62294,0.07758127,3751000,0.07758127,1000.0,0.0,2.1983206
1,0.004217557,3752,12165.75019454956,0.10151863098144531,-1214.9634437372692,37.525166,0.058901366,3752000,0.058901366,1000.0,0.0,2.1959364
1,0.004266267,3753,12168.136452913284,0.8740915954113007,-1185.532758917753,37.735443,0.08563453,3753000,0.08563453,1000.0,0.0,2.1962755
1,0.0041609183,3754,12170.517378091812,0.05751460790634155,-1189.7410829707164,37.62019,0.056263722,3754000,0.056263722,1000.0,0.0,2.1821702
1,0.0041705985,3755,12172.914906978607,0.19560211896896362,-1187.033905164389,37.30813,0.06797555,3755000,0.06797555,1000.0,0.0,2.1772017
1,0.004237948,3756,12175.305758714676,0.17959952354431152,-1185.7123398866943,37.27522,0.0634312,3756000,0.0634312,1000.0,0.0,2.1778755
1,0.0047160904,3757,12177.715564250946,0.05202484130859375,-1183.78730879367,37.410046,0.07398497,3757000,0.07398497,1000.0,0.0,2.1684875
1,0.004095314,3758,12180.128175020218,0.05494225025177002,-1186.1576595356225,37.099957,0.068930626,3758000,0.068930626,1000.0,0.0,2.1664932
1,0.0039100247,3759,12182.541073083878,0.9754791706800461,-1283.8630162903787,36.174095,0.09257692,3759000,0.09257692,1000.0,0.0,2.1660595
1,0.003926169,3760,12184.940270662308,0.09206557273864746,-1279.4197310007812,35.821068,0.06649167,3760000,0.06649167,1000.0,0.0,2.1633747
1,0.004581213,3761,12187.335846185684,0.14744478464126587,-1089.431257744242,36.795265,0.07589856,3761000,0.07589856,1000.0,0.0,2.1638381
1,0.005473748,3762,12189.733884096146,0.8386837989091873,-1108.1178286374663,36.781815,0.09488741,3762000,0.09488741,1000.0,0.0,2.1632376
1,0.0044728317,3763,12192.122811079025,0.06431198120117188,-1102.0319278066013,36.99979,0.065019086,3763000,0.065019086,1000.0,0.0,2.1520553
1,0.0039529935,3764,12194.508130788803,0.14311200380325317,-1101.8405919234174,36.89933,0.066488996,3764000,0.066488996,1000.0,0.0,2.1487093
1,0.004029805,3765,12196.926527261734,0.48253196477890015,-1153.862215570016,36.397095,0.098678336,3765000,0.098678336,1000.0,0.0,2.1445956
1,0.0043321615,3766,12199.337022781372,-0.17152464389801025,-1126.1482513148512,36.451283,0.09118358,3766000,0.09118358,1000.0,0.0,2.1360786
1,0.0047165966,3767,12201.731747865677,0.08365005254745483,-1120.1549707372974,36.5655,0.06905092,3767000,0.06905092,1000.0,0.0,2.1284761
1,0.004656858,3768,12204.122354984283,0.15499049425125122,-1126.4266735158994,36.599022,0.06824599,3768000,0.06824599,1000.0,0.0,2.1242201
1,0.0042377817,3769,12206.509416818619,0.11655008792877197,-1128.3363043180548,36.792183,0.073350266,3769000,0.073350266,1000.0,0.0,2.1144876
1,0.0044533876,3770,12208.893254041672,0.3414597511291504,-1122.3530767316086,37.09147,0.07137241,3770000,0.07137241,1000.0,0.0,2.1109145
1,0.014906703,3771,12211.313621520996,0.06851834058761597,-1115.3601811993226,37.696175,0.115938134,3771000,0.115938134,1000.0,0.0,2.1072721
