#{"t_start": 1521290243.3417826, "env_id": "HalfCheetah-v2"}
r,l,t
-575.01908,1000,2.596579
-645.395117,1000,3.448298
-595.792274,1000,4.104278
-725.717043,1000,4.824927
-745.486535,1000,5.581056
-585.118098,1000,6.243596
-554.742415,1000,6.910535
-635.053226,1000,7.567367
-777.557421,1000,8.225129
-730.338101,1000,8.891357
-515.278466,1000,9.547952
-665.903121,1000,10.20564
-610.597284,1000,10.911549
-670.926768,1000,11.586161
-610.805552,1000,12.2634
-700.138132,1000,13.026027
-682.646865,1000,13.694157
-626.778687,1000,14.404692
-705.529793,1000,15.242041
-637.210852,1000,16.066273
-708.726635,1000,16.893108
-666.064777,1000,17.630664
-729.820178,1000,18.319076
-685.243703,1000,19.049727
-926.768232,1000,19.786925
-629.791701,1000,20.533688
-670.418026,1000,21.317343
-654.214648,1000,22.113802
-852.684486,1000,22.8515
-743.55292,1000,23.548654
-687.471775,1000,24.221021
-706.629556,1000,24.886072
-672.905856,1000,25.548782
-843.281427,1000,26.220371
-777.690266,1000,26.883938
-632.820328,1000,27.548668
-683.836721,1000,28.217438
-840.277467,1000,28.89574
-913.084328,1000,29.558799
-701.115168,1000,30.231817
-786.555569,1000,30.895761
-765.905007,1000,31.556599
-870.264681,1000,32.115688
-722.565258,1000,32.790727
-674.147415,1000,33.453395
-730.025373,1000,34.117052
-691.253846,1000,34.791327
-822.314762,1000,35.456779
-822.59631,1000,36.118952
-863.831849,1000,36.791438
-734.650035,1000,37.45443
-789.926329,1000,38.170013
-763.074379,1000,38.994983
-795.365592,1000,39.725622
-874.497831,1000,40.391677
-827.537886,1000,41.061772
-889.455305,1000,41.722619
-705.75102,1000,42.39729
-689.317219,1000,43.087
-772.845374,1000,43.767832
-807.573421,1000,44.434538
-840.709566,1000,45.107019
-748.861607,1000,45.769335
-839.677689,1000,46.432137
-715.272974,1000,47.10182
-731.821074,1000,47.763235
-822.464554,1000,48.428028
-722.742481,1000,49.102102
-622.622689,1000,49.770582
-807.005242,1000,50.441425
-819.9245,1000,51.121365
-734.868623,1000,51.78869
-762.784288,1000,52.45211
-803.461093,1000,53.1251
-835.935554,1000,53.788985
-782.939533,1000,54.451337
-793.207886,1000,55.128424
-962.285825,1000,55.79106
-791.013009,1000,56.449638
-981.988308,1000,57.116846
