meankl,surrgain,EpisodesSoFar,EpTrueRewMean,entloss,entropy,ev_tdlam_before,optimgain,EpThisIter,EpLenMean,EpRewMean,TimeElapsed,TimestepsSoFar
0.010186637,0.076898254,1139,544.5344558078954,0.0,3.5465086,0.9567436128854752,0.076898254,4,210.225,6.5287285,1853.150574207306,343704
0.011260136,0.07824715,1144,545.4578354390442,0.0,3.5490422,0.9700907599180937,0.07824715,5,210.375,6.5351896,1858.5262823104858,344791
0.010123586,0.07914981,1149,531.711859719165,0.0,3.5333269,0.8748597502708435,0.07914981,5,207.075,6.3102226,1863.913406610489,345672
0.011841494,0.06462724,1156,498.3866263970207,0.0,3.487281,0.6292226612567902,0.06462724,7,196.925,6.0745506,1869.3067800998688,346750
0.010651501,0.085027955,1161,499.68061207170905,0.0,3.4579551,0.8973918855190277,0.085027955,5,197.625,6.090329,1874.6933598518372,347742
0.011004721,0.096696064,1165,509.5482350488954,0.0,3.4887776,0.9492235444486141,0.096696064,4,200.3,6.2243032,1880.0786604881287,348727
0.010427911,0.077580586,1170,497.3365142489835,0.0,3.4577935,0.9062663093209267,0.077580586,5,197.575,5.97782,1885.4711656570435,349590
0.010211064,0.07066283,1174,499.69025156944855,0.0,3.4234612,0.8808578476309776,0.07066283,4,199.825,5.966109,1890.8695797920227,350485
0.011243178,0.07833517,1179,483.10820817018237,0.0,3.410186,0.8989536687731743,0.07833517,5,194.8,5.8519015,1896.2637889385223,351496
0.011353155,0.07737307,1185,477.8703924089203,0.0,3.4534914,0.8919477015733719,0.07737307,6,194.0,5.8022485,1901.647884130478,352693
0.0101613235,0.07323696,1189,486.403271194059,0.0,3.4394908,0.893964909017086,0.07323696,4,198.325,5.966525,1907.0323059558868,353605
0.0109321615,0.08655072,1194,502.15051168853444,0.0,3.379844,0.9267182424664497,0.08655072,5,203.775,6.097586,1912.4165415763855,354704
0.00977371,0.07885305,1199,537.9215976004845,0.0,3.3936088,0.944512203335762,0.07885305,5,215.625,6.5303125,1917.8107583522797,355983
0.010728322,0.07442427,1205,517.9310701590709,0.0,3.3794558,0.8802361488342285,0.07442427,6,212.4,6.4897203,1923.1986820697784,357223
0.01028057,0.081126235,1210,542.0486858007522,0.0,3.4056418,0.9095940440893173,0.081126235,5,219.075,6.93036,1928.591120004654,358353
0.010888212,0.07521121,1214,564.3815599909924,0.0,3.3924491,0.9647726453840733,0.07521121,4,224.1,7.2248893,1933.9768426418304,359449
0.010218551,0.07009357,1218,566.5861159062599,0.0,3.389252,0.9525821320712566,0.07009357,4,225.975,7.3585258,1939.359545469284,360355
0.012869545,0.08978152,1222,577.1784278903349,0.0,3.35607,0.9320294409990311,0.08978152,4,229.95,7.5041475,1944.760228395462,361371
0.010229203,0.07786443,1226,611.1835063774872,0.0,3.3375945,0.9142749235033989,0.07786443,4,237.75,7.9966764,1950.1501786708832,362393
0.010324132,0.07266845,1230,606.1726353721605,0.0,3.329348,0.9010903984308243,0.07266845,4,235.3,7.860196,1955.5385942459106,363234
0.01038484,0.08535286,1234,627.8426861236048,0.0,3.3381355,0.9273700639605522,0.08535286,4,240.725,8.182543,1960.934268951416,364333
0.010541343,0.088987306,1238,616.315842117698,0.0,3.3109765,0.8371888697147369,0.088987306,4,237.35,8.031882,1966.3251008987427,365193
0.011272069,0.084520966,1242,630.4714870516239,0.0,3.2914515,0.9348567426204681,0.084520966,4,240.0,8.209314,1971.7261018753052,366200
0.011511764,0.078071825,1247,633.5985535758684,0.0,3.3050609,0.9174269735813141,0.078071825,5,239.225,8.085918,1977.1261970996857,367264
0.009653499,0.06934324,1251,632.3240424323252,0.0,3.31031,0.8355527818202972,0.06934324,4,238.225,8.0632105,1982.52450299263,368184
0.010407923,0.086760625,1255,622.7476415636213,0.0,3.2824328,0.9199632778763771,0.086760625,4,235.525,7.829257,1987.924391746521,369120
0.010411212,0.080876686,1259,632.1138044037556,0.0,3.270506,0.9205333590507507,0.080876686,4,236.4,7.966296,1993.3146872520447,370066
0.0120804645,0.0699262,1263,640.5821407302748,0.0,3.272134,0.9682619757950306,0.0699262,4,238.125,8.006056,1998.7046220302582,371118
0.010844415,0.07581639,1267,641.488809970218,0.0,3.2843938,0.9019333869218826,0.07581639,4,238.575,8.136061,2004.0920000076294,372091
0.009418993,0.071953826,1272,615.6320688741571,0.0,3.2871168,0.7070600092411041,0.071953826,5,231.2,7.822889,2009.483583688736,373098
0.011173768,0.07684387,1278,606.7612024006833,0.0,3.291648,0.885681115090847,0.07684387,6,227.675,7.615728,2014.874297618866,374300
0.012868215,0.08096884,1283,579.2371794863172,0.0,3.274505,0.7880707830190659,0.08096884,5,220.775,7.4313726,2020.267254114151,375308
0.010786381,0.06695701,1288,569.2615398006197,0.0,3.28544,0.8054232150316238,0.06695701,5,218.75,7.41908,2025.6575083732605,376282
0.0113699,0.090659514,1292,597.752428212468,0.0,3.3209815,0.9589530229568481,0.090659514,4,225.35,7.7595673,2031.0477268695831,377352
0.012319066,0.073708326,1296,599.2422375826209,0.0,3.3426533,0.8671543747186661,0.073708326,4,225.125,7.780904,2036.4260694980621,378308
0.010918009,0.07459291,1301,590.2497341418875,0.0,3.3098168,0.9027365446090698,0.07459291,5,223.85,7.619586,2041.8061084747314,379543
0.0042492216,0.040721186,1306,562.0530236406266,0.0,3.3123562,0.86119544506073,0.040721186,5,215.925,7.24669,2047.2214221954346,380510
0.009436335,0.08507032,1309,567.9556729970672,0.0,3.3450854,0.9379785098135471,0.08507032,3,217.2,7.205657,2052.6089885234833,381338
0.0116365645,0.07527544,1314,577.0077983955001,0.0,3.307587,0.8808241933584213,0.07527544,5,220.875,7.304492,2058.017076730728,382407
0.010377053,0.07973452,1319,569.7221308835567,0.0,3.3392358,0.7373560667037964,0.07973452,5,217.2,7.2412977,2063.4170291423798,383204
0.010691344,0.07172262,1324,589.4340582008513,0.0,3.325472,0.9462172202765942,0.07172262,5,221.65,7.197315,2068.8049142360687,384417
0.010681592,0.066704065,1329,596.7064698145025,0.0,3.2753904,0.9216727986931801,0.066704065,5,224.375,7.303621,2074.201233148575,385540
0.010064265,0.08475652,1333,599.5105969422987,0.0,3.2812107,0.951846182346344,0.08475652,4,225.35,7.306494,2079.5814990997314,386642
0.011083672,0.083850175,1337,600.714915911111,0.0,3.3209841,0.9454719051718712,0.083850175,4,225.95,7.3811936,2084.986592054367,387676
0.011668888,0.07713224,1342,600.7235711132133,0.0,3.2847292,0.9141450375318527,0.07713224,5,225.975,7.392469,2090.385746717453,388812
0.009928153,0.070901364,1346,622.5175812983664,0.0,3.2414572,0.919693224132061,0.070901364,4,232.25,7.640877,2095.78200006485,389800
0.010142363,0.079303876,1350,621.3987559108054,0.0,3.266114,0.9526656679809093,0.079303876,4,230.1,7.5397162,2101.1770401000977,390803
0.011495421,0.07163673,1354,644.4735418377396,0.0,3.2447603,0.9370805099606514,0.07163673,4,236.325,7.813611,2106.572915792465,391860
