EpLenMean,EpRewMean,TimestepsSoFar,EpisodesSoFar,EpThisIter,meankl,EpTrueRewMean,ev_tdlam_before,TimeElapsed,optimgain,surrgain,entropy,entloss
958.925,566.2771,855485,1364,1,0.01025375,3366.8487098723986,0.10021501779556274,3085.097811460495,0.041356295,0.041356295,1.3189541,0.0
958.925,566.2638,856485,1365,1,0.011192137,3366.207662216103,0.11713868379592896,3090.2385489940643,0.04242324,0.04242324,1.3435563,0.0
967.5,570.58777,857485,1366,1,0.010048056,3391.942720566459,0.02836984395980835,3095.387041568756,0.034686767,0.034686767,1.3673543,0.0
967.5,570.3358,858485,1367,1,0.0107890945,3391.0739593583116,0.05656641721725464,3100.551121711731,0.038133882,0.038133882,1.3353065,0.0
964.35,568.0838,859959,1369,2,0.010545381,3377.7034432970368,0.8057084679603577,3105.697625875473,0.044198316,0.044198316,1.3817803,0.0
964.35,567.7992,860959,1370,1,0.011129595,3375.955131845836,0.02045607566833496,3110.8459420204163,0.03589978,0.03589978,1.4246382,0.0
973.35,573.5039,861959,1371,1,0.011145092,3403.4533780273296,-0.002688288688659668,3115.9917073249817,0.036866672,0.036866672,1.3948072,0.0
973.35,573.77234,862959,1372,1,0.010754071,3402.625991034063,0.08662110567092896,3121.1367938518524,0.032861233,0.032861233,1.3974918,0.0
973.35,573.1594,863959,1373,1,0.010735229,3402.160668074048,-0.05324864387512207,3126.2758898735046,0.039224718,0.039224718,1.4273264,0.0
973.35,572.0683,864959,1374,1,0.01474412,3400.0620583919676,0.0013476014137268066,3131.4016506671906,0.043447047,0.043447047,1.4295644,0.0
973.35,571.3455,865959,1375,1,0.010765427,3398.9442348098746,0.06314271688461304,3136.542972803116,0.03818445,0.03818445,1.40477,0.0
973.35,571.0843,866959,1376,1,0.010768727,3398.3121696875096,0.10111075639724731,3141.683194875717,0.036495868,0.036495868,1.4094692,0.0
973.35,571.0304,867959,1377,1,0.010973373,3399.0041463303846,0.8938156813383102,3146.805911064148,0.06414754,0.06414754,1.3646295,0.0
973.35,571.3926,868959,1378,1,0.009967084,3398.2552405063443,0.07433360815048218,3151.935415506363,0.035496455,0.035496455,1.3859874,0.0
973.35,571.42554,869959,1379,1,0.011004152,3398.504991689032,0.17495393753051758,3157.0659539699554,0.04103959,0.04103959,1.3893752,0.0
958.775,562.4049,871376,1381,2,0.012418097,3352.2919977841534,0.9904375663027167,3162.195335626602,0.05955893,0.05955893,1.3902079,0.0
958.775,562.6248,872376,1382,1,0.011557183,3352.2998472360464,-0.01572108268737793,3167.3401679992676,0.037155427,0.037155427,1.3550522,0.0
958.775,562.8895,873376,1383,1,0.011333324,3351.8849153490883,-0.007384300231933594,3172.4760847091675,0.040254317,0.040254317,1.3617259,0.0
958.775,562.4587,874376,1384,1,0.01053242,3350.367971342538,-0.00034999847412109375,3177.605897426605,0.033797625,0.033797625,1.3614804,0.0
958.775,562.5373,875376,1385,1,0.01140214,3350.3217457537976,-0.04085206985473633,3182.743547677994,0.03734331,0.03734331,1.3721019,0.0
969.35,569.22986,876376,1386,1,0.01125258,3385.7263832441117,-0.0045473575592041016,3187.8764324188232,0.048098072,0.048098072,1.3647004,0.0
969.35,568.89307,877376,1387,1,0.013061485,3384.519102868659,-0.00202023983001709,3193.001173734665,0.03855627,0.03855627,1.3687893,0.0
969.35,568.87177,878376,1388,1,0.012230187,3385.352455928335,0.002864539623260498,3198.125410795212,0.050104644,0.050104644,1.3524631,0.0
959.65,563.02637,879988,1390,2,0.011129769,3354.7279627620505,0.9590838216245174,3203.2537517547607,0.052831672,0.052831672,1.323486,0.0
959.65,563.82806,880988,1391,1,0.011000263,3356.311367952204,0.5085127949714661,3208.3746054172516,0.040650442,0.040650442,1.3054506,0.0
959.65,564.1871,881988,1392,1,0.009999598,3356.8076591204867,-0.001650094985961914,3213.4966366291046,0.035537142,0.035537142,1.2767638,0.0
944.875,555.7594,883397,1394,2,0.010626986,3306.7872423447743,0.8063623458147049,3218.6203548908234,0.04388754,0.04388754,1.2715971,0.0
933.625,548.9352,883947,1395,1,0.012324665,3267.93166363025,0.9617316126823425,3223.7520821094513,0.058155805,0.058155805,1.2471454,0.0
936.55,551.56604,884947,1396,1,0.011266085,3276.284059206602,0.12892156839370728,3228.8906605243683,0.042325694,0.042325694,1.2290176,0.0
936.55,552.0094,885947,1397,1,0.01008673,3277.8134230619457,0.04625201225280762,3234.0322194099426,0.04187161,0.04187161,1.2393326,0.0
936.55,551.59045,886947,1398,1,0.010526527,3278.5479512407537,0.02632439136505127,3239.1658737659454,0.03499452,0.03499452,1.2155441,0.0
936.55,551.1462,887947,1399,1,0.011551256,3277.883075081937,0.002626657485961914,3244.2953436374664,0.038105123,0.038105123,1.2126616,0.0
936.55,551.16345,888947,1400,1,0.012321116,3279.4405272029035,-0.0208737850189209,3249.430143594742,0.039520446,0.039520446,1.2104344,0.0
936.55,551.2347,889947,1401,1,0.010069871,3279.8771541613505,-0.004950523376464844,3254.5554206371307,0.035880882,0.035880882,1.1944059,0.0
919.775,541.25037,890276,1402,1,0.011186086,3221.789645388699,0.9598885625600815,3259.6704823970795,0.054632578,0.054632578,1.1577619,0.0
919.775,541.1842,891276,1403,1,0.010790863,3221.8347920299193,-0.12735331058502197,3264.800780057907,0.04295236,0.04295236,1.1426833,0.0
919.775,541.60046,892276,1404,1,0.012067487,3224.153384398966,0.007521867752075195,3269.9252228736877,0.04109277,0.04109277,1.1339554,0.0
919.775,542.11444,893276,1405,1,0.009799195,3224.3159627180708,0.022119581699371338,3275.043598651886,0.048335455,0.048335455,1.1499838,0.0
