surrgain,EpThisIter,TimeElapsed,entropy,entloss,TimestepsSoFar,EpisodesSoFar,EpLenMean,meankl,optimgain,EpTrueRewMean,ev_tdlam_before,EpRewMean
0.15173027,11,2689.7027564048767,23.478025,0.0,586191,7445,90.525,0.0044069765,0.15173027,441.8576671140705,0.10595810413360596,1.2262064
0.16262957,12,2694.348654270172,23.476324,0.0,587240,7457,88.925,0.0046917973,0.16262957,434.4111735833614,0.5259840190410614,1.2562088
0.13823119,11,2699.004019021988,23.474936,0.0,588271,7468,90.475,0.004860401,0.13823119,436.63766851117754,-1.0515646934509277,1.3119612
0.30821556,11,2703.6646313667297,23.474432,0.0,589325,7479,91.95,0.0054010837,0.30821556,439.3444662690843,0.016312777996063232,1.3461165
0.19790941,14,2708.2859807014465,23.47486,0.0,590405,7493,87.825,0.005188942,0.19790941,419.03675416924887,0.35251712799072266,1.2739137
0.20096967,12,2712.896674633026,23.47526,0.0,591426,7505,85.925,0.0051191174,0.20096967,411.77557237890085,0.24336689710617065,1.3192711
0.19701415,11,2717.5040607452393,23.474371,0.0,592412,7516,84.575,0.0055000433,0.19701415,407.8454222669088,0.2324874997138977,1.3496859
0.27615756,11,2722.1327562332153,23.471941,0.0,593365,7527,84.075,0.0054394007,0.27615756,408.69164441452074,0.39550870656967163,1.2904284
0.16309816,12,2726.8137831687927,23.470865,0.0,594401,7539,86.85,0.005206628,0.16309816,416.8487182913717,0.2880138158798218,1.1894109
0.25262016,13,2731.9975888729095,23.469503,0.0,595495,7552,85.55,0.0047449092,0.25262016,415.01123513721615,-0.08742761611938477,1.2669331
0.2740622,12,2736.641817331314,23.467306,0.0,596471,7564,84.025,0.0051497566,0.2740622,410.5738294912421,0.18778455257415771,1.63046
0.56452715,12,2741.3119978904724,23.468096,0.0,597483,7576,84.15,0.007298805,0.56452715,409.28198188792913,-0.0665440559387207,1.8573143
0.2059117,12,2745.960737466812,23.468523,0.0,598511,7588,83.175,0.004597675,0.2059117,404.7718146858618,0.2916678786277771,1.7501156
0.14872186,12,2750.6182210445404,23.46657,0.0,599527,7600,84.575,0.004502537,0.14872186,407.8931541529111,0.6181831657886505,1.294227
0.19530052,12,2755.252868413925,23.466558,0.0,600536,7612,83.725,0.005099956,0.19530052,408.90355791247015,0.1832057237625122,1.1571323
0.44341812,11,2759.9000585079193,23.466127,0.0,601526,7623,85.775,0.0058147726,0.44341812,419.1493598490533,0.15037530660629272,1.3608769
0.15972859,12,2764.5405831336975,23.46395,0.0,602533,7635,86.2,0.0049663694,0.15972859,418.43906586944286,0.21473687887191772,1.3339659
0.218945,12,2769.177232980728,23.464094,0.0,603618,7647,86.075,0.0060129524,0.218945,412.0732911027284,0.1717037558555603,1.4493806
0.19721788,12,2773.8233740329742,23.464846,0.0,604652,7659,89.025,0.0054029967,0.19721788,422.627172583221,0.291103720664978,1.262358
0.2752341,12,2778.792954683304,23.466776,0.0,605696,7671,86.25,0.004782652,0.2752341,407.0977770008968,0.7076769471168518,1.5016282
0.20427312,10,2783.3849625587463,23.464579,0.0,606682,7681,90.45,0.0051534884,0.20427312,434.44095602894276,-0.185111403465271,1.6145356
0.1607995,10,2787.989059448242,23.46271,0.0,607663,7691,93.0,0.005164374,0.1607995,445.2798207729078,0.33652740716934204,1.469082
0.32301813,11,2792.589775323868,23.461424,0.0,608631,7702,91.775,0.005052159,0.32301813,439.3600103796419,-0.04495382308959961,1.5499078
0.1483507,13,2797.165877342224,23.46287,0.0,609696,7715,90.525,0.0040000286,0.1483507,438.6783531145819,0.3729357123374939,1.2939663
0.19225425,13,2801.92520737648,23.462664,0.0,610825,7728,84.7,0.005270494,0.19225425,409.3893721753442,0.07943099737167358,1.1902993
0.2521267,11,2807.275949716568,23.4624,0.0,611854,7739,87.0,0.0065672807,0.2521267,420.8359896365913,0.1913096308708191,1.1118673
0.2308693,12,2811.8838646411896,23.459246,0.0,612852,7751,86.125,0.0050922204,0.2308693,418.119482646877,0.3017864227294922,1.2714472
0.26794994,14,2816.75577545166,23.45947,0.0,613883,7765,82.55,0.0047069853,0.26794994,405.2564904106296,0.1468084454536438,1.4408414
0.15816686,12,2822.3837082386017,23.457943,0.0,615050,7777,84.75,0.0047362577,0.15816686,414.86364728144724,0.5181591212749481,1.4532678
0.16369064,13,2827.066557407379,23.458979,0.0,616062,7790,82.2,0.0054540886,0.16369064,397.0482296975594,0.09180134534835815,1.3308779
0.25725847,11,2831.7616555690765,23.460531,0.0,617035,7801,86.15,0.005387322,0.25725847,416.6948886439006,0.2810959219932556,1.227627
0.14796749,12,2836.431812763214,23.458578,0.0,618051,7813,83.95,0.004787774,0.14796749,406.5423150872492,0.6010707020759583,1.1516265
0.31514427,12,2841.112105369568,23.458967,0.0,619085,7825,85.05,0.0057719927,0.31514427,411.11123622285976,0.4870176911354065,1.1139113
0.2255472,12,2845.8221197128296,23.458576,0.0,620089,7837,87.55,0.0059310272,0.2255472,424.0465982032482,0.4754548668861389,1.194546
0.48835742,11,2850.517768383026,23.457209,0.0,621126,7848,88.175,0.005505559,0.48835742,428.14168070046463,0.1548604965209961,1.1923344
0.19742468,12,2855.5540025234222,23.457357,0.0,622120,7860,87.5,0.0054299883,0.19742468,424.46447513349733,0.370821475982666,1.2031529
0.14029676,12,2860.471135377884,23.456785,0.0,623141,7872,86.9,0.0046224627,0.14029676,424.25448714705874,0.04602384567260742,1.1589906
0.16376948,12,2865.167712688446,23.456705,0.0,624251,7884,86.925,0.0046977354,0.16376948,425.4139456860752,0.5052320063114166,1.1238725
0.24905129,11,2869.8683490753174,23.456545,0.0,625254,7895,88.125,0.0050557507,0.24905129,434.99355543940084,0.563326895236969,1.2326044
0.19431755,12,2874.8198688030243,23.454182,0.0,626291,7907,90.025,0.0047249594,0.19431755,447.78414965912486,-0.10062909126281738,1.3184998
0.16446677,12,2880.9499666690826,23.454367,0.0,627347,7919,88.55,0.0059901457,0.16446677,436.98404549040845,0.5138193666934967,1.3359275
0.32457146,12,2886.2648310661316,23.454166,0.0,628423,7931,87.5,0.005003992,0.32457146,426.3382984241278,0.3734646439552307,1.3540232
0.17023474,13,2890.9184408187866,23.454367,0.0,629512,7944,86.3,0.00512804,0.17023474,415.4224315028194,0.4349498152732849,1.209012
0.15070392,13,2895.5713925361633,23.45363,0.0,630584,7957,84.675,0.0060373405,0.15070392,408.41048742916144,0.4867430329322815,1.1525656
0.16126508,13,2900.4871301651,23.453287,0.0,631654,7970,83.4,0.0044703595,0.16126508,405.18794681674274,0.11501461267471313,1.0491554
0.16877273,12,2905.1748547554016,23.453348,0.0,632676,7982,83.2,0.005297232,0.16877273,410.48196482158073,0.3560759425163269,1.1131856
0.16155078,12,2909.7863895893097,23.45368,0.0,633735,7994,84.25,0.0065352167,0.16155078,409.33282807838117,0.2077687382698059,1.1431841
0.18044081,11,2914.705272912979,23.452215,0.0,634732,8005,86.9,0.0049916306,0.18044081,417.6813908185977,0.5789806544780731,1.1180375
0.15879433,14,2919.384450674057,23.452799,0.0,635817,8019,84.675,0.0047164257,0.15879433,403.63468142271165,0.6294862926006317,1.0354713
0.1602472,13,2924.0275933742523,23.453596,0.0,636826,8032,81.35,0.0045888578,0.1602472,392.2502968872013,0.5934031009674072,1.0077217
0.16522148,14,2928.6492030620575,23.45141,0.0,637855,8046,76.075,0.0052382713,0.16522148,364.39232508138343,0.5303568840026855,0.88290656
0.4547956,15,2933.227836370468,23.451921,0.0,638939,8061,74.275,0.013979864,0.4547956,365.7997170716934,0.3186953663825989,1.1428406
0.17152366,12,2937.865267276764,23.451498,0.0,639954,8073,75.75,0.005657044,0.17152366,369.7148649343488,-0.01070249080657959,1.1471373
0.16829686,12,2942.47585606575,23.452902,0.0,640916,8085,79.325,0.004774173,0.16829686,390.0626555429776,0.2510899305343628,1.2326715
0.14978272,13,2947.1001586914062,23.453936,0.0,641949,8098,80.775,0.005430272,0.14978272,391.0303672647224,0.21527451276779175,0.98219645
0.15353249,12,2951.7402873039246,23.454916,0.0,643039,8110,85.0,0.0055228323,0.15353249,409.33744143533494,-0.06915342807769775,0.9842968
0.17199872,11,2956.3761484622955,23.457747,0.0,644041,8121,86.2,0.005219896,0.17199872,417.0108631245122,0.6123794913291931,0.9945356
0.17762463,11,2961.004067182541,23.457277,0.0,644936,8132,85.9,0.0050464245,0.17762463,413.5355605848566,-0.017641186714172363,1.012676
0.16109034,12,2965.6493484973907,23.454832,0.0,645951,8144,85.925,0.0046870224,0.16109034,413.8047505807837,0.6011227369308472,1.0437921
0.24031231,12,2970.262106180191,23.454996,0.0,646973,8156,86.6,0.0060318103,0.24031231,419.0813514984423,0.12273645401000977,1.1553361
0.16365512,13,2974.9092285633087,23.457048,0.0,647982,8169,82.8,0.00444254,0.16365512,406.77714654220244,0.30202966928482056,1.2144018
0.20874058,12,2979.536307811737,23.459635,0.0,648990,8181,82.5,0.0050423928,0.20874058,407.74070074483114,0.43299394845962524,1.1905047
0.2166104,12,2984.1633281707764,23.459467,0.0,650068,8193,83.7,0.0050773774,0.2166104,409.99292644248817,0.008438587188720703,1.1528523
0.16041261,12,2988.7915363311768,23.458738,0.0,651078,8205,85.0,0.004836901,0.16041261,413.0849880177715,0.47345131635665894,1.128845
0.22061694,11,2993.412684440613,23.462564,0.0,651992,8216,85.95,0.005126399,0.22061694,412.7229216533433,0.43102943897247314,1.0585606
0.22670102,13,2998.070032119751,23.46102,0.0,653023,8229,82.175,0.005831186,0.22670102,395.7401522703152,0.3838476538658142,0.98810256
0.32032853,12,3002.738681077957,23.46094,0.0,654063,8241,83.925,0.005885494,0.32032853,410.39614876852266,-0.3754786252975464,1.1830415
0.4219589,12,3007.3732249736786,23.458494,0.0,655045,8253,82.65,0.00518727,0.4219589,403.88920388370235,0.11247879266738892,1.4439652
0.16120833,12,3012.016335964203,23.459063,0.0,656038,8265,84.275,0.0058727185,0.16120833,409.0400424364327,0.20206457376480103,1.3608911
0.20910078,12,3016.6429624557495,23.456562,0.0,657067,8277,86.8,0.0047715455,0.20910078,415.0706415322494,0.6683853566646576,1.3620803
0.24230665,11,3021.267563343048,23.456541,0.0,658064,8288,84.65,0.004427284,0.24230665,411.14126910618626,0.12818479537963867,1.2986532
0.21937573,12,3025.9067945480347,23.456234,0.0,659055,8300,86.3,0.005068402,0.21937573,419.1378012013212,0.49502676725387573,1.4157994
0.16126645,14,3030.575739622116,23.453938,0.0,660173,8314,82.625,0.0052705966,0.16126645,407.0842466941932,-0.48682308197021484,1.4077098
0.323184,13,3035.8583126068115,23.454817,0.0,661268,8327,82.35,0.0056379284,0.323184,404.50509819540844,-0.055119872093200684,1.1262474
0.20925403,14,3040.505289077759,23.453852,0.0,662321,8341,78.65,0.0046125064,0.20925403,385.1294868304711,0.5563336312770844,1.0279715
0.22281946,13,3045.195652961731,23.451643,0.0,663371,8354,79.95,0.0050936686,0.22281946,387.4228254083412,0.16755402088165283,1.0521389
0.2153574,13,3049.8645944595337,23.454184,0.0,664450,8367,79.55,0.005332907,0.2153574,383.6214608285421,0.30878573656082153,1.0251253
0.1509299,13,3054.7653365135193,23.454832,0.0,665518,8380,81.425,0.005416047,0.1509299,395.5876784228518,0.2876747250556946,1.040488
0.20224941,13,3059.4432978630066,23.454184,0.0,666615,8393,82.6,0.0053757485,0.20224941,401.35606580935865,0.6664859652519226,1.167518
0.16229399,12,3064.0137996673584,23.454828,0.0,667550,8405,81.025,0.0043689325,0.16229399,397.8592368668906,0.2800601124763489,1.1258187
0.15629026,13,3068.583273410797,23.454344,0.0,668611,8418,82.65,0.004969336,0.15629026,406.01652085537955,0.2709695100784302,1.0971721
0.14967394,12,3073.14604640007,23.454996,0.0,669661,8430,82.85,0.0049015284,0.14967394,404.3838516563841,-0.8314304351806641,0.9058161
0.26617247,12,3077.7214488983154,23.454098,0.0,670705,8442,83.95,0.005983261,0.26617247,404.2615108617475,0.10940885543823242,1.0068729
0.1797778,11,3082.3058907985687,23.450602,0.0,671766,8453,89.8,0.004860108,0.1797778,433.31458261638073,0.17913281917572021,1.1130493
0.2603283,12,3086.939081430435,23.450178,0.0,672888,8465,91.475,0.0052423826,0.2603283,445.7991903995563,-0.13619065284729004,1.2528152
0.1759111,13,3091.5471312999725,23.449772,0.0,673945,8478,89.675,0.0052763554,0.1759111,441.01539615431903,-0.5080708265304565,1.2121006
0.16239735,11,3096.1425817012787,23.45013,0.0,675018,8489,92.925,0.0062287915,0.16239735,454.80728970196276,-1.3420894145965576,1.2550657
0.25476754,11,3100.7660076618195,23.448732,0.0,676070,8500,90.525,0.005244244,0.25476754,444.1491800550455,0.15031743049621582,1.1695898
0.19413388,12,3105.3663108348846,23.450518,0.0,677039,8512,88.55,0.0049530724,0.19413388,430.3662817624745,0.1931021809577942,1.0410877
0.163646,13,3109.981123447418,23.45091,0.0,678075,8525,86.525,0.005293195,0.163646,418.52077595796953,0.5662902295589447,0.9088909
0.18023211,12,3114.575413942337,23.449968,0.0,679047,8537,81.175,0.00599464,0.18023211,394.9025795487653,0.44395333528518677,0.853824
0.1495516,12,3119.1475360393524,23.447512,0.0,680042,8549,81.275,0.007209582,0.1495516,388.7477405683682,0.3149476647377014,0.7898916
0.2401897,12,3124.1706824302673,23.445072,0.0,681072,8561,83.275,0.005687462,0.2401897,394.8771763718705,-0.013484716415405273,0.96580523
0.13759162,12,3128.9417774677277,23.441242,0.0,682099,8573,83.4,0.005202477,0.13759162,397.0365013797155,-0.3307729959487915,0.98571473
0.20766076,12,3133.4870686531067,23.441828,0.0,683137,8585,85.05,0.0052779326,0.20766076,409.69111099586627,0.33750659227371216,1.1151793
0.19119397,13,3138.051694393158,23.443048,0.0,684186,8598,84.25,0.005384289,0.19119397,407.23252913432805,0.23940163850784302,1.0907379
0.152114,12,3142.623687505722,23.440434,0.0,685204,8610,82.85,0.004341792,0.152114,406.3308296264563,-0.5396583080291748,1.2049576
0.3124393,13,3147.194713115692,23.44098,0.0,686245,8623,81.675,0.0042103487,0.3124393,402.71187966032926,-0.042860984802246094,1.3533764
0.14671937,12,3151.7557711601257,23.442144,0.0,687210,8635,80.275,0.0050089555,0.14671937,393.62357696985066,0.1614363193511963,1.2621598
0.32037282,15,3156.5198538303375,23.4397,0.0,688268,8650,76.6,0.005318719,0.32037282,374.30896842127686,0.13175493478775024,1.2047126
0.1542832,13,3161.0834498405457,23.439634,0.0,689240,8663,74.875,0.005130164,0.1542832,366.47766270154307,0.3629536032676697,0.944767
0.14574878,13,3165.9261877536774,23.440166,0.0,690298,8676,75.675,0.004824613,0.14574878,371.4897054759325,-0.3210740089416504,0.97563726
0.21977456,12,3170.676694869995,23.441572,0.0,691331,8688,79.45,0.005879334,0.21977456,388.7462303433144,0.4563552141189575,0.87504834
0.20529759,14,3175.267771959305,23.44139,0.0,692340,8702,79.275,0.004691678,0.20529759,391.22476474687903,0.35141271352767944,0.9232233
0.14839129,12,3179.8347566127777,23.44002,0.0,693325,8714,79.375,0.005348541,0.14839129,391.7412613455249,0.5050896406173706,0.91618156
0.20633206,12,3184.4212629795074,23.439936,0.0,694326,8726,78.875,0.0049675396,0.20633206,391.07206555198854,0.6213520467281342,1.0438776
0.78328866,12,3189.003168106079,23.44108,0.0,695368,8738,82.325,0.0071707033,0.78328866,404.7293426697023,0.16484969854354858,1.197323
0.14240652,13,3193.8717234134674,23.438944,0.0,696331,8751,80.025,0.0052864966,0.14240652,396.6514888361929,-0.40646636486053467,1.2584997
0.18519521,13,3198.9710772037506,23.43864,0.0,697357,8764,79.425,0.004390844,0.18519521,393.0369646823418,0.37279319763183594,1.1280196
0.14919873,12,3203.5490210056305,23.437239,0.0,698356,8776,78.65,0.0045388285,0.14919873,383.74130189232585,0.0633038878440857,0.8224084
0.20669733,12,3208.290888786316,23.439764,0.0,699318,8788,79.55,0.004104513,0.20669733,388.4612593641936,-0.13715970516204834,0.8125084
0.33955553,13,3212.896242380142,23.441328,0.0,700341,8801,79.95,0.005384002,0.33955553,394.0111574979693,0.20309937000274658,0.92509747
0.20019743,12,3217.487240076065,23.438726,0.0,701385,8813,81.5,0.0047202427,0.20019743,404.7732848918635,0.1388649344444275,1.2551192
0.2515416,12,3222.086424589157,23.438803,0.0,702364,8825,82.45,0.0044804234,0.2515416,407.65992854017975,-0.2285076379776001,1.3688639
0.44919583,12,3226.676147222519,23.438066,0.0,703354,8837,82.275,0.005665338,0.44919583,401.4235286560729,0.13896220922470093,1.6341362
0.13278824,12,3231.2720007896423,23.435062,0.0,704304,8849,80.875,0.004243962,0.13278824,392.8053487872429,-0.21139800548553467,1.3926084
0.18375951,14,3235.83318400383,23.434881,0.0,705348,8863,77.85,0.0048512807,0.18375951,376.4873291780966,0.25312066078186035,1.1976681
0.1764873,14,3240.3926389217377,23.431135,0.0,706386,8877,75.8,0.0044745402,0.1764873,369.268170150145,0.3681488633155823,0.867074
0.13366842,12,3244.96253156662,23.429995,0.0,707366,8889,76.55,0.0042234706,0.13366842,370.10706423379526,-0.6886323690414429,0.8703521
0.1651479,12,3249.5278718471527,23.429182,0.0,708350,8901,78.85,0.005585723,0.1651479,381.13662329176606,-0.37545013427734375,0.98737586
0.17111413,11,3254.115511894226,23.428469,0.0,709408,8912,83.85,0.005582745,0.17111413,408.0003630239723,0.13053756952285767,0.99765
0.14445683,13,3258.666538953781,23.428709,0.0,710401,8925,83.075,0.0058021545,0.14445683,405.18609496797905,-0.85396409034729,0.9499687
0.19972864,13,3263.221093893051,23.425718,0.0,711488,8938,84.075,0.0051580933,0.19972864,409.85881191177793,0.09710603952407837,0.99982595
0.22121048,11,3267.817281961441,23.42415,0.0,712530,8949,85.675,0.0050940947,0.22121048,418.00933899230114,-0.06045818328857422,1.2362304
0.22051448,12,3272.52912569046,23.426264,0.0,713568,8961,86.125,0.0055503706,0.22051448,418.18659582895214,0.08601969480514526,1.3276732
0.15994838,12,3277.1091418266296,23.426579,0.0,714693,8973,88.525,0.0054082144,0.15994838,432.877443038654,-0.1426384449005127,1.2861401
0.16978315,12,3281.693913936615,23.425356,0.0,715645,8985,88.175,0.0046372376,0.16978315,428.9438281443846,0.15361791849136353,1.3130364
0.14417452,12,3286.27738237381,23.424479,0.0,716612,8997,85.225,0.004439056,0.14417452,417.339849711245,-0.09787094593048096,1.0585121
0.1552968,12,3291.0651440620422,23.423666,0.0,717607,9009,82.025,0.00548556,0.1552968,403.929667311895,-2.4512078762054443,0.9649528
0.16792603,12,3295.6490745544434,23.42214,0.0,718627,9021,81.375,0.00516618,0.16792603,402.30295603816546,0.44260597229003906,0.7844369
0.27620313,13,3300.231802225113,23.421453,0.0,719675,9034,82.85,0.005001664,0.27620313,406.01424146186855,-0.19095897674560547,0.83139646
0.16468324,13,3304.8328759670258,23.424982,0.0,720703,9047,81.875,0.004658773,0.16468324,407.91524510347983,0.2829759120941162,0.88084555
0.14258476,10,3309.9276683330536,23.424969,0.0,721678,9057,84.725,0.005493841,0.14258476,417.57967627359267,-0.6782475709915161,0.9466305
0.4171943,12,3314.826805830002,23.424871,0.0,722692,9069,85.35,0.005525141,0.4171943,426.9727173513662,0.003408074378967285,0.92036265
0.18291266,12,3319.414795398712,23.426823,0.0,723732,9081,87.3,0.0050700568,0.18291266,430.4880591558901,0.17263489961624146,0.93552125
0.16589758,12,3323.975251674652,23.427004,0.0,724729,9093,86.1,0.004924871,0.16589758,423.00830457175323,0.1808752417564392,0.94354373
0.1739822,11,3328.5412187576294,23.4292,0.0,725664,9104,84.95,0.005538417,0.1739822,415.5514671413165,-0.05099022388458252,1.0381968
0.20906654,13,3333.11656665802,23.428404,0.0,726736,9117,84.4,0.004809264,0.20906654,412.05899739884114,-0.24236714839935303,1.0125097
0.21270531,12,3337.7132527828217,23.428774,0.0,727777,9129,85.425,0.00537053,0.21270531,417.4329095014653,0.16640228033065796,1.0928712
0.22947857,13,3342.2918915748596,23.4279,0.0,728815,9142,82.625,0.0059556244,0.22947857,396.7801499002295,0.443914532661438,1.0979589
0.3730507,12,3346.86963558197,23.427492,0.0,729875,9154,84.6,0.006616707,0.3730507,409.0209136168167,-0.004830837249755859,1.1298435
0.24344257,11,3351.4428555965424,23.427425,0.0,730899,9165,87.075,0.0061389226,0.24344257,419.41087630916337,0.32227689027786255,1.2871597
0.17394538,12,3356.5167310237885,23.427511,0.0,731966,9177,89.375,0.0048247497,0.17394538,437.1861061065115,0.18798470497131348,1.2529052
0.16258568,10,3361.2899930477142,23.426271,0.0,732988,9187,94.45,0.0055620577,0.16258568,462.96606762161844,0.1331748366355896,1.1644127
0.15298529,14,3365.9480254650116,23.425358,0.0,734040,9201,88.1,0.004471421,0.15298529,430.1059584918179,0.327067494392395,0.9240017
0.16420674,12,3370.5910880565643,23.425049,0.0,735090,9213,87.9,0.005311683,0.16420674,426.67940417411467,0.13705748319625854,0.9434517
0.19536266,12,3375.259036540985,23.425358,0.0,736102,9225,82.4,0.006033797,0.19536266,401.6737561315085,0.3801119327545166,0.97333515
0.1974371,13,3379.8456621170044,23.424824,0.0,737194,9238,85.15,0.0047497544,0.1974371,408.4344694919365,-0.14854133129119873,0.99505883
0.18170059,13,3384.422287464142,23.424805,0.0,738249,9251,84.225,0.0056303144,0.18170059,402.13547689654825,0.37636035680770874,0.9544964
0.28260794,14,3389.0062963962555,23.424314,0.0,739286,9265,79.6,0.0052088015,0.28260794,381.4639144226893,0.34397178888320923,0.9485302
0.29202765,13,3393.6058712005615,23.42132,0.0,740332,9278,78.45,0.0049334285,0.29202765,386.00253807161454,0.2989739179611206,0.9837898
0.222204,12,3398.201904296875,23.424566,0.0,741368,9290,79.7,0.004592845,0.222204,392.12157072520165,0.30745095014572144,0.9831821
0.15292273,12,3403.8567066192627,23.426516,0.0,742400,9302,83.2,0.004836516,0.15292273,410.7168702386883,0.12634557485580444,0.91915977
0.16537055,14,3408.8226013183594,23.427656,0.0,743439,9316,81.175,0.0045819194,0.16537055,399.023774604398,0.26955533027648926,0.77261335
0.25603682,13,3413.391631603241,23.427485,0.0,744489,9329,80.1,0.0051384727,0.25603682,391.9434856890419,0.09711921215057373,0.7456484
0.21316825,12,3417.9694316387177,23.426508,0.0,745479,9341,79.625,0.0055220644,0.21316825,390.91725482452046,0.3050965666770935,0.75197446
0.21564627,11,3422.5346326828003,23.425295,0.0,746451,9352,82.9,0.006050053,0.21564627,406.04365067027766,0.4531221389770508,0.75280976
0.16161315,12,3427.435009241104,23.423178,0.0,747453,9364,85.25,0.005626238,0.16161315,416.96348793739816,0.3620244860649109,0.80984545
0.18967448,12,3432.118947982788,23.423113,0.0,748467,9376,86.125,0.00444635,0.18967448,418.5526580086533,0.24612891674041748,0.91223705
0.16285972,13,3436.728950023651,23.42415,0.0,749510,9389,83.2,0.004758236,0.16285972,407.46212455514393,-0.19692909717559814,1.0401762
0.15880515,14,3441.535455942154,23.427496,0.0,750547,9403,79.225,0.004963767,0.15880515,393.71654408608737,0.4317217469215393,1.0044267
0.15717587,11,3446.211791753769,23.425787,0.0,751513,9414,81.0,0.005211562,0.15717587,405.1149386773979,0.21401715278625488,0.8537321
0.14490952,13,3450.7515881061554,23.423277,0.0,752592,9427,80.925,0.0057272753,0.14490952,400.1643195904214,-0.16724908351898193,0.8024702
0.16130263,11,3455.306681394577,23.421553,0.0,753614,9438,86.925,0.0049150195,0.16130263,425.0256983194463,-0.21534597873687744,0.9067017
0.15942523,10,3459.849684238434,23.420488,0.0,754582,9448,89.95,0.005861843,0.15942523,438.6020818895,0.028057634830474854,0.99494493
0.25766975,13,3464.3752784729004,23.419254,0.0,755650,9461,88.525,0.0058097844,0.25766975,429.6010646272809,0.03253835439682007,1.0209903
0.32888559,11,3468.928496837616,23.421392,0.0,756707,9472,91.65,0.0053094523,0.32888559,446.78444998372663,0.18007487058639526,1.0563427
0.19618148,11,3473.4927797317505,23.420431,0.0,757764,9483,92.225,0.0048279,0.19618148,446.2698111026978,0.49423307180404663,1.0260845
0.6758023,13,3478.0607669353485,23.418705,0.0,758840,9496,90.65,0.00949326,0.6758023,446.0628118794951,0.044879257678985596,1.0205797
0.2048999,11,3482.623553752899,23.41862,0.0,759853,9507,88.975,0.0051436736,0.2048999,438.78357950016954,0.3375168442726135,1.0948536
0.17611925,12,3487.1657643318176,23.417055,0.0,760842,9519,85.675,0.005102697,0.17611925,419.2900631912489,0.2663010358810425,1.0168812
0.18096972,11,3491.733860015869,23.41575,0.0,761799,9530,86.325,0.0053078746,0.18096972,424.2894651216516,0.04968726634979248,1.0739228
0.28818488,11,3496.2677891254425,23.415033,0.0,762767,9541,86.275,0.0055111963,0.28818488,420.8590639516404,-0.017704486846923828,0.9695959
0.23980474,12,3500.801388502121,23.4148,0.0,763804,9553,86.0,0.005547402,0.23980474,424.9627172131877,0.4500354528427124,0.9667305
0.21172471,12,3505.3535318374634,23.412596,0.0,764807,9565,86.05,0.004936603,0.21172471,422.8469127247816,0.09264606237411499,0.92522085
0.19672883,14,3509.9110455513,23.412176,0.0,765847,9579,81.025,0.0052624084,0.19672883,394.6504518157775,0.3094393014907837,0.88562155
0.32740206,12,3514.4624993801117,23.410334,0.0,766874,9591,81.175,0.005887137,0.32740206,393.84325339146756,-0.04818129539489746,1.0783064
0.29645395,13,3518.9983959198,23.41065,0.0,767845,9604,78.0,0.0047991653,0.29645395,382.65922446492687,0.3158574104309082,1.2080916
0.2542614,13,3523.535487651825,23.411882,0.0,768832,9617,78.275,0.0051817168,0.2542614,387.16421090681183,0.4260416626930237,1.1925638
0.39649746,11,3528.0909612178802,23.413067,0.0,769860,9628,80.475,0.007822226,0.39649746,400.9279041624583,0.3060668706893921,1.0988325
0.2419818,12,3532.673239707947,23.416521,0.0,770879,9640,83.575,0.005596351,0.2419818,417.26244340862223,-0.09918391704559326,1.0906742
0.5047107,12,3537.660299062729,23.417501,0.0,771891,9652,87.125,0.0059062494,0.5047107,432.5142473561167,0.0843040943145752,1.5025218
0.16013226,12,3542.280147075653,23.417791,0.0,772941,9664,86.35,0.005229618,0.16013226,424.8912297369914,-0.26797759532928467,1.4611111
0.27236542,11,3546.91263961792,23.417398,0.0,773904,9675,85.875,0.0056356643,0.27236542,424.3663954448807,0.4392802119255066,1.5690559
0.26806778,12,3551.542827606201,23.417475,0.0,774931,9687,87.05,0.006001657,0.26806778,425.16241048705905,0.49111777544021606,1.5806658
0.31694594,14,3556.6238474845886,23.41667,0.0,775987,9701,82.675,0.0050359657,0.31694594,400.89403547546794,0.28806209564208984,1.8578151
0.17721406,12,3561.4959383010864,23.415754,0.0,777010,9713,82.3,0.0054639727,0.17721406,400.2559673176356,0.5418223440647125,1.8046515
0.14909723,14,3566.15975022316,23.416014,0.0,778050,9727,77.975,0.004731143,0.14909723,378.2285750943262,-0.16769015789031982,1.2635885
0.47693,13,3570.8038535118103,23.411844,0.0,779141,9740,80.95,0.0060712053,0.47693,394.1859195384672,-0.006033658981323242,0.9354146
0.18967912,13,3575.9443945884705,23.410154,0.0,780172,9753,79.05,0.0049789483,0.18967912,386.8643215814979,0.07871973514556885,0.82547027
0.16784975,12,3580.5942363739014,23.409662,0.0,781216,9765,83.075,0.005095795,0.16784975,409.95081840906244,-0.07647049427032471,0.8712684
0.23848489,12,3585.55287194252,23.409199,0.0,782292,9777,86.45,0.005368856,0.23848489,426.0116967706648,-0.008495688438415527,0.8414461
0.20254424,13,3590.1127054691315,23.407465,0.0,783368,9790,85.45,0.0049848733,0.20254424,418.3022372323094,0.43373483419418335,0.81539166
0.20122513,11,3595.018210887909,23.407717,0.0,784386,9801,87.65,0.0053768437,0.20122513,428.48970271610597,-0.13505029678344727,0.8185917
1.898313,13,3600.149457216263,23.412764,0.0,785447,9814,86.35,0.009487279,1.898313,423.36828390658013,0.08451014757156372,0.9963419
