entropy,meankl,EpThisIter,optimgain,EpRewMean,EpisodesSoFar,TimestepsSoFar,entloss,ev_tdlam_before,TimeElapsed,EpLenMean,surrgain
3.2849777,0.012526901,2,0.0846466,2882.6099009855884,3381,771896,0.0,0.8585541546344757,1206.5574820041656,681.125,0.0846466
3.2832654,0.011877589,2,0.10278946,2744.1196798631477,3383,772502,0.0,0.9542905203998089,1208.0315849781036,650.375,0.10278946
3.2756357,0.0112759285,1,0.060622163,2777.88179780284,3384,773502,0.0,0.16870993375778198,1209.805911064148,657.85,0.060622163
3.315003,0.011841798,2,0.09085925,2737.5276935502698,3386,775054,0.0,0.9440038092434406,1211.3495302200317,648.15,0.09085925
3.309627,0.004433064,1,0.04833814,2721.2962916340007,3387,775420,0.0,0.8769985884428024,1212.774718284607,644.6,0.04833814
3.2944984,0.011343469,2,0.06368482,2789.8237989286176,3389,777215,0.0,0.49515825510025024,1214.4048111438751,658.975,0.06368482
3.3067589,0.012161364,1,0.08356062,2761.3509802647313,3390,777454,0.0,0.9474498480558395,1215.972736120224,652.925,0.08356062
3.2970626,0.011995232,1,0.067616485,2762.3692361562667,3391,778454,0.0,0.2867230176925659,1217.60342502594,652.925,0.067616485
3.328965,0.0131110195,3,0.09418546,2722.213772434186,3394,780282,0.0,0.9446994438767433,1219.0708091259003,642.8,0.09418546
3.3388243,0.012002882,1,0.08281746,2790.0215952050303,3395,781105,0.0,0.9492474980652332,1220.5977342128754,657.125,0.08281746
3.3104997,0.012958154,2,0.09157198,2734.1270550261024,3397,781720,0.0,0.9593673460185528,1222.674548149109,645.675,0.09157198
3.3057823,0.011133738,2,0.0632958,2738.0725508886876,3399,782963,0.0,0.658892422914505,1224.653002023697,646.575,0.0632958
3.2803943,0.011460215,1,0.08333404,2840.159015571494,3400,783963,0.0,0.9625009372830391,1226.2943670749664,667.975,0.08333404
3.2722166,0.011752874,2,0.079284616,2795.8399415041013,3402,785251,0.0,0.9600596353411674,1228.0603630542755,658.025,0.079284616
3.2877347,0.012709741,4,0.09049289,2603.539951390313,3406,786387,0.0,0.9771293383091688,1230.1682691574097,613.725,0.09049289
3.2822702,0.011901205,1,0.0727246,2648.7110449217516,3407,787387,0.0,0.36239057779312134,1231.6373212337494,622.95,0.0727246
3.2849076,0.0111908885,1,0.08959573,2649.8225421345387,3408,787998,0.0,0.9767232611775398,1233.3400361537933,622.925,0.08959573
3.2779717,0.01403281,1,0.09271979,2613.455623380711,3409,788685,0.0,0.8957444652915001,1235.2446110248566,615.1,0.09271979
3.2544122,0.0137846805,1,0.056149893,2649.598688810534,3410,789685,0.0,0.18387508392333984,1237.5136351585388,623.05,0.056149893
3.24599,0.010249091,2,0.065247014,2643.076491595588,3412,791151,0.0,0.6224892437458038,1239.4599001407623,622.15,0.065247014
3.239642,0.012702282,3,0.09092246,2521.3096116427832,3415,792437,0.0,0.9087459743022919,1241.5387399196625,594.825,0.09092246
3.239137,0.011845389,3,0.08705327,2414.836069535923,3418,793590,0.0,0.9519332498311996,1243.4643959999084,571.1,0.08705327
3.207928,0.011924816,1,0.08435958,2493.69878590854,3419,794520,0.0,0.9491259381175041,1245.5545771121979,588.925,0.08435958
3.1940882,0.011971461,1,0.09336114,2493.067199823801,3420,795259,0.0,0.9313852041959763,1247.517064332962,589.55,0.09336114
3.1884108,0.010818183,1,0.07719651,2549.94728213642,3421,795964,0.0,0.9773708544671535,1249.0503942966461,601.7,0.07719651
3.1840222,0.014481621,1,0.061951697,2633.889853698275,3422,796964,0.0,0.26098084449768066,1250.458431005478,619.35,0.061951697
3.175373,0.0105459,2,0.066560954,2642.4837044881388,3424,798328,0.0,0.6066792607307434,1251.8310952186584,620.65,0.066560954
3.1700628,0.01145126,2,0.09815406,2603.4932543395175,3426,799603,0.0,0.959902860224247,1253.3481373786926,613.725,0.09815406
3.174015,0.012265123,1,0.0819592,2590.5059428415634,3427,799860,0.0,0.9450663104653358,1254.7526080608368,611.0,0.0819592
3.1487439,0.013560463,2,0.06733647,2513.5570119188874,3429,800998,0.0,0.5634198188781738,1256.213181257248,594.575,0.06733647
3.1254234,0.011883959,1,0.06329727,2602.077267637361,3430,801998,0.0,0.14501261711120605,1257.8539521694183,613.6,0.06329727
3.1206057,0.011461748,2,0.06885274,2565.3645977438555,3432,803629,0.0,0.6113692224025726,1259.3075420856476,606.05,0.06885274
3.140945,0.010409688,1,0.081270635,2584.452182093724,3433,804250,0.0,0.9637980200350285,1260.689019203186,610.025,0.081270635
3.124568,0.013830151,1,0.08251913,2621.1244838621305,3434,805001,0.0,0.937446340918541,1262.2411801815033,617.975,0.08251913
3.0541573,0.014130032,2,0.07161383,2673.9663668490043,3436,806710,0.0,0.6396529674530029,1263.7173962593079,629.2,0.07161383
3.045455,0.012086101,1,0.07998605,2694.019239041332,3437,807081,0.0,0.9210340529680252,1265.3913991451263,634.025,0.07998605
3.0442924,0.01313241,3,0.06811877,2644.4774780061534,3440,808878,0.0,0.7098890841007233,1267.2121651172638,622.875,0.06811877
3.037477,0.014068833,1,0.07931906,2662.983285879666,3441,809878,0.0,0.2461947202682495,1268.689147233963,627.1,0.07931906
3.020671,0.012408536,2,0.08391614,2688.2171582975598,3443,810784,0.0,0.9441772662103176,1270.3333811759949,633.225,0.08391614
3.0406456,0.01325001,3,0.08778782,2722.507501724872,3446,812015,0.0,0.964938722550869,1271.8695030212402,640.7,0.08778782
3.0263684,0.014459961,1,0.07386337,2719.156966606863,3447,813015,0.0,0.516928106546402,1273.2805202007294,640.7,0.07386337
3.0245516,0.011873628,1,0.06738791,2765.894414949974,3448,814015,0.0,0.1588977575302124,1274.6799952983856,650.425,0.06738791
3.0344288,0.011519734,1,0.07924125,2726.1143080263596,3449,814341,0.0,0.9277388229966164,1276.157006263733,641.4,0.07924125
3.0159297,0.01161791,1,0.06885299,2726.754562215302,3450,815341,0.0,0.19970661401748657,1277.7228510379791,641.4,0.06885299
3.0148325,0.011371322,2,0.069270685,2728.264385595218,3452,816790,0.0,0.6473183035850525,1279.08922123909,640.975,0.069270685
3.0259352,0.0127440095,3,0.07855348,2705.3233802327,3455,817854,0.0,0.9555558562278748,1280.495423078537,635.425,0.07855348
3.003337,0.012626952,1,0.086210236,2712.931972364497,3456,818332,0.0,0.9421649873256683,1281.9336240291595,637.3,0.086210236
2.9792278,0.0131299915,2,0.08429901,2801.4733495241444,3458,819839,0.0,0.9737529642879963,1283.6500432491302,656.225,0.08429901
2.9691617,0.012906587,1,0.101168364,2764.15998091482,3459,820409,0.0,0.977525856345892,1285.2304861545563,647.225,0.101168364
2.9528146,0.012992952,2,0.07743902,2804.929118412124,3461,822131,0.0,0.8619608134031296,1286.725598335266,654.175,0.07743902
2.9339614,0.011506746,1,0.09827142,2801.2145019424656,3462,823096,0.0,0.9748402666300535,1288.07776927948,653.3,0.09827142
2.94635,0.0124032255,1,0.08605422,2764.27282974615,3463,823766,0.0,0.9665751568973064,1289.4940161705017,645.05,0.08605422
2.9334729,0.012454573,1,0.06547186,2837.3702786924223,3464,824766,0.0,0.19132405519485474,1290.8938281536102,660.95,0.06547186
2.9199831,0.010753845,2,0.08674903,2878.6572686939317,3466,826329,0.0,0.9666695035994053,1292.2828431129456,668.15,0.08674903
2.9570508,0.011162752,1,0.05974614,2967.4926813754405,3467,827329,0.0,0.20672136545181274,1293.7118813991547,686.725,0.05974614
2.9251697,0.011687977,1,0.077536196,2925.4633820933923,3468,827943,0.0,0.9413781240582466,1295.1971731185913,677.075,0.077536196
2.9088748,0.014979459,2,0.09021679,2959.6887224869392,3470,829358,0.0,0.9778848402202129,1296.8208482265472,684.0,0.09021679
2.9026048,0.013716193,1,0.0725497,2876.196499306075,3471,829627,0.0,0.9642696753144264,1298.1880481243134,665.725,0.0725497
2.9298663,0.0139214955,1,0.06396459,2920.331299100296,3472,830627,0.0,0.31704527139663696,1299.6684033870697,674.95,0.06396459
2.9142654,0.012742641,2,0.077353425,2959.053515276503,3474,832377,0.0,0.6575818359851837,1301.0139162540436,684.4,0.077353425
2.9409165,0.01176271,1,0.06899691,2959.304802085243,3475,833377,0.0,0.4117835760116577,1302.4093461036682,684.4,0.06899691
2.971924,0.014291067,1,0.09093463,2946.2056779388413,3476,833987,0.0,0.806902751326561,1303.9038422107697,681.925,0.09093463
2.9759727,0.011039751,1,0.08833325,2983.499706997484,3477,834627,0.0,0.9468203447759151,1305.3163611888885,688.65,0.08833325
2.9935293,0.012095827,1,0.06101947,2983.0674056881617,3478,835627,0.0,0.2677837610244751,1306.7192692756653,688.65,0.06101947
2.980403,0.011882546,2,0.06929828,3109.1506835409627,3480,837527,0.0,0.7493059039115906,1308.1154351234436,716.225,0.06929828
2.9896226,0.011645574,1,0.07578353,3109.3618336624504,3481,838527,0.0,0.27175968885421753,1309.706425189972,716.225,0.07578353
2.9752185,0.013422662,2,0.11704829,3108.3466635548066,3483,839398,0.0,0.9309188649058342,1311.1316311359406,715.35,0.11704829
2.984432,0.012874157,1,0.084390596,3178.2597448830334,3484,840200,0.0,0.9677818454802036,1312.9586732387543,729.7,0.084390596
