#{"t_start": 1521290850.3056312, "env_id": "Walker2d-v2"}
r,l,t
-2.423034,17,6.616369
-4.416977,9,6.627209
-0.481172,14,6.643736
-1.552542,16,6.662354
-1.385497,10,6.673796
1.950999,33,6.711424
0.206018,27,6.742378
-3.798178,15,6.759815
-2.525066,22,6.785317
2.307371,25,6.814005
12.183106,27,6.845316
-4.982277,19,6.867446
6.004903,15,6.885188
-1.36398,22,6.910634
6.442012,16,6.929476
-3.35805,11,6.942389
-0.056403,12,6.956419
-3.578557,9,6.967025
-7.870357,23,6.994024
-7.892486,14,7.010777
2.919931,16,7.029364
-4.691246,24,7.057576
2.064609,14,7.073574
-0.531042,10,7.085133
1.00913,28,7.116757
-4.094097,12,7.130918
-5.116947,14,7.147455
-4.05573,17,7.167258
-5.288283,21,7.191766
1.97063,14,7.208489
13.049277,38,7.25149
2.891878,15,7.269182
-2.168817,8,7.278708
-3.836179,16,7.297453
-0.278934,13,7.312801
-7.357353,15,7.330039
-3.731103,16,7.348407
-3.154122,12,7.362636
-6.865413,17,7.382601
-2.159345,8,7.392096
0.372636,22,7.417274
-9.292799,20,7.440448
3.453969,20,7.463394
-2.72178,14,7.479779
-7.952245,19,7.501442
6.328594,15,7.518894
0.052413,33,7.55669
-2.358208,17,7.57627
-0.725128,9,7.586971
-2.788394,14,7.603311
8.633061,26,7.633268
1.495895,16,7.651922
-5.752522,17,7.672016
3.016638,15,7.689622
-3.882047,25,7.718565
-8.127783,15,7.735823
0.400718,15,7.753624
-7.555378,17,7.773619
-2.317377,18,8.337821
11.138465,29,8.371206
-11.563352,16,8.389853
-1.180341,30,8.424308
1.539674,19,8.44621
6.699126,44,8.495147
3.836839,28,8.527047
-0.887858,21,8.551115
-1.279021,24,8.578868
2.705051,39,8.623183
0.475488,10,8.634909
-3.600077,18,8.655856
-3.78906,16,8.674286
-1.465396,14,8.690595
0.896978,28,8.722865
3.236033,17,8.738117
-0.061514,22,8.757517
-0.064297,16,8.770271
2.410926,15,8.782088
-0.902201,12,8.791847
2.47291,18,8.806977
-0.25322,13,8.817397
2.178825,29,8.839847
4.456421,20,8.856236
0.146668,10,8.864299
0.376312,21,8.880503
-3.8364,14,8.891296
-1.785733,19,8.906282
3.791255,19,8.92112
-3.508652,10,8.929343
2.065401,21,8.946604
5.242874,30,8.969807
-6.40061,23,8.988386
0.489933,10,8.996184
5.202915,17,9.01046
1.952638,14,9.021589
-1.851112,38,9.050706
0.046224,12,9.060176
2.103311,29,9.082667
1.507749,15,9.094965
-0.44114,17,9.108219
2.671775,36,9.136577
-1.610109,11,9.145539
3.159293,22,9.162906
-5.746943,13,9.173212
1.371015,12,9.183219
3.420922,18,9.197316
1.461291,24,9.216276
21.439648,43,9.252329
0.46285,24,9.409629
-12.158094,15,9.427515
5.688828,35,9.468192
12.498397,30,9.502701
4.410737,14,9.518789
-3.438824,24,9.546125
-2.391875,14,9.562551
13.17612,63,9.633169
-4.193279,23,9.659455
-2.478815,7,9.667998
5.516136,38,9.710866
2.533938,15,9.728415
9.128963,22,9.753774
-2.853821,10,9.765591
-6.844251,19,9.787574
-3.121516,11,9.800689
4.657642,32,9.83704
7.080555,31,9.872501
1.052723,17,9.89225
1.933663,14,9.908449
-2.790236,16,9.927006
-6.502567,20,9.949842
-4.083364,30,9.984392
0.784422,26,10.014298
-1.246398,12,10.028343
-9.203172,14,10.04457
-2.375773,33,10.082046
-2.136291,22,10.107084
-4.187422,10,10.118477
4.5116,33,10.15613
-7.976686,29,10.189044
-3.074256,31,10.224503
0.22235,15,10.242037
15.318276,43,10.290993
1.983333,12,10.304748
-7.174804,18,10.325633
-2.43982,8,10.335472
3.834755,23,10.361522
0.372452,15,10.379001
3.922123,15,10.396514
4.667416,35,10.43646
0.888295,23,10.463045
-5.21277,16,10.481624
8.428045,36,10.521867
-0.807298,14,10.537976
1.407282,14,10.554045
6.673301,37,10.857326
0.020067,16,10.876098
-6.410271,18,10.897165
4.081607,23,10.923754
23.216936,51,10.980698
-1.735786,26,11.010621
3.201996,15,11.027839
-3.211767,12,11.041695
-7.212395,46,11.093808
-3.045773,11,11.107054
-4.638808,12,11.121628
5.819767,31,11.156572
2.511112,16,11.175048
-9.584197,33,11.212746
-0.187124,32,11.249408
-2.2162,9,11.259985
0.125175,28,11.291903
13.730359,33,11.329226
-2.639078,30,11.363088
-5.929195,10,11.374591
1.206176,26,11.403622
-5.117686,18,11.424316
-4.165591,20,11.44697
-13.732721,16,11.465636
9.74118,50,11.5227
-2.294487,21,11.546696
-5.251769,27,11.577484
-1.308701,9,11.588115
2.47282,18,11.608692
-8.997257,10,11.62081
-5.41181,23,11.646419
-2.566619,12,11.659986
0.503753,11,11.67267
13.264876,39,11.716606
-2.570794,55,11.779006
5.363245,21,11.803202
-4.993809,38,11.84604
-5.514544,7,11.854793
2.879179,32,11.891276
-1.811511,22,11.916465
-1.521548,16,11.935091
5.483621,24,11.962397
-4.560289,27,11.993307
