optimgain,meankl,EpLenMean,EpTrueRewMean,EpThisIter,EpRewMean,entloss,EpisodesSoFar,surrgain,TimestepsSoFar,TimeElapsed,entropy,ev_tdlam_before
0.039692327,0.0061448766,933.5,956.3979148569391,1,445.52182,0.0,136,0.039692327,58130,322.21794629096985,3.9364316,-0.005058884620666504
0.039984394,0.005649295,933.5,955.2556485025183,1,439.06836,0.0,137,0.039984394,59130,327.66487669944763,3.9303954,0.02764713764190674
0.03706034,0.0076850224,933.5,954.8120619985409,1,432.76157,0.0,138,0.03706034,60130,333.07994771003723,3.9044554,0.00043910741806030273
0.04316386,0.00869768,933.5,954.1455119942709,1,426.57025,0.0,139,0.04316386,61130,338.5082039833069,3.8870175,-0.0831981897354126
0.031616382,0.007344142,933.5,953.4778390773441,1,420.46182,0.0,140,0.031616382,62130,343.94638109207153,3.9135668,0.0395466685295105
0.047837865,0.007985143,899.725,916.6766512271358,2,396.87335,0.0,142,0.047837865,62766,349.37192606925964,3.873415,0.26952022314071655
0.04391568,0.008819785,899.725,915.5781654815819,1,390.8039,0.0,143,0.04391568,63766,354.80948781967163,3.84659,0.030264735221862793
0.049076788,0.007116573,905.35,920.816024616452,1,388.09433,0.0,144,0.049076788,64766,360.24224042892456,3.8262007,0.07472401857376099
0.035805363,0.0075001623,905.35,920.3084515877454,1,382.2801,0.0,145,0.035805363,65766,365.69512271881104,3.8256285,-0.023850083351135254
0.036052916,0.006671614,905.35,920.8675336694159,1,376.8981,0.0,146,0.036052916,66766,371.137708902359,3.834131,-0.018032073974609375
0.036517277,0.006195261,905.35,921.3089655899132,1,371.58884,0.0,147,0.036517277,67766,376.58086943626404,3.8569567,-0.0443272590637207
0.030034758,0.006506399,912.7,928.6493980749956,1,369.9228,0.0,148,0.030034758,68766,382.00923585891724,3.91037,0.01915609836578369
0.034104086,0.0071831346,920.1,936.1283617727829,1,368.27936,0.0,149,0.034104086,69766,387.4212996959686,3.9147625,0.012149214744567871
0.033660725,0.008417998,920.575,938.9776252323649,1,363.67767,0.0,150,0.033660725,70766,392.83542943000793,3.9014895,0.05482804775238037
0.03656677,0.00648865,920.575,940.9643391547318,1,358.39737,0.0,151,0.03656677,71766,398.25273180007935,3.8895032,0.01758033037185669
0.0498799,0.0061441553,920.575,942.3059468455524,1,353.60587,0.0,152,0.0498799,72766,403.6647493839264,3.8884892,0.039311349391937256
0.051549975,0.0068070604,910.7,935.4160431664131,2,343.37332,0.0,154,0.051549975,73958,409.09032940864563,3.909828,-0.04937553405761719
0.058939155,0.008641344,910.7,936.126097700715,1,338.47238,0.0,155,0.058939155,74958,414.5217230319977,3.9004207,0.020700514316558838
0.041714378,0.008113647,925.3,951.9641860711508,1,340.18988,0.0,156,0.041714378,75958,419.94479393959045,3.8930037,0.03915512561798096
0.060049657,0.0069030086,920.825,947.8079971611903,1,334.7531,0.0,157,0.060049657,76779,425.3636178970337,3.8935547,0.34322017431259155
0.063192844,0.007559786,916.625,944.391643495475,1,328.6043,0.0,158,0.063192844,77611,430.7688672542572,3.8623047,0.6253850162029266
0.05113253,0.006900282,902.825,932.7195036072601,2,314.91238,0.0,160,0.05113253,79059,436.1570146083832,3.8533003,0.06020069122314453
0.0779348,0.009599479,880.75,912.387010396277,2,300.3446,0.0,162,0.0779348,80176,441.5742561817169,3.8648052,0.39366811513900757
0.053973198,0.0073855687,876.925,910.0656569377604,1,294.38406,0.0,163,0.053973198,81023,446.94048714637756,3.8463762,0.14799445867538452
0.058274627,0.0068115513,876.925,912.0502440046914,1,289.7005,0.0,164,0.058274627,82023,452.34775972366333,3.8469908,0.17851650714874268
0.060219992,0.0094852485,847.9,885.9702237076735,3,270.31097,0.0,167,0.060219992,83622,457.7464587688446,3.8441708,0.20794892311096191
0.05966322,0.0074923234,835.75,874.5287224446736,1,263.1251,0.0,168,0.05966322,84136,463.12847352027893,3.839287,0.6607203781604767
0.05306906,0.008361891,817.7,858.1208235865266,2,249.4312,0.0,170,0.05306906,85414,468.52992010116577,3.861633,0.03460061550140381
0.044856,0.0075914813,817.7,859.2735954470772,1,244.86032,0.0,171,0.044856,86414,473.9236078262329,3.8786027,0.029396474361419678
0.05208382,0.008047059,817.7,860.2340981582331,1,240.07263,0.0,172,0.05208382,87414,479.30663418769836,3.866278,0.04071778059005737
0.06474696,0.007896354,812.65,855.3499592200791,1,234.40556,0.0,173,0.06474696,88212,484.7192966938019,3.8938274,0.05663442611694336
0.049243744,0.0076310034,827.05,871.4943928850946,1,235.5301,0.0,174,0.049243744,89212,490.1147668361664,3.8717716,0.09218883514404297
0.052446883,0.00854636,827.05,872.8786827468437,1,231.32076,0.0,175,0.052446883,90212,495.4941916465759,3.8715746,0.049766480922698975
0.04766514,0.008739791,827.05,875.8448556242736,1,226.90466,0.0,176,0.04766514,91212,500.8757355213165,3.8780577,-0.04216444492340088
0.061664887,0.008153983,817.65,871.7489018637341,2,217.03793,0.0,178,0.061664887,92836,506.2491295337677,3.8739254,0.14756232500076294
0.051728047,0.0076106596,817.65,875.5689937183155,1,213.42549,0.0,179,0.051728047,93836,511.62014532089233,3.8699415,0.13154762983322144
0.077690326,0.008263616,810.775,871.6191489605444,1,208.79036,0.0,180,0.077690326,94561,516.9936819076538,3.8753908,0.06624722480773926
0.07145071,0.0076754703,819.4,883.2504022950513,1,209.2996,0.0,181,0.07145071,95290,522.3388071060181,3.875116,0.4480479955673218
0.075472236,0.007985059,828.725,895.1721543029577,1,210.53015,0.0,182,0.075472236,95915,527.7069952487946,3.8786695,0.2779414653778076
0.06508237,0.00925733,828.725,899.0744181723996,1,207.43999,0.0,183,0.06508237,96915,533.0633137226105,3.87995,0.05481976270675659
0.045923576,0.008502228,828.725,901.6219688138611,1,203.89087,0.0,184,0.045923576,97915,538.4229967594147,3.8855898,0.035790324211120605
0.048380356,0.0089592,828.725,905.4688442048467,1,200.6595,0.0,185,0.048380356,98915,543.7669546604156,3.868109,-0.0811614990234375
0.05034928,0.007757947,828.725,909.0564106018646,1,197.42967,0.0,186,0.05034928,99915,549.1214337348938,3.8804991,0.031028389930725098
0.045897767,0.008152703,828.725,913.0481543645155,1,194.483,0.0,187,0.045897767,100915,554.8374471664429,3.8852537,-0.024618029594421387
0.056890458,0.008638585,828.725,916.7588285576163,1,191.3719,0.0,188,0.056890458,101915,560.1892416477203,3.8841023,0.042501628398895264
0.06494351,0.007798701,806.575,896.7434634076286,2,181.4613,0.0,190,0.06494351,103029,565.514092206955,3.8792725,0.17030799388885498
0.082029015,0.0103418045,729.375,820.7034696636617,5,157.9483,0.0,195,0.082029015,104133,570.8599801063538,3.8818378,0.36523938179016113
0.052225713,0.009488521,729.375,825.0220318359172,1,156.05508,0.0,196,0.052225713,105133,576.1944284439087,3.8909588,-0.14820420742034912
0.046885043,0.009049004,733.85,832.0342227080703,1,154.63431,0.0,197,0.046885043,106133,581.5448632240295,3.8769228,-0.0031441450119018555
0.05618332,0.0077700554,738.05,842.710086055757,2,151.19528,0.0,199,0.05618332,108133,586.9013278484344,3.8678224,0.1870659589767456
0.063720256,0.010920696,751.85,860.7872568089667,1,152.73895,0.0,200,0.063720256,109133,592.2450051307678,3.86286,0.05006062984466553
0.06047524,0.0069904337,764.325,877.9993735836422,1,153.94418,0.0,201,0.06047524,110133,597.5914804935455,3.8772948,-0.12353777885437012
0.056212932,0.008218125,764.375,879.6941132054574,2,150.61494,0.0,203,0.056212932,111598,602.9503545761108,3.8887959,0.6380820274353027
0.0688023,0.008290094,764.375,881.8523682871067,1,148.53708,0.0,204,0.0688023,112598,608.2977066040039,3.884306,0.30269765853881836
0.057434164,0.008809691,764.375,887.6835444684475,1,147.79988,0.0,205,0.057434164,113598,613.6380889415741,3.876715,-0.08190572261810303
0.058637552,0.008756317,782.95,912.6041568241732,1,150.66837,0.0,206,0.058637552,114598,619.0122671127319,3.8713377,-0.037859439849853516
0.08111584,0.008541573,796.25,933.2199779584344,1,153.05801,0.0,207,0.08111584,115472,624.3843123912811,3.8786988,-0.0201261043548584
0.059737787,0.008391747,784.55,927.7331371710554,2,149.60672,0.0,209,0.059737787,116518,629.7069418430328,3.8659747,-0.011294841766357422
0.07928517,0.009089364,774.625,928.7641012404644,3,145.8698,0.0,212,0.07928517,118399,635.0536513328552,3.8646467,0.24622505903244019
0.069853544,0.008268858,745.025,908.4392683071071,3,139.1408,0.0,215,0.069853544,120013,640.3911929130554,3.8598943,0.41717368364334106
0.058108862,0.0094513595,745.025,912.2275667349044,1,137.81186,0.0,216,0.058108862,121013,645.7412161827087,3.8749406,0.04043698310852051
0.059434075,0.008979394,754.425,925.9251839728762,1,138.49219,0.0,217,0.059434075,122013,651.0850338935852,3.8718266,0.03864693641662598
0.05867779,0.009137091,754.425,933.0148444139701,1,138.29367,0.0,218,0.05867779,123013,656.4518468379974,3.8754656,0.03990381956100464
0.068069875,0.009044922,747.2,928.665024984913,1,136.68991,0.0,219,0.068069875,123724,661.800464630127,3.8784184,0.27264517545700073
0.08371621,0.009706743,736.575,921.7640832839985,2,133.98018,0.0,221,0.08371621,124753,667.1472082138062,3.8815062,0.07121539115905762
0.071557134,0.008040716,743.025,932.11340802966,1,134.75949,0.0,222,0.071557134,125636,672.4821276664734,3.8848574,0.5919352471828461
0.07160817,0.008169811,743.025,936.6840827486891,1,134.0945,0.0,223,0.07160817,126636,677.813726902008,3.8765934,0.09997045993804932
0.06711741,0.008363145,723.625,917.0349194899475,1,130.86848,0.0,224,0.06711741,126860,683.146194934845,3.8724425,0.08052921295166016
0.07790334,0.008436564,670.575,868.1010134169395,3,123.64799,0.0,227,0.07790334,127738,688.4729685783386,3.8638365,0.21526235342025757
0.074151926,0.008746231,645.125,845.8362713359311,3,119.50771,0.0,230,0.074151926,128834,693.8449518680573,3.852049,0.3721793293952942
0.098281585,0.009117499,632.475,832.8716929086052,3,116.98662,0.0,233,0.098281585,129137,699.189715385437,3.8608701,0.04664731025695801
0.07854566,0.008200547,618.0,823.4569540560205,3,115.0363,0.0,236,0.07854566,129853,704.5386402606964,3.8539755,0.144476056098938
0.105242655,0.009207839,548.825,766.3334043005201,4,110.51467,0.0,240,0.105242655,131086,709.8785605430603,3.8442385,0.2430453896522522
0.08968821,0.00807958,527.2,758.7845808484674,2,110.835526,0.0,242,0.08968821,132221,715.2120840549469,3.856657,0.2258346676826477
0.09225795,0.008920313,508.55,751.6915422997926,2,112.47931,0.0,244,0.09225795,132940,720.5445919036865,3.8476481,0.3978213667869568
0.082254246,0.008895231,456.575,695.7023712328297,3,104.82479,0.0,247,0.082254246,133735,725.8724362850189,3.8415895,0.2126227617263794
0.08936379,0.009739596,419.425,674.4748784579948,5,105.35791,0.0,252,0.08936379,135176,731.1782495975494,3.8224728,0.5690819025039673
0.070325054,0.008957747,351.625,613.4039076102579,5,102.94856,0.0,257,0.070325054,136078,736.487580537796,3.8209233,0.34874963760375977
0.08322838,0.009925809,289.0,555.6305396079457,5,98.622826,0.0,262,0.08322838,137196,741.8038356304169,3.7897568,0.638466477394104
0.08423925,0.009388847,264.2,537.5594120352278,5,98.63776,0.0,267,0.08423925,138306,747.1177861690521,3.7927876,0.6146866679191589
0.0945175,0.0096226735,272.05,564.6506894852484,2,103.32715,0.0,269,0.0945175,139373,752.4217331409454,3.7713335,0.05981910228729248
0.07821226,0.00994544,284.75,611.7408794882149,4,113.127464,0.0,273,0.07821226,140527,757.7244036197662,3.7638307,0.8401886075735092
0.09918741,0.0092796115,297.55,648.1198751014191,2,118.78607,0.0,275,0.09918741,141601,763.0335280895233,3.7810898,0.7130664885044098
0.07474153,0.009056579,289.15,646.2403187618432,5,116.07057,0.0,280,0.07474153,142652,768.3773856163025,3.7530193,0.6911928057670593
0.07759169,0.010857712,261.275,606.7263573363816,5,106.147804,0.0,285,0.07759169,143765,773.7041397094727,3.7710814,0.4730444550514221
0.07675244,0.010172635,256.75,611.6645798943009,4,106.169655,0.0,289,0.07675244,144705,779.0192081928253,3.7806332,0.7126162052154541
0.076098844,0.009434324,254.7,613.046564981986,4,102.670555,0.0,293,0.076098844,145587,784.3309192657471,3.7458513,0.8095794767141342
0.07660677,0.00970228,260.025,631.4291872735641,3,101.41834,0.0,296,0.07660677,146376,789.6632308959961,3.7195497,0.8680726587772369
0.07064469,0.009254848,273.55,669.7790132321704,3,104.847984,0.0,299,0.07064469,147348,794.9797759056091,3.748716,0.7825756222009659
0.08345168,0.009578494,270.825,675.7880054802268,4,102.50082,0.0,303,0.08345168,148304,800.2938945293427,3.7046123,0.847312867641449
0.080577165,0.008800558,276.8,692.2660750037109,3,99.39005,0.0,306,0.080577165,149229,805.619550704956,3.691718,0.8905117362737656
0.06884982,0.008406121,268.1,679.6045001401595,4,93.57986,0.0,310,0.06884982,150290,810.9328327178955,3.6913145,0.7435678243637085
0.06871376,0.008887062,267.8,686.1684664533734,3,89.477905,0.0,313,0.06871376,151239,816.2660226821899,3.7018495,0.7206400036811829
0.06848915,0.009275563,262.7,682.577588984525,3,84.37348,0.0,316,0.06848915,152279,821.5683128833771,3.6947613,0.834612637758255
0.0726906,0.009548383,267.975,703.9111020815136,4,82.81205,0.0,320,0.0726906,153371,826.8903620243073,3.651397,0.8127903193235397
0.08877306,0.0099452855,267.775,714.7618082063942,4,80.16512,0.0,324,0.08877306,154350,832.247086763382,3.6191714,0.7856139093637466
0.06953403,0.009275656,272.525,736.9509212708379,5,78.11244,0.0,329,0.06953403,155606,837.5622568130493,3.5768974,0.9213966801762581
0.06606475,0.009362682,276.825,753.4597867996206,4,75.5986,0.0,333,0.06606475,156660,842.8672807216644,3.5769413,0.915906086564064
0.071999446,0.009473705,279.825,768.4964237918265,4,72.82758,0.0,337,0.071999446,157859,848.1816685199738,3.5783079,0.7988117635250092
0.07794359,0.009014629,274.775,758.3350565098739,4,68.25899,0.0,341,0.07794359,158811,853.5048406124115,3.5930784,0.6951703429222107
0.07270609,0.0100378385,266.35,739.2990271602437,5,62.277752,0.0,346,0.07270609,159883,858.8282091617584,3.5650108,0.8038659393787384
0.06865284,0.008884167,272.075,766.9989808141456,4,61.502644,0.0,350,0.06865284,161173,864.136887550354,3.5368974,0.8712543845176697
0.067694426,0.009945635,268.25,756.5955856453742,4,58.348488,0.0,354,0.067694426,162255,869.4657850265503,3.5343301,0.7674997299909592
0.064487524,0.009466317,263.525,751.9642777920074,3,56.866615,0.0,357,0.064487524,163011,874.7613606452942,3.501275,0.9277976527810097
0.06933052,0.009528773,259.65,737.9713104461842,4,53.09317,0.0,361,0.06933052,164019,880.0755476951599,3.4532561,0.944489773362875
0.06805099,0.009623578,265.2,758.1381909369916,3,52.46805,0.0,364,0.06805099,164958,885.3910713195801,3.4543674,0.9452799521386623
0.085789196,0.008570038,276.475,794.5577284880617,3,52.822144,0.0,367,0.085789196,166182,890.7155773639679,3.4497752,0.9474150948226452
0.07773574,0.010048006,285.0,826.2789677452286,2,53.64076,0.0,369,0.07773574,167006,896.0348732471466,3.4394906,0.9112484827637672
0.071139924,0.00997344,288.5,840.3014923108582,3,52.492115,0.0,372,0.071139924,167937,901.3426649570465,3.4487917,0.9256480783224106
0.07647917,0.009505316,293.725,860.2106376619906,2,51.760735,0.0,374,0.07647917,168782,906.6536922454834,3.4086897,0.9387325197458267
0.07240246,0.009984893,300.825,879.2084512751077,2,51.38261,0.0,376,0.07240246,169649,911.9641602039337,3.380851,0.9034942910075188
0.06365715,0.00980647,305.9,896.6794866419561,3,50.453506,0.0,379,0.06365715,170581,917.2758028507233,3.34002,0.8687446415424347
0.06457263,0.009288033,320.775,942.2291774683679,2,51.49769,0.0,381,0.06457263,171642,922.5797686576843,3.3344507,0.9510870203375816
0.07001473,0.009508774,328.175,971.0126688987457,3,51.894814,0.0,384,0.07001473,172658,927.8884601593018,3.351809,0.9473498277366161
0.06298052,0.009849087,348.95,1031.770914347221,2,54.127617,0.0,386,0.06298052,173841,933.1898338794708,3.3269567,0.9544439539313316
0.067897215,0.009988949,359.025,1057.2821670613946,1,54.653614,0.0,387,0.067897215,174624,938.4918787479401,3.3188405,0.932873010635376
0.07054464,0.009728136,370.7,1096.8269589286097,2,55.422497,0.0,389,0.07054464,175719,943.7933418750763,3.3513482,0.95508948341012
0.068692386,0.009076517,377.275,1121.6561955898082,3,55.119507,0.0,392,0.068692386,176838,949.1024775505066,3.335327,0.961156789213419
0.07064186,0.010110756,390.8,1164.5797494445542,2,56.702797,0.0,394,0.07064186,177887,954.415162563324,3.332299,0.9378607906401157
0.064494245,0.010513697,401.25,1192.4126758502825,3,56.723644,0.0,397,0.064494245,179061,959.7148997783661,3.3714368,0.6745317876338959
0.07051731,0.010018153,416.95,1243.5462099095835,2,58.63025,0.0,399,0.07051731,180195,965.0130624771118,3.3451846,0.7140569984912872
0.08110426,0.009609004,436.3,1291.4454217216808,1,60.54917,0.0,400,0.08110426,181195,970.3235566616058,3.383676,0.9430397413671017
0.06273301,0.009278737,452.5,1335.2906807820316,3,61.479103,0.0,403,0.06273301,182756,975.6348145008087,3.3873217,0.41456568241119385
0.072646275,0.010480736,469.15,1382.7881935508149,1,63.45,0.0,404,0.072646275,183724,980.9304664134979,3.3973153,0.8977266624569893
0.054431923,0.010647085,478.875,1404.1478656175445,1,63.91098,0.0,405,0.054431923,184724,986.2244312763214,3.4143457,0.008285045623779297
0.07201418,0.009757364,479.875,1408.5779911953955,1,64.08341,0.0,406,0.07201418,185048,991.5365130901337,3.417204,0.8543360978364944
0.079127565,0.009798238,491.225,1440.3245933615285,1,65.23463,0.0,407,0.079127565,185831,996.8319790363312,3.4383001,0.9166872948408127
0.058459304,0.010249782,504.675,1470.2017265757643,1,66.46185,0.0,408,0.058459304,186831,1002.1266856193542,3.4162817,0.4930521249771118
0.06701158,0.009507167,518.475,1502.085199460979,2,67.75166,0.0,410,0.06701158,188236,1007.4376015663147,3.4409175,0.7915525138378143
0.09408844,0.008853308,534.85,1554.106263649805,2,70.08535,0.0,412,0.09408844,189331,1012.7569243907928,3.4820027,0.9137187898159027
0.06951305,0.010342106,543.675,1582.1184420579316,2,70.93766,0.0,414,0.06951305,190529,1018.0708723068237,3.4898295,0.9511779472231865
0.087735444,0.010806588,549.85,1607.0727014572465,2,71.699646,0.0,416,0.087735444,191643,1023.3620412349701,3.5250618,0.963403195142746
0.08446854,0.010535343,559.55,1638.919148773107,2,73.16673,0.0,418,0.08446854,192576,1028.6596529483795,3.4869406,0.9681772217154503
0.07136352,0.011339213,568.45,1669.7973556649126,1,74.132904,0.0,419,0.07136352,193319,1033.9465897083282,3.4610376,0.9626798070967197
0.07834235,0.009020817,558.475,1640.7549336527136,3,73.214455,0.0,422,0.07834235,194329,1039.2524015903473,3.481321,0.9299959912896156
0.06799802,0.0096577685,570.2,1682.2558814436736,2,74.629684,0.0,424,0.06799802,195466,1044.559577703476,3.5211723,0.9790386836975813
0.07650378,0.009088505,545.1,1617.5009351277017,3,71.82576,0.0,427,0.07650378,196428,1049.8742785453796,3.5595462,0.9483742043375969
0.0709723,0.010497412,535.2,1588.7793025571307,2,70.78088,0.0,429,0.0709723,197127,1055.1612775325775,3.5768352,0.9652639217674732
0.061791733,0.0103055,545.1,1621.9795883896436,2,72.44181,0.0,431,0.061791733,198254,1060.4635236263275,3.5689168,0.9646882526576519
0.06387099,0.010248523,547.125,1627.5214773121158,3,72.86865,0.0,434,0.06387099,199772,1065.7758371829987,3.520516,0.7922224849462509
0.070527636,0.009645943,551.025,1644.2268513492768,2,73.74955,0.0,436,0.070527636,200771,1071.0827271938324,3.5240104,0.8876755908131599
