entropy,EpThisIter,EpisodesSoFar,TimeElapsed,EpRewMean,meankl,surrgain,entloss,EpLenMean,ev_tdlam_before,optimgain,TimestepsSoFar
1.886589,1,2174,619.4847149848938,2150.446127447148,0.010946551,0.043312535,0.0,589.25,-0.0451200008392334,0.043312535,705850
1.8969346,2,2176,620.8767371177673,2211.290464253023,0.0095317755,0.063981205,0.0,606.075,0.9001904875040054,0.063981205,706912
1.8728958,3,2179,622.1844937801361,2206.1268338626683,0.009384136,0.055334218,0.0,607.325,0.4112851023674011,0.055334218,708338
1.9169636,1,2180,623.7307569980621,2229.78619405593,0.009814678,0.042368382,0.0,614.925,0.030844509601593018,0.042368382,709338
1.9019406,1,2181,625.6755499839783,2252.704100125141,0.009874111,0.040405087,0.0,622.725,0.035973548889160156,0.040405087,710338
1.9270384,1,2182,627.3175220489502,2301.0483771303443,0.009012437,0.033703633,0.0,637.175,0.07747405767440796,0.033703633,711338
1.9190128,2,2184,628.6819729804993,2350.6128002293726,0.0107854465,0.059192695,0.0,649.6,0.892477348446846,0.059192695,712113
1.9245527,2,2186,630.1661620140076,2375.0877331426977,0.01063417,0.05169671,0.0,656.075,0.7469595670700073,0.05169671,713647
1.9478765,1,2187,631.7222669124603,2420.1181575051232,0.010131,0.044492304,0.0,670.275,0.010644376277923584,0.044492304,714647
1.9487324,1,2188,633.3107731342316,2376.036285675463,0.0103961285,0.071976595,0.0,658.325,0.9511319994926453,0.071976595,715055
1.9612368,1,2189,634.6817290782928,2390.532738484284,0.010078752,0.03359635,0.0,663.875,0.03824949264526367,0.03359635,716055
1.9381639,2,2191,636.1380128860474,2483.112903867359,0.011051391,0.0631022,0.0,688.45,0.5541281402111053,0.0631022,717651
1.9355758,2,2193,637.504145860672,2366.385627172953,0.012423167,0.06057632,0.0,657.375,0.8274653255939484,0.06057632,718369
1.9433883,2,2195,638.9026148319244,2345.4281931204523,0.00931723,0.04089773,0.0,650.975,0.560291200876236,0.04089773,719830
1.9721146,2,2197,640.2472729682922,2333.021234433684,0.010187335,0.04876557,0.0,646.75,0.6085267066955566,0.04876557,720887
1.9447328,1,2198,641.6307530403137,2321.50249172482,0.009900538,0.046239223,0.0,644.8,0.7566664069890976,0.046239223,721419
1.9539506,1,2199,643.1871848106384,2391.071420516795,0.010529589,0.034070745,0.0,663.725,-0.01904916763305664,0.034070745,722419
1.9894408,2,2201,644.651839017868,2412.0456152057136,0.009598795,0.05924309,0.0,666.65,0.9666090831160545,0.05924309,723710
1.9995651,1,2202,646.0222637653351,2437.5501070208325,0.010049489,0.03974075,0.0,674.925,0.05296468734741211,0.03974075,724710
2.0203319,1,2203,647.413172006607,2455.912044364353,0.009581074,0.04160232,0.0,681.25,0.03714090585708618,0.04160232,725710
