EpLenMean,entloss,EpRewMean,EpTrueRewMean,EpThisIter,TimeElapsed,surrgain,optimgain,meankl,entropy,ev_tdlam_before,TimestepsSoFar,EpisodesSoFar
804.05,0.0,353.73126,654.8501772156859,1,284.3020052909851,0.0587987,0.0587987,0.0069854236,7.797912,-0.15394532680511475,70215,321
804.05,0.0,349.23248,659.3447094759756,1,288.61273193359375,0.061892256,0.061892256,0.0073390743,7.7955813,0.015442073345184326,71215,322
825.325,0.0,351.62354,679.6344859091845,2,292.92447805404663,0.059795618,0.059795618,0.0064469636,7.772396,0.023721694946289062,73215,324
829.575,0.0,348.512,688.0908841465497,1,297.23790073394775,0.05078407,0.05078407,0.0072720773,7.7821016,0.08701896667480469,74215,325
841.95,0.0,350.4756,704.2747386342221,1,301.5418095588684,0.05733183,0.05733183,0.0071352143,7.7810817,0.010574281215667725,75215,326
853.575,0.0,351.5143,716.6214316041575,1,305.8453359603882,0.06610263,0.06610263,0.008220408,7.78986,-0.07818746566772461,76215,327
853.55,0.0,348.50522,721.4149934448634,1,310.15699911117554,0.067664996,0.067664996,0.006742022,7.8170805,0.9287348762154579,77214,328
844.875,0.0,341.73682,719.6068032740765,1,314.4669032096863,0.109119505,0.109119505,0.0063793953,7.8167872,0.9518216475844383,77867,329
849.125,0.0,339.5231,732.8631013596331,2,318.78548192977905,0.076308236,0.076308236,0.0071821613,7.82103,0.8011038154363632,79168,331
817.35,0.0,319.43304,723.6048143807798,3,323.10095262527466,0.080623016,0.080623016,0.0074297357,7.806934,0.7980750948190689,80897,334
774.225,0.0,298.6624,686.1685287607877,3,327.4145817756653,0.09448065,0.09448065,0.0077004205,7.80293,0.89682587236166,81985,337
774.225,0.0,295.69525,694.5869957537294,1,331.7345972061157,0.087330565,0.087330565,0.0078103645,7.805482,0.8111827224493027,82985,338
773.475,0.0,293.4601,708.6013770288771,1,336.03433203697205,0.12871765,0.12871765,0.0076184645,7.791394,0.8611050099134445,83955,339
775.6,0.0,290.99023,716.809847562196,1,340.35687017440796,0.07235647,0.07235647,0.007956771,7.799256,0.09378796815872192,84955,340
782.525,0.0,290.54974,730.0992807219008,2,344.67715311050415,0.055141874,0.055141874,0.007906616,7.8169565,0.08682185411453247,86218,342
747.925,0.0,276.5901,717.117153300743,2,348.97995257377625,0.10279581,0.10279581,0.0075812046,7.803287,0.8554506301879883,86834,344
747.925,0.0,274.03525,731.5132339042403,1,353.27682518959045,0.14332113,0.14332113,0.007599815,7.800109,0.024521052837371826,87834,345
729.625,0.0,262.17227,717.699337457832,2,357.57989597320557,0.07332681,0.07332681,0.0068124607,7.7805667,0.7331143021583557,89102,347
749.475,0.0,266.27545,736.7254043974688,1,361.88063406944275,0.06402039,0.06402039,0.0071424423,7.777218,0.44711726903915405,90102,348
750.35,0.0,263.29306,749.2935494618054,2,366.19421577453613,0.10924642,0.10924642,0.0067594517,7.7662363,0.732669472694397,91638,350
753.975,0.0,264.06894,761.998881474813,1,370.4867479801178,0.1694239,0.1694239,0.0069800275,7.7479286,0.7041396498680115,92341,351
758.6,0.0,262.60156,764.1709885267292,1,374.7798664569855,0.0852359,0.0852359,0.008256236,7.7395167,-0.1899012327194214,93341,352
767.85,0.0,262.9936,777.975872229114,2,379.0634615421295,0.09336405,0.09336405,0.0070386054,7.74408,0.8241920173168182,94963,354
762.975,0.0,257.4903,769.3291719110184,2,383.3382468223572,0.08670826,0.08670826,0.00797845,7.7385373,0.8869652897119522,96046,356
762.975,0.0,252.21065,754.9458338781485,1,387.6133756637573,0.072854854,0.072854854,0.007955803,7.7280393,0.6708266139030457,97046,357
746.475,0.0,248.92154,764.1607053067905,2,391.88985204696655,0.11334159,0.11334159,0.008510863,7.71864,0.5004858672618866,98074,359
743.95,0.0,248.22873,774.4168036494217,1,396.16334295272827,0.105849035,0.105849035,0.007859092,7.7056403,0.4585280418395996,98973,360
717.65,0.0,238.43164,754.8352661501888,2,400.4444580078125,0.08083257,0.08083257,0.0076993024,7.70422,0.9114982262253761,99921,362
717.65,0.0,236.13998,761.9183558585357,1,404.7119116783142,0.06803626,0.06803626,0.006867156,7.701778,-0.1430037021636963,100921,363
698.725,0.0,229.96817,759.6773726518771,2,408.9444808959961,0.079385646,0.079385646,0.0072615845,7.6707006,0.4856783151626587,102164,365
646.35,0.0,214.78152,733.6308543639609,3,413.16188740730286,0.12669292,0.12669292,0.0074445177,7.666458,0.8107930272817612,103068,368
601.175,0.0,201.63153,714.5424300904199,4,417.37725019454956,0.12256056,0.12256056,0.0080027785,7.6691403,0.5751831829547882,104215,372
597.525,0.0,202.83919,737.2695150626166,3,421.9021759033203,0.11943641,0.11943641,0.008603796,7.6674795,0.840049684047699,105276,375
561.55,0.0,193.82114,715.1013230995553,4,426.120347738266,0.092990816,0.092990816,0.007939882,7.667294,0.7659298181533813,106417,379
529.25,0.0,183.58896,699.5996245016779,4,430.35024213790894,0.11078298,0.11078298,0.008806603,7.6450953,0.8515974879264832,107672,383
497.025,0.0,175.5458,682.8480591063386,3,434.58701515197754,0.14275038,0.14275038,0.00857811,7.6326303,0.8390149772167206,108715,386
453.025,0.0,167.80728,676.3694568234143,4,438.7777042388916,0.118232846,0.118232846,0.008396151,7.6094813,0.8081077635288239,109759,390
418.75,0.0,156.21391,651.4241156945409,3,442.92915987968445,0.10093589,0.10093589,0.007645769,7.6278653,0.505593478679657,111084,393
407.775,0.0,154.16666,670.968975605452,3,447.10632371902466,0.08588836,0.08588836,0.007470205,7.6020503,0.7692017257213593,112357,396
397.15,0.0,149.44917,682.1216956041142,3,451.27577018737793,0.12671907,0.12671907,0.008270855,7.581784,0.4184912443161011,113960,399
374.55,0.0,143.3481,676.7904898418666,3,455.43405079841614,0.11139836,0.11139836,0.0076650963,7.561877,0.6528960466384888,114903,402
345.45,0.0,133.27536,655.1290013954628,3,459.5889756679535,0.11542691,0.11542691,0.008204051,7.5706825,0.6951172053813934,115982,405
337.9,0.0,126.31218,642.4708284087385,4,463.7270567417145,0.10530469,0.10530469,0.008037416,7.578629,0.6739748418331146,116835,409
350.925,0.0,125.75441,655.9904961911843,3,467.8669629096985,0.111783445,0.111783445,0.008284176,7.5810423,0.8829734623432159,118252,412
352.15,0.0,123.20062,661.7309723917442,4,471.9990270137787,0.1101956,0.1101956,0.008961348,7.5653086,0.8002543896436691,119647,416
348.85,0.0,120.137474,661.9590290259187,4,476.1355941295624,0.15076499,0.15076499,0.008026885,7.5546746,0.8716355711221695,120847,420
345.175,0.0,120.847435,669.1830238662321,4,480.2824275493622,0.1393455,0.1393455,0.007858364,7.56337,0.9167218953371048,121903,424
354.7,0.0,125.94191,695.538105093459,3,484.4136905670166,0.1205853,0.1205853,0.008686801,7.544723,0.8105171173810959,123071,427
338.875,0.0,120.31879,670.9392870661318,4,488.5611720085144,0.09256342,0.09256342,0.0073005594,7.544751,0.7146390080451965,123910,431
323.75,0.0,116.466225,653.8833909690547,4,492.7230033874512,0.10785678,0.10785678,0.008243514,7.5258665,0.7123063802719116,124847,435
299.825,0.0,111.267494,620.2540789363717,4,496.87455773353577,0.10299969,0.10299969,0.00814902,7.5245395,0.7319491505622864,125953,439
286.55,0.0,109.756546,604.4692666035213,4,501.021675825119,0.09577347,0.09577347,0.009166885,7.5137787,0.8150669634342194,126921,443
293.9,0.0,115.606224,633.0757121702333,4,505.1603138446808,0.09234734,0.09234734,0.00861839,7.4900675,0.9083279818296432,128153,447
279.75,0.0,113.80637,624.6273753443609,4,509.3229215145111,0.09313206,0.09313206,0.008316282,7.478576,0.8149669021368027,129118,451
267.725,0.0,108.26955,599.8237728166881,4,513.4731142520905,0.094117366,0.094117366,0.008371101,7.469361,0.818386971950531,130086,455
264.875,0.0,107.31206,602.1190718817518,3,517.6382985115051,0.110432215,0.110432215,0.008336859,7.4660797,0.8318611085414886,130940,458
271.25,0.0,110.17515,618.1067800509351,2,521.8029220104218,0.122223616,0.122223616,0.00819451,7.4432364,0.6920543611049652,131697,460
274.925,0.0,110.7312,632.597236330651,3,525.9622919559479,0.10761994,0.10761994,0.008876916,7.422913,0.8334373235702515,132622,463
268.225,0.0,106.505844,621.3456129019876,3,530.122437953949,0.11065336,0.11065336,0.008617497,7.403134,0.7560997158288956,133481,466
287.825,0.0,110.8865,659.5399735431862,2,534.2767732143402,0.11116861,0.11116861,0.007836418,7.417359,0.7945776581764221,134737,468
299.65,0.0,112.824326,691.0803362096377,3,538.4361584186554,0.10323167,0.10323167,0.008104274,7.4130216,0.7910499423742294,135896,471
307.975,0.0,116.311935,719.5279831297761,3,542.5927546024323,0.11767513,0.11767513,0.008233761,7.3842006,0.7345074415206909,136920,474
316.0,0.0,118.28261,737.8705080087013,2,546.7699122428894,0.09325349,0.09325349,0.008165618,7.3303795,0.852090373635292,137898,476
326.475,0.0,121.54614,771.9169858421918,3,550.9148452281952,0.11914893,0.11914893,0.008117422,7.313126,0.7751258015632629,139012,479
330.15,0.0,121.71454,780.8342786001991,1,555.0569729804993,0.12616928,0.12616928,0.007979263,7.3363485,0.812791183590889,139443,480
338.475,0.0,122.6969,796.4115401971845,2,559.2286763191223,0.10949834,0.10949834,0.008127762,7.363827,0.9068672358989716,140280,482
342.525,0.0,124.2242,806.4671369047957,2,563.3607490062714,0.09532311,0.09532311,0.0076276055,7.359729,0.7945196032524109,141005,484
358.975,0.0,128.2247,842.5881498039626,1,567.5093674659729,0.1198885,0.1198885,0.007523015,7.3425303,0.7692695409059525,141956,485
359.75,0.0,128.79256,847.8226023025057,1,571.6581709384918,0.1136529,0.1136529,0.0086478535,7.345719,0.8805781975388527,142272,486
377.975,0.0,134.89241,888.559977052543,1,575.8000085353851,0.08473598,0.08473598,0.00801478,7.3148365,0.14447325468063354,143272,487
386.1,0.0,138.4664,912.2058483554725,2,579.9653096199036,0.090184785,0.090184785,0.00774932,7.305721,0.899265855550766,144017,489
394.5,0.0,141.25937,935.5474259188417,2,584.1121380329132,0.15467988,0.15467988,0.008891985,7.297855,0.879158653318882,144898,491
407.7,0.0,144.80663,961.9859801008218,1,588.2748651504517,0.110884145,0.110884145,0.008855535,7.2683587,0.6771357357501984,145695,492
420.3,0.0,149.96782,994.1483904061395,2,592.4249181747437,0.090401754,0.090401754,0.008450966,7.268721,0.8215816766023636,146640,494
433.975,0.0,155.69237,1030.8050375283542,1,596.5566773414612,0.11532199,0.11532199,0.0076468727,7.281251,0.7008122503757477,147445,495
455.0,0.0,163.3439,1077.2558568354311,1,600.7080483436584,0.08034195,0.08034195,0.007828765,7.280274,0.38986825942993164,148445,496
466.75,0.0,164.46153,1097.8153552446788,2,604.861823797226,0.08685745,0.08685745,0.0077616535,7.257645,0.8254464715719223,149610,498
471.8,0.0,166.10214,1114.39955324471,2,609.0127854347229,0.085862614,0.085862614,0.008134199,7.223311,0.8701476603746414,150569,500
498.65,0.0,175.37955,1180.2803897807294,2,613.1513071060181,0.08461994,0.08461994,0.008513693,7.2150874,0.6874115169048309,152174,502
503.95,0.0,177.1918,1193.4156735520223,2,617.3020539283752,0.123005375,0.123005375,0.008094579,7.206242,0.7507404983043671,153128,504
520.125,0.0,184.33347,1242.6295617330518,1,621.4286351203918,0.12796623,0.12796623,0.0074156085,7.2124476,0.7238881886005402,154096,505
525.3,0.0,186.77725,1258.4201776399998,1,625.5687601566315,0.088533126,0.088533126,0.008678867,7.1844316,0.6852502822875977,154493,506
519.85,0.0,188.71173,1265.1921675961298,1,629.6955182552338,0.09752473,0.09752473,0.008752898,7.211063,0.762782022356987,155169,507
528.125,0.0,190.65755,1284.4569000423694,1,633.829995393753,0.09544465,0.09544465,0.008803544,7.2149057,0.8230805695056915,155862,508
541.2,0.0,194.53783,1319.0638590797175,1,637.9450976848602,0.07827228,0.07827228,0.008650514,7.205981,0.2759305238723755,156862,509
543.5,0.0,193.63802,1322.4610633403202,3,642.0809171199799,0.088336736,0.088336736,0.009790394,7.2235584,0.7805599421262741,158001,512
561.625,0.0,199.96872,1369.3905683697692,1,646.213543176651,0.090742044,0.090742044,0.009166183,7.18065,0.48590898513793945,159001,513
547.35,0.0,190.44777,1329.2588916064146,4,650.3489575386047,0.08537646,0.08537646,0.009175245,7.155643,0.7711459696292877,160069,517
562.075,0.0,196.3902,1372.8713868155069,1,654.4741296768188,0.08965695,0.08965695,0.008347359,7.157409,0.30225682258605957,161069,518
576.425,0.0,203.98822,1419.1064175041959,1,658.587589263916,0.092429996,0.092429996,0.008502481,7.124986,0.594222903251648,162069,519
590.65,0.0,208.27567,1455.6913617821945,1,662.6993083953857,0.097644985,0.097644985,0.008520889,7.1182084,0.678891658782959,163069,520
610.225,0.0,217.80254,1522.9100648339895,2,666.8185002803802,0.08412985,0.08412985,0.008243445,7.086605,0.5871553122997284,164689,522
596.75,0.0,213.79729,1500.3992879941172,3,670.999710559845,0.12797944,0.12797944,0.008750401,7.0506597,0.7558280676603317,165826,525
613.85,0.0,220.20285,1548.7561610118287,1,675.1583986282349,0.08748619,0.08748619,0.008488195,7.0190296,0.4794117212295532,166826,526
600.3,0.0,218.87549,1530.5790490482605,2,679.3193752765656,0.11921106,0.11921106,0.008774826,7.0440707,0.720574140548706,167821,528
605.9,0.0,221.19365,1541.0454937214777,2,683.4871411323547,0.088714585,0.088714585,0.009081768,7.0365615,0.8419860899448395,168691,530
578.8,0.0,213.22832,1491.9337745367397,4,687.6612770557404,0.108087294,0.108087294,0.008750671,7.0386972,0.798978716135025,169792,534
539.9,0.0,200.22055,1414.4504925061387,3,691.8380086421967,0.10718301,0.10718301,0.0093596075,7.0637803,0.8309378921985626,170629,537
546.725,0.0,202.63138,1435.6109498107435,2,695.9975893497467,0.08905863,0.08905863,0.00893778,7.0274615,0.7793950289487839,171664,539
533.55,0.0,197.03488,1410.33080768114,2,700.1518342494965,0.10012172,0.10012172,0.009213818,7.0086093,0.8855507522821426,172911,541
525.625,0.0,191.75403,1388.0694955432068,3,704.3066427707672,0.13461107,0.13461107,0.009668395,7.000488,0.8416065573692322,174153,544
506.275,0.0,186.01195,1341.7306089331848,3,708.4638016223907,0.11027022,0.11027022,0.009392871,7.011475,0.7838207632303238,175420,547
480.575,0.0,178.37675,1278.89055789135,4,712.6176760196686,0.100464344,0.100464344,0.009199474,6.9565425,0.8320844769477844,176791,551
466.225,0.0,177.47397,1256.0594482913111,3,716.7815897464752,0.103302546,0.103302546,0.008912735,6.9320645,0.8345975279808044,177888,554
475.125,0.0,181.93463,1283.5275889886711,2,720.9335808753967,0.120043986,0.120043986,0.008987387,6.9112544,0.7822310924530029,178717,556
457.125,0.0,176.62143,1227.9585584445838,3,725.0745375156403,0.11246407,0.11246407,0.008422176,6.904053,0.8525279313325882,180354,559
434.525,0.0,170.38802,1174.2893968819271,2,729.219514131546,0.095154956,0.095154956,0.009129805,6.90717,0.8027768284082413,181450,561
436.05,0.0,168.6095,1172.3444671230936,3,733.3688826560974,0.11364925,0.11364925,0.008699693,6.888179,0.8184454590082169,182933,564
452.675,0.0,177.32779,1226.2620580350992,1,737.5073843002319,0.086405374,0.086405374,0.009307921,6.8772116,0.23288172483444214,183933,565
451.925,0.0,177.19612,1224.0936829754842,1,741.6445484161377,0.117449135,0.117449135,0.008707315,6.851942,0.7943138033151627,184903,566
441.525,0.0,168.05246,1188.4417389836597,3,745.7873637676239,0.09650086,0.09650086,0.009746142,6.869277,0.8073136657476425,186090,569
459.975,0.0,179.18402,1258.2563277549148,1,749.9345664978027,0.08870597,0.08870597,0.008463766,6.844725,0.3886202573776245,187090,570
478.2,0.0,186.86275,1312.5613734337053,2,754.0740909576416,0.10312264,0.10312264,0.010040108,6.8193936,0.72739577293396,188422,572
483.05,0.0,190.16386,1332.409622714929,3,758.2374050617218,0.093435176,0.093435176,0.009579485,6.819945,0.813359260559082,189411,575
493.875,0.0,199.1658,1378.5343617508838,3,762.3773798942566,0.09760391,0.09760391,0.009064985,6.7730145,0.8226083070039749,191118,578
493.0,0.0,199.99834,1379.2074723776338,2,766.5255634784698,0.1035824,0.1035824,0.00985246,6.7659154,0.8175079524517059,192168,580
488.25,0.0,202.65375,1380.2142661692353,3,770.6724352836609,0.11242807,0.11242807,0.009453045,6.743283,0.8655927926301956,193305,583
484.375,0.0,198.68083,1366.9382341899873,3,774.8284657001495,0.11025907,0.11025907,0.008893063,6.7495284,0.722002238035202,194484,586
489.85,0.0,202.51997,1393.5139394059074,2,778.9778232574463,0.12747604,0.12747604,0.00933496,6.767636,0.8168624937534332,195404,588
509.775,0.0,219.26254,1468.4671718378995,1,783.1150262355804,0.0917338,0.0917338,0.008961219,6.7645836,0.5314702391624451,196404,589
519.375,0.0,222.81584,1495.4040756415427,2,787.2705619335175,0.09678556,0.09678556,0.008967038,6.756169,0.8522312194108963,197566,591
517.35,0.0,220.50156,1486.0278582568794,1,791.4182085990906,0.10403991,0.10403991,0.009767239,6.7452216,0.8386949002742767,197828,592
529.4,0.0,227.19283,1528.0390893396466,1,795.5499472618103,0.11637469,0.11637469,0.010091683,6.721553,0.8253722339868546,198542,593
517.75,0.0,220.09341,1494.2928114666943,3,799.7003304958344,0.103560194,0.103560194,0.009839646,6.6931157,0.7440306842327118,199427,596
516.975,0.0,220.59741,1499.0141333804781,1,803.8406000137329,0.11428809,0.11428809,0.009636816,6.6837597,0.7190851271152496,200237,597
509.425,0.0,217.177,1488.1992031543843,3,807.9971263408661,0.08919354,0.08919354,0.008938207,6.685167,0.7940641492605209,201384,600
489.55,0.0,209.86357,1438.7986207077786,3,812.141429901123,0.09937117,0.09937117,0.009389766,6.7046947,0.8090197443962097,202261,603
481.1,0.0,207.33447,1417.4904901679051,2,816.287529706955,0.10919857,0.10919857,0.008401828,6.6730995,0.8543432652950287,203177,605
466.8,0.0,202.88522,1384.77932142269,1,820.4357953071594,0.12192506,0.12192506,0.009717597,6.6514897,0.44878268241882324,203575,606
482.025,0.0,210.61328,1434.2361957570636,2,824.5739753246307,0.12895924,0.12895924,0.009092845,6.648024,0.8841812461614609,205050,608
455.15,0.0,200.10245,1360.3535718489245,3,828.7112481594086,0.17059101,0.17059101,0.010669044,6.649471,0.7898839265108109,206228,611
