EpLenMean,meankl,TimeElapsed,EpisodesSoFar,entloss,optimgain,ev_tdlam_before,TimestepsSoFar,EpTrueRewMean,entropy,EpThisIter,surrgain,EpRewMean
1000.0,0.0043340256,6708.288489103317,2000,0.0,0.0844563,0.47649216651916504,2000000,-3555.2353962841107,6.091914,1,0.0844563,43.930847
1000.0,0.0045607546,6711.742717504501,2001,0.0,0.07411955,0.6062346696853638,2001000,-3564.684613254876,6.0745854,1,0.07411955,43.874657
1000.0,0.004349296,6715.186501502991,2002,0.0,0.07773626,0.41725993156433105,2002000,-3568.130633934989,6.082259,1,0.07773626,43.621525
1000.0,0.004845905,6718.638813734055,2003,0.0,0.097687766,0.08288246393203735,2003000,-3563.383674871923,6.069453,1,0.097687766,43.35704
1000.0,0.0041334196,6722.093411445618,2004,0.0,0.068310425,0.21598494052886963,2004000,-3562.8773268644677,6.080303,1,0.068310425,43.777832
1000.0,0.004626914,6725.541657447815,2005,0.0,0.07920054,0.06066018342971802,2005000,-3563.718539669067,6.0877633,1,0.07920054,43.488018
1000.0,0.004694932,6729.060816049576,2006,0.0,0.104405925,0.16923189163208008,2006000,-3560.802977943008,6.0835123,1,0.104405925,42.672646
1000.0,0.005102721,6732.54745388031,2007,0.0,0.08742432,0.19326668977737427,2007000,-3556.6187145844174,6.0888214,1,0.08742432,42.391945
1000.0,0.004243815,6736.091369628906,2008,0.0,0.048328213,0.8460460007190704,2008000,-3653.002972671263,6.0506544,1,0.048328213,41.82711
1000.0,0.0052336818,6739.557719945908,2009,0.0,0.098140486,0.8646367788314819,2009000,-3657.2185110468286,6.0412445,1,0.098140486,41.849155
1000.0,0.0046461895,6743.024946212769,2010,0.0,0.074568875,0.6750994324684143,2010000,-3661.3606509118677,6.0590973,1,0.074568875,41.71363
1000.0,0.0055071986,6746.4884243011475,2011,0.0,0.10406497,0.007928669452667236,2011000,-3544.0613122394598,6.0401053,1,0.10406497,42.843224
1000.0,0.004229608,6749.976303577423,2012,0.0,0.08272968,0.8133336752653122,2012000,-3451.5852743521523,6.0315714,1,0.08272968,44.082417
1000.0,0.004226112,6753.483125209808,2013,0.0,0.06773914,0.8161245733499527,2013000,-3453.6362203763083,6.0465703,1,0.06773914,44.427956
1000.0,0.0047525894,6756.971668720245,2014,0.0,0.08591983,0.4914536476135254,2014000,-3429.8557181971787,6.0471797,1,0.08591983,44.76899
1000.0,0.004599812,6760.431892156601,2015,0.0,0.09803561,0.543110579252243,2015000,-3342.963032655162,6.057845,1,0.09803561,45.29305
1000.0,0.0040594162,6763.9200966358185,2016,0.0,0.07210824,0.8352185040712357,2016000,-3366.7542261428616,6.045649,1,0.07210824,44.59591
1000.0,0.0074350187,6767.437458753586,2017,0.0,0.039704368,-0.004590630531311035,2017000,-3395.5871966686645,6.0730577,1,0.039704368,44.49465
1000.0,0.01255751,6770.951914072037,2018,0.0,0.09027368,0.2927646040916443,2018000,-3425.767501340722,6.0663614,1,0.09027368,44.403923
1000.0,0.00826964,6774.425076723099,2019,0.0,0.16139731,-0.5310220718383789,2019000,-3434.794273958072,6.0800934,1,0.16139731,44.645214
1000.0,0.0057242718,6777.908457040787,2020,0.0,0.10962361,-0.13266360759735107,2020000,-3427.569930242382,6.081036,1,0.10962361,45.88507
1000.0,0.004073094,6781.410444259644,2021,0.0,0.07395442,0.5368209481239319,2021000,-3416.8144201996292,6.090351,1,0.07395442,45.970177
1000.0,0.005277313,6784.878857851028,2022,0.0,0.081233546,-0.010152101516723633,2022000,-3427.6754537660804,6.091572,1,0.081233546,45.5755
1000.0,0.0058298744,6788.3732652664185,2023,0.0,0.08751647,0.3520774841308594,2023000,-3425.1570512223493,6.197331,1,0.08751647,45.202507
1000.0,0.0053933314,6791.853260755539,2024,0.0,0.090687886,0.6094524562358856,2024000,-3407.2880226651046,6.207698,1,0.090687886,45.50319
1000.0,0.0038842917,6795.334457159042,2025,0.0,0.050902147,0.6125636696815491,2025000,-3425.769136915037,6.21313,1,0.050902147,44.53195
1000.0,0.0050741606,6798.813388347626,2026,0.0,0.08995937,0.7675405293703079,2026000,-3423.47003947232,6.2200165,1,0.08995937,45.513855
1000.0,0.004999674,6802.291677474976,2027,0.0,0.05752105,-0.0029164552688598633,2027000,-3449.9719884359743,6.248963,1,0.05752105,44.476143
1000.0,0.0045503746,6805.746434688568,2028,0.0,0.08436772,0.44352030754089355,2028000,-3454.4773692421454,6.269774,1,0.08436772,45.0793
1000.0,0.004334282,6809.21444940567,2029,0.0,0.116010875,0.8495597541332245,2029000,-3484.664202514211,6.2739253,1,0.116010875,44.231525
1000.0,0.005362726,6812.6680681705475,2030,0.0,0.08492534,0.4668925404548645,2030000,-3485.0336073422063,6.271122,1,0.08492534,43.587532
1000.0,0.004827924,6816.137104272842,2031,0.0,0.08371906,0.6968501210212708,2031000,-3487.2737387871043,6.2685537,1,0.08371906,43.908592
1000.0,0.0042782277,6819.599279165268,2032,0.0,0.08198473,0.5288909375667572,2032000,-3448.9693914560207,6.2749586,1,0.08198473,43.885235
1000.0,0.011208679,6823.11397767067,2033,0.0,0.092358455,-1.480022668838501,2033000,-3503.387790573814,6.2745824,1,0.092358455,44.077938
1000.0,0.0051663634,6826.568857431412,2034,0.0,0.08072893,0.5256181061267853,2034000,-3483.661496071484,6.290044,1,0.08072893,44.463142
1000.0,0.0044254567,6830.022917509079,2035,0.0,0.09210808,0.2845612168312073,2035000,-3500.7026631314193,6.304974,1,0.09210808,44.09936
1000.0,0.004043089,6833.49693608284,2036,0.0,0.06134411,0.532790869474411,2036000,-3426.554949257973,6.305221,1,0.06134411,43.72174
1000.0,0.004279902,6836.956160783768,2037,0.0,0.08034566,0.2345985770225525,2037000,-3457.5463774674254,6.310796,1,0.08034566,43.120216
1000.0,0.005175529,6840.416347980499,2038,0.0,0.09434059,0.5844796597957611,2038000,-3357.704847261619,6.3049474,1,0.09434059,44.158882
1000.0,0.0054810373,6843.883129119873,2039,0.0,0.081795454,0.12125873565673828,2039000,-3349.711163288414,6.292965,1,0.081795454,43.84217
1000.0,0.0047246693,6847.339305400848,2040,0.0,0.0855373,0.6992665529251099,2040000,-3347.831772377148,6.293197,1,0.0855373,44.50734
1000.0,0.005152679,6850.80665063858,2041,0.0,0.11696002,0.7254066169261932,2041000,-3359.6662094004837,6.2816787,1,0.11696002,44.029675
1000.0,0.0050302353,6854.26166844368,2042,0.0,0.0836246,0.3893318772315979,2042000,-3351.087326139871,6.274415,1,0.0836246,43.942688
1000.0,0.0050487584,6857.710993766785,2043,0.0,0.08171198,0.5018386840820312,2043000,-3370.324055122589,6.264226,1,0.08171198,43.11206
1000.0,0.005667704,6861.169066667557,2044,0.0,0.091354154,0.3225709795951843,2044000,-3388.0723499782953,6.270564,1,0.091354154,42.531136
1000.0,0.0053300904,6864.672570705414,2045,0.0,0.09271918,0.7446644306182861,2045000,-3473.5984866128174,6.26094,1,0.09271918,41.745815
1000.0,0.0041307546,6868.127714395523,2046,0.0,0.06744675,0.06833308935165405,2046000,-3486.8034092827097,6.2741237,1,0.06744675,41.642635
1000.0,0.0048132143,6871.591881990433,2048,0.0,0.08229928,0.42931824922561646,2048000,-3423.0694531136132,6.278804,2,0.08229928,42.11131
1000.0,0.0045655267,6875.463508367538,2049,0.0,0.08552249,0.5236107707023621,2049000,-3411.3292024128896,6.2845273,1,0.08552249,43.006752
1000.0,0.0057973927,6878.912158727646,2050,0.0,0.09274816,0.18614143133163452,2050000,-3413.1091857897445,6.2659755,1,0.09274816,43.184715
1000.0,0.0054229912,6882.387322187424,2051,0.0,0.10151989,0.44138503074645996,2051000,-3423.1576731233245,6.2742925,1,0.10151989,42.633793
1000.0,0.0039694933,6885.842974662781,2052,0.0,0.07195932,0.40351635217666626,2052000,-3394.199141609417,6.2618556,1,0.07195932,42.52652
1000.0,0.005695696,6889.297356367111,2053,0.0,0.10485053,0.8099750727415085,2053000,-3405.4270579714985,6.2546573,1,0.10485053,41.61407
1000.0,0.0049691824,6892.760586261749,2054,0.0,0.085816815,-0.0742487907409668,2054000,-3411.6752801429348,6.255983,1,0.085816815,41.279213
1000.0,0.004982702,6896.218848466873,2055,0.0,0.091664754,0.18703997135162354,2055000,-3417.879652537461,6.2719154,1,0.091664754,40.800907
1000.0,0.0053238217,6899.693373918533,2056,0.0,0.07471695,0.4449443221092224,2056000,-3413.33542435798,6.2612495,1,0.07471695,40.47703
1000.0,0.0048354967,6903.138662576675,2057,0.0,0.08959699,0.13335257768630981,2057000,-3382.2812187522477,6.279438,1,0.08959699,40.12447
1000.0,0.0055419663,6906.607264757156,2058,0.0,0.098636635,0.08666032552719116,2058000,-3379.0834732907533,6.2976832,1,0.098636635,39.834267
1000.0,0.004892908,6910.05047917366,2059,0.0,0.09852503,0.30805689096450806,2059000,-3383.01452370998,6.2913866,1,0.09852503,39.85047
1000.0,0.004747521,6913.516709804535,2060,0.0,0.08962618,0.23992079496383667,2060000,-3394.6744956695757,6.296144,1,0.08962618,38.5025
1000.0,0.0044585103,6917.0108206272125,2061,0.0,0.07455903,-0.5720539093017578,2061000,-3395.8171033414937,6.3036656,1,0.07455903,38.109642
1000.0,0.004928368,6920.473663568497,2063,0.0,0.080393426,-0.08338546752929688,2063000,-3386.1738872977307,6.3010716,2,0.080393426,38.390083
1000.0,0.005171408,6923.930526733398,2064,0.0,0.10265131,-0.019019603729248047,2064000,-3392.8865768703135,6.298359,1,0.10265131,37.95527
1000.0,0.005279078,6927.380768060684,2065,0.0,0.105296165,0.059113144874572754,2065000,-3372.5319316581276,6.293584,1,0.105296165,38.972603
1000.0,0.0051048934,6930.825973510742,2066,0.0,0.10105854,0.33993929624557495,2066000,-3367.458320922109,6.2981563,1,0.10105854,38.93938
1000.0,0.0047824206,6934.270235300064,2067,0.0,0.07828338,0.16242557764053345,2067000,-3343.991651519602,6.301129,1,0.07828338,39.479668
1000.0,0.00516448,6937.725487947464,2068,0.0,0.091690555,-0.040331125259399414,2068000,-3341.1265457374348,6.3008003,1,0.091690555,38.48345
1000.0,0.004471585,6941.168062448502,2069,0.0,0.07816695,-0.13018417358398438,2069000,-3334.0346619868606,6.322942,1,0.07816695,38.66741
1000.0,0.0049682735,6944.620483160019,2070,0.0,0.08999993,0.236070454120636,2070000,-3329.834233809101,6.3295145,1,0.08999993,38.69608
1000.0,0.0042927824,6948.0691549777985,2071,0.0,0.088563636,0.05925893783569336,2071000,-3327.75371676536,6.3223076,1,0.088563636,38.74975
1000.0,0.004744428,6951.508400678635,2072,0.0,0.08300419,0.5534690022468567,2072000,-3328.3554337350797,6.3179784,1,0.08300419,38.51651
1000.0,0.006047653,6954.963464021683,2073,0.0,0.08835772,0.4775031805038452,2073000,-3261.3086097155824,6.3041334,1,0.08835772,38.522423
1000.0,0.004364751,6958.451378583908,2074,0.0,0.08406607,0.03722810745239258,2074000,-3260.9741446125154,6.3118906,1,0.08406607,37.948967
1000.0,0.004840468,6961.921909093857,2075,0.0,0.09417626,0.6701478064060211,2075000,-3239.8645441245108,6.3172035,1,0.09417626,38.28728
1000.0,0.005644936,6965.386609315872,2076,0.0,0.089459375,0.601960688829422,2076000,-3222.9731631176464,6.297362,1,0.089459375,38.5887
1000.0,0.005783933,6968.839076280594,2078,0.0,0.10277711,0.12847691774368286,2078000,-3184.6360760467423,6.297745,2,0.10277711,38.69919
1000.0,0.0055107614,6972.290536642075,2079,0.0,0.09548081,0.47921210527420044,2079000,-3196.1510138698327,6.2801085,1,0.09548081,38.72047
1000.0,0.004689187,6975.7435047626495,2080,0.0,0.07352091,0.329878032207489,2080000,-3205.2685525083994,6.2855034,1,0.07352091,37.479797
1000.0,0.0040510944,6979.216859579086,2081,0.0,0.07625145,0.09170687198638916,2081000,-3244.098583710359,6.2753487,1,0.07625145,37.374687
1000.0,0.01411866,6982.667016983032,2082,0.0,0.09919899,0.3937003016471863,2082000,-3291.909723468541,6.303585,1,0.09919899,38.900604
1000.0,0.0049194642,6986.100244045258,2083,0.0,0.10144098,-0.7213746309280396,2083000,-3278.0563282805597,6.314027,1,0.10144098,39.57749
1000.0,0.005072077,6989.5376880168915,2084,0.0,0.09470033,0.2063397765159607,2084000,-3254.241658904578,6.3093452,1,0.09470033,39.702793
1000.0,0.0048310114,6992.977247476578,2085,0.0,0.08560247,0.48975813388824463,2085000,-3169.840385709628,6.308044,1,0.08560247,40.414696
1000.0,0.0062449584,6996.413436174393,2086,0.0,0.08959811,0.12236297130584717,2086000,-3172.438338859715,6.3069606,1,0.08959811,40.11951
1000.0,0.004793192,6999.850727081299,2087,0.0,0.100278914,0.022002875804901123,2087000,-3183.1775029725686,6.2965684,1,0.100278914,39.63841
1000.0,0.005315263,7003.315110206604,2088,0.0,0.09150298,0.33556556701660156,2088000,-3154.747251534468,6.28772,1,0.09150298,40.22329
1000.0,0.014774401,7006.767076730728,2089,0.0,0.111447975,0.454118549823761,2089000,-3150.546722779528,6.28156,1,0.111447975,39.441628
1000.0,0.0052346913,7010.222145557404,2090,0.0,0.10667755,0.21591520309448242,2090000,-3151.4749798707717,6.294204,1,0.10667755,39.378613
1000.0,0.004952972,7013.677373409271,2091,0.0,0.09506496,-0.8194907903671265,2091000,-3121.5933054226216,6.278214,1,0.09506496,40.168507
1000.0,0.00468224,7017.13653755188,2092,0.0,0.08054812,0.05875128507614136,2092000,-3121.325371244849,6.2727475,1,0.08054812,39.402184
1000.0,0.0055701546,7020.603870868683,2093,0.0,0.10248234,0.38700568675994873,2093000,-3111.0585279735997,6.256577,1,0.10248234,40.64707
1000.0,0.005197421,7024.057226419449,2094,0.0,0.10534344,0.27660316228866577,2094000,-3102.3249564928747,6.263629,1,0.10534344,40.84027
1000.0,0.005230891,7027.517645597458,2095,0.0,0.090492465,0.4338849186897278,2095000,-3086.939090675288,6.250184,1,0.090492465,41.3713
1000.0,0.0049537024,7030.971201658249,2096,0.0,0.08493447,0.05753844976425171,2096000,-3077.762730392543,6.2458916,1,0.08493447,41.76602
1000.0,0.0056697736,7034.423943996429,2097,0.0,0.097835496,0.4983798861503601,2097000,-3078.698914020473,6.260297,1,0.097835496,41.984848
1000.0,0.0038523097,7037.881506681442,2098,0.0,0.066896796,-0.4233715534210205,2098000,-3056.1739880873824,6.2528114,1,0.066896796,41.99271
1000.0,0.004500159,7041.333073377609,2099,0.0,0.07101773,-0.032543301582336426,2099000,-3037.868696918865,6.2443895,1,0.07101773,41.453075
1000.0,0.0046453685,7044.795903205872,2100,0.0,0.0784744,0.032818615436553955,2100000,-3031.990669564982,6.238995,1,0.0784744,41.499203
1000.0,0.00478296,7048.263297319412,2101,0.0,0.08890851,-0.09921681880950928,2101000,-3034.104130375177,6.229976,1,0.08890851,41.39824
1000.0,0.005569946,7051.7218244075775,2102,0.0,0.110293895,0.3268945813179016,2102000,-3025.2961561540874,6.224773,1,0.110293895,41.852886
1000.0,0.005191663,7055.171903133392,2103,0.0,0.08331077,0.06922954320907593,2103000,-3015.750104994259,6.2109423,1,0.08331077,42.67351
1000.0,0.0058304584,7058.633785486221,2104,0.0,0.10776545,0.4039047956466675,2104000,-3010.2343991150456,6.202641,1,0.10776545,42.35038
1000.0,0.0060967114,7062.091205596924,2105,0.0,0.10080631,0.3318958878517151,2105000,-3003.598583546179,6.210749,1,0.10080631,41.541237
1000.0,0.0047715707,7065.545310974121,2106,0.0,0.088330954,0.3962830901145935,2106000,-3011.066017160703,6.203984,1,0.088330954,40.107777
1000.0,0.0044883406,7068.992429256439,2107,0.0,0.08398583,0.5528691112995148,2107000,-3014.4342815622495,6.20044,1,0.08398583,39.9921
1000.0,0.0051110955,7072.463514328003,2108,0.0,0.090528265,0.3490447402000427,2108000,-3010.890864038337,6.195145,1,0.090528265,40.21302
1000.0,0.004165764,7075.915294885635,2109,0.0,0.08099167,0.37824559211730957,2109000,-2995.7066598398083,6.19743,1,0.08099167,40.434967
1000.0,0.0047883317,7079.367991685867,2110,0.0,0.07912761,0.40502631664276123,2110000,-2983.4298172816,6.200459,1,0.07912761,40.639366
1000.0,0.0054015927,7082.820194005966,2111,0.0,0.09875056,0.0987691879272461,2111000,-2985.84457205602,6.190994,1,0.09875056,40.806957
1000.0,0.0044318754,7086.276849031448,2112,0.0,0.09157895,0.533022403717041,2112000,-2960.6141102903753,6.1700864,1,0.09157895,40.84733
1000.0,0.004519657,7089.736272573471,2113,0.0,0.08710159,0.39014071226119995,2113000,-2973.033067157616,6.169514,1,0.08710159,40.634567
1000.0,0.0050756526,7093.194242954254,2114,0.0,0.09792405,-0.013750314712524414,2114000,-2956.3419582232523,6.1469164,1,0.09792405,41.197212
1000.0,0.006794718,7096.645170211792,2115,0.0,0.10448782,0.05190110206604004,2115000,-2967.9545409491175,6.152145,1,0.10448782,40.966225
1000.0,0.006604642,7100.100764513016,2116,0.0,0.0952771,0.4657098650932312,2116000,-2972.9617039275677,6.1538644,1,0.0952771,41.05414
1000.0,0.0051922565,7103.5556745529175,2117,0.0,0.09935764,0.10924571752548218,2117000,-2980.9881467915743,6.150569,1,0.09935764,41.325623
1000.0,0.00492406,7107.000875711441,2118,0.0,0.08899552,0.4236827492713928,2118000,-2984.901028055201,6.1499066,1,0.08899552,40.793766
1000.0,0.003971478,7110.44701051712,2119,0.0,0.08368336,-0.5921632051467896,2119000,-2971.8725537958453,6.169147,1,0.08368336,40.608696
1000.0,0.0048493454,7113.876850128174,2120,0.0,0.08041383,0.4170868992805481,2120000,-2986.946899265182,6.165588,1,0.08041383,40.363888
1000.0,0.0043310607,7117.329120397568,2121,0.0,0.07917246,0.5117363929748535,2121000,-2934.253658246392,6.168583,1,0.07917246,40.68116
1000.0,0.0045541143,7120.784657239914,2122,0.0,0.08531897,0.30088263750076294,2122000,-2880.127225737709,6.153927,1,0.08531897,39.128807
1000.0,0.0047405157,7124.243746519089,2123,0.0,0.074589625,-0.010922431945800781,2123000,-2869.5061346441107,6.1405654,1,0.074589625,38.35003
1000.0,0.0044695945,7127.704092502594,2124,0.0,0.11275132,0.007200062274932861,2124000,-2884.3745495076646,6.1313324,1,0.11275132,38.3621
1000.0,0.0060433866,7131.150440454483,2125,0.0,0.101483434,0.03149235248565674,2125000,-2886.762887758592,6.142013,1,0.101483434,38.17034
1000.0,0.004916892,7134.6165726184845,2126,0.0,0.08647779,-0.40859079360961914,2126000,-2891.7759515834414,6.1589513,1,0.08647779,37.976868
1000.0,0.0054178145,7138.071543455124,2127,0.0,0.08219898,0.26675111055374146,2127000,-2879.3665084472827,6.153987,1,0.08219898,37.918983
1000.0,0.0052411766,7141.527132511139,2128,0.0,0.095890306,0.24760335683822632,2128000,-2896.09664417926,6.146667,1,0.095890306,37.49284
1000.0,0.006106967,7144.984010457993,2129,0.0,0.100568295,0.0535578727722168,2129000,-2916.6531877184966,6.1661224,1,0.100568295,37.07214
1000.0,0.004654979,7148.437089204788,2130,0.0,0.08074534,0.13528722524642944,2130000,-2910.6124007165226,6.1685786,1,0.08074534,37.015514
1000.0,0.0051658447,7151.892857789993,2131,0.0,0.085340604,0.11313432455062866,2131000,-2932.5804141374083,6.1615148,1,0.085340604,36.443047
1000.0,0.004154362,7155.348749399185,2132,0.0,0.07761824,0.4210681915283203,2132000,-2951.953758671031,6.154906,1,0.07761824,36.522774
1000.0,0.014984334,7158.798796653748,2133,0.0,0.119782716,-0.9832239151000977,2133000,-2963.57749930107,6.160263,1,0.119782716,35.88852
1000.0,0.004547197,7162.250238418579,2134,0.0,0.08391595,0.28107285499572754,2134000,-2949.810213889374,6.1473575,1,0.08391595,35.79538
1000.0,0.004861136,7165.694648265839,2135,0.0,0.08160888,-0.06628668308258057,2135000,-2955.401026543287,6.146439,1,0.08160888,35.473083
1000.0,0.0053654206,7169.149013757706,2136,0.0,0.08591413,0.0009053945541381836,2136000,-2934.704556154474,6.157211,1,0.08591413,35.413868
1000.0,0.0051784776,7172.599816083908,2137,0.0,0.07731556,0.0712328553199768,2137000,-2934.463977854789,6.144536,1,0.07731556,35.144897
1000.0,0.0052010473,7176.067412614822,2138,0.0,0.083086915,-0.07352972030639648,2138000,-2942.573555418342,6.132279,1,0.083086915,35.293327
1000.0,0.0053517492,7179.532960653305,2139,0.0,0.08625181,0.045828819274902344,2139000,-2952.0537312399165,6.131695,1,0.08625181,35.839535
1000.0,0.00474949,7182.981243133545,2140,0.0,0.0888464,-0.07415330410003662,2140000,-2954.511667730168,6.1118736,1,0.0888464,35.787445
1000.0,0.0056982897,7186.438213348389,2141,0.0,0.089345545,0.19179856777191162,2141000,-2950.919304210934,6.122737,1,0.089345545,36.11366
1000.0,0.004662701,7189.891069173813,2142,0.0,0.093031585,0.21862900257110596,2142000,-2951.9394677179343,6.11174,1,0.093031585,36.12722
1000.0,0.004908549,7193.346350193024,2143,0.0,0.086946815,0.04994463920593262,2143000,-2968.9272772692902,6.103395,1,0.086946815,35.475857
1000.0,0.0052204994,7196.804096698761,2144,0.0,0.08731753,-0.15678656101226807,2144000,-2960.84096098823,6.125713,1,0.08731753,35.564598
1000.0,0.005044213,7200.253892421722,2145,0.0,0.086255796,-0.25741279125213623,2145000,-2964.3666964677327,6.1204214,1,0.086255796,35.628345
1000.0,0.0055971127,7203.700234651566,2146,0.0,0.109848715,-0.11573362350463867,2146000,-2968.542404276751,6.107467,1,0.109848715,36.08197
1000.0,0.004797956,7207.149988412857,2147,0.0,0.081991136,-0.1646289825439453,2147000,-2947.1429415234975,6.113484,1,0.081991136,36.16927
1000.0,0.0053522354,7210.598726511002,2148,0.0,0.08945413,0.6144775450229645,2148000,-2959.125177403968,6.1013956,1,0.08945413,36.02649
1000.0,0.005038922,7214.06382226944,2149,0.0,0.10490886,0.07614070177078247,2149000,-2957.907961017381,6.104717,1,0.10490886,36.275642
1000.0,0.0050846348,7217.522095680237,2150,0.0,0.07653664,0.0011780858039855957,2150000,-2975.1018133656894,6.0688324,1,0.07653664,36.123974
1000.0,0.0050000697,7221.416915178299,2151,0.0,0.088466756,0.07445722818374634,2151000,-2978.895405111707,6.067424,1,0.088466756,35.52915
1000.0,0.0053745657,7224.875451564789,2152,0.0,0.09932897,0.05550837516784668,2152000,-2975.9936904723572,6.0681806,1,0.09932897,35.692158
1000.0,0.005762011,7228.336075544357,2153,0.0,0.09128209,0.1575891375541687,2153000,-2961.0432655627737,6.0703278,1,0.09128209,35.590504
1000.0,0.0053245323,7231.794440031052,2154,0.0,0.09652848,-0.1859067678451538,2154000,-2960.3275387385775,6.05809,1,0.09652848,35.736248
1000.0,0.0048847003,7235.258515834808,2155,0.0,0.08162572,0.0028961896896362305,2155000,-2942.5924104766173,6.0663505,1,0.08162572,35.45626
1000.0,0.0048802234,7238.711636543274,2156,0.0,0.08971405,-0.2057260274887085,2156000,-2922.9298900815074,6.077778,1,0.08971405,35.364956
1000.0,0.0053196917,7242.174843788147,2157,0.0,0.08686671,-0.0163266658782959,2157000,-2914.9783683935793,6.0776215,1,0.08686671,34.964233
1000.0,0.0042140614,7245.635657310486,2158,0.0,0.07646431,-0.10866093635559082,2158000,-2904.6799932963595,6.081807,1,0.07646431,34.78256
1000.0,0.005166635,7249.0920650959015,2159,0.0,0.07872221,0.36619412899017334,2159000,-2917.489430546471,6.082765,1,0.07872221,34.933456
1000.0,0.0065575405,7252.560365438461,2160,0.0,0.11030748,0.5883654057979584,2160000,-2908.02602647983,6.086651,1,0.11030748,35.457222
1000.0,0.0051821526,7256.02407002449,2161,0.0,0.10496975,0.40093839168548584,2161000,-2908.322981029509,6.0809374,1,0.10496975,35.64376
1000.0,0.005324706,7259.487028598785,2162,0.0,0.09157911,0.17555779218673706,2162000,-2919.6668006693662,6.0749087,1,0.09157911,35.751232
1000.0,0.004862508,7262.932968616486,2163,0.0,0.094893485,0.24683278799057007,2163000,-2926.692926715204,6.074417,1,0.094893485,36.118164
1000.0,0.004253596,7266.387484073639,2164,0.0,0.06871148,-0.07109487056732178,2164000,-2903.4569677586687,6.0697074,1,0.06871148,35.855923
1000.0,0.0051975,7269.847461223602,2165,0.0,0.08256921,0.009188055992126465,2165000,-2897.674325195721,6.068537,1,0.08256921,35.819756
1000.0,0.005037741,7273.316352844238,2166,0.0,0.08675786,0.3766372799873352,2166000,-2869.5408127486476,6.0574336,1,0.08675786,36.03177
1000.0,0.0045052497,7276.797331809998,2167,0.0,0.09630204,-0.06830811500549316,2167000,-2862.7426471093045,6.0502777,1,0.09630204,36.845547
1000.0,0.007267081,7280.243504524231,2168,0.0,0.08778124,0.23056721687316895,2168000,-2861.5924557151325,6.055953,1,0.08778124,36.676308
1000.0,0.005552475,7283.700950622559,2169,0.0,0.11132392,0.4827098846435547,2169000,-2845.5576801122384,6.04602,1,0.11132392,37.54262
1000.0,0.0067150723,7287.152228832245,2170,0.0,0.07223835,-0.06595087051391602,2170000,-2847.504117003807,6.049175,1,0.07223835,37.50434
1000.0,0.0047143777,7290.605183839798,2171,0.0,0.08492469,-0.20325982570648193,2171000,-2834.467629173289,6.055054,1,0.08492469,36.919243
1000.0,0.0042291237,7294.060443878174,2172,0.0,0.08465153,0.2362489104270935,2172000,-2816.9220241043304,6.061396,1,0.08465153,37.153996
1000.0,0.0048860135,7297.517666339874,2173,0.0,0.08639985,0.32924598455429077,2173000,-2802.420373305655,6.0662193,1,0.08639985,36.820145
1000.0,0.0037585064,7300.9747660160065,2174,0.0,0.076810405,0.19668912887573242,2174000,-2824.3657963535793,6.0586553,1,0.076810405,36.839455
1000.0,0.005327644,7304.435097932816,2176,0.0,0.08508941,0.3368538022041321,2176000,-2855.2770929218996,6.0686455,2,0.08508941,36.840923
1000.0,0.004454227,7307.892535448074,2177,0.0,0.08530188,-0.011691927909851074,2177000,-2865.0074902761758,6.082525,1,0.08530188,37.177826
1000.0,0.00483263,7311.353795528412,2178,0.0,0.09642449,0.07437419891357422,2178000,-2867.0068054002054,6.065496,1,0.09642449,37.29539
1000.0,0.0058798324,7314.808844566345,2179,0.0,0.08871934,-0.04166102409362793,2179000,-2869.2159820235447,6.083602,1,0.08871934,36.750145
1000.0,0.0054728366,7318.259097099304,2180,0.0,0.09724078,0.37227022647857666,2180000,-2860.4886918198854,6.066589,1,0.09724078,37.224937
1000.0,0.004350538,7321.710576057434,2181,0.0,0.083894566,-0.03463256359100342,2181000,-2843.857864385375,6.0601187,1,0.083894566,37.192802
1000.0,0.0049064765,7325.172261953354,2182,0.0,0.09487284,-0.004101276397705078,2182000,-2842.95582312099,6.052658,1,0.09487284,37.293102
1000.0,0.005325854,7328.632138490677,2183,0.0,0.09002819,0.014362871646881104,2183000,-2824.350662077841,6.0402827,1,0.09002819,37.20719
1000.0,0.0047703795,7332.091023683548,2184,0.0,0.088880226,0.2913179397583008,2184000,-2827.0426151108973,6.045472,1,0.088880226,37.29372
1000.0,0.0044686687,7335.544934272766,2185,0.0,0.07757133,0.018755614757537842,2185000,-2829.2145358580847,6.0459433,1,0.07757133,37.62325
1000.0,0.005636383,7339.010456085205,2186,0.0,0.098330095,0.5236405730247498,2186000,-2815.65118399395,6.031963,1,0.098330095,37.55346
1000.0,0.005200279,7342.4602472782135,2187,0.0,0.0956615,0.11843860149383545,2187000,-2835.105954352332,6.039506,1,0.0956615,37.69507
1000.0,0.0056663556,7345.944613456726,2188,0.0,0.099612236,0.07645237445831299,2188000,-2823.3546354100217,6.040039,1,0.099612236,37.485935
1000.0,0.005671994,7349.400804519653,2189,0.0,0.089502245,-0.03681004047393799,2189000,-2823.964355357809,6.042985,1,0.089502245,37.55824
1000.0,0.005646811,7352.868051528931,2191,0.0,0.09605542,0.46801453828811646,2191000,-2795.1368919818815,6.049378,2,0.09605542,38.652767
1000.0,0.0055315034,7356.329566717148,2192,0.0,0.08861661,0.49269407987594604,2192000,-2791.7200236297626,6.023619,1,0.08861661,39.257618
