EpLenMean,meankl,TimeElapsed,EpisodesSoFar,entloss,optimgain,ev_tdlam_before,TimestepsSoFar,EpTrueRewMean,entropy,EpThisIter,surrgain,EpRewMean
1000.0,0.0066466704,2.536280393600464,1,0.0,0.05768524,0.5734157562255859,1000,-595.7922743843475,8.524371,1,0.05768524,781.5771
1000.0,0.0074722706,4.552185297012329,2,0.0,0.060366966,0.4307560324668884,2000,-551.7875266394399,8.574937,1,0.060366966,762.8364
1000.0,0.007373852,6.5665013790130615,3,0.0,0.049878247,-0.0016558170318603516,3000,-594.1303015728641,8.574141,1,0.049878247,774.22565
1000.0,0.0067490567,8.588963508605957,4,0.0,0.05235754,-0.0005387067794799805,4000,-632.3774738226621,8.579589,1,0.05235754,775.5671
1000.0,0.006853332,10.697263240814209,5,0.0,0.05119238,-0.0012102127075195312,5000,-630.9016312212858,8.572187,1,0.05119238,773.71545
1000.0,0.0066657844,12.715012311935425,6,0.0,0.051005237,0.00037747621536254883,6000,-622.4161935569563,8.589954,1,0.051005237,771.7596
1000.0,0.0068069296,14.771232604980469,7,0.0,0.04918393,0.0003127455711364746,7000,-630.2891129136287,8.578072,1,0.04918393,769.92377
1000.0,0.005682361,16.859766960144043,8,0.0,0.050874397,-8.976459503173828e-05,8000,-626.1992800454727,8.609552,1,0.050874397,768.0094
1000.0,0.0059079817,18.85695791244507,9,0.0,0.05622819,0.002129495143890381,9000,-642.1231067948751,8.662276,1,0.05622819,765.7189
1000.0,0.0051188287,21.057135820388794,10,0.0,0.05673892,0.005090832710266113,10000,-648.318131355086,8.645387,1,0.05673892,766.0563
1000.0,0.005392284,23.14619541168213,11,0.0,0.05590763,-0.0004303455352783203,11000,-658.2382427577993,8.645821,1,0.05590763,766.20764
1000.0,0.004925096,25.229238748550415,12,0.0,0.05542208,0.0016044974327087402,12000,-662.9294298067729,8.62537,1,0.05542208,763.998
1000.0,0.006425649,27.32371163368225,13,0.0,0.059912384,0.0015451908111572266,13000,-661.8545695164493,8.610539,1,0.059912384,762.09607
1000.0,0.0055869007,29.391051769256592,15,0.0,0.06355428,0.002328336238861084,15000,-670.340069251478,8.60901,2,0.06355428,762.6517
1000.0,0.0065033017,31.427356243133545,16,0.0,0.060092337,0.0010648369789123535,16000,-668.2499175315929,8.604083,1,0.060092337,761.7688
1000.0,0.0060072057,33.40855956077576,17,0.0,0.061998226,0.0016959309577941895,17000,-679.296330423822,8.632855,1,0.061998226,761.6723
1000.0,0.0060220137,35.379799127578735,18,0.0,0.058928616,-0.02390921115875244,18000,-681.7443548754511,8.619949,1,0.058928616,760.7259
1000.0,0.00597117,37.366422176361084,19,0.0,0.05812999,-0.0018219947814941406,19000,-690.4248128595076,8.631962,1,0.05812999,762.6636
1000.0,0.0059364596,39.40363144874573,20,0.0,0.057240963,0.022442877292633057,20000,-687.9494568432817,8.621082,1,0.057240963,761.88293
1000.0,0.006302798,41.441696882247925,21,0.0,0.06306082,-0.004770159721374512,21000,-701.5875622574915,8.642013,1,0.06306082,763.73
1000.0,0.006279193,43.46221661567688,22,0.0,0.06484297,0.21571379899978638,22000,-708.6666303181884,8.679754,1,0.06484297,763.9201
1000.0,0.0063763186,45.43588852882385,23,0.0,0.07090088,0.04863780736923218,23000,-709.0357789994503,8.677494,1,0.07090088,763.4049
1000.0,0.005395915,47.393150806427,24,0.0,0.06238001,0.11156141757965088,24000,-713.0369374646353,8.681964,1,0.06238001,765.1931
1000.0,0.0054741064,49.363882064819336,25,0.0,0.06488616,0.4691579341888428,25000,-723.448224298422,8.659909,1,0.06488616,766.3307
1000.0,0.006624437,51.339787006378174,26,0.0,0.070147455,0.7335934042930603,26000,-731.1442535002748,8.637438,1,0.070147455,765.4538
1000.0,0.0072164387,53.293821573257446,27,0.0,0.07110967,0.803237110376358,27000,-729.6372164928672,8.623791,1,0.07110967,766.98206
1000.0,0.0063337632,55.24200224876404,28,0.0,0.07632972,0.762942373752594,28000,-735.8953872350337,8.577501,1,0.07632972,766.6916
1000.0,0.0068956097,57.19895911216736,30,0.0,0.07554325,0.18198078870773315,30000,-741.1968891440604,8.552113,2,0.07554325,767.2269
1000.0,0.006389113,59.17561316490173,31,0.0,0.07083071,-0.08899998664855957,31000,-745.6238415206193,8.513495,1,0.07083071,768.7939
1000.0,0.0059239194,61.127992391586304,32,0.0,0.06846771,-0.009908556938171387,32000,-750.3671014156439,8.528431,1,0.06846771,769.94824
1000.0,0.007138787,63.07716727256775,33,0.0,0.0736868,0.808965876698494,33000,-752.5216887820912,8.515815,1,0.0736868,770.41394
1000.0,0.0057379147,65.04352378845215,34,0.0,0.067635626,0.46162086725234985,34000,-755.4308118988342,8.526478,1,0.067635626,771.4895
1000.0,0.0064334315,66.99622344970703,35,0.0,0.06914173,-0.0005443096160888672,35000,-751.9411138409691,8.532284,1,0.06914173,772.7961
1000.0,0.006263894,68.93745422363281,36,0.0,0.07199453,-0.00032401084899902344,36000,-755.6837880916057,8.475719,1,0.07199453,773.6825
1000.0,0.0062499484,70.90452551841736,37,0.0,0.072173,-0.013037681579589844,37000,-765.2829425360645,8.519639,1,0.072173,773.99744
1000.0,0.0065730303,72.88945436477661,38,0.0,0.07036621,0.8029477000236511,38000,-762.6120049660234,8.521316,1,0.07036621,774.18506
1000.0,0.0062287897,74.83171319961548,39,0.0,0.07446941,0.8114802688360214,39000,-767.7307856951273,8.494155,1,0.07446941,774.2537
1000.0,0.0068157567,76.78916001319885,40,0.0,0.07969271,0.4368874430656433,40000,-769.661875837229,8.500352,1,0.07969271,775.0414
1000.0,0.006266755,78.73972034454346,41,0.0,0.067381576,-0.015475630760192871,41000,-772.5225745597361,8.503185,1,0.067381576,775.7852
1000.0,0.006450755,80.69555902481079,42,0.0,0.07165544,0.7213817238807678,42000,-783.9490078240876,8.533879,1,0.07165544,776.2647
1000.0,0.0061282236,82.65198755264282,43,0.0,0.062970765,-0.020130276679992676,43000,-789.5844824585299,8.524661,1,0.062970765,776.3285
1000.0,0.006556974,84.60600399971008,44,0.0,0.07439186,0.8218586444854736,44000,-791.2955384963723,8.518543,1,0.07439186,776.46277
1000.0,0.007114427,86.55660152435303,45,0.0,0.068905026,-0.031036376953125,45000,-798.5788267662131,8.513547,1,0.068905026,777.35284
1000.0,0.0056337686,88.51330995559692,46,0.0,0.07399236,-0.002042531967163086,46000,-806.3408150189979,8.488645,1,0.07399236,778.5824
1000.0,0.0066021597,90.45546054840088,47,0.0,0.06965759,0.7606982737779617,47000,-814.4998525622101,8.495968,1,0.06965759,777.8885
1000.0,0.0066390904,92.40726137161255,48,0.0,0.069448456,-0.005807638168334961,48000,-814.5180512635983,8.493667,1,0.069448456,779.25885
1000.0,0.0071382714,94.36173295974731,49,0.0,0.065852106,0.14599478244781494,49000,-818.6379650576328,8.497921,1,0.065852106,780.4552
1000.0,0.0076783663,96.31775522232056,50,0.0,0.07737642,-0.13198113441467285,50000,-817.1766323346976,8.493239,1,0.07737642,781.209
1000.0,0.0067431577,98.27874898910522,51,0.0,0.07320647,0.2652839422225952,51000,-822.6939891232602,8.478925,1,0.07320647,781.46155
1000.0,0.0059828945,100.36841797828674,52,0.0,0.067108735,-0.013515830039978027,52000,-825.4054964547602,8.458129,1,0.067108735,783.27246
1000.0,0.0067129983,102.72518610954285,53,0.0,0.07186321,-0.00033605098724365234,53000,-830.6804632221371,8.4688835,1,0.07186321,784.56085
1000.0,0.0067423778,105.07545804977417,54,0.0,0.07157426,0.332075297832489,54000,-835.0643430927281,8.509518,1,0.07157426,784.35315
1000.0,0.006687312,107.18526458740234,55,0.0,0.07598409,0.04666799306869507,55000,-837.5143403174286,8.4971895,1,0.07598409,784.98706
1000.0,0.0057996674,109.14798998832703,56,0.0,0.07481779,0.001754164695739746,56000,-840.7780574335184,8.492433,1,0.07481779,786.5345
1000.0,0.0069061136,111.1077663898468,57,0.0,0.07227812,-0.013470292091369629,57000,-840.4450881561779,8.494872,1,0.07227812,787.4933
1000.0,0.0062060514,113.24179697036743,58,0.0,0.07687498,0.06509703397750854,58000,-846.4388163099168,8.48835,1,0.07687498,788.46826
1000.0,0.00670654,115.50598192214966,59,0.0,0.067959934,-0.015282988548278809,59000,-845.7757915435662,8.550282,1,0.067959934,788.5365
1000.0,0.0071340753,117.60339784622192,60,0.0,0.07042696,0.0005729198455810547,60000,-852.0677881974565,8.5603485,1,0.07042696,789.69495
1000.0,0.0067483378,119.56317567825317,61,0.0,0.07322254,-0.0033158063888549805,61000,-849.6556429110136,8.551558,1,0.07322254,789.38605
1000.0,0.0064760596,121.53826022148132,62,0.0,0.07289134,-0.0014775991439819336,62000,-848.1241534445638,8.537839,1,0.07289134,789.8592
1000.0,0.0067374706,123.66021060943604,63,0.0,0.078462996,0.7854746133089066,63000,-851.7927118743175,8.516892,1,0.078462996,790.6937
1000.0,0.007547167,125.70907998085022,64,0.0,0.07463296,0.42635607719421387,64000,-855.1966970936883,8.507859,1,0.07463296,788.5353
1000.0,0.0072236275,127.86004519462585,65,0.0,0.072423905,0.007484734058380127,65000,-849.3165317889386,8.516526,1,0.072423905,788.542
1000.0,0.007266679,130.18196725845337,66,0.0,0.07697436,-0.0026253461837768555,66000,-848.326195064534,8.522515,1,0.07697436,789.627
1000.0,0.005793385,132.5327479839325,67,0.0,0.0708607,-0.0054779052734375,67000,-851.4666159547129,8.534054,1,0.0708607,789.2386
1000.0,0.007874191,134.8931589126587,68,0.0,0.095049344,0.7521088868379593,68000,-850.0499809401621,8.536822,1,0.095049344,790.08417
1000.0,0.0064700893,137.2695119380951,69,0.0,0.10777054,0.8926210477948189,69000,-862.0011719350039,8.55359,1,0.10777054,789.9755
1000.0,0.006843956,139.92777061462402,70,0.0,0.11631567,-0.27180445194244385,70000,-865.8272972543513,8.559616,1,0.11631567,787.14746
1000.0,0.006893224,142.22107768058777,71,0.0,0.075631306,-0.035147786140441895,71000,-859.8939349643828,8.573787,1,0.075631306,787.1709
1000.0,0.0065654507,144.58316349983215,72,0.0,0.07212442,-0.034808993339538574,72000,-859.2525694487329,8.635131,1,0.07212442,786.4611
1000.0,0.0059826113,146.9444761276245,73,0.0,0.074238196,-0.025571465492248535,73000,-862.3098550044281,8.63048,1,0.074238196,785.8699
1000.0,0.008278188,149.30584383010864,74,0.0,0.06060673,0.7251903712749481,74000,-869.2325177881345,8.609745,1,0.06060673,782.15607
1000.0,0.0067447484,151.72375893592834,75,0.0,0.07265948,-0.002915501594543457,75000,-880.0458373841135,8.632445,1,0.07265948,781.15314
1000.0,0.0067601604,154.21016597747803,76,0.0,0.08001314,0.5966931879520416,76000,-883.1383229608127,8.661308,1,0.08001314,780.3279
1000.0,0.007574911,156.54597926139832,77,0.0,0.07620904,0.8436756134033203,77000,-878.3881871223624,8.651614,1,0.07620904,778.25836
1000.0,0.0067893416,158.94621443748474,78,0.0,0.08297363,0.8825671672821045,78000,-889.2282333416481,8.650987,1,0.08297363,777.7892
1000.0,0.0070321867,161.90947723388672,79,0.0,0.07375174,0.7988231033086777,79000,-891.3235975078481,8.66789,1,0.07375174,774.0774
1000.0,0.0064317826,164.40661549568176,80,0.0,0.07128266,-0.0706096887588501,80000,-889.4802862016293,8.667467,1,0.07128266,773.46844
1000.0,0.007056028,166.8050537109375,81,0.0,0.07358673,-0.015052080154418945,81000,-894.5432460157197,8.645707,1,0.07358673,772.49963
1000.0,0.006675145,169.23156809806824,82,0.0,0.07841556,-0.02687370777130127,82000,-899.623839240651,8.653683,1,0.07841556,771.9085
1000.0,0.0073439684,171.57804942131042,83,0.0,0.07391236,-0.003002762794494629,83000,-900.8874049204929,8.654171,1,0.07391236,770.67413
1000.0,0.0071096895,174.108722448349,84,0.0,0.08318786,0.501884788274765,84000,-903.4782425518515,8.656303,1,0.08318786,769.85925
1000.0,0.007114554,176.44360041618347,85,0.0,0.0706874,-0.0002149343490600586,85000,-904.6476384607533,8.6552305,1,0.0706874,768.4253
1000.0,0.007144189,178.78316974639893,86,0.0,0.0797115,-0.043181538581848145,86000,-910.407249560187,8.645992,1,0.0797115,766.2344
1000.0,0.007726467,181.12212944030762,87,0.0,0.074172266,-0.07721233367919922,87000,-911.4088602631697,8.6530905,1,0.074172266,766.3094
1000.0,0.007502415,183.4602837562561,88,0.0,0.072004646,0.7405098378658295,88000,-932.0331486436098,8.665718,1,0.072004646,765.2416
1000.0,0.007339298,185.79468083381653,89,0.0,0.07946263,0.6615493595600128,89000,-936.6921495682633,8.674572,1,0.07946263,764.01776
1000.0,0.0067357076,188.12773823738098,90,0.0,0.07771012,-0.006425142288208008,90000,-943.5841297078517,8.687989,1,0.07771012,762.58777
1000.0,0.007939159,190.46288013458252,91,0.0,0.07648003,-0.006618857383728027,91000,-945.6641283939374,8.682663,1,0.07648003,761.2492
1000.0,0.007454279,192.79932379722595,92,0.0,0.07770328,0.007786393165588379,92000,-945.4532458411634,8.703082,1,0.07770328,759.9913
1000.0,0.0073237466,195.32906293869019,93,0.0,0.07965958,0.3654267191886902,93000,-952.9083093536308,8.70683,1,0.07965958,757.8448
1000.0,0.0064033554,197.67413806915283,94,0.0,0.081285514,0.24098140001296997,94000,-946.4848010010794,8.703924,1,0.081285514,758.73334
1000.0,0.007802249,200.02288818359375,95,0.0,0.07877986,0.7057704925537109,95000,-958.428851403225,8.708859,1,0.07877986,756.72815
1000.0,0.0072383056,202.3690700531006,96,0.0,0.07807383,0.6189206540584564,96000,-974.6492644505261,8.703659,1,0.07807383,753.89014
1000.0,0.0070652254,204.71111488342285,97,0.0,0.072821006,-0.011736392974853516,97000,-979.2783002465251,8.704303,1,0.072821006,752.44653
1000.0,0.006061818,207.0685133934021,98,0.0,0.07082235,0.6229188442230225,98000,-985.5849604922201,8.7136755,1,0.07082235,750.76935
1000.0,0.007584238,209.41646671295166,99,0.0,0.070978835,0.592597484588623,99000,-1000.1764848750965,8.736252,1,0.070978835,747.7909
1000.0,0.0068964213,211.76564502716064,100,0.0,0.0787503,0.0022481679916381836,100000,-998.6300550484415,8.732597,1,0.0787503,746.6878
1000.0,0.007059085,214.11205792427063,101,0.0,0.077891454,-0.010191202163696289,101000,-1000.3406910038599,8.730224,1,0.077891454,745.54816
1000.0,0.0064658225,216.46996068954468,102,0.0,0.07342143,0.011860430240631104,102000,-1006.8585599412057,8.73756,1,0.07342143,744.3897
1000.0,0.006996056,218.9753816127777,103,0.0,0.08352102,0.020442962646484375,103000,-1007.7939400694592,8.736953,1,0.08352102,743.5257
1000.0,0.008760462,221.3151569366455,104,0.0,0.069398314,0.9006813541054726,104000,-1016.7524547831415,8.737116,1,0.069398314,739.1284
1000.0,0.0074243527,223.65357995033264,105,0.0,0.07975869,0.0015050768852233887,105000,-1020.1281118308685,8.746746,1,0.07975869,737.75275
1000.0,0.006561635,225.99346256256104,106,0.0,0.08086649,0.012598097324371338,106000,-1021.3865847537761,8.721369,1,0.08086649,736.3053
1000.0,0.008347069,228.33539533615112,107,0.0,0.08415957,-0.002265334129333496,107000,-1022.9037486684226,8.711862,1,0.08415957,735.0987
1000.0,0.0070498968,230.6770462989807,108,0.0,0.07915428,-0.028551101684570312,108000,-1021.8585069244327,8.702271,1,0.07915428,733.1912
1000.0,0.007169742,233.01599097251892,109,0.0,0.08022493,0.35025858879089355,109000,-1009.2604885032699,8.708739,1,0.08022493,733.6403
1000.0,0.00722091,235.35624170303345,110,0.0,0.07663271,-0.049724698066711426,110000,-1006.2260497132498,8.705121,1,0.07663271,733.8924
1000.0,0.007864298,237.70114159584045,111,0.0,0.08378047,0.7597381770610809,111000,-1017.1988440493278,8.687665,1,0.08378047,730.5917
1000.0,0.006559515,240.06481504440308,112,0.0,0.101647764,0.45603203773498535,112000,-1030.659629526619,8.661799,1,0.101647764,726.9252
1000.0,0.0074822246,242.40459084510803,113,0.0,0.08216735,0.588409423828125,113000,-1031.9540901870096,8.646042,1,0.08216735,725.6887
1000.0,0.0071344227,244.74393248558044,114,0.0,0.081599645,-0.011325240135192871,114000,-1026.7994974429173,8.642255,1,0.081599645,727.4013
1000.0,0.008078847,247.09233951568604,115,0.0,0.06902297,0.5897030830383301,115000,-1036.7533064757265,8.641709,1,0.06902297,723.193
1000.0,0.00855642,249.44183707237244,116,0.0,0.08095071,-0.029177308082580566,116000,-1030.9555033354914,8.663464,1,0.08095071,722.1935
1000.0,0.0076167462,251.78521823883057,117,0.0,0.08874613,0.6775571405887604,117000,-1031.435533940205,8.656415,1,0.08874613,722.235
1000.0,0.007397159,254.12541961669922,118,0.0,0.08833131,0.6123757362365723,118000,-1021.6266274287664,8.666382,1,0.08833131,721.7093
1000.0,0.0069662915,256.4660494327545,119,0.0,0.08678102,0.8845468387007713,119000,-1019.1756227191152,8.670762,1,0.08678102,723.0519
1000.0,0.0071775643,258.81205916404724,120,0.0,0.08180113,0.6739001870155334,120000,-1019.7117591465728,8.666217,1,0.08180113,721.6128
1000.0,0.008029401,261.1548972129822,121,0.0,0.107688084,0.772281602025032,121000,-1024.5178783507636,8.671035,1,0.107688084,716.58777
1000.0,0.007698938,263.4938180446625,122,0.0,0.09251601,-0.08933889865875244,122000,-1018.5011820069503,8.671222,1,0.09251601,716.0335
1000.0,0.0073968736,265.84521985054016,123,0.0,0.078035064,-0.026177048683166504,123000,-1014.6556764387321,8.692641,1,0.078035064,715.4489
1000.0,0.008420517,268.1804687976837,124,0.0,0.0955008,0.8417288064956665,124000,-1015.4229305231784,8.696698,1,0.0955008,713.85034
1000.0,0.0075254734,270.5277090072632,125,0.0,0.08654427,0.02820497751235962,125000,-1013.6774698329871,8.681518,1,0.08654427,713.00586
1000.0,0.007028873,272.86607003211975,126,0.0,0.077331565,-0.0019065141677856445,126000,-1010.6705533073607,8.690077,1,0.077331565,712.18427
1000.0,0.007260098,275.2159700393677,128,0.0,0.090739205,-0.0713653564453125,128000,-996.5471194649917,8.698595,2,0.090739205,709.69366
1000.0,0.0071616136,277.56192564964294,129,0.0,0.08056414,0.03109133243560791,129000,-990.5466835873256,8.695515,1,0.08056414,708.1742
1000.0,0.008251038,279.89955854415894,130,0.0,0.07577325,0.8792799636721611,130000,-1006.7761298978843,8.690995,1,0.07577325,702.11505
1000.0,0.0076726377,282.27528643608093,131,0.0,0.07950769,-0.044635891914367676,131000,-1001.5209407588214,8.675767,1,0.07950769,701.6915
1000.0,0.006908145,284.61868166923523,132,0.0,0.07591251,-0.04553961753845215,132000,-1008.9876359884105,8.684612,1,0.07591251,699.0838
1000.0,0.007497777,286.9634573459625,133,0.0,0.08126743,-0.03511762619018555,133000,-1005.1907998729494,8.668866,1,0.08126743,698.55347
1000.0,0.0074773994,289.29292273521423,134,0.0,0.08341165,-0.037311673164367676,134000,-1012.9491760227614,8.675728,1,0.08341165,695.55945
1000.0,0.007141866,291.6288056373596,135,0.0,0.08001521,0.006405472755432129,135000,-1005.1363907133112,8.671034,1,0.08001521,694.4687
1000.0,0.008009454,293.97167921066284,136,0.0,0.089028776,0.7093826830387115,136000,-990.3918010177076,8.670121,1,0.089028776,694.66425
1000.0,0.008225395,296.3128306865692,137,0.0,0.10189714,0.6621490120887756,137000,-988.8587819373527,8.673449,1,0.10189714,692.7974
1000.0,0.0073640435,298.65475249290466,138,0.0,0.085881025,-0.16255414485931396,138000,-978.5876076438988,8.667843,1,0.085881025,692.59845
1000.0,0.007837554,300.99623918533325,139,0.0,0.08590716,-0.0036586523056030273,139000,-968.4152875528573,8.65181,1,0.08590716,692.0983
1000.0,0.0077825687,303.33362913131714,140,0.0,0.07997765,-0.002926349639892578,140000,-969.0533441797091,8.656661,1,0.07997765,690.1766
1000.0,0.008096508,305.6665186882019,141,0.0,0.082602695,-0.0018723011016845703,141000,-968.9475138434,8.656994,1,0.082602695,688.5235
1000.0,0.0073140664,307.99820351600647,143,0.0,0.087765716,-0.003252744674682617,143000,-963.3433007832525,8.655259,2,0.087765716,685.5482
1000.0,0.009083562,310.3341748714447,144,0.0,0.08801522,-0.017731070518493652,144000,-950.5358142507934,8.64674,1,0.08801522,688.76263
1000.0,0.008084407,312.6611316204071,145,0.0,0.08338846,-0.019682645797729492,145000,-953.8453551986695,8.667536,1,0.08338846,686.5908
1000.0,0.008155987,314.99768710136414,146,0.0,0.09226651,0.9161185994744301,146000,-950.8112251151142,8.656563,1,0.09226651,684.4182
1000.0,0.008101372,317.33965492248535,147,0.0,0.08178352,-0.01632237434387207,147000,-950.4132777707204,8.677978,1,0.08178352,683.1462
1000.0,0.0073823463,319.673583984375,148,0.0,0.09290822,-0.04497861862182617,148000,-952.2579227167049,8.680862,1,0.09290822,682.0458
1000.0,0.0071548475,322.0163879394531,149,0.0,0.08093807,-0.025841712951660156,149000,-955.8570297504466,8.685834,1,0.08093807,680.8331
1000.0,0.008029096,324.3520715236664,150,0.0,0.08902767,-0.0019028186798095703,150000,-960.0405542619026,8.67479,1,0.08902767,679.1034
1000.0,0.007910872,326.69117045402527,151,0.0,0.08143875,-0.03600203990936279,151000,-952.3285246877382,8.681149,1,0.08143875,679.1164
1000.0,0.008921701,329.0274438858032,152,0.0,0.08520931,-0.0066983699798583984,152000,-936.2153716297319,8.680665,1,0.08520931,679.257
1000.0,0.008783713,331.3625662326813,153,0.0,0.079816036,0.8175988048315048,153000,-939.6166906076835,8.6822405,1,0.079816036,677.3487
1000.0,0.0076635405,333.6996512413025,154,0.0,0.08130808,0.003622293472290039,154000,-937.7146812441181,8.683893,1,0.08130808,675.21075
1000.0,0.008019327,336.0391261577606,155,0.0,0.08692074,-0.011090993881225586,155000,-924.0995097988113,8.661742,1,0.08692074,675.4591
1000.0,0.012234528,338.38841938972473,156,0.0,0.094350405,-0.2368220090866089,156000,-924.787935642155,8.655817,1,0.094350405,673.46423
1000.0,0.007685231,340.72701025009155,158,0.0,0.08565648,0.04835963249206543,158000,-921.6318215138015,8.660399,2,0.08565648,669.27466
1000.0,0.008013066,343.05731987953186,159,0.0,0.08787711,-0.017464756965637207,159000,-922.0887011576517,8.674603,1,0.08787711,668.16296
1000.0,0.0076496513,345.4021282196045,160,0.0,0.08211603,-0.041429758071899414,160000,-921.113186676944,8.673175,1,0.08211603,666.74304
1000.0,0.008598339,347.74162244796753,161,0.0,0.083907835,0.015823423862457275,161000,-915.0483461924032,8.663043,1,0.083907835,668.84705
1000.0,0.0077278144,350.0766246318817,162,0.0,0.084577955,-0.014959931373596191,162000,-911.8458171973696,8.6707,1,0.084577955,668.3549
1000.0,0.007874202,352.42178606987,163,0.0,0.08407105,0.08612459897994995,163000,-913.4828348103231,8.677292,1,0.08407105,666.6903
1000.0,0.006762579,354.7672109603882,164,0.0,0.08422843,0.030127108097076416,164000,-906.0086930834644,8.678344,1,0.08422843,667.0194
1000.0,0.0072663613,357.1115155220032,165,0.0,0.079750806,-0.0037821531295776367,165000,-903.1833220883178,8.677493,1,0.079750806,666.34064
1000.0,0.007762584,359.45198345184326,166,0.0,0.082554065,-0.016148924827575684,166000,-900.0214331252807,8.686031,1,0.082554065,666.2211
1000.0,0.010442125,361.80412769317627,167,0.0,0.0778929,0.6627471446990967,167000,-903.3866585552598,8.698312,1,0.0778929,665.08875
1000.0,0.009245065,364.1520869731903,168,0.0,0.09961442,0.7198595404624939,168000,-900.4722387216119,8.692983,1,0.09961442,663.9911
1000.0,0.009116916,366.494291305542,169,0.0,0.098142155,0.9065495580434799,169000,-905.5943367349146,8.700628,1,0.098142155,662.664
1000.0,0.009187191,368.83011388778687,170,0.0,0.08605461,0.0014307498931884766,170000,-887.064580201215,8.711493,1,0.08605461,667.82794
1000.0,0.008133487,371.18052339553833,171,0.0,0.07989457,-0.010303139686584473,171000,-888.1156205197558,8.718754,1,0.07989457,666.63257
1000.0,0.008893258,373.52741384506226,172,0.0,0.089023456,-0.0021098852157592773,172000,-885.3978146823495,8.710937,1,0.089023456,666.6288
1000.0,0.012029767,375.87644934654236,173,0.0,0.09252018,0.9437139555811882,173000,-903.4005663277792,8.703424,1,0.09252018,660.5118
1000.0,0.008002959,378.2260172367096,174,0.0,0.0838343,-0.008843064308166504,174000,-901.1265376907919,8.702636,1,0.0838343,661.8973
1000.0,0.0073345564,380.5562448501587,175,0.0,0.081784196,-0.001683354377746582,175000,-901.0641986144295,8.710749,1,0.081784196,662.8175
1000.0,0.007753866,382.9253001213074,176,0.0,0.08094466,0.0023369193077087402,176000,-903.5160560421913,8.706662,1,0.08094466,663.0187
1000.0,0.0075908233,385.3734998703003,177,0.0,0.080387235,-0.001325845718383789,177000,-904.4342711323312,8.687936,1,0.080387235,663.80273
1000.0,0.008237918,387.71783113479614,178,0.0,0.08583489,-0.002605438232421875,178000,-902.5163132135652,8.687088,1,0.08583489,664.90137
1000.0,0.008130261,390.0696928501129,179,0.0,0.08853558,-0.007184028625488281,179000,-895.0288622244665,8.683905,1,0.08853558,666.79297
1000.0,0.008532859,392.41724038124084,180,0.0,0.09014014,-0.054414987564086914,180000,-893.6518838178902,8.687257,1,0.09014014,667.6561
1000.0,0.009234756,394.76696372032166,181,0.0,0.07866751,-0.004564881324768066,181000,-890.0386069766462,8.692205,1,0.07866751,668.3957
1000.0,0.008178564,397.1103529930115,182,0.0,0.0907437,-0.005802750587463379,182000,-883.0893830323475,8.697509,1,0.0907437,670.19104
1000.0,0.008104792,399.4517185688019,183,0.0,0.08321944,0.9662400856614113,183000,-895.4586628392456,8.699706,1,0.08321944,665.2333
1000.0,0.008546164,401.79614663124084,184,0.0,0.08549902,0.0035012364387512207,184000,-892.9438674600318,8.700697,1,0.08549902,666.5043
1000.0,0.008404471,404.1733863353729,185,0.0,0.1756174,0.9427575021982193,185000,-903.7430364322263,8.697764,1,0.1756174,662.08997
1000.0,0.008179014,406.59003615379333,186,0.0,0.08586627,-0.005140900611877441,186000,-904.1967175629918,8.693723,1,0.08586627,663.51227
1000.0,0.008595064,408.9353919029236,187,0.0,0.08647894,-0.000492095947265625,187000,-904.9257605609484,8.685983,1,0.08647894,664.0148
1000.0,0.0077761514,411.2851493358612,188,0.0,0.08383394,0.018270254135131836,188000,-904.3051309802959,8.689289,1,0.08383394,664.9919
1000.0,0.0084531,413.63173031806946,189,0.0,0.08704685,6.371736526489258e-05,189000,-906.6112002662842,8.6730995,1,0.08704685,664.84503
1000.0,0.008761858,415.9769160747528,190,0.0,0.08222605,-0.0043991804122924805,190000,-901.9305367096924,8.670528,1,0.08222605,665.52765
1000.0,0.008358201,418.3231711387634,191,0.0,0.091714054,0.03335464000701904,191000,-908.0335839839342,8.663563,1,0.091714054,664.6089
1000.0,0.008220704,420.6748447418213,192,0.0,0.08395174,0.0010476112365722656,192000,-915.9259275220729,8.683185,1,0.08395174,666.92175
1000.0,0.009509595,423.02672028541565,193,0.0,0.08815743,0.9113733619451523,193000,-945.579469818055,8.665162,1,0.08815743,659.7234
1000.0,0.008468193,425.3717498779297,194,0.0,0.085741326,-0.04161202907562256,194000,-947.9720330721354,8.705131,1,0.085741326,661.3602
1000.0,0.0079389075,427.7171046733856,195,0.0,0.098505735,0.9279587790369987,195000,-957.4916149373954,8.708861,1,0.098505735,662.36896
1000.0,0.0092863925,430.058363199234,196,0.0,0.08981132,-0.0009427070617675781,196000,-958.6530049547073,8.693115,1,0.08981132,664.8807
1000.0,0.009312119,432.4090700149536,197,0.0,0.09110061,-0.00492548942565918,197000,-961.0450496909536,8.699872,1,0.09110061,666.58997
1000.0,0.009121404,434.7672128677368,198,0.0,0.08682141,0.004238426685333252,198000,-962.1873343615729,8.694825,1,0.08682141,669.45386
1000.0,0.008620974,437.1214566230774,199,0.0,0.08467011,-0.0055408477783203125,199000,-958.6934374860818,8.696334,1,0.08467011,672.4791
1000.0,0.008646106,439.47634077072144,200,0.0,0.09163067,0.0051569342613220215,200000,-961.1164574148916,8.708685,1,0.09163067,675.1437
