clipfrac,approxkl,time_elapsed,policy_loss,fps,total_timesteps,nupdates,policy_entropy,eprewmean,eplenmean,serial_timesteps,explained_variance,value_loss
0.004248047,0.00078592205,2.0983166694641113,-0.0017407371,976,2048,1,1.3979346,-107.4523825,999.0,2048,-0.6044019460678101,0.4435595
0.029199218,0.0036637348,4.08850622177124,-0.011883172,1030,4096,2,1.3367336,-100.34799525,999.0,4096,-0.8239556550979614,0.2876467
0.041796874,0.005118221,6.056623935699463,-0.011193871,1041,6144,3,1.2654526,-92.4928455,999.0,6144,-0.10269999504089355,0.13815351
0.020068359,0.002566064,8.033545017242432,-0.0066398047,1036,8192,4,1.2048401,-87.005105,999.0,8192,-0.769261360168457,0.12578
0.02626953,0.0030722097,10.003993272781372,-0.009019552,1040,10240,5,1.1433284,-82.4257337,999.0,10240,-0.19700920581817627,0.05799061
0.02265625,0.002537583,12.003302574157715,-0.00405102,1025,12288,6,1.0913031,-78.19811441666666,999.0,12288,-0.0013332366943359375,0.032746453
0.025097657,0.0032637701,13.97185754776001,-0.0077111386,1041,14336,7,1.0371118,-74.60478857142857,999.0,14336,0.07779276371002197,0.029130384
0.042041015,0.00569538,15.94081735610962,-0.009816022,1041,16384,8,0.97002333,-70.93680375,999.0,16384,0.41919732093811035,0.013464836
0.041748047,0.0046584485,17.897358179092407,-0.011285708,1047,18432,9,0.89639646,-67.33198472222222,999.0,18432,0.0755506157875061,0.011591087
0.037890624,0.00355008,19.906656980514526,-0.002595819,1020,20480,10,0.85236037,-53.713676050000004,985.4,20480,0.1220102310180664,0.50016403
0.021923829,0.0025845866,21.915162086486816,-0.0035466552,1021,22528,11,0.82964915,-41.39334369565218,961.1739130434783,22528,0.11368876695632935,0.49260178
0.016455078,0.0019999952,23.89216375350952,-0.0031919987,1036,24576,12,0.808187,-23.277025888888883,903.8888888888889,24576,0.1642201542854309,0.74980897
0.022460938,0.0025301832,25.920510053634644,-0.0029592311,1010,26624,13,0.7907827,-9.466669967741932,853.8387096774194,26624,0.1982082724571228,0.46547866
0.03725586,0.0032580295,27.917540788650513,-0.0021882248,1027,28672,14,0.7792135,3.8203763055555573,795.6111111111111,28672,0.22295832633972168,0.42213893
0.046777345,0.004532313,29.9955632686615,-0.005055602,986,30720,15,0.75683093,13.970325609756099,747.6829268292682,30720,0.2797415852546692,0.3158278
0.015722657,0.0020531765,32.015870094299316,-0.002094921,1016,32768,16,0.7213017,23.549471042553197,691.6808510638298,32768,0.3746955990791321,0.28625196
0.00913086,0.0013981294,33.98411798477173,-0.00012827899,1043,34816,17,0.69903296,32.290977000000005,640.3148148148148,34816,0.4231845736503601,0.25539902
0.032177735,0.0036689,36.029773473739624,-0.004920627,1003,36864,18,0.67793125,39.910572838709676,592.3387096774194,36864,0.4912872314453125,0.22016647
0.013574218,0.0018639393,38.102540016174316,-0.00068849843,988,38912,19,0.6466424,44.299710808823534,569.75,38912,0.5998735129833221,0.12829036
0.020410156,0.002617245,40.139198780059814,-0.0011630823,1006,40960,20,0.6194987,48.72938440000001,542.1466666666666,40960,0.6516743004322052,0.11561181
0.02265625,0.0026127354,42.16544461250305,-0.0010489549,1011,43008,21,0.5908744,53.3923299047619,511.3333333333333,43008,0.7016701698303223,0.11523364
0.021386718,0.002452388,44.14791417121887,-0.0014195436,1033,45056,22,0.56684023,56.774141130434785,488.80434782608694,45056,0.7656273394823074,0.08095892
0.049804688,0.004184034,46.15072798728943,-0.0021801498,1023,47104,23,0.55596906,61.660296079999995,459.74,47104,0.8277821093797684,0.06246675
0.07241211,0.0057440423,48.1715407371521,-0.0035042302,1015,49152,24,0.5537197,80.25752582999999,371.11,49152,0.8817627727985382,0.045200866
0.050634764,0.004358955,50.16268849372864,-0.003511499,1029,51200,25,0.54636073,90.66157751,289.39,51200,0.9355043396353722,0.023478515
0.04799805,0.004087559,52.205440044403076,-0.00015836742,1003,53248,26,0.5446893,91.69386122999998,250.53,53248,0.9442427307367325,0.017528627
0.106982425,0.00796586,54.20855736732483,-0.009059345,1023,55296,27,0.5486202,92.25635485999999,223.88,55296,0.9590575434267521,0.013484214
0.09970703,0.008327544,56.261993646621704,-0.006809463,1001,57344,28,0.5335213,92.44475637,205.84,57344,0.9774272665381432,0.0075631835
0.105322264,0.007834558,58.28887462615967,-0.0088040475,1012,59392,29,0.51274043,92.74965681000002,180.83,59392,0.9710507821291685,0.0077937753
0.05239258,0.0045149643,60.32227182388306,-0.0031636264,1008,61440,30,0.49392074,92.70894979,161.68,61440,0.9571536108851433,0.007594744
0.042871095,0.004074444,62.351075649261475,-0.001255283,1010,63488,31,0.47685194,92.62028830999999,145.87,63488,0.9533852897584438,0.008385964
0.062646486,0.0052512093,64.36791229248047,-0.0050876336,1017,65536,32,0.4581676,92.49760223999999,134.78,65536,0.9533354789018631,0.0076265573
0.038232423,0.0035256199,66.325350522995,-0.0034302946,1048,67584,33,0.4459962,92.47280084,124.17,67584,0.9725596997886896,0.0032550488
0.08149414,0.006544091,68.29312109947205,-0.003834127,1041,69632,34,0.43852463,92.28618291,118.71,69632,0.951817374676466,0.005279721
0.049560547,0.004603223,70.26949501037598,-0.0036767952,1037,71680,35,0.42601967,92.18403751,112.59,71680,0.9742247331887484,0.0031311135
0.06313477,0.005151509,72.24332976341248,-0.002539974,1041,73728,36,0.41683263,91.92401819000001,110.16,73728,0.9550647772848606,0.004709382
0.060253907,0.0053294227,74.24857950210571,-0.0027588871,1022,75776,37,0.4014004,91.76944276,106.87,75776,0.9563136026263237,0.0044977376
0.052001953,0.0050957734,76.33024525642395,-0.006620808,986,77824,38,0.3705529,91.73675998,102.74,77824,0.9789722636342049,0.0015844379
0.05131836,0.0048213643,78.34876799583435,-0.0055238497,1017,79872,39,0.3329797,91.73085733000002,99.95,79872,0.9778357017785311,0.0022410443
0.030712891,0.0033014943,80.36187767982483,-0.0022519664,1018,81920,40,0.30722234,91.77931079,95.56,81920,0.9804179985076189,0.001587067
0.054833986,0.0050273463,82.35978150367737,-0.0037255832,1025,83968,41,0.28284425,91.80902870999998,92.83,83968,0.9800822865217924,0.0015307541
0.07011719,0.0054593734,84.35215520858765,-0.0041176393,1031,86016,42,0.26811758,91.84000011,88.63,86016,0.9834212716668844,0.0010078929
0.038232423,0.003704078,86.35654878616333,-6.9172405e-05,1024,88064,43,0.25199583,91.67946237999996,85.9,88064,0.9836753718554974,0.0004102132
0.02836914,0.0030177385,88.3422954082489,-0.0001068773,1032,90112,44,0.22874896,91.55631353000001,83.14,90112,0.9908483298495412,0.0003154344
0.043896485,0.0044293096,90.3160126209259,-0.0034501534,1038,92160,45,0.20118329,91.43266191000001,79.99,92160,0.9941406692378223,0.00022125461
0.063964844,0.0053904923,92.24816656112671,-0.004044598,1060,94208,46,0.17833468,91.27935042000001,78.98,94208,0.9960196907632053,0.00019716196
0.065136716,0.0056038084,94.17217516899109,-0.003405579,1065,96256,47,0.15626985,91.20815728,78.47,96256,0.9972446656320244,0.00014335147
0.09428711,0.007940314,96.0940580368042,-0.0062148375,1066,98304,48,0.13377796,91.29233526000002,77.89,98304,0.9980855357134715,7.9174424e-05
0.093896486,0.007640045,98.04633951187134,-0.0067340755,1049,100352,49,0.11520902,91.4735159,77.53,100352,0.9981944051105529,7.339458e-05
0.09628906,0.007378903,99.96518182754517,-0.005835687,1070,102400,50,0.10620508,91.71583790000001,77.15,102400,0.9983979627722874,7.657368e-05
0.099658206,0.008325638,101.90770554542542,-0.007488939,1055,104448,51,0.08663061,91.87239513,76.72,104448,0.998754219035618,6.35314e-05
0.04790039,0.0045366664,103.82538032531738,-0.0028566099,1070,106496,52,0.05558272,91.97976581,76.29,106496,0.9976165490224957,8.899556e-05
0.069970705,0.00554179,105.73901414871216,-0.00072459213,1071,108544,53,0.04003071,92.06528520999998,76.74,108544,0.9527425840497017,0.0014759167
0.042041015,0.004054747,107.68590641021729,-0.0005999453,1052,110592,54,0.030205388,92.11470843999997,76.52,110592,0.9936443911865354,0.00013940569
0.08496094,0.007064729,109.68688631057739,-0.0041052504,1025,112640,55,0.0074221594,92.16124315,76.22,112640,0.998645871761255,5.0114566e-05
0.07514648,0.0063131675,111.67976021766663,-0.0029675174,1028,114688,56,-0.017950524,92.30826176999999,75.23,114688,0.9988786397734657,4.4525856e-05
0.05180664,0.0046624066,113.68129205703735,-0.0019860896,1024,116736,57,-0.044872843,92.37278093,75.1,116736,0.9989532552426681,4.5589994e-05
