value_loss,policy_entropy,time_elapsed,policy_loss,total_timesteps,serial_timesteps,eplenmean,eprewmean,nupdates,fps,explained_variance,approxkl,clipfrac
0.3568441,1.3903134,1.7394084930419922,-0.0046076565,2048,2048,999.0,-97.86556150000001,1,1177,-0.051756978034973145,0.002333166,0.019189453
0.37925982,1.3232243,3.5571703910827637,-0.010839602,4096,4096,999.0,-96.76711175000001,2,1127,-0.19580328464508057,0.0034402083,0.030126953
0.24827807,1.2532889,5.357504844665527,-0.008127615,6144,6144,999.0,-90.29548783333333,3,1138,-0.8360872268676758,0.0026399656,0.01928711
0.10851084,1.1933384,7.143064975738525,-0.0070005106,8192,8192,999.0,-84.4732775,4,1150,-0.2162771224975586,0.004067722,0.03540039
0.040579062,1.1244844,8.949642658233643,-0.009882883,10240,10240,999.0,-79.3940509,5,1134,-0.4525057077407837,0.0036028065,0.027734375
0.022232851,1.048588,10.74811339378357,-0.008570297,12288,12288,999.0,-75.00567716666667,6,1139,-0.11991465091705322,0.0032673907,0.021191407
0.015914313,0.9761815,12.546674251556396,-0.009149184,14336,14336,999.0,-70.8059365,7,1139,-0.2090221643447876,0.0032075103,0.02607422
0.25837705,0.92538273,14.350128650665283,-0.0029939935,16384,16384,963.7647058823529,-58.18530317647059,8,1136,0.1442074179649353,0.0018022703,0.01484375
0.00742544,0.8930911,16.15065836906433,-0.0034336199,18432,18432,967.4736842105264,-55.83124231578948,9,1138,0.40656912326812744,0.0024810105,0.021582032
0.48188773,0.8674487,17.94554853439331,-0.0053385478,20480,20480,959.8571428571429,-43.97388138095239,10,1142,0.12286823987960815,0.0025242055,0.024609376
0.934663,0.8331391,19.758269548416138,-0.005957197,22528,22528,858.6153846153846,-19.039741423076926,11,1130,0.14805710315704346,0.003120217,0.031347655
0.5151298,0.7997643,21.553518533706665,-0.00085854315,24576,24576,789.0,-2.2360664193548434,12,1143,0.21672463417053223,0.0018525522,0.01303711
0.3596421,0.7737551,23.35519003868103,-0.001205151,26624,26624,733.0555555555555,10.17544252777778,13,1139,0.2551491856575012,0.0016681204,0.012744141
0.31740153,0.7516189,25.17457103729248,-0.004317035,28672,28672,673.0714285714286,21.463961523809527,14,1128,0.3025546669960022,0.003318968,0.031933594
0.27477056,0.7244534,26.972477436065674,-0.0012616133,30720,30720,625.0,31.15305234693877,15,1139,0.3565366268157959,0.001980363,0.01430664
0.21811958,0.6992833,28.763402938842773,-0.0014648805,32768,32768,582.1785714285714,38.48124526785715,16,1144,0.4248199462890625,0.0033176516,0.030859375
0.15264066,0.67500645,30.57381796836853,-0.0012346451,34816,34816,559.241935483871,43.40018248387098,17,1132,0.5163442492485046,0.0020048767,0.014892578
0.15041982,0.65004957,32.36853504180908,0.00053430087,36864,36864,532.695652173913,48.25562620289855,18,1142,0.5476553738117218,0.0017246853,0.0128417965
0.1468997,0.6278392,34.17047142982483,-0.00011812606,38912,38912,491.5822784810127,53.87780687341773,19,1137,0.6369397640228271,0.0022924896,0.016552735
0.09441526,0.6010175,35.987247943878174,-0.003344788,40960,40960,458.76404494382024,58.27286923595506,20,1130,0.7439759969711304,0.004053761,0.046289064
0.06930182,0.5863474,37.780466079711914,-0.0012892669,43008,43008,433.93939393939394,61.77082805050505,21,1143,0.8047197759151459,0.0022203529,0.017431641
0.04630174,0.57780415,39.580130100250244,-0.0035159723,45056,45056,359.23,77.815808,22,1138,0.8629858642816544,0.004733831,0.05493164
0.029437099,0.5677882,41.3882954120636,-0.0019845201,47104,47104,268.27,90.78586653999999,23,1133,0.9027913138270378,0.0038716742,0.03852539
0.022464653,0.5596767,43.18661141395569,-0.0032962244,49152,49152,234.49,91.66163972,24,1139,0.9239954948425293,0.0061349384,0.07768555
0.01086434,0.55293727,44.975733280181885,-0.0060875667,51200,51200,212.56,92.06424372,25,1145,0.9623403176665306,0.006774028,0.088378906
