value_loss,policy_entropy,time_elapsed,policy_loss,total_timesteps,serial_timesteps,eplenmean,eprewmean,nupdates,fps,explained_variance,approxkl,clipfrac
0.006266877,0.577978,50.08660650253296,-0.0065604174,57344,57344,124.82,91.1263148,28,1139,0.9487224146723747,0.005832662,0.066552736
0.006314014,0.56392306,51.87871479988098,-0.001348478,59392,59392,118.06,90.86619369999998,29,1144,0.9558874927461147,0.0033855885,0.03466797
0.005410024,0.549046,53.680195808410645,-0.0038565279,61440,61440,114.45,90.54066942000003,30,1137,0.954695463180542,0.0045151906,0.049072266
0.0036206632,0.5357639,55.465184926986694,-0.0040613404,63488,63488,109.96,90.55896625999999,31,1148,0.9676615558564663,0.0059512868,0.0725586
0.006249999,0.51998067,57.26280379295349,-0.0013634174,65536,65536,107.41,90.41538208,32,1140,0.9296339452266693,0.0043513426,0.04550781
0.0032535144,0.50434554,59.052693605422974,-0.0030184803,67584,67584,103.91,90.42512368,33,1147,0.9676777347922325,0.006384621,0.07919922
0.003943568,0.49264526,60.854278326034546,-0.0034500747,69632,69632,97.09,90.90193916,34,1137,0.9592669755220413,0.006531975,0.084375
0.0038405962,0.48151398,62.64319467544556,-0.0027508638,71680,71680,97.39,90.73402817,35,1145,0.9523293375968933,0.004064286,0.0440918
0.0013545828,0.45991397,64.43300318717957,-0.0054144897,73728,73728,93.74,90.73978484999996,36,1147,0.9768936801701784,0.0071906922,0.091992185
0.002643071,0.4483407,66.2373776435852,-0.001967263,75776,75776,91.27,90.70275125000002,37,1135,0.9679376520216465,0.005375906,0.066064455
0.00034264414,0.43029776,68.02940821647644,-0.0055291085,77824,77824,87.39,90.64998781000003,38,1143,0.9893643697723746,0.004921087,0.054394532
0.0001656209,0.40241933,69.84535813331604,-0.004926052,79872,79872,83.5,90.52039493999999,39,1130,0.9942913874983788,0.005384934,0.058300782
0.00014595009,0.3741816,71.6588945388794,-0.0061543034,81920,81920,80.72,90.61192331000001,40,1130,0.9957694597542286,0.0050720666,0.05288086
9.100849e-05,0.34575796,73.4572765827179,-0.0052045425,83968,83968,77.17,90.85425819999999,41,1141,0.997702969936654,0.0046253586,0.053857423
0.001428542,0.32779258,75.24419593811035,7.220216e-05,86016,86016,77.63,91.04948648999996,42,1147,0.9644083231687546,0.005047685,0.056005858
0.0013928646,0.3178545,77.04802107810974,-0.002024259,88064,88064,77.93,91.16901467,43,1136,0.9733660724014044,0.0055396864,0.06669922
0.00015328139,0.2871401,78.85243129730225,-0.0022086133,90112,90112,77.33,91.15510986,44,1137,0.9928961442783475,0.0038002734,0.031689454
6.3272186e-05,0.24782813,80.64563369750977,-0.0043820804,92160,92160,76.77,91.13658844,45,1144,0.9981807471485808,0.0056623826,0.064648435
5.391961e-05,0.2083091,82.44970846176147,-0.0051076664,94208,94208,75.82,91.13927706,46,1139,0.99817948078271,0.00570594,0.06386719
5.9487968e-05,0.17182231,84.2341878414154,-0.003469985,96256,96256,74.91,91.30580755,47,1148,0.9984551339875907,0.0052688937,0.06010742
4.7195168e-05,0.14592181,86.04337191581726,-0.0066734836,98304,98304,74.7,91.46292471000001,48,1134,0.9988951586419716,0.007046543,0.08276367
3.9410625e-05,0.1194123,87.84379625320435,-0.0055711814,100352,100352,74.64,91.72368104999998,49,1138,0.9989633538061753,0.0070841364,0.08320312
0.0015639414,0.10014279,89.63064169883728,0.0008183207,102400,102400,74.97,91.99300035,50,1147,0.966917909681797,0.0070237787,0.088574216
0.002398297,0.10717243,91.42892742156982,0.0010832177,104448,104448,77.0,92.17089514000001,51,1139,0.9251157641410828,0.0054087425,0.06640625
0.0027180433,0.12373735,93.21453309059143,-0.0012921428,106496,106496,79.19,92.37862272999999,52,1147,0.9364223852753639,0.0064482735,0.08491211
0.0008058373,0.120836556,95.0102481842041,-0.00080945855,108544,108544,79.35,92.54249715,53,1141,0.9518089704215527,0.0042701354,0.047949217
0.0001580655,0.09696896,96.81219601631165,-0.00028904842,110592,110592,77.89,92.50787289999998,54,1138,0.9909477215260267,0.004553958,0.050146483
7.516252e-05,0.08188693,98.60914015769958,0.00086518796,112640,112640,74.59,92.52424186999997,55,1140,0.9967306288890541,0.004050656,0.047851562
5.4797896e-05,0.06430938,100.40822696685791,-1.858073e-05,114688,114688,73.64,92.32201839,56,1140,0.9979931088164449,0.0045256168,0.051855467
3.987933e-05,0.03572489,102.20921206474304,-0.0048030135,116736,116736,73.31,92.11042591000002,57,1138,0.9988479361636564,0.0069668493,0.08491211
4.7016794e-05,0.010241926,104.00975680351257,-0.0043235114,118784,118784,73.13,91.93974775000001,58,1138,0.9988238748628646,0.006502805,0.08139648
3.9074475e-05,-0.011407589,105.79861521720886,-0.005194452,120832,120832,73.03,91.88506671,59,1146,0.9991219185758382,0.008919438,0.107373044
3.0149275e-05,-0.03853251,107.58495545387268,-0.0056093154,122880,122880,73.03,92.01230132999997,60,1148,0.999370323785115,0.009628295,0.123291016
0.00023140751,-0.06155931,109.39013743400574,-0.005983827,124928,124928,72.97,92.21433217000002,61,1135,0.9965737219899893,0.007719124,0.10117187
3.5059227e-05,-0.08146618,111.19132804870605,-0.0035225614,126976,126976,72.95,92.49620322000003,62,1137,0.9961516952607781,0.0051046605,0.05756836
3.536196e-05,-0.10175191,113.02320265769958,-0.0020624958,129024,129024,72.76,92.72939692,63,1118,0.9985825140029192,0.0064426,0.07836914
2.8979406e-05,-0.11898862,114.81382608413696,-0.0077353762,131072,131072,72.57,92.72717872000001,64,1144,0.9993464335566387,0.00965853,0.12231445
2.7197068e-05,-0.15054142,116.6040153503418,-0.0029356647,133120,133120,72.48,92.66315572000002,65,1144,0.9992715566768311,0.007161775,0.07993164
2.4636325e-05,-0.18438695,118.40755867958069,-0.004797703,135168,135168,72.22,92.68887059,66,1137,0.9992326699430123,0.0077799386,0.09106445
4.363316e-05,-0.20822665,120.19964504241943,-0.005374644,137216,137216,72.09,92.76884206999999,67,1143,0.9995976745558437,0.009273356,0.10600586
3.6765785e-05,-0.2337362,121.99608945846558,-0.003402283,139264,139264,72.06,92.89015792999999,68,1140,0.999407819006592,0.008639502,0.10551758
1.7505563e-05,-0.2585684,123.79924297332764,0.0007620378,141312,141312,71.99,92.97299774,69,1136,0.9996409532031976,0.0076806443,0.095751956
2.4143872e-05,-0.286305,125.58555579185486,-0.0042409617,143360,143360,71.89,92.96414991000002,70,1147,0.9995093638426624,0.008139477,0.09555664
1.9284575e-05,-0.30853534,127.37480902671814,-0.0029081106,145408,145408,71.73,92.96745251,71,1145,0.9995975535421167,0.009525154,0.11850586
1.7672553e-05,-0.32558328,129.18270802497864,-0.0013293924,147456,147456,71.5,93.04511962999999,72,1136,0.9996090454806108,0.006152251,0.07446289
3.3045664e-05,-0.34219337,130.98425698280334,0.0005177402,149504,149504,71.43,93.09169949000001,73,1137,0.9995036667096429,0.007206498,0.08916016
1.9005465e-05,-0.3550306,132.76834988594055,-0.0021559452,151552,151552,71.29,93.19005663000003,74,1148,0.9995751191163436,0.0076982393,0.09448242
3.581273e-05,-0.37108865,134.57314610481262,-0.002239787,153600,153600,71.34,93.26741189,75,1135,0.9995463245140854,0.0075354045,0.09067383
2.1062853e-05,-0.39650005,136.36237907409668,0.00038772353,155648,155648,71.23,93.45028228,76,1147,0.9995530020387378,0.008281481,0.10083008
1.8293546e-05,-0.43003798,138.1546769142151,-0.0030388632,157696,157696,71.19,93.52966472,77,1143,0.9996906232845504,0.009645199,0.11430664
3.9001654e-05,-0.4687797,139.962717294693,-0.00084979256,159744,159744,71.18,93.58010619000001,78,1133,0.9994865218759514,0.0074369074,0.07832031
1.6936834e-05,-0.49892434,141.7648947238922,-0.0034031286,161792,161792,71.08,93.54178389999998,79,1137,0.9997070840327069,0.008005379,0.095019534
2.01286e-05,-0.5246338,143.56949949264526,-0.00077564653,163840,163840,71.01,93.54446218000001,80,1135,0.9996762925875373,0.009318196,0.11040039
1.7742732e-05,-0.55110234,145.38601350784302,-0.0018643975,165888,165888,70.9,93.58672107000002,81,1129,0.9996313614537939,0.008788056,0.10708008
1.8686827e-05,-0.5818741,147.18866991996765,-0.0008702552,167936,167936,70.6,93.68279989000001,82,1136,0.9997111498378217,0.010283792,0.12182617
2.0358133e-05,-0.60651267,148.98832392692566,-0.0027952243,169984,169984,70.47,93.73272884000002,83,1138,0.9997628121782327,0.006739948,0.0836914
2.668015e-05,-0.62926185,150.7819061279297,-0.0011368096,172032,172032,70.49,93.66238473,84,1144,0.999693758378271,0.0107592745,0.11435547
1.1420707e-05,-0.6550581,152.56588768959045,0.0018630542,174080,174080,70.4,93.67269321000002,85,1148,0.9997564831282943,0.0097093005,0.11279297
2.5870186e-05,-0.6755834,154.366868019104,0.00043015747,176128,176128,70.44,93.69668599,86,1138,0.9996496727108024,0.012689819,0.1421875
3.0844967e-05,-0.68150115,156.17474937438965,0.0038705606,178176,178176,70.69,93.73465586999998,87,1133,0.9989743826445192,0.012469066,0.14082031
2.247142e-05,-0.67581207,157.99978351593018,0.0016366572,180224,180224,70.59,93.87551925,88,1127,0.9994016024284065,0.0100368215,0.12416992
2.0668584e-05,-0.6775446,159.8099296092987,-0.00092306815,182272,182272,70.57,93.83289697000001,89,1134,0.9996016025252175,0.009689723,0.10942383
1.4441621e-05,-0.6941363,161.61258029937744,-0.0011167448,184320,184320,70.34,93.80273752,90,1137,0.9997127790993545,0.009051515,0.11274414
2.33515e-05,-0.71235836,163.40816640853882,-0.0018288043,186368,186368,70.0,93.76085183,91,1141,0.9996659732714761,0.009079648,0.1116211
6.228351e-05,-0.7277225,165.21257185935974,8.2643826e-05,188416,188416,69.91,93.65822325,92,1135,0.9993198910378851,0.0091093695,0.111083984
1.3724818e-05,-0.7374536,167.00612139701843,0.0015641522,190464,190464,69.73,93.65258885999998,93,1142,0.9996163538307883,0.007871039,0.099169925
1.0895767e-05,-0.7572754,168.79749274253845,-0.002506755,192512,192512,69.61,93.63011210000002,94,1144,0.999610557948472,0.0091791535,0.107177734
1.913707e-05,-0.7702233,170.59912085533142,0.0017924595,194560,194560,69.75,93.72273588,95,1137,0.9995912211597897,0.009821472,0.11923828
9.815508e-05,-0.7694825,172.39332795143127,0.0030987724,196608,196608,69.72,93.70937350999999,96,1142,0.9996761509391945,0.010177525,0.11430664
9.035976e-06,-0.7882613,174.1860613822937,-0.0009561197,198656,198656,69.77,93.62375671000004,97,1143,0.9998115306225372,0.009432496,0.11240234
1.7343953e-05,-0.8211893,175.9943549633026,0.00014677756,200704,200704,69.51,93.58233219,98,1133,0.9996995759720448,0.0106995655,0.123242185
8.2814595e-06,-0.83907795,177.78397226333618,0.0029592777,202752,202752,69.4,93.5117045,99,1148,0.9997673608013429,0.008891798,0.11005859
1.7381304e-05,-0.84599334,179.57032251358032,0.0027181956,204800,204800,69.52,93.46047998999998,100,1147,0.9995786025247071,0.011992138,0.13891602
1.6384816e-05,-0.85304374,181.3762354850769,0.003405786,206848,206848,69.6,93.48274995,101,1134,0.9996206514770165,0.011040417,0.12788086
1.6583168e-05,-0.85841846,183.17647171020508,-0.0034397324,208896,208896,69.61,93.49659387000001,102,1138,0.9997480214806274,0.012634404,0.14677735
9.209387e-06,-0.8738276,184.96160697937012,0.0023959416,210944,210944,69.56,93.55200750000002,103,1148,0.9998123807017691,0.0109129865,0.123095706
8.619751e-06,-0.8869193,186.76354146003723,0.0023929817,212992,212992,69.41,93.57482850000001,104,1137,0.9998261038708733,0.013140512,0.15527344
2.228183e-05,-0.90168095,188.55253148078918,0.0047522066,215040,215040,69.38,93.59081556000001,105,1145,0.9997415298130363,0.011073771,0.13359375
1.6104388e-05,-0.9235562,190.3370804786682,0.003087288,217088,217088,69.42,93.59138118999999,106,1148,0.9995155985525344,0.010508342,0.12148438
1.8206983e-05,-0.9398362,192.13928532600403,0.0015826657,219136,219136,69.5,93.61495313000002,107,1137,0.9996320803184062,0.010605814,0.12666015
1.4386623e-05,-0.9483553,193.92482662200928,0.0027859118,221184,221184,69.6,93.64736379,108,1147,0.9997081042092759,0.01022687,0.12202148
9.977234e-06,-0.9524455,195.71701455116272,0.005747319,223232,223232,69.49,93.76176302,109,1143,0.9998039402562426,0.012138023,0.1336914
9.415433e-06,-0.96471614,197.51880168914795,0.0027061221,225280,225280,69.47,93.83036596000002,110,1139,0.9998176218650769,0.011384705,0.13793945
2.6542348e-05,-0.977372,199.31273317337036,0.0051141423,227328,227328,69.6,93.84215736999998,111,1143,0.9996770315628964,0.014356159,0.1697754
1.43712705e-05,-0.9827329,201.11629605293274,0.008389418,229376,229376,69.57,93.84416693999998,112,1136,0.9997108040552121,0.014536545,0.1621582
2.4047022e-05,-0.99672955,202.9242377281189,0.002472018,231424,231424,69.6,93.83277100999997,113,1133,0.9997710287716473,0.014879258,0.16728516
1.1354233e-05,-1.0128506,204.712299823761,0.0014970258,233472,233472,69.61,93.82333539999999,114,1146,0.9997699084342457,0.014016757,0.15600586
2.0758995e-05,-1.0349734,206.50558042526245,-0.0014691526,235520,235520,69.62,93.90226631,115,1143,0.9997133361757733,0.013897831,0.15107422
1.3428251e-05,-1.0537138,208.3360493183136,0.0018011108,237568,237568,69.57,94.02888144,116,1119,0.9998202394053806,0.010549622,0.13027343
1.2271931e-05,-1.0622617,210.11841344833374,0.004323173,239616,239616,69.56,94.08030004,117,1150,0.9997611139406217,0.009861413,0.12084961
2.2274733e-05,-1.0816573,211.92384362220764,0.0023419242,241664,241664,69.45,94.11032195,118,1135,0.999808620515978,0.011405258,0.13149413
1.6658347e-05,-1.1042485,213.71852111816406,0.006076163,243712,243712,69.42,94.1496086,119,1144,0.9996316851757001,0.011127684,0.1296875
8.957382e-06,-1.1218551,215.50950026512146,0.0047408706,245760,245760,69.45,94.14622204,120,1144,0.9998418207396753,0.012332677,0.146875
1.0274407e-05,-1.1420493,217.3120584487915,0.0016491532,247808,247808,69.37,94.13380841999998,121,1137,0.9998490033176495,0.012922468,0.13955078
1.3222683e-05,-1.1643558,219.10299587249756,0.005015998,249856,249856,69.29,94.12106387999998,122,1144,0.9997876205598004,0.01517116,0.1616211
1.0224283e-05,-1.1861086,220.90525460243225,0.006927313,251904,251904,69.26,94.11160511000004,123,1137,0.9997263573750388,0.014866399,0.1650879
1.4911888e-05,-1.2081571,222.7138867378235,0.0053847297,253952,253952,69.34,94.14847135,124,1133,0.9997068242810201,0.012990412,0.1493164
8.783405e-06,-1.2285185,224.51003050804138,0.007836304,256000,256000,69.43,94.17267336000003,125,1141,0.9998035498283571,0.015213531,0.17285156
9.731493e-06,-1.2415007,226.30481672286987,0.0027385936,258048,258048,69.45,94.13985593,126,1142,0.9998220989800757,0.013354744,0.15556641
1.6734415e-05,-1.2502362,228.12502908706665,0.005619057,260096,260096,69.38,94.18968076000003,127,1125,0.9995459374040365,0.0135170985,0.14887695
2.0846124e-05,-1.2501361,229.91885662078857,0.0058406154,262144,262144,69.33,94.16613261999998,128,1142,0.9997379493142944,0.015397216,0.16152343
2.185635e-05,-1.2462097,231.7176058292389,0.006234118,264192,264192,69.31,94.19098082999997,129,1139,0.9997311887564138,0.015426276,0.16513672
1.242012e-05,-1.2567786,233.5333058834076,0.0051350323,266240,266240,69.31,94.13970715,130,1128,0.9998294004617492,0.015490489,0.16171876
9.011397e-06,-1.267309,235.33701419830322,0.008319347,268288,268288,69.21,94.15558415,131,1136,0.9997943779599154,0.017172506,0.17841797
1.6945181e-05,-1.2644466,237.13951420783997,0.007566852,270336,270336,69.2,94.09557704999999,132,1137,0.9997532545239665,0.01686109,0.18046875
1.24943135e-05,-1.2619003,238.93465423583984,0.0019856668,272384,272384,69.09,94.06143804,133,1143,0.9997495115967467,0.013226574,0.14638671
2.4910847e-05,-1.2790843,240.72070050239563,0.0023297977,274432,274432,69.13,93.98954472,134,1148,0.9997408457566053,0.01261501,0.14072266
1.3214185e-05,-1.2931955,242.50485754013062,0.009434748,276480,276480,69.0,93.97460477,135,1148,0.99977483022667,0.014950859,0.15766601
1.1679518e-05,-1.3011811,244.31160259246826,0.0043538054,278528,278528,68.9,94.00761217000002,136,1136,0.9997853510431014,0.014316561,0.15146485
2.0518248e-05,-1.3144162,246.09487080574036,0.00595833,280576,280576,68.81,93.98894480999999,137,1149,0.9997942875197623,0.015393128,0.17226562
1.2150398e-05,-1.3279446,247.88485264778137,0.0046959626,282624,282624,68.81,93.95008831,138,1145,0.9997931546822656,0.014452018,0.15107422
9.233432e-06,-1.3320135,249.67534685134888,0.005761343,284672,284672,68.74,93.84831021,139,1144,0.9998496093030553,0.017586423,0.18979493
6.637266e-05,-1.3287294,251.44973826408386,-0.0015707084,286720,286720,68.69,93.83564289999998,140,1156,0.9998411771084648,0.015763905,0.17592773
4.087913e-05,-1.3272545,253.24122643470764,0.008866029,288768,288768,68.6,93.87957412,141,1144,0.9953907513990998,0.0140188355,0.14047852
1.7461274e-05,-1.3290708,255.03365397453308,0.0065765446,290816,290816,68.87,93.90472522999998,142,1143,0.998846480040811,0.014405918,0.15146485
1.6685855e-05,-1.3322427,256.82165336608887,0.0038528081,292864,292864,69.03,93.98399101999999,143,1146,0.999557937408099,0.016065381,0.1737793
6.455117e-06,-1.3475285,258.6051449775696,0.0029692773,294912,294912,69.01,94.00582162999999,144,1149,0.9998186921002343,0.012311091,0.14155273
1.0277987e-05,-1.3653324,260.4201965332031,0.005726807,296960,296960,68.97,93.98746579,145,1133,0.9998033116135048,0.0132783,0.14487305
1.5357848e-05,-1.3723831,262.2093744277954,0.008064423,299008,299008,69.05,93.97954336999999,146,1145,0.9997378279222175,0.015573345,0.17553711
