value_loss,policy_entropy,time_elapsed,policy_loss,total_timesteps,serial_timesteps,eplenmean,eprewmean,nupdates,fps,explained_variance,approxkl,clipfrac
0.29233515,1.3903246,1.6026601791381836,-0.0044455007,2048,2048,999.0,-96.5816835,1,1277,-0.028444647789001465,0.0021371865,0.015820313
0.17880651,1.3161781,3.406944990158081,-0.015969332,4096,4096,999.0,-92.3643405,2,1137,-0.14676523208618164,0.005065237,0.040234376
0.15590015,1.2359047,5.195054769515991,-0.009817455,6144,6144,999.0,-87.4580025,3,1146,-0.2619665861129761,0.0028592083,0.023583984
0.07524017,1.154923,6.995696783065796,-0.013340781,8192,8192,999.0,-82.1852535,4,1138,-0.028015851974487305,0.003904589,0.033154298
0.039644584,1.0925875,8.809129476547241,-0.005585446,10240,10240,999.0,-77.1185995,5,1132,-0.26945674419403076,0.0028853107,0.022509765
0.44369203,1.0567977,10.610416650772095,-0.0046633887,12288,12288,950.4166666666666,-53.44118608333334,6,1137,0.17434751987457275,0.0025753519,0.025244141
0.40863347,1.0274248,12.396260499954224,-0.0039732875,14336,14336,925.5333333333333,-37.38406446666668,7,1148,0.22834205627441406,0.0033260218,0.034228515
0.49303985,1.0041823,14.19222640991211,-0.0006604739,16384,16384,854.4736842105264,-14.17232057894737,8,1146,0.2374640703201294,0.0021625808,0.019921875
0.36085293,0.97808343,15.98064112663269,-0.0058370894,18432,18432,765.0416666666666,5.485739291666668,9,1146,0.3406672477722168,0.0028335184,0.022314453
0.29600272,0.94261885,17.78047823905945,-0.001460905,20480,20480,677.3,21.22373896666667,10,1138,0.39485394954681396,0.0020094714,0.014404297
0.19645429,0.9100027,19.576828241348267,-0.0018655017,22528,22528,633.0285714285715,30.2868342,11,1140,0.4068015217781067,0.002783449,0.022705078
0.2251312,0.8743369,21.36889934539795,-0.0011172617,24576,24576,567.7674418604652,41.09549411627907,12,1143,0.498055636882782,0.00185354,0.013720703
0.111289,0.8453523,23.165809631347656,-0.0016388299,26624,26624,548.8958333333334,45.67840525,13,1142,0.5875496864318848,0.0028628125,0.03017578
0.123134635,0.81545246,24.949310779571533,-0.0039550806,28672,28672,516.3636363636364,51.143623363636365,14,1150,0.6394988596439362,0.0030426863,0.028955078
0.1037135,0.7979033,26.759242296218872,-0.002349082,30720,30720,485.06349206349205,56.08478804761905,15,1132,0.7027172446250916,0.0036545503,0.042382814
0.085722454,0.7770032,28.553730010986328,-0.0017205356,32768,32768,453.8611111111111,60.383872361111116,16,1143,0.7721576243638992,0.0030631428,0.027685547
0.05727887,0.7546772,30.332152366638184,-0.00055276323,34816,34816,433.2,63.354361600000004,17,1152,0.8254449367523193,0.0021674032,0.01850586
0.04844854,0.7397238,32.11834120750427,-0.0014710133,36864,36864,407.4555555555556,66.50093915555554,18,1147,0.8690851628780365,0.0020121075,0.017626952
0.037421808,0.71698,33.909528493881226,-0.00271544,38912,38912,387.3,68.99877532999999,19,1144,0.895846962928772,0.0018623626,0.013525391
0.016895695,0.68866336,35.69680905342102,-0.007200281,40960,40960,302.49,86.06814815999998,20,1147,0.9529807567596436,0.005667791,0.06689453
0.010627043,0.6642117,37.48963713645935,-0.005723985,43008,43008,256.15,89.30605657,21,1145,0.9699018187820911,0.006612917,0.084179685
0.009259129,0.6508079,39.29577016830444,-0.009571688,45056,45056,224.45,90.56801899000001,22,1134,0.9758335594087839,0.007786961,0.10600586
0.009220799,0.6385964,41.09241771697998,-0.0047312686,47104,47104,204.1,90.92434752000001,23,1140,0.9655115529894829,0.0051480527,0.06352539
0.012334684,0.63696826,42.88752865791321,-0.0066576586,49152,49152,182.09,91.31196379,24,1141,0.9573410041630268,0.007181227,0.09760742
0.008084895,0.6274694,44.69821858406067,-0.004239623,51200,51200,163.53,91.37824572999997,25,1132,0.9622274301946163,0.005069223,0.057519533
0.005758294,0.6100911,46.490723609924316,-0.006987839,53248,53248,151.05,91.29488724999999,26,1143,0.9675278104841709,0.0066916877,0.08964844
0.0062920684,0.596807,48.287803173065186,-0.0037938985,55296,55296,138.05,91.16561248,27,1140,0.9588942006230354,0.004330149,0.047949217
