surrgain,EpRewMean,meankl,EpLenMean,entropy,TimestepsSoFar,EpisodesSoFar,ev_tdlam_before,EpTrueRewMean,EpThisIter,entloss,TimeElapsed,optimgain
0.07474068,386.0899,0.008348705,806.475,8.241199,133173,329,-0.07943236827850342,650.9917300830696,1,0.0,513.3976635932922,0.07474068
0.08029116,384.18918,0.0077236975,806.475,8.247425,134173,330,0.11016416549682617,654.5463864252663,1,0.0,517.4122130870819,0.08029116
0.11124675,383.2697,0.0074530263,809.975,8.247437,134868,332,0.814777210354805,646.7411006387476,2,0.0,521.4075329303741,0.11124675
0.069320366,380.85834,0.008301535,809.975,8.259019,135868,333,-0.11204087734222412,649.968504905227,1,0.0,525.4208385944366,0.069320366
0.07738821,378.19507,0.007748091,809.975,8.275771,136868,334,-0.0720975399017334,652.5280471621985,1,0.0,529.4321296215057,0.07738821
0.08033788,384.70206,0.008819711,827.875,8.282526,137868,335,0.0331767201423645,664.9543225793661,1,0.0,533.4245116710663,0.08033788
0.07367645,382.25458,0.0077209617,827.875,8.276675,138868,336,0.09018409252166748,663.3533798963505,1,0.0,537.4292681217194,0.07367645
0.0725871,389.83356,0.008682372,848.85,8.266239,139868,337,-0.019928812980651855,677.449886517699,1,0.0,541.4445762634277,0.0725871
0.06851308,391.2638,0.008886967,857.85,8.244931,140868,338,0.004008769989013672,683.9870640127865,1,0.0,545.4503192901611,0.06851308
0.07071363,388.8241,0.0077781705,857.85,8.257491,141868,339,-0.0916975736618042,689.2051593094993,1,0.0,549.4555134773254,0.07071363
0.067919046,386.15955,0.009554179,857.85,8.257858,142868,340,0.005767226219177246,693.0298808964523,1,0.0,553.4564027786255,0.067919046
0.06487762,383.45526,0.007896796,857.85,8.263494,143868,341,0.005535423755645752,698.0150834594618,1,0.0,557.4566769599915,0.06487762
0.06877466,380.50497,0.007095022,857.85,8.268985,144868,342,0.007108032703399658,699.3830350294407,1,0.0,561.4576191902161,0.06877466
0.06766738,376.92877,0.008136558,857.85,8.264096,145868,343,-0.008276224136352539,695.6208432058829,1,0.0,565.4636430740356,0.06766738
0.07862748,374.33478,0.0074270573,857.85,8.273393,146868,344,-0.0457453727722168,698.1068028908873,1,0.0,569.4638130664825,0.07862748
0.07398525,371.41324,0.007896016,857.85,8.270017,147868,345,0.005751550197601318,696.8122370444538,1,0.0,573.4584999084473,0.07398525
0.07923688,369.52582,0.008074599,859.05,8.278761,148868,346,0.01924842596054077,700.438044584664,1,0.0,577.4503009319305,0.07923688
0.072997585,366.56406,0.008920749,859.05,8.2941885,149868,347,0.08872520923614502,700.2419416305036,1,0.0,581.4486141204834,0.072997585
0.08029223,370.69687,0.007231128,872.45,8.295213,150868,348,0.11864793300628662,716.7143936113341,1,0.0,585.4281325340271,0.08029223
0.08196532,377.2041,0.0077462853,889.575,8.298448,151868,349,0.0070261359214782715,743.3905670369871,1,0.0,589.4178395271301,0.08196532
0.07004562,383.6581,0.008871029,908.525,8.298398,152868,350,0.01819288730621338,761.8201040496494,1,0.0,593.4051704406738,0.07004562
0.06856856,383.69824,0.008296384,916.05,8.306759,153868,351,-0.012151718139648438,763.2960188813973,1,0.0,597.4139080047607,0.06856856
0.085775964,380.9169,0.007638645,916.05,8.303664,154868,352,-0.22213494777679443,765.7707186848623,1,0.0,601.4176254272461,0.085775964
0.08601974,378.40076,0.0116106775,914.775,8.306029,155817,353,0.6453603506088257,770.2522111011709,1,0.0,605.4087579250336,0.08601974
0.11602849,364.86298,0.008252863,890.9,8.302731,156862,355,0.8799158558249474,757.4569421270731,2,0.0,609.3932061195374,0.11602849
0.08751567,340.2161,0.007831629,846.25,8.294253,158076,358,0.6565059125423431,718.1941299645976,3,0.0,613.374669790268,0.08751567
0.11056914,337.92474,0.0070031974,846.25,8.310302,159076,359,0.256954550743103,722.1986208091042,1,0.0,617.3618776798248,0.11056914
0.10017055,331.09528,0.008812065,838.975,8.339675,160173,361,0.534898191690445,717.1291445317098,2,0.0,621.3382749557495,0.10017055
0.08433312,334.29132,0.0076031475,849.75,8.33293,161173,362,-0.0022963285446166992,734.6873625281855,1,0.0,625.3124713897705,0.08433312
0.08226372,331.85562,0.008506987,849.75,8.356213,162173,363,-0.13954198360443115,738.6959754291602,1,0.0,629.3027908802032,0.08226372
0.115639724,328.00592,0.0078063365,845.85,8.36108,163017,364,0.7516078501939774,737.9227382582578,1,0.0,633.2834122180939,0.115639724
0.07721312,335.34637,0.0074916654,867.6,8.360843,164017,365,0.07381677627563477,763.8077666487244,1,0.0,637.2662146091461,0.07721312
0.08713168,329.82578,0.0074709486,857.725,8.3530855,164482,366,0.8317954838275909,758.1154794472552,1,0.0,641.2447023391724,0.08713168
0.09276356,317.3372,0.008696152,837.3,8.35649,165665,368,0.5871549248695374,739.8021468148254,2,0.0,645.2339224815369,0.09276356
0.07885051,314.7458,0.007826414,837.3,8.3637705,166665,369,0.17448854446411133,742.4654210697078,1,0.0,649.2206861972809,0.07885051
0.10093072,311.62604,0.0087810205,837.3,8.387771,167665,370,-0.2633519172668457,741.5765197697981,1,0.0,653.2028751373291,0.10093072
0.08214952,314.08832,0.008166248,848.9,8.406115,168824,372,0.23463743925094604,757.6049546910834,2,0.0,657.1820607185364,0.08214952
0.07712304,311.53867,0.007674707,848.9,8.413018,169824,373,0.16646134853363037,756.7196239865655,1,0.0,661.16987657547,0.07712304
0.12430267,309.232,0.008482102,846.675,8.416149,170735,374,0.8609742671251297,757.3600551394577,1,0.0,665.1510279178619,0.12430267
0.07058315,305.5683,0.0076392572,846.675,8.423583,171735,375,0.03993380069732666,754.760394289197,1,0.0,669.1432201862335,0.07058315
0.0722754,302.03387,0.0085401535,846.675,8.421131,172735,376,0.08825826644897461,752.2911052601881,1,0.0,673.1314375400543,0.0722754
0.086660236,299.0949,0.0066495426,846.675,8.432873,173735,377,0.09485244750976562,752.2464078081186,1,0.0,677.116067647934,0.086660236
0.09725984,286.58762,0.007942815,821.375,8.436524,174723,379,0.7212013602256775,728.3463484818858,2,0.0,681.1039001941681,0.09725984
0.07611419,283.41968,0.0075025586,821.375,8.430668,175723,380,0.05156296491622925,726.515586802555,1,0.0,685.087877035141,0.07611419
0.081138246,280.77313,0.0080804825,821.375,8.435436,176723,381,0.14868658781051636,725.7910281374968,1,0.0,689.0733542442322,0.081138246
0.08067272,278.4644,0.008060414,821.375,8.441596,177723,382,0.10179924964904785,727.8517716656755,1,0.0,693.0525033473969,0.08067272
0.09192339,275.98233,0.008514866,821.375,8.448124,178723,383,0.27422523498535156,728.5803888889109,1,0.0,697.0328941345215,0.09192339
0.101029225,273.18915,0.008277981,821.375,8.447097,179723,384,0.1726037859916687,729.8824435132552,1,0.0,701.0238010883331,0.101029225
0.07478414,270.34393,0.008776457,821.375,8.432858,180723,385,0.049204468727111816,730.7425308306413,1,0.0,705.0034170150757,0.07478414
0.07537068,266.83942,0.0082448255,821.375,8.439818,181723,386,0.003536224365234375,726.5761006433461,1,0.0,708.9965543746948,0.07537068
0.07678121,264.45718,0.007517458,821.375,8.442519,182723,387,0.05075746774673462,726.7164055157308,1,0.0,712.9770591259003,0.07678121
0.059392918,260.98752,0.0074805003,821.375,8.469361,183723,388,-0.0007381439208984375,723.4637169903923,1,0.0,716.9517331123352,0.059392918
0.11531661,258.04132,0.009907627,821.375,8.467288,184723,389,-0.11751008033752441,718.8327989026459,1,0.0,720.9316880702972,0.11531661
0.08144525,246.98373,0.007054977,798.675,8.463365,185815,391,-0.09795784950256348,702.0887273095152,2,0.0,724.9285771846771,0.08144525
0.08496,243.97543,0.0062987786,798.675,8.4623575,186815,392,0.15651541948318481,700.2162819935011,1,0.0,728.9141159057617,0.08496
0.08056699,241.31406,0.0075791474,799.95,8.437423,187815,393,0.06605887413024902,700.7766357514702,1,0.0,732.8967397212982,0.08056699
0.07373884,242.38379,0.00761188,809.425,8.443971,188815,394,0.19998562335968018,707.2328037727791,1,0.0,736.8812334537506,0.07373884
0.077555105,245.13733,0.0075518414,823.825,8.444624,189815,395,0.12336522340774536,719.8361451177458,1,0.0,740.865954875946,0.077555105
0.15337732,243.23882,0.008727688,823.825,8.43476,190815,396,-0.48473143577575684,725.1713367339369,1,0.0,744.8321182727814,0.15337732
0.110775806,235.17673,0.00910203,801.675,8.434678,192143,400,0.35289233922958374,711.7626923047588,4,0.0,748.802107334137,0.110775806
0.123410255,240.98608,0.008646657,816.55,8.433582,192835,401,0.5570745468139648,731.5773261552104,1,0.0,752.7819204330444,0.123410255
0.10088724,228.44246,0.008265337,780.5,8.439587,193393,403,0.8218211978673935,693.6976206408452,2,0.0,756.7577233314514,0.10088724
0.12261576,218.77832,0.008479396,750.3,8.442492,194494,406,0.2339693307876587,672.245067882934,3,0.0,760.7343068122864,0.12261576
0.09646095,217.53052,0.007616359,750.3,8.451095,195494,407,-0.06079721450805664,676.0703290191319,1,0.0,764.7054328918457,0.09646095
0.10713096,212.1645,0.009840017,735.5,8.445744,197085,410,-0.20181822776794434,666.2090920276008,3,0.0,768.6801018714905,0.10713096
0.11962654,200.29086,0.008040877,694.25,8.44611,198505,414,0.7151516377925873,643.9071033787537,4,0.0,772.6655678749084,0.11962654
0.079485044,199.4895,0.008287827,694.25,8.440052,199505,415,-0.058736443519592285,647.4097935032287,1,0.0,776.6371824741364,0.079485044
0.108307704,189.99162,0.00885249,661.0,8.446058,200786,418,0.650282233953476,631.2897655567336,3,0.0,780.6132786273956,0.108307704
0.122180566,194.42131,0.008425185,675.85,8.432672,201757,419,0.7267916202545166,650.393967852983,1,0.0,784.5853533744812,0.122180566
0.101821154,176.9737,0.0084720375,605.225,8.433349,202932,423,0.6471985280513763,607.6686236862095,4,0.0,788.552312374115,0.101821154
0.10613854,169.71364,0.010421046,578.925,8.423517,203880,425,0.5804342031478882,588.4371865862336,2,0.0,792.531923532486,0.10613854
