EpLenMean,EpTrueRewMean,EpRewMean,entropy,EpisodesSoFar,optimgain,EpThisIter,ev_tdlam_before,meankl,surrgain,TimestepsSoFar,TimeElapsed,entloss
93.3,441.99393301187683,22.215649,23.31989,2170,0.14469099,12,0.8987320140004158,0.004022042,0.14469099,146274,665.5791807174683,0.0
91.55,426.7613154346818,21.538448,23.321224,2182,0.15581448,12,0.8501424938440323,0.0038252622,0.15581448,147343,670.1688868999481,0.0
92.025,425.2983397202306,21.338223,23.321291,2193,0.25948918,11,0.8709462136030197,0.013298812,0.25948918,148402,674.7739725112915,0.0
89.95,411.69756622655325,20.701746,23.32601,2205,0.13581109,12,0.8785953596234322,0.003783761,0.13581109,149444,679.8107764720917,0.0
89.75,417.6670803608692,20.168713,23.325457,2218,0.3144434,13,0.8734852075576782,0.01468153,0.3144434,150543,684.6605682373047,0.0
90.875,433.1027005903212,20.469662,23.325174,2228,0.29809016,10,0.830438032746315,0.013730122,0.29809016,151541,689.6831951141357,0.0
90.075,435.1385109399848,19.948238,23.324238,2241,0.13598025,13,0.8430002331733704,0.0041182344,0.13598025,152641,694.2735981941223,0.0
94.1,455.94254922733853,21.100668,23.324457,2250,0.16099934,9,0.7640201449394226,0.003988118,0.16099934,153651,698.8810992240906,0.0
92.2,443.40643651290964,20.676968,23.32715,2262,0.42255387,12,0.8967866078019142,0.014021084,0.42255387,154625,703.4841058254242,0.0
91.35,435.52985164165585,20.54155,23.321844,2273,0.14886692,11,0.8691396117210388,0.0041137245,0.14886692,155653,708.5860269069672,0.0
89.9,429.6531612364288,19.778648,23.322443,2285,0.17383759,12,0.8429923802614212,0.0041385265,0.17383759,156728,713.1847350597382,0.0
86.4,415.99852080221655,19.312613,23.319561,2297,0.1284621,12,0.8763208240270615,0.0038097468,0.1284621,157741,717.843897819519,0.0
87.35,421.6883498795304,18.7212,23.315119,2308,0.14172757,11,0.908987008035183,0.0038460845,0.14172757,158720,722.415452003479,0.0
87.125,420.02660387143425,18.391521,23.314718,2320,0.16460177,12,0.812482938170433,0.0041484027,0.16460177,159750,727.7293431758881,0.0
87.05,420.1353553709294,18.084553,23.316645,2333,0.2918136,13,0.8733596205711365,0.013393773,0.2918136,160890,732.5455758571625,0.0
87.625,419.6519992444872,18.457346,23.312319,2345,0.25992972,12,0.7962013334035873,0.014170228,0.25992972,161911,737.2307107448578,0.0
87.05,410.97393841427277,18.13411,23.313963,2357,0.1406199,12,0.8630226105451584,0.003890637,0.1406199,162947,741.9084415435791,0.0
85.875,403.9451871441744,17.641453,23.312435,2368,0.31535858,11,0.8484986573457718,0.014967287,0.31535858,163969,746.609001159668,0.0
88.35,417.9458037438183,17.91479,23.311296,2380,0.13626039,12,0.916674941778183,0.003981946,0.13626039,165059,751.3023571968079,0.0
91.725,439.8069858193488,18.108032,23.3091,2391,0.14152333,11,0.8202348351478577,0.0037630787,0.14152333,166082,756.0045351982117,0.0
91.8,441.67955903224373,18.307709,23.309324,2402,0.13804951,11,0.88179050385952,0.0039429143,0.13804951,167129,760.7153375148773,0.0
93.025,446.54659729270224,18.458887,23.312809,2413,0.18333583,11,0.7659474760293961,0.0040947692,0.18333583,168192,765.4423828125,0.0
88.0,417.47587720038774,17.416922,23.312746,2426,0.29419103,13,0.867698460817337,0.01499529,0.29419103,169175,770.1681668758392,0.0
88.05,415.3076226782773,17.413136,23.309147,2438,0.14227834,12,0.8474864214658737,0.003802695,0.14227834,170285,774.894145488739,0.0
83.725,397.1789311547408,16.64964,23.31177,2451,0.34903213,13,0.8294283598661423,0.014742653,0.34903213,171307,779.4902403354645,0.0
88.825,420.8466783157538,17.399803,23.311281,2461,0.15680942,10,0.8010290861129761,0.0038849032,0.15680942,172327,784.0558276176453,0.0
87.4,414.88652304599,16.575169,23.313494,2472,0.13730197,11,0.8782888352870941,0.0037711468,0.13730197,173307,788.6461789608002,0.0
87.225,412.2703408547588,16.292877,23.313986,2485,0.26258898,13,0.8891713321208954,0.014463117,0.26258898,174325,793.1967163085938,0.0
90.5,431.03533938100963,16.832315,23.309393,2495,0.14651032,10,0.8527081310749054,0.004151132,0.14651032,175290,797.7457010746002,0.0
83.35,394.97804860217684,15.530243,23.309834,2508,0.14575802,13,0.8499730825424194,0.0039021564,0.14575802,176333,802.3254642486572,0.0
85.05,403.87816918553204,15.530826,23.307112,2520,0.2976045,12,0.8661309033632278,0.014621122,0.2976045,177319,806.9611585140228,0.0
87.175,418.4450242326442,16.215397,23.309063,2528,0.14836547,8,0.743368536233902,0.004122795,0.14836547,178100,811.5181393623352,0.0
87.175,418.26144202737106,16.29479,23.303694,2539,0.14484961,11,0.8917862474918365,0.004577374,0.14484961,179088,816.0744440555573,0.0
90.4,431.6609790070048,16.801432,23.303629,2550,0.15900823,11,0.900185152888298,0.0042980434,0.15900823,180139,820.9744350910187,0.0
92.55,443.47204772940756,17.166336,23.304201,2561,0.15719792,11,0.8776477351784706,0.0042372365,0.15719792,181166,825.6369071006775,0.0
91.8,442.3839085979889,16.652287,23.301985,2572,0.145066,11,0.8634269535541534,0.0039779535,0.145066,182131,830.2794971466064,0.0
93.0,449.24727669688,16.770956,23.30005,2582,0.1479123,10,0.8278442025184631,0.0040975627,0.1479123,183071,834.9730863571167,0.0
88.1,428.21560014155057,15.23315,23.300043,2594,0.14574099,12,0.8368288427591324,0.004010448,0.14574099,184078,839.646514415741,0.0
88.4,424.7646383623005,15.010458,23.302471,2606,0.14228629,12,0.8028711974620819,0.0038074078,0.14228629,185101,844.2986993789673,0.0
87.1,416.84728361471116,14.744525,23.308283,2617,0.34150952,11,0.8827241212129593,0.014903857,0.34150952,186097,848.9639275074005,0.0
85.525,410.9027386698241,14.216855,23.306906,2629,0.13508493,12,0.8575951606035233,0.0037882882,0.13508493,187125,853.6487543582916,0.0
87.175,417.61198929433084,14.097305,23.304022,2641,0.13959055,12,0.8918475210666656,0.003974226,0.13959055,188143,858.3038682937622,0.0
90.075,432.69892478890944,14.995962,23.302485,2651,0.17656788,10,0.8526902347803116,0.0040752743,0.17656788,189166,862.9589672088623,0.0
88.175,424.0697965805457,14.812935,23.299883,2663,0.14955032,12,0.8442809879779816,0.004096247,0.14955032,190132,867.6363427639008,0.0
92.1,443.6702117163344,15.373456,23.300215,2674,0.1466249,11,0.841535896062851,0.003817331,0.1466249,191190,872.2935974597931,0.0
92.025,446.85946430152524,15.462738,23.29938,2684,0.15004516,10,0.7678548395633698,0.0038913873,0.15004516,192063,876.9472351074219,0.0
89.05,430.7793107247542,14.450058,23.295332,2694,0.45006374,10,0.7922839820384979,0.014907358,0.45006374,192957,881.6157400608063,0.0
92.9,444.72299102015404,14.925226,23.294657,2705,0.14624882,11,0.8628892153501511,0.004196723,0.14624882,193990,886.2772703170776,0.0
90.9,430.71815617197115,14.32179,23.293945,2716,0.14502457,11,0.8729294687509537,0.0040812,0.14502457,195007,891.0746786594391,0.0
93.675,443.6393129095906,14.942736,23.292746,2726,0.14392087,10,0.8457711189985275,0.0037708657,0.14392087,196007,895.7523605823517,0.0
93.375,446.8291060683943,14.842768,23.293964,2737,0.1476816,11,0.8244930058717728,0.0037919101,0.1476816,196979,900.3655652999878,0.0
92.5,446.77804553546264,14.6395035,23.292242,2749,0.14848447,12,0.8622576296329498,0.004461955,0.14848447,198049,904.9706177711487,0.0
88.6,426.1617585057189,13.77577,23.291525,2761,0.14718786,12,0.8530616611242294,0.004607745,0.14718786,199084,909.5518672466278,0.0
