#{"t_start": 1521282119.85477, "env_id": "Hopper-v2"}
r,l,t
29.054772,26,4.200279
9.883475,22,4.234926
12.786976,14,4.2569
30.791237,44,4.325115
8.347864,11,4.342144
8.26737,10,4.357554
11.055356,20,4.38886
20.726306,23,4.424536
12.80862,14,4.446229
10.607681,13,4.466238
22.583007,21,4.498894
28.001033,30,4.545866
9.975189,12,4.564914
39.312104,43,4.63125
11.59637,16,4.656614
8.46413,12,4.675437
12.515154,20,4.706472
55.099188,34,4.759171
31.330285,29,4.804448
11.0814,18,4.832541
9.23493,13,4.853279
11.048284,20,4.88405
20.263698,21,4.917158
9.980682,13,4.937347
9.361206,14,4.958712
14.431614,26,4.999066
11.248363,20,5.03024
36.692762,29,5.075051
8.758829,11,5.092163
9.818063,11,5.109349
6.059722,8,5.122079
7.775197,14,5.143583
33.138897,27,5.185007
10.107747,12,5.203681
7.436783,10,5.219242
19.819418,24,5.256972
5.76264,8,5.269717
36.413076,29,5.314638
7.397649,14,5.336941
11.162863,31,5.384867
14.460895,16,5.410224
12.506336,15,5.433635
126.925086,77,5.549702
20.428674,24,5.587563
9.662553,13,5.608088
12.80912,34,5.659889
7.433283,11,5.677244
9.5758,10,5.692702
8.268194,10,5.707947
9.107319,17,5.733803
9.164128,13,6.412586
10.032,17,6.439322
76.038341,46,6.509543
7.851151,11,6.52652
7.82064,12,6.544673
20.687598,21,6.576914
13.968729,24,6.613839
21.486021,20,6.644781
7.771041,17,6.67095
7.972714,17,6.69697
18.171777,18,6.724841
6.433703,10,6.739802
15.43718,17,6.766258
38.576959,30,6.812637
5.460397,15,6.835785
7.284227,13,6.855951
5.532604,11,6.872826
97.122331,75,6.988014
16.971632,19,7.01729
6.297393,15,7.04014
38.111631,39,7.099957
8.773882,18,7.128036
15.505023,22,7.162157
8.01693,27,7.203701
6.242859,13,7.224297
12.663193,20,7.254816
64.570074,39,7.31451
25.025442,22,7.348483
8.042592,13,7.368771
58.389329,40,7.429487
5.898628,9,7.443277
8.238185,11,7.459667
9.74027,14,7.480947
14.586441,21,7.512929
27.865301,25,7.551566
19.06399,18,7.579686
10.430515,14,7.601065
13.91556,17,7.627396
18.212514,27,7.669027
11.917531,20,7.699722
7.129974,13,7.720019
6.614815,10,7.735233
4.290902,30,7.781608
10.266573,18,7.809261
12.364078,16,7.834043
12.655447,13,7.854104
9.472231,13,7.874064
8.542798,11,7.891054
6.70326,11,7.907941
4.511303,12,7.926649
18.199725,20,7.957534
13.210026,15,7.980531
40.60979,57,8.284089
19.947964,26,8.324311
11.197954,17,8.350602
14.976632,19,8.380038
14.159959,26,8.420135
6.859222,10,8.435412
