meankl,EpTrueRewMean,EpLenMean,TimestepsSoFar,ev_tdlam_before,EpThisIter,optimgain,TimeElapsed,EpRewMean,entloss,surrgain,EpisodesSoFar,entropy
0.004107493,416.59103559867725,88.25,173873,0.8620573580265045,12,0.14435264,777.3645780086517,11.300264,0.0,0.14435264,2477,23.622866
0.00432978,400.74515374932326,84.3,174858,0.8190619349479675,12,0.17492956,782.3708696365356,10.870161,0.0,0.17492956,2489,23.621906
0.0038280634,408.3061952466247,86.2,175884,0.8413223624229431,11,0.14842635,786.9027853012085,10.874134,0.0,0.14842635,2500,23.6215
0.003938079,414.6926536136305,87.375,176946,0.7522780150175095,13,0.15656358,791.4301779270172,11.102307,0.0,0.15656358,2513,23.621601
0.004104479,415.50926965664496,87.1,177914,0.788243979215622,11,0.14263025,795.9600720405579,10.857758,0.0,0.14263025,2524,23.616701
0.0043458655,393.0158700872195,82.575,178838,0.8097860366106033,12,0.1620783,800.4845652580261,10.100454,0.0,0.1620783,2536,23.610113
0.004316125,402.86456257571365,83.725,179789,0.8767949268221855,11,0.15795662,804.9402365684509,10.186954,0.0,0.15795662,2547,23.606932
0.014850024,428.1500803509713,87.475,180826,0.8690677285194397,11,0.32943726,809.3724715709686,10.335447,0.0,0.32943726,2558,23.609539
0.004876673,429.4093591831981,88.525,181867,0.8306196630001068,12,0.16264892,813.8447737693787,10.109184,0.0,0.16264892,2570,23.609598
0.0043419874,422.4871119806861,86.925,182935,0.8410734683275223,13,0.1502047,818.311194896698,10.05871,0.0,0.1502047,2583,23.608393
0.003939557,405.85315837877505,84.8,183909,0.8310349136590958,12,0.15185414,822.7613315582275,9.171425,0.0,0.15185414,2595,23.609453
0.004461576,410.18976947721467,85.5,184936,0.855405256152153,11,0.15858328,827.2312304973602,9.021231,0.0,0.15858328,2606,23.60695
0.0037863876,410.6990282220269,86.45,185993,0.7595075070858002,12,0.15984078,831.7081027030945,8.798044,0.0,0.15984078,2618,23.610113
0.0039410973,432.2081501256988,90.55,186996,0.8249121010303497,11,0.14827344,836.1809203624725,9.254493,0.0,0.14827344,2629,23.610346
0.0045207236,432.63597429631193,91.35,188123,0.8338019698858261,12,0.16636914,840.6610853672028,9.258447,0.0,0.16636914,2641,23.609213
0.004078172,429.6635515225963,90.075,189154,0.7736231833696365,12,0.1505625,845.1281034946442,9.057916,0.0,0.1505625,2653,23.607687
0.0050660493,388.5272691684889,81.425,190097,0.7740640789270401,14,0.16119586,849.6181495189667,7.9890733,0.0,0.16119586,2667,23.60864
0.0040309075,389.4894835978175,82.1,191135,0.879481203854084,11,0.15365025,854.0914046764374,8.071252,0.0,0.15365025,2678,23.610579
0.004431068,392.0211140835783,81.475,192167,0.7902446687221527,12,0.14525357,858.7075972557068,7.8232665,0.0,0.14525357,2690,23.612223
0.004237534,427.8273481215272,88.825,193260,0.7752721309661865,12,0.15848425,863.2780044078827,8.459143,0.0,0.15848425,2702,23.610518
0.0048270468,427.00070126747613,89.175,194304,0.8076056092977524,12,0.15947492,868.3734273910522,8.5263605,0.0,0.15947492,2714,23.607893
0.003948629,418.32937302612936,88.75,195198,0.8079467266798019,10,0.1546506,872.8638336658478,8.359587,0.0,0.1546506,2724,23.610128
0.0043317457,414.85383215933473,88.4,196262,0.7495480477809906,12,0.16765876,877.9325785636902,8.540649,0.0,0.16765876,2736,23.608807
0.0041042054,395.10943575033497,84.275,197286,0.7745778411626816,13,0.1710051,882.863689661026,8.01853,0.0,0.1710051,2749,23.606264
0.0045652105,393.6795020374894,83.5,198281,0.823389008641243,12,0.15068875,887.397545337677,8.003969,0.0,0.15068875,2761,23.60695
0.004131252,392.03100544258695,81.75,199340,0.832396999001503,13,0.13906872,891.9254193305969,7.582766,0.0,0.13906872,2774,23.60602
0.004013097,394.9419419404268,81.8,200411,0.7475062906742096,13,0.15332699,896.454184293747,7.4117217,0.0,0.15332699,2787,23.605776
0.004165601,405.36806109410554,84.875,201488,0.8417101800441742,12,0.15199018,900.9797778129578,7.69422,0.0,0.15199018,2799,23.607
0.0040869527,403.32068787190144,85.325,202450,0.8321932256221771,11,0.1526919,905.5084998607635,7.6600447,0.0,0.1526919,2810,23.606691
