#{"t_start": 1521281845.9945793, "env_id": "Hopper-v2"}
r,l,t
29.054772,26,2.470981
9.883475,22,2.493561
12.786976,14,2.507808
30.791237,44,2.552339
8.347864,11,2.563302
8.26737,10,2.573405
11.055356,20,2.593914
20.726306,23,2.61739
12.80862,14,2.631442
10.607681,13,2.64449
22.583007,21,2.665883
28.001033,30,2.696464
9.975189,12,2.708712
39.312104,43,2.7522
11.59637,16,2.768514
8.46413,12,2.780594
12.515154,20,2.800796
55.099188,34,2.835272
31.330285,29,2.864629
11.0814,18,2.882891
9.23493,13,2.896266
11.048284,20,2.916327
20.263698,21,2.937654
9.980682,13,2.950791
9.361206,14,2.964992
14.431614,26,2.991621
11.248363,20,3.011915
36.692762,29,3.041059
8.758829,11,3.052112
9.818063,11,3.063234
6.059722,8,3.071406
7.775197,14,3.085556
33.138897,27,3.112697
10.107747,12,3.124703
7.436783,10,3.134685
19.819418,24,3.15915
5.76264,8,3.16727
36.413076,29,3.196529
7.397649,14,3.210875
11.162863,31,3.242247
14.460895,16,3.258656
12.506336,15,3.273773
126.925086,77,3.350194
20.428674,24,3.374687
9.662553,13,3.387849
12.80912,34,3.422124
7.433283,11,3.433361
9.5758,10,3.443587
8.268194,10,3.453783
9.107319,17,3.47111
9.164128,13,3.865485
10.032,17,3.883283
76.038341,46,3.929276
7.851151,11,3.940465
7.82064,12,3.952453
20.687598,21,3.97376
13.968729,24,3.998131
21.486021,20,4.018583
7.771041,17,4.035907
7.972714,17,4.05313
18.171777,18,4.071512
6.433703,10,4.081532
15.43718,17,4.098952
38.576959,30,4.129543
5.460397,15,4.144808
7.284227,13,4.158247
5.532604,11,4.169442
97.122331,75,4.245017
16.971632,19,4.264182
6.297393,15,4.279445
38.111631,39,4.318901
8.773882,18,4.337351
15.505023,22,4.359724
8.01693,27,4.387167
6.242859,13,4.400646
12.663193,20,4.42096
64.570074,39,4.460553
25.025442,22,4.482958
8.042592,13,4.496361
58.389329,40,4.536733
5.898628,9,4.545947
8.238185,11,4.55696
9.74027,14,4.571222
14.586441,21,4.592586
27.865301,25,4.617927
19.06399,18,4.636347
10.430515,14,4.650514
13.91556,17,4.667911
18.212514,27,4.695542
11.917531,20,4.715753
7.129974,13,4.729084
6.614815,10,4.739213
4.290902,30,4.769811
10.266573,18,4.787947
12.364078,16,4.804316
12.655447,13,4.81752
9.472231,13,4.830742
8.542798,11,4.842001
6.70326,11,4.853141
4.511303,12,4.865533
18.199725,20,4.885882
13.210026,15,4.90102
40.60979,57,5.104141
19.947964,26,5.130726
11.197954,17,5.148088
14.976632,19,5.167511
14.159959,26,5.194003
6.859222,10,5.204188
5.592882,9,5.213392
14.393418,17,5.230552
8.077133,13,5.243758
20.429408,21,5.265117
27.4583,39,5.304861
19.453072,20,5.325476
10.072989,15,5.340863
11.029635,24,5.365431
11.441917,16,5.381625
14.556694,20,5.402029
13.819895,15,5.417247
19.35112,23,5.440714
25.60028,25,5.465905
52.634477,37,5.503309
49.293325,55,5.559703
38.693329,30,5.589874
105.218052,59,5.649743
8.079663,14,5.664022
10.583498,21,5.685525
27.41237,24,5.709857
10.082043,20,5.730094
17.614905,22,5.752629
91.872388,57,5.80983
16.386797,19,5.829294
8.325774,13,5.842645
65.823608,46,5.888792
58.245378,73,5.963494
20.864089,23,5.987101
5.191379,9,5.996471
16.029247,26,6.023065
8.546526,23,6.046484
3.575408,20,6.066962
97.215295,57,6.338282
11.45877,38,6.377549
8.148595,12,6.389777
89.190658,53,6.442448
51.590146,33,6.475314
29.474963,29,6.504738
18.662196,18,6.523215
61.045704,43,6.566346
55.513124,51,6.617855
127.336015,73,6.691632
75.8865,60,6.751828
9.411058,38,6.790453
67.437434,38,6.828531
167.657016,86,6.914418
5.89018,9,6.923497
29.938066,26,6.949703
31.648332,29,6.978999
44.811143,34,7.013623
10.042815,13,7.02659
24.592445,32,7.059224
17.871784,17,7.076391
29.457157,26,7.102517
40.422854,67,7.170711
20.056232,23,7.194027
35.975047,30,7.224028
100.778557,88,7.312027
28.189462,22,7.334239
13.789363,17,7.497617
7.005183,12,7.509994
46.133074,33,7.543296
133.617101,78,7.622507
117.498307,62,7.685497
9.474246,15,7.700665
38.048834,30,7.730986
56.576346,38,7.769232
14.592669,20,7.789717
81.054596,50,7.839517
101.416204,67,7.907229
56.79815,34,7.941469
11.237084,26,7.967598
73.29636,52,8.019776
56.668913,38,8.057585
8.499656,10,8.067719
14.112856,15,8.082832
6.72808,8,8.091016
56.73432,48,8.139393
105.626158,61,8.200307
142.156402,94,8.294638
100.997957,64,8.358518
12.517284,16,8.374833
21.221141,31,8.406641
216.146597,124,8.677601
54.512434,62,8.740563
66.350007,41,8.782474
14.412877,27,8.810183
45.367352,39,8.849869
65.88633,47,8.897108
36.928691,62,8.960373
88.095907,56,9.017631
16.333927,18,9.035877
27.918708,23,9.059277
3.624425,25,9.084781
96.325458,61,9.146302
148.328289,80,9.226604
43.144644,49,9.276175
135.550728,78,9.354944
96.360828,117,9.473994
12.018488,14,9.488375
35.888564,30,9.518362
84.575804,93,9.611279
224.210075,156,9.924692
19.382384,26,9.951426
200.587988,97,10.049541
166.354788,102,10.15245
111.313088,63,10.214883
126.127726,90,10.305246
40.76803,32,10.337314
80.555936,47,10.384586
115.950566,79,10.464216
81.246776,103,10.568868
112.873227,94,10.663672
101.622295,65,10.729887
152.552202,78,10.80841
62.023106,45,10.854304
141.56446,91,11.091755
135.476479,83,11.174338
17.458733,46,11.221001
407.473836,192,11.411046
68.707806,43,11.453829
61.281773,42,11.496428
95.035193,65,11.561908
19.311503,49,11.611681
217.14628,141,11.753175
109.127924,67,11.820887
251.744098,156,11.976932
106.512972,70,12.048041
310.956195,202,12.398698
75.638469,46,12.445526
203.523049,145,12.592657
173.816756,101,12.694425
128.856695,84,12.77867
96.813521,76,12.855288
78.584926,46,12.90202
153.189985,115,13.01827
123.550802,110,13.128442
88.894097,112,13.398305
255.931082,163,13.563632
17.094417,47,13.612169
273.13039,136,13.749202
152.391647,75,13.824649
81.247442,52,13.877633
74.742379,44,13.922365
213.785869,115,14.037921
253.08018,144,14.183684
267.880921,146,14.329966
63.323778,73,14.404277
82.319064,48,14.599122
123.439963,77,14.677368
98.537491,54,14.730905
44.029821,29,14.76038
223.664362,134,14.895395
168.238114,99,14.994793
103.361332,59,15.053763
195.742262,117,15.170537
225.196818,141,15.311911
78.976376,54,15.366279
179.497106,102,15.46873
111.595002,65,15.534812
374.343407,230,15.912838
256.048965,148,16.063274
168.914166,115,16.178394
353.189475,209,16.388247
254.93559,124,16.512081
256.956404,201,16.715216
182.855812,123,16.996441
267.352783,145,17.144128
170.006674,102,17.247708
233.477886,144,17.392579
81.558243,69,17.462491
401.905475,252,17.715655
288.577508,173,17.889572
306.470649,186,18.222825
372.497266,203,18.426576
291.847506,153,18.581733
272.522854,159,18.741633
220.243355,116,18.858402
180.233981,97,18.956593
246.436877,123,19.080355
294.375763,182,19.407872
242.06069,119,19.527409
204.547795,110,19.638643
265.904739,155,19.794652
243.915934,144,19.939418
260.892551,122,20.061776
117.492025,89,20.151962
207.670728,110,20.26259
140.541654,84,20.50492
228.85369,129,20.635574
374.861975,242,20.87944
490.403348,343,21.225144
273.052181,163,21.389056
274.330452,163,21.699754
326.814889,169,21.869755
283.317766,163,22.033233
314.513688,180,22.214322
311.610551,153,22.36689
84.666882,65,22.432557
291.095593,195,22.626947
252.822313,158,22.930977
431.559252,221,23.15257
302.223151,201,23.353481
268.431288,151,23.505517
259.505026,147,23.653147
223.330159,130,23.782292
145.182024,93,24.032523
103.215229,158,24.192444
249.481914,138,24.331161
380.182635,256,24.589396
376.889427,219,24.809906
278.702345,137,24.947971
86.008543,118,25.215193
366.791319,261,25.476815
372.721626,226,25.70471
328.252101,175,25.881485
301.879403,189,26.072525
328.182274,174,26.391457
387.79268,203,26.595404
431.85125,265,26.863544
396.13384,211,27.076572
89.813477,58,27.135441
336.725656,163,27.297446
409.671921,233,27.686849
410.32585,239,27.927894
38.05385,77,28.00733
85.842429,130,28.137686
448.295328,254,28.393913
424.446326,264,28.805649
457.994646,314,29.120436
381.495517,226,29.347818
364.049125,243,29.591534
236.122241,172,29.763537
424.935877,264,30.173056
547.823785,333,30.506879
482.894637,305,30.812149
530.172161,351,31.321688
444.954146,274,31.596609
622.074648,430,32.030625
1009.003426,694,32.874532
1361.39917,954,33.980963
691.5582,482,34.465024
688.762386,516,35.145546
382.238531,461,35.610021
1246.202862,960,36.720912
1201.39661,1000,37.86663
861.552091,697,38.724474
300.41575,282,39.009393
1014.049064,1000,40.157784
453.055469,445,40.752398
1051.116664,862,41.776815
1053.333163,1000,42.933523
849.950694,662,43.600265
1047.144625,1000,44.754524
1046.118583,1000,45.92284
1036.775989,1000,47.08565
1024.077985,1000,48.239635
1028.841999,1000,49.40687
554.952983,577,50.137365
1051.509078,1000,51.294901
1031.547367,1000,52.464132
862.990316,864,53.339716
1038.140803,1000,54.494281
1045.839731,1000,55.643829
1057.652621,1000,56.81105
1024.999733,1000,57.96871
1005.633688,1000,59.125599
1016.903621,1000,60.294893
1014.972089,1000,61.452135
1003.471164,1000,62.609413
1028.755056,1000,63.777955
1028.650059,1000,64.938159
991.720709,1000,66.099934
1022.526078,1000,67.273014
1017.954304,1000,68.434385
1013.095105,1000,69.589773
1027.453017,1000,70.765085
1019.988916,1000,71.925548
976.752881,1000,73.082966
1034.879514,1000,74.248985
1017.005279,1000,75.406555
1007.274149,1000,76.567954
990.002071,1000,77.739337
1010.450782,1000,78.903849
1049.184707,1000,80.062568
1013.734373,1000,81.233959
998.36577,1000,82.391739
981.639968,1000,83.551166
1023.272392,1000,84.721033
1008.383035,1000,85.881336
1007.930484,1000,87.102716
545.934395,540,87.650849
1029.845697,1000,88.822507
1006.745594,1000,89.988924
1020.661087,1000,91.153624
1051.499143,1000,92.324737
1015.800417,1000,93.490845
113.077449,111,93.604413
1010.246019,1000,94.771182
1026.756417,1000,95.94957
999.312821,1000,97.115033
1052.969779,1000,98.277583
996.8069,1000,99.450942
1009.424204,1000,100.614231
1012.307258,1000,101.775961
1033.272601,1000,102.950567
984.171083,1000,104.112639
1018.102571,1000,105.277499
1012.232001,1000,106.454121
998.576629,1000,107.61454
991.610853,1000,108.776508
1017.751153,1000,109.945689
85.175368,79,110.025445
1006.317788,1000,111.188004
1015.141778,1000,112.346295
1010.293201,1000,113.523135
1012.545695,1000,114.689653
957.574942,1000,115.850228
